task,ticker,month,market,source_url,http_status,source_hash,retrieved_at,response_bytes,network_attempted,status,error,future_data_violation_count
TASK-RADAR-DATA-VNEXT-P1-P2-STRICT-AI-DIFFUSION-WEEKLY-SWITCH-BEAR-CASH-CLOSE-FILL-001,00631L,2016-01,TWSE,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160101&stockNo=00631L&response=json,200,094dc8a697b23336a919d1895e7c5d453f522c792a3a9fe3ed506ad3019fa168,2026-07-18T06:28:02+00:00,2721,True,accepted,,0
TASK-RADAR-DATA-VNEXT-P1-P2-STRICT-AI-DIFFUSION-WEEKLY-SWITCH-BEAR-CASH-CLOSE-FILL-001,00631L,2025-04,TWSE,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=00631L&response=json,200,7224735c0b8525a6e2231f8a1e5c8a69336b1413a97de2fbe4846fac67454727,2026-07-18T06:28:04+00:00,2824,True,accepted,,0
