signal_date,entry_date,exit_date,candidate_rank,ticker,entry_open,entry_close,exit_close,entry_market,exit_market,source_quality,adjustment_policy,official_ohlc_path_ready,blocked_reason,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2017-03-10,2017-03-13,2017-03-20,2,2448,27.9,27.9,28.6,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-03-10,2017-03-13,2017-03-20,3,6121,99.0,100.0,105.5,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-03-10,2017-03-13,2017-03-20,4,6452,464.5,473.0,484.5,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-03-10,2017-03-13,2017-03-20,5,1815,17.1,17.05,16.2,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-03-17,2017-03-20,2017-03-27,1,4739,54.8,53.8,50.7,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-03-17,2017-03-20,2017-03-27,2,2912,242.5,245.0,246.0,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-03-17,2017-03-20,2017-03-27,3,2311,39.2,39.3,39.65,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-03-17,2017-03-20,2017-03-27,4,2448,29.05,28.6,30.45,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-03-17,2017-03-20,2017-03-27,5,4105,113.5,116.0,112.0,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-03-24,2017-03-27,2017-04-05,1,4105,113.5,112.0,111.0,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-03-24,2017-03-27,2017-04-05,2,6188,41.0,40.0,42.35,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-03-24,2017-03-27,2017-04-05,3,2912,246.0,246.0,259.5,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-03-24,2017-03-27,2017-04-05,4,6147,49.7,48.55,49.2,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-03-24,2017-03-27,2017-04-05,5,6138,40.7,39.6,39.7,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-03-31,2017-04-05,2017-04-10,1,6188,38.65,42.35,39.5,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-03-31,2017-04-05,2017-04-10,2,8358,54.6,54.8,55.0,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-03-31,2017-04-05,2017-04-10,3,6138,39.0,39.7,38.8,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-03-31,2017-04-05,2017-04-10,4,6121,104.0,103.5,100.5,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-03-31,2017-04-05,2017-04-10,5,1262,167.0,166.5,168.5,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-04-07,2017-04-10,2017-04-17,1,3163,59.5,57.5,51.1,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-04-07,2017-04-10,2017-04-17,2,2448,31.2,30.8,28.55,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-04-07,2017-04-10,2017-04-17,3,2888,8.63,8.61,8.0,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-04-07,2017-04-10,2017-04-17,4,6138,39.9,38.8,35.8,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-04-07,2017-04-10,2017-04-17,5,6188,41.5,39.5,35.85,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-04-14,2017-04-17,2017-04-24,1,2419,22.3,22.25,21.65,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-04-14,2017-04-17,2017-04-24,2,1565,578.0,565.0,566.0,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-04-14,2017-04-17,2017-04-24,3,8064,20.7,19.95,20.65,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-04-14,2017-04-17,2017-04-24,5,3455,51.3,49.85,50.6,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-04-28,2017-05-02,2017-05-08,1,2330,198.5,196.5,202.5,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-04-28,2017-05-02,2017-05-08,2,3481,14.2,14.35,13.75,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-04-28,2017-05-02,2017-05-08,3,2409,12.7,12.7,12.15,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-04-28,2017-05-02,2017-05-08,5,2317,99.8,100.0,101.0,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-05-05,2017-05-08,2017-05-15,1,3006,41.85,39.8,39.0,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-05-05,2017-05-08,2017-05-15,2,2330,199.0,202.5,206.0,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-05-05,2017-05-08,2017-05-15,3,3428,61.3,61.5,56.7,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-05-05,2017-05-08,2017-05-15,4,3059,25.5,25.05,24.3,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-05-05,2017-05-08,2017-05-15,5,2344,16.9,16.5,17.2,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-05-12,2017-05-15,2017-05-22,1,2492,52.6,54.0,50.6,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-05-12,2017-05-15,2017-05-22,2,3006,39.1,39.0,38.65,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-05-12,2017-05-15,2017-05-22,3,3034,119.0,120.0,120.5,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-05-12,2017-05-15,2017-05-22,4,2317,103.0,104.0,102.5,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-05-12,2017-05-15,2017-05-22,5,1590,345.0,342.5,343.0,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-05-19,2017-05-22,2017-05-31,1,3034,119.5,120.5,119.5,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-05-19,2017-05-22,2017-05-31,2,3019,54.6,54.0,51.0,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-05-19,2017-05-22,2017-05-31,3,2344,17.2,17.1,17.5,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-05-19,2017-05-22,2017-05-31,4,5289,109.0,105.5,104.0,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-05-19,2017-05-22,2017-05-31,5,2449,29.4,29.2,29.4,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-05-26,2017-05-31,2017-06-03,2,5871,79.9,81.2,80.0,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-05-26,2017-05-31,2017-06-03,3,1536,147.5,149.5,147.5,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-05-26,2017-05-31,2017-06-03,4,2330,206.5,203.0,209.0,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-05-26,2017-05-31,2017-06-03,5,8341,159.0,168.5,166.0,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-02,2017-06-03,2017-06-12,1,3034,120.5,121.0,123.0,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-02,2017-06-03,2017-06-12,2,3702,40.7,40.5,40.25,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-02,2017-06-03,2017-06-12,3,8341,165.0,166.0,156.5,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-02,2017-06-03,2017-06-12,4,2049,204.0,206.0,208.0,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-02,2017-06-03,2017-06-12,5,5871,80.7,80.0,78.1,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-09,2017-06-12,2017-06-19,1,6279,173.0,173.5,172.0,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-09,2017-06-12,2017-06-19,2,1303,71.9,71.3,72.3,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-09,2017-06-12,2017-06-19,3,2325,49.95,49.8,49.75,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-09,2017-06-12,2017-06-19,4,1536,146.0,143.5,143.5,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-09,2017-06-12,2017-06-19,5,5264,95.8,95.3,103.0,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-16,2017-06-19,2017-06-26,1,2353,15.8,15.85,16.05,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-16,2017-06-19,2017-06-26,2,2603,14.65,14.9,15.1,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-16,2017-06-19,2017-06-26,3,1227,79.9,79.9,81.8,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-16,2017-06-19,2017-06-26,4,8105,18.7,18.4,18.35,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-16,2017-06-19,2017-06-26,5,2344,18.2,18.25,18.2,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-23,2017-06-26,2017-07-03,2,1597,54.7,52.7,53.3,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-23,2017-06-26,2017-07-03,3,2337,16.15,15.95,16.8,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-23,2017-06-26,2017-07-03,5,2633,25.15,25.35,25.35,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-30,2017-07-03,2017-07-10,1,4966,374.5,381.5,398.0,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-30,2017-07-03,2017-07-10,3,3376,96.6,99.9,97.2,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-30,2017-07-03,2017-07-10,4,4129,70.9,70.2,67.8,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-06-30,2017-07-03,2017-07-10,5,3231,30.95,31.1,30.15,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-07-07,2017-07-10,2017-07-17,1,3231,30.6,30.15,30.5,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-07-07,2017-07-10,2017-07-17,2,2344,18.3,18.0,18.1,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-07-07,2017-07-10,2017-07-17,3,3526,76.6,76.0,76.2,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-07-07,2017-07-10,2017-07-17,4,2382,71.5,72.0,74.0,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-07-07,2017-07-10,2017-07-17,5,2885,13.5,13.4,13.1,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-07-14,2017-07-17,2017-07-24,1,3008,5170.0,5210.0,5485.0,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-07-14,2017-07-17,2017-07-24,2,2354,92.1,91.0,91.3,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-07-14,2017-07-17,2017-07-24,3,2311,39.8,39.45,40.1,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-07-14,2017-07-17,2017-07-24,4,3481,15.25,14.95,14.75,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-07-14,2017-07-17,2017-07-24,5,2002,25.7,25.8,25.5,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-07-21,2017-07-24,2017-07-31,1,6116,8.8,8.72,9.13,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-07-21,2017-07-24,2017-07-31,2,2317,114.5,116.0,117.5,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-07-21,2017-07-24,2017-07-31,3,2002,25.4,25.5,24.8,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-07-21,2017-07-24,2017-07-31,4,1210,34.2,34.15,32.75,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-07-21,2017-07-24,2017-07-31,5,1319,58.9,59.2,56.1,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-07-28,2017-07-31,2017-08-07,1,2317,116.5,117.5,121.5,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-07-28,2017-07-31,2017-08-07,2,2049,210.5,219.0,239.0,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-07-28,2017-07-31,2017-08-07,3,6116,9.1,9.13,9.39,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-07-28,2017-07-31,2017-08-07,4,3673,101.5,101.5,125.5,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-07-28,2017-07-31,2017-08-07,5,4938,96.5,98.6,96.1,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-08-04,2017-08-07,2017-08-14,1,6147,49.75,48.9,47.4,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-08-04,2017-08-07,2017-08-14,2,8069,32.7,33.2,31.6,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-08-04,2017-08-07,2017-08-14,3,1314,12.75,12.7,12.3,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-08-04,2017-08-07,2017-08-14,4,3105,173.0,177.0,163.5,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-08-04,2017-08-07,2017-08-14,5,3260,78.8,80.7,72.7,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-08-25,2017-08-28,2017-09-04,1,2031,31.75,31.0,30.8,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-08-25,2017-08-28,2017-09-04,2,2354,95.8,94.8,95.8,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-08-25,2017-08-28,2017-09-04,3,2823,33.1,33.25,33.35,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-08-25,2017-08-28,2017-09-04,4,6182,21.2,21.8,22.2,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-08-25,2017-08-28,2017-09-04,5,2474,389.0,381.5,374.0,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-09-01,2017-09-04,2017-09-11,1,3036,49.3,48.7,48.8,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-09-01,2017-09-04,2017-09-11,2,2823,33.7,33.35,33.1,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-09-01,2017-09-04,2017-09-11,3,2474,380.0,374.0,359.5,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-09-01,2017-09-04,2017-09-11,4,6438,81.0,80.6,81.4,TPEx,TPEx,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-09-01,2017-09-04,2017-09-11,5,2104,36.3,36.0,45.95,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-09-08,2017-09-11,2017-09-18,1,2618,16.15,15.95,15.4,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
2017-09-08,2017-09-11,2017-09-18,2,1904,18.55,18.4,19.6,TWSE,TWSE,official_unadjusted_ohlcv_selected_ticker_month,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,true,,0,False,False,False,False,False,False,False,True,False
