ticker,year_month,route,source_url,raw_cache_path,raw_sha256,route_status,route_error,accepted_rows,response_bytes,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage,retrieved_at_utc
1101,201801,twse_stock_day,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180101&stockNo=1101&response=json,raw_sources\twse_stock_day_1101_201801.json,de4ee7e0cd697c3e4fdbb13569a6b89b0c0a3ae0ded3f3d2c665d9e9e079b7e3,fetched,,0,71,0,False,False,False,False,False,False,False,True,False,
1101,201801,tpex_trading_stock,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=1101&date=2018/01/01&response=json,raw_sources\tpex_trading_stock_1101_201801.json,ba80c1060bd6aa72ab7fd7d06c72a03d29f4d0087f8dcb751e425b875b05c0f6,fetched,,0,376,0,False,False,False,False,False,False,False,True,False,
1101,201802,twse_stock_day,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180201&stockNo=1101&response=json,raw_sources\twse_stock_day_1101_201802.json,3158cd9bf85859a1072d884f841abe8a642b92badd1543196a2c5b32e925248a,fetched,,13,2051,0,False,False,False,False,False,False,False,True,False,
1101,201807,twse_stock_day,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180701&stockNo=1101&response=json,raw_sources\twse_stock_day_1101_201807.json,99ba7f6e59ef036bdbb1654d80e51e226f8eedf604b483ed32f06e321910c0e4,fetched,,22,2917,0,False,False,False,False,False,False,False,True,False,
1101,201903,twse_stock_day,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190301&stockNo=1101&response=json,raw_sources\twse_stock_day_1101_201903.json,2848a8155a6212674d34042184c7de52c697e83ae6ea369cc1d41bb61afc1b01,fetched,,20,2716,0,False,False,False,False,False,False,False,True,False,
1101,201904,twse_stock_day,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190401&stockNo=1101&response=json,raw_sources\twse_stock_day_1101_201904.json,93cb64c91a130b16297bb97715f5119ccd249c3339be9122a5520ea986620310,fetched,,20,2717,0,False,False,False,False,False,False,False,True,False,
1101,201905,twse_stock_day,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190501&stockNo=1101&response=json,raw_sources\twse_stock_day_1101_201905.json,c900450edb9149521ed44126f3756f247a148c6aa3c92749ba2f4e3dcf113ea6,fetched,,22,2898,0,False,False,False,False,False,False,False,True,False,
1101,202105,twse_stock_day,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210501&stockNo=1101&response=json,raw_sources\twse_stock_day_1101_202105.json,1cefb9b2d43ec50a181728e112c742cf30ceb6199bdfb7c6bd073e3f3bc38bee,fetched,,21,2847,0,False,False,False,False,False,False,False,True,False,
1102,201504,twse_stock_day,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150401&stockNo=1102&response=json,raw_sources\twse_stock_day_1102_201504.json,cbaf4ecbccf154b60b048e1283614d137da852ccf29692465a5d747e2f081063,fetched,,20,2600,0,False,False,False,False,False,False,False,True,False,
1102,201505,twse_stock_day,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=1102&response=json,raw_sources\twse_stock_day_1102_201505.json,7efe0ec6b3142ebf1c0d374bdd7d44f1d1c92383c2c887dd33cca06ae4b473ff,fetched,,20,2595,0,False,False,False,False,False,False,False,True,False,
1102,201904,twse_stock_day,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190401&stockNo=1102&response=json,raw_sources\twse_stock_day_1102_201904.json,196a8d300f883b6d44cda9e16caf994f88c0c47de2db48311caad708c41528e5,fetched,,20,2691,0,False,False,False,False,False,False,False,True,False,
1102,202104,twse_stock_day,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210401&stockNo=1102&response=json,raw_sources\twse_stock_day_1102_202104.json,7f1d4d38e6525b9d34896daf5118dc3da692d8ec44ffa77f1fbf072c91a882c2,fetched,,19,2622,0,False,False,False,False,False,False,False,True,False,
1102,202105,twse_stock_day,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20210501&stockNo=1102&response=json,raw_sources\twse_stock_day_1102_202105.json,4da9b57c6da0c680b52fb52ab2be5c55a0a133a5ca0a276a46009dcaa427dfc2,fetched,,21,2802,0,False,False,False,False,False,False,False,True,False,
1210,201707,twse_stock_day,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170701&stockNo=1210&response=json,raw_sources\twse_stock_day_1210_201707.json,801b779c6ed2d9d0b8a04aaff4d2a10f0c611db14e8ae62fc4a9d3e832876e3d,fetched,,21,2763,0,False,False,False,False,False,False,False,True,False,
1215,201701,twse_stock_day,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170101&stockNo=1215&response=json,raw_sources\twse_stock_day_1215_201701.json,b6038caa57f5763f1984ccd3e729001cf35768637ddc6ec5e4a1702571ac16e2,fetched,,16,2308,0,False,False,False,False,False,False,False,True,False,
