effective_date,holdings_date,source_file,source_url,ticker,name,weight,source_type,formal_exact,evidence_quality,parser_status,notes
2026-06-26,2026-06-26,not_committed_tmp_yuanta_ratio_html,https://www.yuantaetfs.com/product/detail/0050/ratio,2330,台積電,57.72,source_backed_manual_proxy,false,official_current_parser_sample,auto_parsed_current_sample_only,"Official current ratio SSR StockWeights sample; parser mapping only; prohibited from historical backfill."
2026-06-26,2026-06-26,not_committed_tmp_yuanta_ratio_html,https://www.yuantaetfs.com/product/detail/0050/ratio,2454,聯發科,5.79,source_backed_manual_proxy,false,official_current_parser_sample,auto_parsed_current_sample_only,"Official current ratio SSR StockWeights sample; parser mapping only; prohibited from historical backfill."
2026-06-26,2026-06-26,not_committed_tmp_yuanta_ratio_html,https://www.yuantaetfs.com/product/detail/0050/ratio,2308,台達電,3.55,source_backed_manual_proxy,false,official_current_parser_sample,auto_parsed_current_sample_only,"Official current ratio SSR StockWeights sample; parser mapping only; prohibited from historical backfill."
2026-06-26,2026-06-26,not_committed_tmp_yuanta_ratio_html,https://www.yuantaetfs.com/product/detail/0050/ratio,2317,鴻海,3.06,source_backed_manual_proxy,false,official_current_parser_sample,auto_parsed_current_sample_only,"Official current ratio SSR StockWeights sample; parser mapping only; prohibited from historical backfill."
2026-06-26,2026-06-26,not_committed_tmp_yuanta_ratio_html,https://www.yuantaetfs.com/product/detail/0050/ratio,3711,日月光投控,2.12,source_backed_manual_proxy,false,official_current_parser_sample,auto_parsed_current_sample_only,"Official current ratio SSR StockWeights sample; parser mapping only; prohibited from historical backfill."
2026-06-26,2026-06-26,not_committed_tmp_yuanta_ratio_html,https://www.yuantaetfs.com/product/detail/0050/ratio,2303,聯電,1.94,source_backed_manual_proxy,false,official_current_parser_sample,auto_parsed_current_sample_only,"Official current ratio SSR StockWeights sample; parser mapping only; prohibited from historical backfill."
2026-06-26,2026-06-26,not_committed_tmp_yuanta_ratio_html,https://www.yuantaetfs.com/product/detail/0050/ratio,2327,國巨*,1.62,source_backed_manual_proxy,false,official_current_parser_sample,auto_parsed_current_sample_only,"Official current ratio SSR StockWeights sample; parser mapping only; prohibited from historical backfill."
2026-06-26,2026-06-26,not_committed_tmp_yuanta_ratio_html,https://www.yuantaetfs.com/product/detail/0050/ratio,2383,台光電,1.55,source_backed_manual_proxy,false,official_current_parser_sample,auto_parsed_current_sample_only,"Official current ratio SSR StockWeights sample; parser mapping only; prohibited from historical backfill."
2026-06-26,2026-06-26,not_committed_tmp_yuanta_ratio_html,https://www.yuantaetfs.com/product/detail/0050/ratio,3037,欣興,1.30,source_backed_manual_proxy,false,official_current_parser_sample,auto_parsed_current_sample_only,"Official current ratio SSR StockWeights sample; parser mapping only; prohibited from historical backfill."
2026-06-26,2026-06-26,not_committed_tmp_yuanta_ratio_html,https://www.yuantaetfs.com/product/detail/0050/ratio,2891,中信金,1.26,source_backed_manual_proxy,false,official_current_parser_sample,auto_parsed_current_sample_only,"Official current ratio SSR StockWeights sample; parser mapping only; prohibited from historical backfill."
