source_id,source_url,source_quality,route_status,route_error,raw_cache_path,raw_sha256,retrieved_at_utc,response_bytes,records_total,selected_ticker_candidate_records,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
twse_t187ap39_L_dividend_distribution,https://openapi.twse.com.tw/v1/opendata/t187ap39_L,official_twse_openapi_dividend_distribution_historical_partial,fetched,,raw_sources\twse_t187ap39_L_dividend_distribution.json,4de730c7b301b1ba2bfd751c2814a1c2a06b71e47d3990e6953f8da5fb37899c,2026-07-08T11:08:04+00:00,6519101,3098,24,0,False,False,False,False,False,False,False,True,False
twse_t187ap40_L_dividend_resolution,https://openapi.twse.com.tw/v1/opendata/t187ap40_L,official_twse_openapi_dividend_resolution_historical_partial,fetched,,raw_sources\twse_t187ap40_L_dividend_resolution.json,6d968356868cdfa909b0c6b20874425f9104db8a4eb7d5c95c7e9fb6e6e9fd35,2026-07-08T11:08:04+00:00,1014297,470,3,0,False,False,False,False,False,False,False,True,False
tpex_t187ap39_O_dividend_distribution,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap39_O,official_tpex_openapi_dividend_distribution_historical_partial,fetched,,raw_sources\tpex_t187ap39_O_dividend_distribution.json,f218d653b939612a0d18511036a5bba8a6d48c88979d42f84468e861dfa5bc8d,2026-07-08T11:08:06+00:00,5126249,2483,21,0,False,False,False,False,False,False,False,True,False
tpex_t187ap40_O_dividend_resolution,https://www.tpex.org.tw/openapi/v1/mopsfin_t187ap40_O,official_tpex_openapi_dividend_resolution_historical_partial,fetched,,raw_sources\tpex_t187ap40_O_dividend_resolution.json,67931b12805c0a49784cff4b6392eda51fea129598fe566ea4752ca3e53f9aba,2026-07-08T11:08:06+00:00,719251,339,3,0,False,False,False,False,False,False,False,True,False
twse_twt48u_historical_date_probe,https://www.twse.com.tw/exchangeReport/TWT48U?response=json&date=20150504,official_twse_exright_current_route_probe_historical_date_not_honored,fetched,,raw_sources\twse_twt48u_historical_date_probe.json,c41f7af40b962ccf4e51f4e504fc6a2deb5f86d4bf352374729f869f9c3e608b,2026-07-08T11:08:09+00:00,72797,0,0,0,False,False,False,False,False,False,False,True,False
twse_twt49u_historical_date_probe,https://www.twse.com.tw/rwd/zh/exRight/TWT49U?response=json&date=20150504,official_twse_exright_current_route_probe_historical_date_not_honored,fetched,,raw_sources\twse_twt49u_historical_date_probe.json,44ab95d39df6893f26f2b6ba025374edc7a54f41a34f3848acda922cd62ce5b6,2026-07-08T11:08:10+00:00,10275,0,0,0,False,False,False,False,False,False,False,True,False
