ticker,name,market,year_month,route,source_url,raw_cache_path,raw_sha256,route_status,route_error,accepted_rows,response_bytes,retrieved_at_utc,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2330,台積電,TWSE,202303,twse_rwd_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20230301&stockNo=2330&response=json,raw_sources\twse_rwd_stock_day_2330_202303.json,fc528f824eea168309e94994bc32281edb7c1fe75c73102e862c7ccb9e0b125d,fetched,,23,3163,2026-07-08T12:51:10+00:00,0,False,False,False,False,False,False,False,True,False
2330,台積電,TWSE,202606,twse_rwd_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260601&stockNo=2330&response=json,raw_sources\twse_rwd_stock_day_2330_202606.json,1f3d24c2d49921d29a723de582ef88f578c0b26fe69fb2f0866720d58341b813,fetched,,21,3179,2026-07-08T12:51:10+00:00,0,False,False,False,False,False,False,False,True,False
