ticker,market,report_period,route,payload,status,code,message,returned_rows,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
3008,TWSE,115Q1,POST /mops/api/t05st01,"{""companyId"": ""3008"", ""year"": ""115"", ""month"": ""all"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,43,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,POST /mops/api/t05st01,"{""companyId"": ""3008"", ""year"": ""115"", ""month"": ""03"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,1,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,POST /mops/api/t05st01,"{""companyId"": ""3008"", ""year"": ""115"", ""month"": ""04"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,12,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,POST /mops/api/t05st01,"{""companyId"": ""3008"", ""year"": ""115"", ""month"": ""05"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,3,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,POST /mops/api/t05st01,"{""companyId"": ""3008"", ""year"": ""115"", ""month"": ""06"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,8,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,POST /mops/api/t05st01,"{""companyId"": ""3008"", ""year"": ""115"", ""month"": """", ""firstDay"": ""03/01"", ""lastDay"": ""06/30""}",ok,500,請輸入月份,0,False,False,False,False,False,False,True,False
3008,TWSE,115Q1,POST /mops/api/t05st01,"{""companyId"": ""3008"", ""year"": ""115"", ""month"": """", ""firstDay"": ""04/01"", ""lastDay"": ""06/30""}",ok,500,請輸入月份,0,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""3008"", ""year"": ""115"", ""month"": ""all"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,43,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""3008"", ""year"": ""115"", ""month"": ""03"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,1,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""3008"", ""year"": ""115"", ""month"": ""04"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,12,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""3008"", ""year"": ""115"", ""month"": ""05"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,3,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""3008"", ""year"": ""115"", ""month"": ""06"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,8,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""3008"", ""year"": ""114"", ""month"": ""all"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,39,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""3008"", ""year"": ""114"", ""month"": ""03"", ""firstDay"": """", ""lastDay"": """"}",ok,406,查無相符資料,0,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""3008"", ""year"": ""114"", ""month"": ""04"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,4,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""3008"", ""year"": ""114"", ""month"": ""05"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,1,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""3008"", ""year"": ""114"", ""month"": ""06"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,7,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""3008"", ""year"": ""115"", ""month"": """", ""firstDay"": ""03/01"", ""lastDay"": ""06/30""}",ok,500,請輸入月份,0,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""3008"", ""year"": ""115"", ""month"": """", ""firstDay"": ""04/01"", ""lastDay"": ""06/30""}",ok,500,請輸入月份,0,False,False,False,False,False,False,True,False
3008,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""3008"", ""year"": ""114"", ""month"": """", ""firstDay"": ""11/01"", ""lastDay"": ""12/31""}",ok,500,請輸入月份,0,False,False,False,False,False,False,True,False
6669,TWSE,115Q1,POST /mops/api/t05st01,"{""companyId"": ""6669"", ""year"": ""115"", ""month"": ""all"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,64,False,False,False,False,False,False,True,False
6669,TWSE,115Q1,POST /mops/api/t05st01,"{""companyId"": ""6669"", ""year"": ""115"", ""month"": ""03"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,10,False,False,False,False,False,False,True,False
6669,TWSE,115Q1,POST /mops/api/t05st01,"{""companyId"": ""6669"", ""year"": ""115"", ""month"": ""04"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,8,False,False,False,False,False,False,True,False
6669,TWSE,115Q1,POST /mops/api/t05st01,"{""companyId"": ""6669"", ""year"": ""115"", ""month"": ""05"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,18,False,False,False,False,False,False,True,False
6669,TWSE,115Q1,POST /mops/api/t05st01,"{""companyId"": ""6669"", ""year"": ""115"", ""month"": ""06"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,4,False,False,False,False,False,False,True,False
6669,TWSE,115Q1,POST /mops/api/t05st01,"{""companyId"": ""6669"", ""year"": ""115"", ""month"": """", ""firstDay"": ""03/01"", ""lastDay"": ""06/30""}",ok,500,請輸入月份,0,False,False,False,False,False,False,True,False
6669,TWSE,115Q1,POST /mops/api/t05st01,"{""companyId"": ""6669"", ""year"": ""115"", ""month"": """", ""firstDay"": ""04/01"", ""lastDay"": ""06/30""}",ok,500,請輸入月份,0,False,False,False,False,False,False,True,False
6669,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6669"", ""year"": ""115"", ""month"": ""all"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,64,False,False,False,False,False,False,True,False
6669,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6669"", ""year"": ""115"", ""month"": ""03"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,10,False,False,False,False,False,False,True,False
6669,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6669"", ""year"": ""115"", ""month"": ""04"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,8,False,False,False,False,False,False,True,False
6669,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6669"", ""year"": ""115"", ""month"": ""05"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,18,False,False,False,False,False,False,True,False
6669,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6669"", ""year"": ""115"", ""month"": ""06"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,4,False,False,False,False,False,False,True,False
6669,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6669"", ""year"": ""114"", ""month"": ""all"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,65,False,False,False,False,False,False,True,False
6669,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6669"", ""year"": ""114"", ""month"": ""03"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,10,False,False,False,False,False,False,True,False
6669,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6669"", ""year"": ""114"", ""month"": ""04"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,3,False,False,False,False,False,False,True,False
6669,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6669"", ""year"": ""114"", ""month"": ""05"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,10,False,False,False,False,False,False,True,False
6669,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6669"", ""year"": ""114"", ""month"": ""06"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,4,False,False,False,False,False,False,True,False
6669,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6669"", ""year"": ""115"", ""month"": """", ""firstDay"": ""03/01"", ""lastDay"": ""06/30""}",ok,500,請輸入月份,0,False,False,False,False,False,False,True,False
6669,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6669"", ""year"": ""115"", ""month"": """", ""firstDay"": ""04/01"", ""lastDay"": ""06/30""}",ok,500,請輸入月份,0,False,False,False,False,False,False,True,False
6669,TWSE,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6669"", ""year"": ""114"", ""month"": """", ""firstDay"": ""11/01"", ""lastDay"": ""12/31""}",ok,500,請輸入月份,0,False,False,False,False,False,False,True,False
6187,TPEx,115Q1,POST /mops/api/t05st01,"{""companyId"": ""6187"", ""year"": ""115"", ""month"": ""all"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,54,False,False,False,False,False,False,True,False
6187,TPEx,115Q1,POST /mops/api/t05st01,"{""companyId"": ""6187"", ""year"": ""115"", ""month"": ""03"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,8,False,False,False,False,False,False,True,False
6187,TPEx,115Q1,POST /mops/api/t05st01,"{""companyId"": ""6187"", ""year"": ""115"", ""month"": ""04"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,10,False,False,False,False,False,False,True,False
6187,TPEx,115Q1,POST /mops/api/t05st01,"{""companyId"": ""6187"", ""year"": ""115"", ""month"": ""05"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,10,False,False,False,False,False,False,True,False
6187,TPEx,115Q1,POST /mops/api/t05st01,"{""companyId"": ""6187"", ""year"": ""115"", ""month"": ""06"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,11,False,False,False,False,False,False,True,False
6187,TPEx,115Q1,POST /mops/api/t05st01,"{""companyId"": ""6187"", ""year"": ""115"", ""month"": """", ""firstDay"": ""03/01"", ""lastDay"": ""06/30""}",ok,500,請輸入月份,0,False,False,False,False,False,False,True,False
6187,TPEx,115Q1,POST /mops/api/t05st01,"{""companyId"": ""6187"", ""year"": ""115"", ""month"": """", ""firstDay"": ""04/01"", ""lastDay"": ""06/30""}",ok,500,請輸入月份,0,False,False,False,False,False,False,True,False
6187,TPEx,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6187"", ""year"": ""115"", ""month"": ""all"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,54,False,False,False,False,False,False,True,False
6187,TPEx,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6187"", ""year"": ""115"", ""month"": ""03"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,8,False,False,False,False,False,False,True,False
6187,TPEx,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6187"", ""year"": ""115"", ""month"": ""04"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,10,False,False,False,False,False,False,True,False
6187,TPEx,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6187"", ""year"": ""115"", ""month"": ""05"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,10,False,False,False,False,False,False,True,False
6187,TPEx,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6187"", ""year"": ""115"", ""month"": ""06"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,11,False,False,False,False,False,False,True,False
6187,TPEx,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6187"", ""year"": ""114"", ""month"": ""all"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,69,False,False,False,False,False,False,True,False
6187,TPEx,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6187"", ""year"": ""114"", ""month"": ""03"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,3,False,False,False,False,False,False,True,False
6187,TPEx,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6187"", ""year"": ""114"", ""month"": ""04"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,3,False,False,False,False,False,False,True,False
6187,TPEx,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6187"", ""year"": ""114"", ""month"": ""05"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,15,False,False,False,False,False,False,True,False
6187,TPEx,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6187"", ""year"": ""114"", ""month"": ""06"", ""firstDay"": """", ""lastDay"": """"}",ok,200,查詢成功,7,False,False,False,False,False,False,True,False
6187,TPEx,114Q4,POST /mops/api/t05st01,"{""companyId"": ""6187"", ""year"": ""115"", ""month"": """", ""firstDay"": ""03/01"", ""lastDay"": ""06/30""}",ok,500,請輸入月份,0,False,False,False,False,False,False,True,False
