snapshot_date,ticker,name,market,top250_core_rank,turnover_value,source_reuse,source_url,source_hash,retrieved_at_utc,available_at_policy,membership_type,future_data_violation_count
2026-07-02,2330,台積電,TWSE,1,88369879773,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2327,國巨*,TWSE,2,50243075755,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2454,聯發科,TWSE,3,36861945335,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2344,華邦電,TWSE,4,29897827806,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,3481,群創,TWSE,5,28922525321,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,3037,欣興,TWSE,6,28417819003,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2408,南亞科,TWSE,7,25962876750,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,3189,景碩,TWSE,8,23103472338,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,3661,世芯-KY,TWSE,9,20401260625,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,3711,日月光投控,TWSE,10,17742769515,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,5483,中美晶,TPEx,11,17093147743,local_official_full_market_compact,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/02&response=json,6cf4dc2e6a68aefbdb83f03175e0b74610847c5b1e0f7fdb1be59a91b6e6b042,2026-07-12T11:53:53+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,3443,創意,TWSE,12,16661121045,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2317,鴻海,TWSE,13,16295091341,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,3042,晶技,TWSE,14,16212557826,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,6669,緯穎,TWSE,15,14269535045,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2308,台達電,TWSE,16,13739120390,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2303,聯電,TWSE,17,13562266902,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,3017,奇鋐,TWSE,18,13521473385,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,8046,南電,TWSE,19,12730011320,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2464,盟立,TWSE,20,12403848863,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,6182,合晶,TPEx,21,11578217641,local_official_full_market_compact,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/02&response=json,6cf4dc2e6a68aefbdb83f03175e0b74610847c5b1e0f7fdb1be59a91b6e6b042,2026-07-12T11:53:53+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2345,智邦,TWSE,22,11492038315,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,6770,力積電,TWSE,23,11443165955,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2409,友達,TWSE,24,11405028965,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,6223,旺矽,TPEx,25,11256353730,local_official_full_market_compact,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/02&response=json,6cf4dc2e6a68aefbdb83f03175e0b74610847c5b1e0f7fdb1be59a91b6e6b042,2026-07-12T11:53:53+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,4958,臻鼎-KY,TWSE,26,11205633594,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2337,旺宏,TWSE,27,10089935630,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,8033,雷虎,TWSE,28,10037672292,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,1303,南亞,TWSE,29,10007829188,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,8261,富鼎,TWSE,30,9152870649,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,8150,南茂,TWSE,31,9090059654,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,8299,群聯,TPEx,32,8921472330,local_official_full_market_compact,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/02&response=json,6cf4dc2e6a68aefbdb83f03175e0b74610847c5b1e0f7fdb1be59a91b6e6b042,2026-07-12T11:53:53+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2881,富邦金,TWSE,33,8774453667,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2449,京元電子,TWSE,34,8048260310,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,6274,台燿,TPEx,35,7775626165,local_official_full_market_compact,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/02&response=json,6cf4dc2e6a68aefbdb83f03175e0b74610847c5b1e0f7fdb1be59a91b6e6b042,2026-07-12T11:53:53+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,6213,聯茂,TWSE,36,7769886172,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,6147,頎邦,TPEx,37,7528375757,local_official_full_market_compact,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/02&response=json,6cf4dc2e6a68aefbdb83f03175e0b74610847c5b1e0f7fdb1be59a91b6e6b042,2026-07-12T11:53:53+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,3008,大立光,TWSE,38,7452771195,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2375,凱美,TWSE,39,7438687034,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,6239,力成,TWSE,40,7240112566,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,5328,華容,TPEx,41,7055549530,local_official_full_market_compact,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/02&response=json,6cf4dc2e6a68aefbdb83f03175e0b74610847c5b1e0f7fdb1be59a91b6e6b042,2026-07-12T11:53:53+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,8043,蜜望實,TPEx,42,7016801141,local_official_full_market_compact,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/02&response=json,6cf4dc2e6a68aefbdb83f03175e0b74610847c5b1e0f7fdb1be59a91b6e6b042,2026-07-12T11:53:53+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,1301,台塑,TWSE,43,6568856495,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2368,金像電,TWSE,44,6552935195,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2313,華通,TWSE,45,6431305557,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,6271,同欣電,TWSE,46,6214289385,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2882,國泰金,TWSE,47,6092179142,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2484,希華,TWSE,48,5876303997,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,6173,信昌電,TPEx,49,5838061417,local_official_full_market_compact,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/02&response=json,6cf4dc2e6a68aefbdb83f03175e0b74610847c5b1e0f7fdb1be59a91b6e6b042,2026-07-12T11:53:53+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,8021,尖點,TWSE,50,5734962716,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,6515,穎崴,TWSE,51,5664214055,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,5289,宜鼎,TPEx,52,5587837950,local_official_full_market_compact,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/02&response=json,6cf4dc2e6a68aefbdb83f03175e0b74610847c5b1e0f7fdb1be59a91b6e6b042,2026-07-12T11:53:53+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2383,台光電,TWSE,53,5475306155,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,6719,力智,TWSE,54,5430363426,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,3105,穩懋,TPEx,55,5232447568,local_official_full_market_compact,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/02&response=json,6cf4dc2e6a68aefbdb83f03175e0b74610847c5b1e0f7fdb1be59a91b6e6b042,2026-07-12T11:53:53+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2472,立隆電,TWSE,56,5176715247,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,5347,世界,TPEx,57,5117972442,local_official_full_market_compact,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/02&response=json,6cf4dc2e6a68aefbdb83f03175e0b74610847c5b1e0f7fdb1be59a91b6e6b042,2026-07-12T11:53:53+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2404,漢唐,TWSE,58,5058124410,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,6488,環球晶,TPEx,59,4967194910,local_official_full_market_compact,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/02&response=json,6cf4dc2e6a68aefbdb83f03175e0b74610847c5b1e0f7fdb1be59a91b6e6b042,2026-07-12T11:53:53+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,7769,鴻勁,TWSE,60,4956360220,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,3374,精材,TPEx,61,4758667820,local_official_full_market_compact,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/02&response=json,6cf4dc2e6a68aefbdb83f03175e0b74610847c5b1e0f7fdb1be59a91b6e6b042,2026-07-12T11:53:53+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,8358,金居,TPEx,62,4738955636,local_official_full_market_compact,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/02&response=json,6cf4dc2e6a68aefbdb83f03175e0b74610847c5b1e0f7fdb1be59a91b6e6b042,2026-07-12T11:53:53+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,3081,聯亞,TPEx,63,4412419075,local_official_full_market_compact,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/02&response=json,6cf4dc2e6a68aefbdb83f03175e0b74610847c5b1e0f7fdb1be59a91b6e6b042,2026-07-12T11:53:53+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,6207,雷科,TPEx,64,4335839467,local_official_full_market_compact,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/02&response=json,6cf4dc2e6a68aefbdb83f03175e0b74610847c5b1e0f7fdb1be59a91b6e6b042,2026-07-12T11:53:53+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,6139,亞翔,TWSE,65,4292614547,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2357,華碩,TWSE,66,4100377988,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,1326,台化,TWSE,67,3903781242,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,5274,信驊,TPEx,68,3692955825,local_official_full_market_compact,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/02&response=json,6cf4dc2e6a68aefbdb83f03175e0b74610847c5b1e0f7fdb1be59a91b6e6b042,2026-07-12T11:53:53+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,3016,嘉晶,TWSE,69,3674554856,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2891,中信金,TWSE,70,3617034275,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,2379,瑞昱,TWSE,71,3608555619,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,6191,精成科,TWSE,72,3598754466,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,6187,萬潤,TPEx,73,3585470872,local_official_full_market_compact,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/02&response=json,6cf4dc2e6a68aefbdb83f03175e0b74610847c5b1e0f7fdb1be59a91b6e6b042,2026-07-12T11:53:53+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,6446,藥華藥,TWSE,74,3557598815,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
2026-07-02,6442,光聖,TWSE,75,3461642200,local_official_full_market_compact,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,official EOD traded value available after market close; eligible next trading day,layer0_core_top250_only_no_buffer,0
