date,market,source_url,source_hash,retrieved_at_utc,status,source_scope,family,requested_date,actual_source_date,row_count,http_status,response_bytes,error
2026-07-02,TWSE,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260702&type=ALLBUT0999&response=json,eb786aeed0288e63e40bb0cb0bb0a5e096ee937584739532a514a75e13d7488e,2026-07-12T11:53:52+00:00,accepted_reused,full_market_official_eod,,,,,,,
2026-07-02,TPEx,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/02&response=json,6cf4dc2e6a68aefbdb83f03175e0b74610847c5b1e0f7fdb1be59a91b6e6b042,2026-07-12T11:53:53+00:00,accepted_reused,full_market_official_eod,,,,,,,
2026-07-09,TWSE,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260709&type=ALLBUT0999&response=json,b5753cce032fcddf9e606c16a73c9d5cabfd7097a5db3cf9f6f63d76e7398b0c,2026-07-12T11:54:31+00:00,accepted_reused,full_market_official_eod,,,,,,,
2026-07-09,TPEx,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/09&response=json,db9446f79cf29c6bf944c394bebe80aafcf0e609caae379197b72320e2fca60a,2026-07-12T11:54:31+00:00,accepted_reused,full_market_official_eod,,,,,,,
,TWSE,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260716&type=ALLBUT0999&response=json,5c9494c4e6cbabe85056109ddb57fe0e00c3d002cd6821a3358f5d48833460a4,2026-07-22T02:10:47+00:00,accepted,,official_raw_execution_ohlcv,2026-07-16,2026-07-16,1082.0,200.0,245658.0,
,TPEx,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/16&response=json,b16eba12376353f21d660422e1aa541f83b8d1c9511e053b4b585fdbc6c88134,2026-07-22T02:10:48+00:00,accepted,,official_raw_execution_ohlcv,2026-07-16,2026-07-16,869.0,200.0,1511650.0,
