ticker,date,market,close,source_quality,adjustment_policy,source_url,source_hash,retrieved_at,source_reuse,future_data_violation_count
00631L,2019-04-02,TWSE,38.15,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20190401&stockNo=00631L&response=json,6d2bc7398c6b4f1139e24960acd4447062c48b6304598f13ee6d252087aba18a,2026-07-18T06:46:39+00:00,previous_accepted_official_ticker_month_checkpoint,0
00631L,2023-05-26,TWSE,127.0,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20230501&stockNo=00631L&response=json,248f6175c97758f5bb81b61622a9f692269e4474065f75ae60843436f0c8d35e,2026-07-18T07:24:19+00:00,previous_accepted_official_ticker_month_checkpoint,0
