ticker,date,market,close,source_quality,adjustment_policy,source_url,source_hash,retrieved_at,checkpoint_path,source_reuse,future_data_violation_count
00631L,2019-07-12,TWSE,40.43,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20190701&stockNo=00631L&response=json,52a511eaaf84a279f8f33f43281e554d9e4ecc7bb8e935fb37e538ec4041a706,2026-07-18T05:50:00+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ai_diffusion_weekly_switch_close_fill_20260718\checkpoints\00631L\2019-07.json.gz,previous_accepted_official_ticker_month_checkpoint,0
00631L,2019-08-05,TWSE,38.4,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20190801&stockNo=00631L&response=json,2f25136b19352df697dd03ad240e106e44750a0c5a33b96d3f6d5ce734fad0e8,2026-07-18T05:50:01+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ai_diffusion_weekly_switch_close_fill_20260718\checkpoints\00631L\2019-08.json.gz,previous_accepted_official_ticker_month_checkpoint,0
00631L,2019-09-10,TWSE,41.32,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20190901&stockNo=00631L&response=json,4548ce1a7ae19afaa7201cb9c673f7db8b41c54b3317e17e3475e01c430786a2,2026-07-18T05:50:03+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ai_diffusion_weekly_switch_close_fill_20260718\checkpoints\00631L\2019-09.json.gz,previous_accepted_official_ticker_month_checkpoint,0
00631L,2019-10-01,TWSE,43.51,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20191001&stockNo=00631L&response=json,557d634f621f9cfca32625c6edea44bdcf3d5610ffefd19b67d8e47a43d9bc27,2026-07-19T04:58:19+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_old_ai7_median_rs60_two_sleeve_execution_union_close_fill_20260719\checkpoints\00631L\2019-10.json.gz,new_authorized_official_ticker_month_route,0
00631L,2019-10-23,TWSE,45.8,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20191001&stockNo=00631L&response=json,557d634f621f9cfca32625c6edea44bdcf3d5610ffefd19b67d8e47a43d9bc27,2026-07-19T04:58:19+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_old_ai7_median_rs60_two_sleeve_execution_union_close_fill_20260719\checkpoints\00631L\2019-10.json.gz,new_authorized_official_ticker_month_route,0
00631L,2019-11-19,TWSE,50.25,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20191101&stockNo=00631L&response=json,9f2d13df467bb16d286900cf16858e56eaf177dd9652d35d890aed0ce38c154d,2026-07-18T05:50:04+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ai_diffusion_weekly_switch_close_fill_20260718\checkpoints\00631L\2019-11.json.gz,previous_accepted_official_ticker_month_checkpoint,0
00631L,2020-01-31,TWSE,48.87,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20200101&stockNo=00631L&response=json,c2a2eda36e60a9dc5da4f4a96b5f3022a256b101f408e52a3238a999722f4aee,2026-07-19T04:58:21+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_old_ai7_median_rs60_two_sleeve_execution_union_close_fill_20260719\checkpoints\00631L\2020-01.json.gz,new_authorized_official_ticker_month_route,0
00631L,2020-02-17,TWSE,51.45,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20200201&stockNo=00631L&response=json,2a88d7bb35634ac3892175238a7204fa9f16075025f404c18414b355434595a9,2026-07-19T04:58:22+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_old_ai7_median_rs60_two_sleeve_execution_union_close_fill_20260719\checkpoints\00631L\2020-02.json.gz,new_authorized_official_ticker_month_route,0
00631L,2020-03-02,TWSE,46.38,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20200301&stockNo=00631L&response=json,be9327b13cd210dfbda2f075cccc12f3397df091bacb99022b169cb4692e40c6,2026-07-18T05:50:08+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ai_diffusion_weekly_switch_close_fill_20260718\checkpoints\00631L\2020-03.json.gz,previous_accepted_official_ticker_month_checkpoint,0
00631L,2020-06-23,TWSE,50.5,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20200601&stockNo=00631L&response=json,c740ad282c3651ee64ef24e53e88b807de504aeaf8568d90586c5b70bb986143,2026-07-19T04:58:23+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_old_ai7_median_rs60_two_sleeve_execution_union_close_fill_20260719\checkpoints\00631L\2020-06.json.gz,new_authorized_official_ticker_month_route,0
