ticker,name,market,segment_start_snapshot,warmup_required_sessions,warmup_actual_sessions,warmup_start,warmup_end,segment_type,required_unique_ticker_dates,ready_unique_ticker_dates,blocked_unique_ticker_dates,kd_raw_hlc_warmup_ready
2365,昆盈,TWSE,2024-02-02,60,60,2023-11-09,2024-02-01,initial_or_reentry_primary80,60,59,1,False
6282,康舒,TWSE,2024-02-02,60,60,2023-11-09,2024-02-01,initial_or_reentry_primary80,60,60,0,True
3227,原相,TPEx,2024-02-02,60,60,2023-11-09,2024-02-01,initial_or_reentry_primary80,60,60,0,True
1216,統一,TWSE,2024-02-02,60,60,2023-11-09,2024-02-01,initial_or_reentry_primary80,60,60,0,True
2486,一詮,TWSE,2024-02-05,60,60,2023-11-10,2024-02-02,initial_or_reentry_primary80,60,59,1,False
3712,永崴投控,TWSE,2024-02-05,60,60,2023-11-10,2024-02-02,initial_or_reentry_primary80,60,58,2,False
2376,技嘉,TWSE,2024-02-05,60,60,2023-11-10,2024-02-02,initial_or_reentry_primary80,60,59,1,False
3131,弘塑,TPEx,2024-02-05,60,60,2023-11-10,2024-02-02,initial_or_reentry_primary80,60,60,0,True
6243,迅杰,TWSE,2024-02-05,60,60,2023-11-10,2024-02-02,initial_or_reentry_primary80,60,59,1,False
8467,波力-KY,TWSE,2024-02-05,60,60,2023-11-10,2024-02-02,initial_or_reentry_primary80,60,58,2,False
6187,萬潤,TPEx,2024-02-05,60,60,2023-11-10,2024-02-02,initial_or_reentry_primary80,60,60,0,True
2618,長榮航,TWSE,2024-02-05,60,60,2023-11-10,2024-02-02,initial_or_reentry_primary80,60,60,0,True
6732,昇佳電子,TPEx,2024-02-05,60,60,2023-11-10,2024-02-02,initial_or_reentry_primary80,60,60,0,True
2204,中華,TWSE,2024-02-05,60,60,2023-11-10,2024-02-02,initial_or_reentry_primary80,60,59,1,False
3374,精材,TPEx,2024-02-05,60,60,2023-11-10,2024-02-02,initial_or_reentry_primary80,60,60,0,True
6679,鈺太,TPEx,2024-02-05,60,60,2023-11-10,2024-02-02,initial_or_reentry_primary80,60,60,0,True
2727,王品,TWSE,2024-02-05,60,60,2023-11-10,2024-02-02,initial_or_reentry_primary80,60,59,1,False
3163,波若威,TPEx,2024-02-05,60,60,2023-11-10,2024-02-02,initial_or_reentry_primary80,60,60,0,True
2330,台積電,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,60,0,True
2357,華碩,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,60,0,True
3231,緯創,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,59,1,False
2324,仁寶,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,59,1,False
3533,嘉澤,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,59,1,False
2313,華通,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,59,1,False
2449,京元電子,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,59,1,False
3406,玉晶光,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,60,0,True
3324,雙鴻,TPEx,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,60,0,True
3653,健策,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,59,1,False
6669,緯穎,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,58,2,False
2360,致茂,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,59,1,False
4763,材料*-KY,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,59,1,False
5469,瀚宇博,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,59,1,False
2603,長榮,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,59,1,False
3008,大立光,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,60,0,True
2476,鉅祥,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,59,1,False
6290,良維,TPEx,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,60,0,True
3680,家登,TPEx,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,60,0,True
6213,聯茂,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,59,1,False
6585,鼎基,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,57,3,False
2352,佳世達,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,59,1,False
3014,聯陽,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,59,1,False
3592,瑞鼎,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,59,1,False
2474,可成,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,58,2,False
6191,精成科,TWSE,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,59,1,False
4909,新復興,TPEx,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,60,0,True
7402,邑錡,TPEx,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,60,0,True
1785,光洋科,TPEx,2024-02-16,60,60,2023-11-14,2024-02-15,initial_or_reentry_primary80,60,60,0,True
3711,日月光投控,TWSE,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,58,2,False
3163,波若威,TPEx,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,60,0,True
1514,亞力,TWSE,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,60,0,True
3694,海華,TWSE,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,59,1,False
2376,技嘉,TWSE,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,59,1,False
3044,健鼎,TWSE,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,60,0,True
3374,精材,TPEx,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,60,0,True
6189,豐藝,TWSE,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,59,1,False
2049,上銀,TWSE,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,59,1,False
5443,均豪,TPEx,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,60,0,True
2371,大同,TWSE,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,59,1,False
6126,信音,TPEx,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,60,0,True
5381,合正,TPEx,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,60,0,True
4953,緯軟,TPEx,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,60,0,True
6530,創威,TPEx,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,60,0,True
3689,湧德,TPEx,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,60,0,True
2458,義隆,TWSE,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,60,0,True
3708,上緯投控,TWSE,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,59,1,False
6409,旭隼,TWSE,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,59,1,False
5388,中磊,TWSE,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,59,1,False
3227,原相,TPEx,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,60,0,True
2457,飛宏,TWSE,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,59,1,False
4770,上品,TWSE,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,57,3,False
6257,矽格,TWSE,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,59,1,False
3661,世芯-KY,TWSE,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,60,0,True
2355,敬鵬,TWSE,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,59,1,False
6811,宏碁資訊,TPEx,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,60,0,True
2421,建準,TWSE,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,59,1,False
3147,大綜,TPEx,2024-02-23,60,60,2023-11-21,2024-02-22,initial_or_reentry_primary80,60,60,0,True
1795,美時,TWSE,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,59,1,False
3017,奇鋐,TWSE,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,59,1,False
1503,士電,TWSE,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,59,1,False
6282,康舒,TWSE,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,60,0,True
6104,創惟,TPEx,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,60,0,True
3289,宜特,TPEx,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,60,0,True
6288,聯嘉,TWSE,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,58,2,False
1560,中砂,TWSE,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,60,0,True
5258,虹堡,TWSE,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,60,0,True
2405,輔信,TWSE,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,59,1,False
3169,亞信,TPEx,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,60,0,True
6138,茂達,TPEx,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,60,0,True
5234,達興材料,TWSE,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,59,1,False
2206,三陽工業,TWSE,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,60,0,True
1476,儒鴻,TWSE,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,59,1,False
6732,昇佳電子,TPEx,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,60,0,True
2455,全新,TWSE,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,60,0,True
2385,群光,TWSE,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,59,1,False
1609,大亞,TWSE,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,59,1,False
3029,零壹,TWSE,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,59,1,False
6285,啟碁,TWSE,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,60,0,True
6139,亞翔,TWSE,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,60,0,True
2476,鉅祥,TWSE,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,59,1,False
1216,統一,TWSE,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,60,0,True
3218,大學光,TPEx,2024-03-01,60,60,2023-11-27,2024-02-29,initial_or_reentry_primary80,60,60,0,True
5388,中磊,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
2329,華泰,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
2357,華碩,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
3374,精材,TPEx,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
3013,晟銘電,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
2324,仁寶,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
2884,玉山金,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
6223,旺矽,TPEx,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
2327,國巨*,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
6257,矽格,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
3025,星通,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,56,4,False
2404,漢唐,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
2882,國泰金,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
3036,文曄,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
2353,宏碁,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
3008,大立光,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
3592,瑞鼎,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,59,1,False
2421,建準,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
2891,中信金,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
3702,大聯大,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
3665,貿聯-KY,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
2834,臺企銀,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
3325,旭品,TPEx,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
3014,聯陽,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
1504,東元,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
3042,晶技,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
4908,前鼎,TPEx,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
6121,新普,TPEx,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
4755,三福化,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
2886,兆豐金,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
2308,台達電,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
2049,上銀,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
6176,瑞儀,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
2449,京元電子,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
3362,先進光,TPEx,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
2883,凱基金,TWSE,2024-03-08,60,60,2023-12-04,2024-03-07,initial_or_reentry_primary80,60,60,0,True
8926,台汽電,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
6285,啟碁,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
2303,聯電,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
2059,川湖,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
6806,森崴能源,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,59,1,False
3617,碩天,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
5347,世界,TPEx,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
3406,玉晶光,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
1608,華榮,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
2347,聯強,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
6231,系微,TPEx,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
8112,至上,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
2637,慧洋-KY,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
6442,光聖,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
5483,中美晶,TPEx,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
1522,堤維西,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
6187,萬潤,TPEx,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
2376,技嘉,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
5284,jpp-KY,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
2204,中華,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
3583,辛耘,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
6290,良維,TPEx,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
6491,晶碩,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
6605,帝寶,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
3515,華擎,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
3312,弘憶股,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
2606,裕民,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
5443,均豪,TPEx,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
3131,弘塑,TPEx,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
6005,群益證,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
9904,寶成,TWSE,2024-03-15,60,60,2023-12-11,2024-03-14,initial_or_reentry_primary80,60,60,0,True
4768,晶呈科技,TPEx,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
8016,矽創,TWSE,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
3264,欣銓,TPEx,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
6239,力成,TWSE,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
1524,耿鼎,TWSE,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
1785,光洋科,TPEx,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
6235,華孚,TWSE,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
5269,祥碩,TWSE,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
2885,元大金,TWSE,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
1795,美時,TWSE,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
3596,智易,TWSE,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
6753,龍德造船,TWSE,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,59,1,False
4763,材料*-KY,TWSE,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
2603,長榮,TWSE,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
2611,志信,TWSE,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
2360,致茂,TWSE,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
2323,中環,TWSE,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
3548,兆利,TPEx,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
2382,廣達,TWSE,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
2439,美律,TWSE,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
8936,國統,TPEx,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
1477,聚陽,TWSE,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
3005,神基,TWSE,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
2449,京元電子,TWSE,2024-03-22,60,60,2023-12-18,2024-03-21,initial_or_reentry_primary80,60,60,0,True
1216,統一,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
6285,啟碁,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
2359,所羅門,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
2618,長榮航,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
3163,波若威,TPEx,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
3017,奇鋐,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
1603,華電,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
6789,采鈺,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,59,1,False
2412,中華電,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
2353,宏碁,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
5876,上海商銀,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
2880,華南金,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
3045,台灣大,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
1773,勝一,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
3037,欣興,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
2890,永豐金,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
3376,新日興,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
2105,正新,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
1582,信錦,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
6284,佳邦,TPEx,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
8150,南茂,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
1514,亞力,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
4755,三福化,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
6805,富世達,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,59,1,False
3293,鈊象,TPEx,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
2515,中工,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
1513,中興電,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
1612,宏泰,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
6197,佳必琪,TWSE,2024-03-29,60,60,2023-12-25,2024-03-28,initial_or_reentry_primary80,60,60,0,True
9904,寶成,TWSE,2024-04-03,60,60,2023-12-28,2024-04-02,initial_or_reentry_primary80,60,60,0,True
3044,健鼎,TWSE,2024-04-03,60,60,2023-12-28,2024-04-02,initial_or_reentry_primary80,60,60,0,True
5269,祥碩,TWSE,2024-04-03,60,60,2023-12-28,2024-04-02,initial_or_reentry_primary80,60,60,0,True
3706,神達,TWSE,2024-04-03,60,60,2023-12-28,2024-04-02,initial_or_reentry_primary80,60,60,0,True
1524,耿鼎,TWSE,2024-04-03,60,60,2023-12-28,2024-04-02,initial_or_reentry_primary80,60,60,0,True
3010,華立,TWSE,2024-04-03,60,60,2023-12-28,2024-04-02,initial_or_reentry_primary80,60,60,0,True
2492,華新科,TWSE,2024-04-03,60,60,2023-12-28,2024-04-02,initial_or_reentry_primary80,60,60,0,True
6526,達發,TWSE,2024-04-03,60,60,2023-12-28,2024-04-02,initial_or_reentry_primary80,60,60,0,True
3260,威剛,TPEx,2024-04-03,60,60,2023-12-28,2024-04-02,initial_or_reentry_primary80,60,60,0,True
4904,遠傳,TWSE,2024-04-03,60,60,2023-12-28,2024-04-02,initial_or_reentry_primary80,60,60,0,True
2892,第一金,TWSE,2024-04-03,60,60,2023-12-28,2024-04-02,initial_or_reentry_primary80,60,60,0,True
2634,漢翔,TWSE,2024-04-03,60,60,2023-12-28,2024-04-02,initial_or_reentry_primary80,60,60,0,True
2439,美律,TWSE,2024-04-03,60,60,2023-12-28,2024-04-02,initial_or_reentry_primary80,60,60,0,True
2204,中華,TWSE,2024-04-03,60,60,2023-12-28,2024-04-02,initial_or_reentry_primary80,60,60,0,True
3680,家登,TPEx,2024-04-03,60,60,2023-12-28,2024-04-02,initial_or_reentry_primary80,60,60,0,True
5880,合庫金,TWSE,2024-04-03,60,60,2023-12-28,2024-04-02,initial_or_reentry_primary80,60,60,0,True
