date,market,route_status,required_tickers,ready_tickers,blocked_tickers,retrieval_attempted,source_url,source_hash
2023-11-03,TWSE,accepted,156,155,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231103&type=ALLBUT0999&response=json,4f8b94c906b8fbd34fa7727ee1d1e017a9b04de76b3a5c115b96e4d5d8b831e0
2023-11-06,TPEx,reused_existing_compact,67,67,0,False,local_compact,
2023-11-06,TWSE,accepted,156,155,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231106&type=ALLBUT0999&response=json,f7eb7295044a7942caa72ca15470576bf6448bb28118ba11690a34e1daa41bee
2023-11-07,TPEx,reused_existing_compact,67,67,0,False,local_compact,
2023-11-07,TWSE,accepted,156,155,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231107&type=ALLBUT0999&response=json,4cd7bd11288508fb0ca929020d7e68bbfd8933b421f97019d44f89c85da7f25d
2023-11-08,TPEx,reused_existing_compact,67,67,0,False,local_compact,
2023-11-08,TWSE,accepted,156,155,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231108&type=ALLBUT0999&response=json,7a6aee7032054b50bb234d256623a8c5f8a81a7c1790551df51074273cd506a9
2023-11-09,TPEx,reused_existing_compact,69,69,0,False,local_compact,
2023-11-09,TWSE,reused_existing_compact,163,163,0,False,local_compact,
2023-11-10,TPEx,reused_existing_compact,67,67,0,False,local_compact,
2023-11-10,TWSE,reused_existing_compact,158,158,0,False,local_compact,
2023-11-13,TPEx,reused_existing_compact,67,67,0,False,local_compact,
2023-11-13,TWSE,reused_existing_compact,158,158,0,False,local_compact,
2023-11-14,TPEx,reused_existing_compact,72,72,0,False,local_compact,
2023-11-14,TWSE,reused_existing_compact,175,175,0,False,local_compact,
2023-11-15,TPEx,reused_existing_compact,72,72,0,False,local_compact,
2023-11-15,TWSE,reused_existing_compact,175,175,0,False,local_compact,
2023-11-16,TPEx,reused_existing_compact,72,72,0,False,local_compact,
2023-11-16,TWSE,reused_existing_compact,175,175,0,False,local_compact,
2023-11-17,TPEx,reused_existing_compact,68,68,0,False,local_compact,
2023-11-17,TWSE,reused_existing_compact,171,171,0,False,local_compact,
2023-11-20,TPEx,reused_existing_compact,68,68,0,False,local_compact,
2023-11-20,TWSE,reused_existing_compact,171,171,0,False,local_compact,
2023-11-21,TPEx,reused_existing_compact,74,74,0,False,local_compact,
2023-11-21,TWSE,reused_existing_compact,182,182,0,False,local_compact,
2023-11-22,TPEx,reused_existing_compact,74,74,0,False,local_compact,
2023-11-22,TWSE,reused_existing_compact,182,182,0,False,local_compact,
2023-11-23,TPEx,reused_existing_compact,74,74,0,False,local_compact,
2023-11-23,TWSE,reused_existing_compact,182,182,0,False,local_compact,
2023-11-24,TPEx,reused_existing_compact,68,68,0,False,local_compact,
2023-11-24,TWSE,reused_existing_compact,178,178,0,False,local_compact,
2023-11-27,TPEx,reused_existing_compact,72,72,0,False,local_compact,
2023-11-27,TWSE,reused_existing_compact,182,182,0,False,local_compact,
2023-11-28,TPEx,reused_existing_compact,72,72,0,False,local_compact,
2023-11-28,TWSE,accepted,182,47,135,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231128&type=ALLBUT0999&response=json,c0206ed0fe0fff1578236ad0e82d1179b00a17cddd6b94bc6b07da8885649797
2023-11-29,TPEx,reused_existing_compact,72,72,0,False,local_compact,
2023-11-29,TWSE,reused_existing_compact,182,182,0,False,local_compact,
2023-11-30,TPEx,reused_existing_compact,72,72,0,False,local_compact,
2023-11-30,TWSE,accepted,182,181,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231130&type=ALLBUT0999&response=json,f6d3319ec510e64378682d2ba862ca977d397e2b43156cfac5500ccdd42a58e3
2023-12-01,TPEx,reused_existing_compact,68,68,0,False,local_compact,
2023-12-01,TWSE,accepted,175,174,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231201&type=ALLBUT0999&response=json,3c0864fe5cc8a3ac2c9bd47fdc1d3af7098c240de8a9cf43144777d8f1753346
2023-12-04,TPEx,reused_existing_compact,70,70,0,False,local_compact,
2023-12-04,TWSE,accepted,185,171,14,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231204&type=ALLBUT0999&response=json,05b510217242e9471bdcf22c6a1e1d4ba9e35a122e087b9fb897628db838da60
2023-12-05,TPEx,reused_existing_compact,70,70,0,False,local_compact,
2023-12-05,TWSE,accepted,185,184,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231205&type=ALLBUT0999&response=json,6f47184390fee79187a78a73d6693f17959c067799b7d65b95459a0149331ee2
2023-12-06,TPEx,reused_existing_compact,70,70,0,False,local_compact,
2023-12-06,TWSE,accepted,185,184,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231206&type=ALLBUT0999&response=json,5c8dbbc1a600518da77ff7484c08608765368a6d70484bbb790a9c133c6e09e0
2023-12-07,TPEx,reused_existing_compact,70,70,0,False,local_compact,
2023-12-07,TWSE,accepted,185,184,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231207&type=ALLBUT0999&response=json,c016f7eac61ddb1f64193f24bbe38345362be8da41a8abc8019bcdbda7d81fdb
2023-12-08,TPEx,reused_existing_compact,66,66,0,False,local_compact,
2023-12-08,TWSE,accepted,175,174,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20231208&type=ALLBUT0999&response=json,38c08945693b0c4b64a3d01264c600da516ab6535690d2a1558b6db022c82a51
2023-12-11,TPEx,reused_existing_compact,67,67,0,False,local_compact,
2023-12-11,TWSE,reused_existing_compact,188,188,0,False,local_compact,
2023-12-12,TPEx,reused_existing_compact,67,67,0,False,local_compact,
2023-12-12,TWSE,reused_existing_compact,188,188,0,False,local_compact,
2023-12-13,TPEx,reused_existing_compact,67,67,0,False,local_compact,
2023-12-13,TWSE,reused_existing_compact,188,188,0,False,local_compact,
2023-12-14,TPEx,reused_existing_compact,67,67,0,False,local_compact,
2023-12-14,TWSE,reused_existing_compact,188,188,0,False,local_compact,
2023-12-15,TPEx,reused_existing_compact,62,62,0,False,local_compact,
2023-12-15,TWSE,reused_existing_compact,176,176,0,False,local_compact,
2023-12-18,TPEx,reused_existing_compact,64,64,0,False,local_compact,
2023-12-18,TWSE,reused_existing_compact,183,183,0,False,local_compact,
2023-12-19,TPEx,reused_existing_compact,64,64,0,False,local_compact,
2023-12-19,TWSE,reused_existing_compact,183,183,0,False,local_compact,
2023-12-20,TPEx,reused_existing_compact,64,64,0,False,local_compact,
2023-12-20,TWSE,reused_existing_compact,183,183,0,False,local_compact,
2023-12-21,TPEx,accepted,64,63,1,True,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2023/12/21&response=json,a9e216d4bc89254a0cb08706a3347f079c69a7f747ff185dd8ae071a31f50cc9
2023-12-21,TWSE,reused_existing_compact,183,183,0,False,local_compact,
2023-12-22,TPEx,reused_existing_compact,62,62,0,False,local_compact,
2023-12-22,TWSE,reused_existing_compact,175,175,0,False,local_compact,
2023-12-25,TPEx,reused_existing_compact,64,64,0,False,local_compact,
2023-12-25,TWSE,reused_existing_compact,186,186,0,False,local_compact,
2023-12-26,TPEx,reused_existing_compact,64,64,0,False,local_compact,
2023-12-26,TWSE,reused_existing_compact,186,186,0,False,local_compact,
2023-12-27,TPEx,reused_existing_compact,64,64,0,False,local_compact,
2023-12-27,TWSE,reused_existing_compact,186,186,0,False,local_compact,
2023-12-28,TPEx,reused_existing_compact,65,65,0,False,local_compact,
2023-12-28,TWSE,reused_existing_compact,191,191,0,False,local_compact,
2023-12-29,TPEx,reused_existing_compact,63,63,0,False,local_compact,
2023-12-29,TWSE,reused_existing_compact,185,185,0,False,local_compact,
2024-01-02,TPEx,reused_existing_compact,63,63,0,False,local_compact,
2024-01-02,TWSE,reused_existing_compact,185,185,0,False,local_compact,
2024-01-03,TPEx,reused_existing_compact,63,63,0,False,local_compact,
2024-01-03,TWSE,reused_existing_compact,185,185,0,False,local_compact,
2024-01-04,TPEx,reused_existing_compact,63,63,0,False,local_compact,
2024-01-04,TWSE,accepted,185,175,10,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20240104&type=ALLBUT0999&response=json,d65d88480ff1eaf5def612c14f2c54de17b648f17226e1c605f4e118f1ed3375
2024-01-05,TPEx,reused_existing_compact,62,62,0,False,local_compact,
2024-01-05,TWSE,reused_existing_compact,192,192,0,False,local_compact,
2024-01-08,TPEx,reused_existing_compact,62,62,0,False,local_compact,
2024-01-08,TWSE,reused_existing_compact,192,192,0,False,local_compact,
2024-01-09,TPEx,reused_existing_compact,62,62,0,False,local_compact,
2024-01-09,TWSE,reused_existing_compact,192,192,0,False,local_compact,
2024-01-10,TPEx,reused_existing_compact,62,62,0,False,local_compact,
2024-01-10,TWSE,reused_existing_compact,192,192,0,False,local_compact,
2024-01-11,TPEx,reused_existing_compact,62,62,0,False,local_compact,
2024-01-11,TWSE,reused_existing_compact,192,192,0,False,local_compact,
2024-01-12,TPEx,reused_existing_compact,59,59,0,False,local_compact,
2024-01-12,TWSE,reused_existing_compact,191,191,0,False,local_compact,
2024-01-15,TPEx,reused_existing_compact,59,59,0,False,local_compact,
2024-01-15,TWSE,reused_existing_compact,191,191,0,False,local_compact,
2024-01-16,TPEx,reused_existing_compact,59,59,0,False,local_compact,
2024-01-16,TWSE,reused_existing_compact,191,191,0,False,local_compact,
2024-01-17,TPEx,reused_existing_compact,59,59,0,False,local_compact,
2024-01-17,TWSE,reused_existing_compact,191,191,0,False,local_compact,
2024-01-18,TPEx,reused_existing_compact,59,59,0,False,local_compact,
2024-01-18,TWSE,reused_existing_compact,191,191,0,False,local_compact,
2024-01-19,TPEx,reused_existing_compact,59,59,0,False,local_compact,
2024-01-19,TWSE,reused_existing_compact,197,197,0,False,local_compact,
2024-01-22,TPEx,reused_existing_compact,59,59,0,False,local_compact,
2024-01-22,TWSE,reused_existing_compact,197,197,0,False,local_compact,
2024-01-23,TPEx,reused_existing_compact,59,59,0,False,local_compact,
2024-01-23,TWSE,reused_existing_compact,197,197,0,False,local_compact,
2024-01-24,TPEx,reused_existing_compact,59,59,0,False,local_compact,
2024-01-24,TWSE,reused_existing_compact,197,197,0,False,local_compact,
2024-01-25,TPEx,reused_existing_compact,60,60,0,False,local_compact,
2024-01-25,TWSE,reused_existing_compact,203,203,0,False,local_compact,
2024-01-26,TPEx,reused_existing_compact,54,54,0,False,local_compact,
2024-01-26,TWSE,reused_existing_compact,199,199,0,False,local_compact,
2024-01-29,TPEx,reused_existing_compact,54,54,0,False,local_compact,
2024-01-29,TWSE,reused_existing_compact,199,199,0,False,local_compact,
2024-01-30,TPEx,reused_existing_compact,54,54,0,False,local_compact,
2024-01-30,TWSE,reused_existing_compact,199,199,0,False,local_compact,
2024-01-31,TPEx,reused_existing_compact,54,54,0,False,local_compact,
2024-01-31,TWSE,reused_existing_compact,199,199,0,False,local_compact,
2024-02-01,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-02-01,TWSE,reused_existing_compact,210,210,0,False,local_compact,
2024-02-02,TPEx,reused_existing_compact,51,51,0,False,local_compact,
2024-02-02,TWSE,reused_existing_compact,206,206,0,False,local_compact,
2024-02-05,TPEx,reused_existing_compact,50,50,0,False,local_compact,
2024-02-05,TWSE,reused_existing_compact,202,202,0,False,local_compact,
2024-02-15,TPEx,reused_existing_compact,50,50,0,False,local_compact,
2024-02-15,TWSE,reused_existing_compact,202,202,0,False,local_compact,
2024-02-16,TPEx,reused_existing_compact,47,47,0,False,local_compact,
2024-02-16,TWSE,reused_existing_compact,196,196,0,False,local_compact,
2024-02-19,TPEx,reused_existing_compact,53,53,0,False,local_compact,
2024-02-19,TWSE,reused_existing_compact,204,204,0,False,local_compact,
2024-02-20,TPEx,reused_existing_compact,53,53,0,False,local_compact,
2024-02-20,TWSE,reused_existing_compact,204,204,0,False,local_compact,
2024-02-21,TPEx,reused_existing_compact,53,53,0,False,local_compact,
2024-02-21,TWSE,reused_existing_compact,204,204,0,False,local_compact,
2024-02-22,TPEx,reused_existing_compact,53,53,0,False,local_compact,
2024-02-22,TWSE,reused_existing_compact,204,204,0,False,local_compact,
2024-02-23,TPEx,reused_existing_compact,45,45,0,False,local_compact,
2024-02-23,TWSE,reused_existing_compact,198,198,0,False,local_compact,
2024-02-26,TPEx,reused_existing_compact,49,49,0,False,local_compact,
2024-02-26,TWSE,reused_existing_compact,202,202,0,False,local_compact,
2024-02-27,TPEx,reused_existing_compact,49,49,0,False,local_compact,
2024-02-27,TWSE,reused_existing_compact,202,202,0,False,local_compact,
2024-02-29,TPEx,reused_existing_compact,49,49,0,False,local_compact,
2024-02-29,TWSE,reused_existing_compact,202,202,0,False,local_compact,
2024-03-01,TPEx,reused_existing_compact,43,43,0,False,local_compact,
2024-03-01,TWSE,reused_existing_compact,195,195,0,False,local_compact,
2024-03-04,TPEx,reused_existing_compact,43,43,0,False,local_compact,
2024-03-04,TWSE,reused_existing_compact,195,195,0,False,local_compact,
2024-03-05,TPEx,reused_existing_compact,48,48,0,False,local_compact,
2024-03-05,TWSE,reused_existing_compact,202,202,0,False,local_compact,
2024-03-06,TPEx,reused_existing_compact,48,48,0,False,local_compact,
2024-03-06,TWSE,reused_existing_compact,202,202,0,False,local_compact,
2024-03-07,TPEx,reused_existing_compact,48,48,0,False,local_compact,
2024-03-07,TWSE,reused_existing_compact,202,202,0,False,local_compact,
2024-03-08,TPEx,reused_existing_compact,45,45,0,False,local_compact,
2024-03-08,TWSE,reused_existing_compact,190,190,0,False,local_compact,
2024-03-11,TPEx,reused_existing_compact,45,45,0,False,local_compact,
2024-03-11,TWSE,reused_existing_compact,190,190,0,False,local_compact,
2024-03-12,TPEx,reused_existing_compact,51,51,0,False,local_compact,
2024-03-12,TWSE,reused_existing_compact,196,196,0,False,local_compact,
2024-03-13,TPEx,accepted,51,50,1,True,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2024/03/13&response=json,71b19c1cf0a3e42906f5003cea7217cf1edb6302b19d97e647c8adffb46264b1
2024-03-13,TWSE,reused_existing_compact,196,196,0,False,local_compact,
2024-03-14,TPEx,reused_existing_compact,51,51,0,False,local_compact,
2024-03-14,TWSE,reused_existing_compact,196,196,0,False,local_compact,
2024-03-15,TPEx,reused_existing_compact,47,47,0,False,local_compact,
2024-03-15,TWSE,reused_existing_compact,191,191,0,False,local_compact,
2024-03-18,TPEx,reused_existing_compact,51,51,0,False,local_compact,
2024-03-18,TWSE,reused_existing_compact,199,199,0,False,local_compact,
2024-03-19,TPEx,reused_existing_compact,51,51,0,False,local_compact,
2024-03-19,TWSE,reused_existing_compact,199,199,0,False,local_compact,
2024-03-20,TPEx,reused_existing_compact,51,51,0,False,local_compact,
2024-03-20,TWSE,reused_existing_compact,199,199,0,False,local_compact,
2024-03-21,TPEx,reused_existing_compact,51,51,0,False,local_compact,
2024-03-21,TWSE,reused_existing_compact,199,199,0,False,local_compact,
2024-03-22,TPEx,reused_existing_compact,48,48,0,False,local_compact,
2024-03-22,TWSE,reused_existing_compact,192,192,0,False,local_compact,
2024-03-25,TPEx,reused_existing_compact,53,53,0,False,local_compact,
2024-03-25,TWSE,reused_existing_compact,200,200,0,False,local_compact,
2024-03-26,TPEx,reused_existing_compact,53,53,0,False,local_compact,
2024-03-26,TWSE,reused_existing_compact,200,200,0,False,local_compact,
2024-03-27,TPEx,reused_existing_compact,53,53,0,False,local_compact,
2024-03-27,TWSE,reused_existing_compact,200,200,0,False,local_compact,
2024-03-28,TPEx,reused_existing_compact,53,53,0,False,local_compact,
2024-03-28,TWSE,reused_existing_compact,200,200,0,False,local_compact,
2024-03-29,TPEx,reused_existing_compact,52,52,0,False,local_compact,
2024-03-29,TWSE,reused_existing_compact,194,194,0,False,local_compact,
2024-04-01,TPEx,reused_existing_compact,57,57,0,False,local_compact,
2024-04-01,TWSE,reused_existing_compact,199,199,0,False,local_compact,
2024-04-02,TPEx,reused_existing_compact,57,57,0,False,local_compact,
2024-04-02,TWSE,reused_existing_compact,199,199,0,False,local_compact,
2024-04-03,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-04-03,TWSE,reused_existing_compact,193,193,0,False,local_compact,
2024-04-08,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-04-08,TWSE,reused_existing_compact,193,193,0,False,local_compact,
2024-04-09,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-04-09,TWSE,reused_existing_compact,193,193,0,False,local_compact,
2024-04-10,TPEx,reused_existing_compact,57,57,0,False,local_compact,
2024-04-10,TWSE,reused_existing_compact,198,198,0,False,local_compact,
2024-04-11,TPEx,reused_existing_compact,57,57,0,False,local_compact,
2024-04-11,TWSE,reused_existing_compact,198,198,0,False,local_compact,
2024-04-12,TPEx,reused_existing_compact,55,55,0,False,local_compact,
2024-04-12,TWSE,reused_existing_compact,186,186,0,False,local_compact,
2024-04-15,TPEx,reused_existing_compact,55,55,0,False,local_compact,
2024-04-15,TWSE,reused_existing_compact,186,186,0,False,local_compact,
2024-04-16,TPEx,reused_existing_compact,55,55,0,False,local_compact,
2024-04-16,TWSE,reused_existing_compact,186,186,0,False,local_compact,
2024-04-17,TPEx,reused_existing_compact,57,57,0,False,local_compact,
2024-04-17,TWSE,reused_existing_compact,196,196,0,False,local_compact,
2024-04-18,TPEx,reused_existing_compact,57,57,0,False,local_compact,
2024-04-18,TWSE,reused_existing_compact,196,196,0,False,local_compact,
2024-04-19,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-04-19,TWSE,reused_existing_compact,178,178,0,False,local_compact,
2024-04-22,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-04-22,TWSE,reused_existing_compact,178,178,0,False,local_compact,
2024-04-23,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-04-23,TWSE,reused_existing_compact,178,178,0,False,local_compact,
2024-04-24,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-04-24,TWSE,reused_existing_compact,186,186,0,False,local_compact,
2024-04-25,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-04-25,TWSE,reused_existing_compact,186,186,0,False,local_compact,
2024-04-26,TPEx,reused_existing_compact,55,55,0,False,local_compact,
2024-04-26,TWSE,accepted,173,172,1,True,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240426&type=ALLBUT0999&response=json,327235db8d6af82af6201153a4adc583e75d962de8220a3445fe889bdba9c375
2024-04-29,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-04-29,TWSE,reused_existing_compact,182,182,0,False,local_compact,
2024-04-30,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-04-30,TWSE,reused_existing_compact,182,182,0,False,local_compact,
2024-05-02,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-05-02,TWSE,reused_existing_compact,182,182,0,False,local_compact,
2024-05-03,TPEx,reused_existing_compact,55,55,0,False,local_compact,
2024-05-03,TWSE,reused_existing_compact,174,174,0,False,local_compact,
2024-05-06,TPEx,reused_existing_compact,55,55,0,False,local_compact,
2024-05-06,TWSE,reused_existing_compact,174,174,0,False,local_compact,
2024-05-07,TPEx,reused_existing_compact,58,58,0,False,local_compact,
2024-05-07,TWSE,reused_existing_compact,181,181,0,False,local_compact,
2024-05-08,TPEx,reused_existing_compact,58,58,0,False,local_compact,
2024-05-08,TWSE,reused_existing_compact,181,181,0,False,local_compact,
2024-05-09,TPEx,reused_existing_compact,58,58,0,False,local_compact,
2024-05-09,TWSE,reused_existing_compact,181,181,0,False,local_compact,
2024-05-10,TPEx,reused_existing_compact,55,55,0,False,local_compact,
2024-05-10,TWSE,reused_existing_compact,177,177,0,False,local_compact,
2024-05-13,TPEx,reused_existing_compact,55,55,0,False,local_compact,
2024-05-13,TWSE,reused_existing_compact,177,177,0,False,local_compact,
2024-05-14,TPEx,reused_existing_compact,57,57,0,False,local_compact,
2024-05-14,TWSE,reused_existing_compact,184,184,0,False,local_compact,
2024-05-15,TPEx,reused_existing_compact,57,57,0,False,local_compact,
2024-05-15,TWSE,reused_existing_compact,184,184,0,False,local_compact,
2024-05-16,TPEx,reused_existing_compact,57,57,0,False,local_compact,
2024-05-16,TWSE,reused_existing_compact,184,184,0,False,local_compact,
2024-05-17,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-05-17,TWSE,reused_existing_compact,178,178,0,False,local_compact,
2024-05-20,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-05-20,TWSE,reused_existing_compact,178,178,0,False,local_compact,
2024-05-21,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-05-21,TWSE,reused_existing_compact,188,188,0,False,local_compact,
2024-05-22,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-05-22,TWSE,reused_existing_compact,188,188,0,False,local_compact,
2024-05-23,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-05-23,TWSE,reused_existing_compact,188,188,0,False,local_compact,
2024-05-24,TPEx,reused_existing_compact,52,52,0,False,local_compact,
2024-05-24,TWSE,reused_existing_compact,181,181,0,False,local_compact,
2024-05-27,TPEx,reused_existing_compact,52,52,0,False,local_compact,
2024-05-27,TWSE,reused_existing_compact,181,181,0,False,local_compact,
2024-05-28,TPEx,reused_existing_compact,54,54,0,False,local_compact,
2024-05-28,TWSE,reused_existing_compact,188,188,0,False,local_compact,
2024-05-29,TPEx,reused_existing_compact,54,54,0,False,local_compact,
2024-05-29,TWSE,reused_existing_compact,188,188,0,False,local_compact,
2024-05-30,TPEx,reused_existing_compact,54,54,0,False,local_compact,
2024-05-30,TWSE,reused_existing_compact,188,188,0,False,local_compact,
2024-05-31,TPEx,reused_existing_compact,49,49,0,False,local_compact,
2024-05-31,TWSE,reused_existing_compact,181,181,0,False,local_compact,
2024-06-03,TPEx,reused_existing_compact,49,49,0,False,local_compact,
2024-06-03,TWSE,reused_existing_compact,181,181,0,False,local_compact,
2024-06-04,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-06-04,TWSE,reused_existing_compact,188,188,0,False,local_compact,
2024-06-05,TPEx,accepted,56,55,1,True,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2024/06/05&response=json,3e633eab2ac11647ea2fbceaf0ea9229c6dfc7dd99ed14d70efec150b047d4f6
2024-06-05,TWSE,accepted,188,187,1,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20240605&type=ALLBUT0999&response=json,ba81b26d38c08a7312bb93be18d17b236fed798f818184b669539a238ecfd428
2024-06-06,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-06-06,TWSE,reused_existing_compact,188,188,0,False,local_compact,
2024-06-07,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-06-07,TWSE,reused_existing_compact,182,182,0,False,local_compact,
2024-06-11,TPEx,reused_existing_compact,56,56,0,False,local_compact,
2024-06-11,TWSE,reused_existing_compact,182,182,0,False,local_compact,
2024-06-12,TPEx,reused_existing_compact,57,57,0,False,local_compact,
2024-06-12,TWSE,accepted,186,51,135,True,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20240612&type=ALLBUT0999&response=json,ca7d471c61d66d134e8c786f7c8dddfcbe64fd36ee97147b8e6c7ffb88fb8ba1
2024-06-13,TPEx,reused_existing_compact,57,57,0,False,local_compact,
2024-06-13,TWSE,reused_existing_compact,186,186,0,False,local_compact,
2024-06-14,TPEx,reused_existing_compact,54,54,0,False,local_compact,
2024-06-14,TWSE,reused_existing_compact,177,177,0,False,local_compact,
2024-06-17,TPEx,reused_existing_compact,54,54,0,False,local_compact,
2024-06-17,TWSE,reused_existing_compact,177,177,0,False,local_compact,
2024-06-18,TPEx,reused_existing_compact,54,54,0,False,local_compact,
2024-06-18,TWSE,reused_existing_compact,177,177,0,False,local_compact,
2024-06-19,TPEx,reused_existing_compact,62,62,0,False,local_compact,
2024-06-19,TWSE,reused_existing_compact,182,182,0,False,local_compact,
2024-06-20,TPEx,reused_existing_compact,62,62,0,False,local_compact,
2024-06-20,TWSE,reused_existing_compact,182,182,0,False,local_compact,
2024-06-21,TPEx,reused_existing_compact,58,58,0,False,local_compact,
2024-06-21,TWSE,reused_existing_compact,174,174,0,False,local_compact,
2024-06-24,TPEx,reused_existing_compact,58,58,0,False,local_compact,
2024-06-24,TWSE,reused_existing_compact,174,174,0,False,local_compact,
2024-06-25,TPEx,reused_existing_compact,64,64,0,False,local_compact,
2024-06-25,TWSE,reused_existing_compact,179,179,0,False,local_compact,
2024-06-26,TPEx,reused_existing_compact,64,64,0,False,local_compact,
2024-06-26,TWSE,reused_existing_compact,179,179,0,False,local_compact,
2024-06-27,TPEx,reused_existing_compact,64,64,0,False,local_compact,
2024-06-27,TWSE,reused_existing_compact,179,179,0,False,local_compact,
2024-06-28,TPEx,reused_existing_compact,59,59,0,False,local_compact,
2024-06-28,TWSE,reused_existing_compact,171,171,0,False,local_compact,
2024-07-01,TPEx,reused_existing_compact,59,59,0,False,local_compact,
2024-07-01,TWSE,reused_existing_compact,171,171,0,False,local_compact,
2024-07-02,TPEx,reused_existing_compact,63,63,0,False,local_compact,
2024-07-02,TWSE,reused_existing_compact,184,184,0,False,local_compact,
2024-07-03,TPEx,reused_existing_compact,63,63,0,False,local_compact,
2024-07-03,TWSE,reused_existing_compact,184,184,0,False,local_compact,
2024-07-04,TPEx,reused_existing_compact,63,63,0,False,local_compact,
2024-07-04,TWSE,reused_existing_compact,184,184,0,False,local_compact,
2024-07-05,TPEx,reused_existing_compact,61,61,0,False,local_compact,
2024-07-05,TWSE,reused_existing_compact,187,187,0,False,local_compact,
2024-07-08,TPEx,reused_existing_compact,61,61,0,False,local_compact,
2024-07-08,TWSE,reused_existing_compact,187,187,0,False,local_compact,
2024-07-09,TPEx,reused_existing_compact,61,61,0,False,local_compact,
2024-07-09,TWSE,reused_existing_compact,187,187,0,False,local_compact,
2024-07-10,TPEx,reused_existing_compact,61,61,0,False,local_compact,
2024-07-10,TWSE,reused_existing_compact,187,187,0,False,local_compact,
2024-07-11,TPEx,reused_existing_compact,64,64,0,False,local_compact,
2024-07-11,TWSE,reused_existing_compact,197,197,0,False,local_compact,
2024-07-12,TPEx,reused_existing_compact,61,61,0,False,local_compact,
2024-07-12,TWSE,reused_existing_compact,185,185,0,False,local_compact,
2024-07-15,TPEx,reused_existing_compact,61,61,0,False,local_compact,
2024-07-15,TWSE,reused_existing_compact,185,185,0,False,local_compact,
2024-07-16,TPEx,reused_existing_compact,61,61,0,False,local_compact,
2024-07-16,TWSE,reused_existing_compact,185,185,0,False,local_compact,
2024-07-17,TPEx,reused_existing_compact,61,61,0,False,local_compact,
2024-07-17,TWSE,reused_existing_compact,185,185,0,False,local_compact,
2024-07-18,TPEx,reused_existing_compact,64,64,0,False,local_compact,
2024-07-18,TWSE,reused_existing_compact,189,189,0,False,local_compact,
2024-07-19,TPEx,reused_existing_compact,64,64,0,False,local_compact,
2024-07-19,TWSE,reused_existing_compact,179,179,0,False,local_compact,
2024-07-22,TPEx,reused_existing_compact,64,64,0,False,local_compact,
2024-07-22,TWSE,reused_existing_compact,179,179,0,False,local_compact,
2024-07-23,TPEx,reused_existing_compact,64,64,0,False,local_compact,
2024-07-23,TWSE,reused_existing_compact,179,179,0,False,local_compact,
2024-07-26,TPEx,reused_existing_compact,61,61,0,False,local_compact,
2024-07-26,TWSE,reused_existing_compact,169,169,0,False,local_compact,
2024-07-29,TPEx,reused_existing_compact,65,65,0,False,local_compact,
2024-07-29,TWSE,reused_existing_compact,177,177,0,False,local_compact,
2024-07-30,TPEx,reused_existing_compact,65,65,0,False,local_compact,
2024-07-30,TWSE,reused_existing_compact,177,177,0,False,local_compact,
