date,ticker,name,market,required_by_segment_start,requirement,classification,blocked_reason,route_status,source_url,source_hash
2023-05-29,2211,長榮鋼,TWSE,2023-08-11,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230529&type=ALLBUT0999&response=json,0a46b4e4b9ad0496027e01ae1036f233f225aa17a32a70d681962e1da2773e48
2023-07-04,6285,啟碁,TWSE,2023-07-14,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,6409,旭隼,TWSE,2023-09-22,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,6414,樺漢,TWSE,2023-09-08,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,6491,晶碩,TWSE,2023-09-15,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,6515,穎崴,TWSE,2023-07-21,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,6531,愛普*,TWSE,2023-09-08,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,6579,研揚,TWSE,2023-08-11,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,6585,鼎基,TWSE,2023-09-15,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,6605,帝寶,TWSE,2023-09-15,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,6669,緯穎,TWSE,2023-08-25,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,6672,騰輝電子-KY,TWSE,2023-08-11,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,6789,采鈺,TWSE,2023-07-14,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,6796,晉弘,TWSE,2023-07-21,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,6799,來頡,TWSE,2023-08-25,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,8016,矽創,TWSE,2023-09-22,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,8028,昇陽半導體,TWSE,2023-07-28,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,8046,南電,TWSE,2023-09-22,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,8081,致新,TWSE,2023-09-08,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,8112,至上,TWSE,2023-09-15,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,8210,勤誠,TWSE,2023-09-01,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,8222,寶一,TWSE,2023-09-15,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,8454,富邦媒,TWSE,2023-08-11,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,8478,東哥遊艇,TWSE,2023-07-14,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,8996,高力,TWSE,2023-08-18,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,9910,豐泰,TWSE,2023-09-22,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,9921,巨大,TWSE,2023-07-21,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,9938,百和,TWSE,2023-09-08,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,9945,潤泰新,TWSE,2023-08-25,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-04,9958,世紀鋼,TWSE,2023-09-01,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230704&type=ALLBUT0999&response=json,e6545cf52ef44beddd2b69712e3a63cf2df83484234244facc2ae2921b2088b7
2023-07-06,1101,台泥,TWSE,2023-08-04,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1210,大成,TWSE,2023-08-11,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1216,統一,TWSE,2023-09-01,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1301,台塑,TWSE,2023-09-22,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1303,南亞,TWSE,2023-09-22,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1319,東陽,TWSE,2023-09-15,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1326,台化,TWSE,2023-09-22,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1476,儒鴻,TWSE,2023-07-14,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1477,聚陽,TWSE,2023-08-25,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1503,士電,TWSE,2023-07-28,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1504,東元,TWSE,2023-09-28,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1513,中興電,TWSE,2023-08-11,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1514,亞力,TWSE,2023-07-28,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1519,華城,TWSE,2023-08-11,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1522,堤維西,TWSE,2023-09-15,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1524,耿鼎,TWSE,2023-09-28,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1560,中砂,TWSE,2023-09-28,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1590,亞德客-KY,TWSE,2023-09-15,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1609,大亞,TWSE,2023-08-25,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1722,台肥,TWSE,2023-08-25,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1802,台玻,TWSE,2023-09-22,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,1904,正隆,TWSE,2023-07-28,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,2002,中鋼,TWSE,2023-08-25,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,2014,中鴻,TWSE,2023-08-11,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,2027,大成鋼,TWSE,2023-07-21,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,2059,川湖,TWSE,2023-08-25,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,2105,正新,TWSE,2023-09-28,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,2201,裕隆,TWSE,2023-09-08,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,2204,中華,TWSE,2023-09-15,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,2206,三陽工業,TWSE,2023-09-15,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,2211,長榮鋼,TWSE,2023-08-11,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,2301,光寶科,TWSE,2023-08-25,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,2303,聯電,TWSE,2023-09-22,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,2308,台達電,TWSE,2023-07-14,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,2312,金寶,TWSE,2023-07-14,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,2313,華通,TWSE,2023-09-28,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,2317,鴻海,TWSE,2023-09-28,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,2324,仁寶,TWSE,2023-09-01,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,2327,國巨*,TWSE,2023-09-22,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,2328,廣宇,TWSE,2023-07-14,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
2023-07-06,2329,華泰,TWSE,2023-09-08,official_raw_hlc_pre_segment_60td_warmup,official_zero_or_not_applicable,official market file accepted but exact ticker row absent; suspended/no-trade/not-applicable; no neighbor substitution,accepted,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20230706&type=ALLBUT0999&response=json,597d93e4579e9d5ae572a8dd813b165141dc8461da6069c72cd4c21545b67868
