ticker,name,market,segment_start_snapshot,warmup_required_sessions,warmup_actual_sessions,warmup_start,warmup_end,segment_type
6139,亞翔,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
2610,華航,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
5258,虹堡,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
2884,玉山金,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
3260,威剛,TPEx,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
1605,華新,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
2357,華碩,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
2915,潤泰全,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
3592,瑞鼎,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
5439,高技,TPEx,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
4746,台耀,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
3444,利機,TPEx,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
3017,奇鋐,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
6526,達發,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
1477,聚陽,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
6117,迎廣,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
2880,華南金,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
6491,晶碩,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
5009,榮剛,TPEx,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
4129,聯合,TPEx,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
4967,十銓,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
1560,中砂,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
2207,和泰車,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
6414,樺漢,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
1522,堤維西,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
2345,智邦,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
2206,三陽工業,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
1519,華城,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
3715,定穎投控,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
6593,台灣銘板,TPEx,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
6664,群翊,TPEx,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
3596,智易,TWSE,2023-11-17,60,60,2023-08-22,2023-11-16,initial_or_reentry_primary80
2454,聯發科,TWSE,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
3702,大聯大,TWSE,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
2883,凱基金,TWSE,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
3406,玉晶光,TWSE,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
6732,昇佳電子,TPEx,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
6282,康舒,TWSE,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
8210,勤誠,TWSE,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
3661,世芯-KY,TWSE,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
6411,晶焱,TPEx,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
8016,矽創,TWSE,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
3217,優群,TPEx,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
3078,僑威,TPEx,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
6643,M31,TPEx,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
6799,來頡,TWSE,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
2329,華泰,TWSE,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
6679,鈺太,TPEx,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
3152,璟德,TPEx,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
2743,山富,TPEx,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
2363,矽統,TWSE,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
2383,台光電,TWSE,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
6104,創惟,TPEx,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
3583,辛耘,TWSE,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
2885,元大金,TWSE,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
3362,先進光,TPEx,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
3483,力致,TPEx,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
8464,億豐,TWSE,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
2458,義隆,TWSE,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
3293,鈊象,TPEx,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
2436,偉詮電,TWSE,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
6197,佳必琪,TWSE,2023-11-24,60,60,2023-08-29,2023-11-23,initial_or_reentry_primary80
3376,新日興,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
1476,儒鴻,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
1760,寶齡富錦,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
1795,美時,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
3529,力旺,TPEx,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
4961,天鈺,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
2204,中華,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
3515,華擎,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
4114,健喬,TPEx,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
6531,愛普*,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
2880,華南金,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
1402,遠東新,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
2377,微星,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
6143,振曜,TPEx,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
2402,毅嘉,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
6173,信昌電,TPEx,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
3045,台灣大,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
3013,晟銘電,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
5009,榮剛,TPEx,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
2606,裕民,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
2481,強茂,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
5269,祥碩,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
4967,十銓,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
8936,國統,TPEx,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
1519,華城,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
2207,和泰車,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
3032,偉訓,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
6485,點序,TPEx,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
6491,晶碩,TWSE,2023-12-01,60,60,2023-09-05,2023-11-30,initial_or_reentry_primary80
6691,洋基工程,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
6187,萬潤,TPEx,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
6414,樺漢,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
9945,潤泰新,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
2605,新興,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
6806,森崴能源,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
2371,大同,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
3545,敦泰,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
1514,亞力,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
3227,原相,TPEx,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
6538,倉和,TPEx,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
3548,兆利,TPEx,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
8996,高力,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
2731,雄獅,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
6117,迎廣,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
4533,協易機,TPEx,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
1609,大亞,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
9958,世紀鋼,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
8016,矽創,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
6138,茂達,TPEx,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
1515,力山,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
3293,鈊象,TPEx,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
1529,樂事綠能,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
1319,東陽,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
6122,擎邦,TPEx,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
3687,歐買尬,TPEx,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
2399,映泰,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
6284,佳邦,TPEx,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
8299,群聯,TPEx,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
6805,富世達,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
8112,至上,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
1522,堤維西,TWSE,2023-12-08,60,60,2023-09-12,2023-12-07,initial_or_reentry_primary80
3362,先進光,TPEx,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
6531,愛普*,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
1605,華新,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
2379,瑞昱,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
6285,啟碁,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
3694,海華,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
2353,宏碁,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
2481,強茂,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
3019,亞光,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
2439,美律,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
2049,上銀,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
4966,譜瑞-KY,TPEx,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
1524,耿鼎,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
2376,技嘉,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
5269,祥碩,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
2324,仁寶,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
2634,漢翔,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
5871,中租-KY,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
2388,威盛,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
2610,華航,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
2392,正崴,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
6491,晶碩,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
3406,玉晶光,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
3131,弘塑,TPEx,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
6243,迅杰,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
1584,精剛,TPEx,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
6679,鈺太,TPEx,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
3005,神基,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
4958,臻鼎-KY,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
6485,點序,TPEx,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
3376,新日興,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
2458,義隆,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
2356,英業達,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
4979,華星光,TPEx,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
6593,台灣銘板,TPEx,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
5236,凌陽創新,TPEx,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
2014,中鴻,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
1504,東元,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
8155,博智,TPEx,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
3596,智易,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
2515,中工,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
2404,漢唐,TWSE,2023-12-15,60,60,2023-09-19,2023-12-14,initial_or_reentry_primary80
1582,信錦,TWSE,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
1514,亞力,TWSE,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
1402,遠東新,TWSE,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
2317,鴻海,TWSE,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
3293,鈊象,TPEx,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
2885,元大金,TWSE,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
8227,巨有科技,TPEx,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
8299,群聯,TPEx,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
2641,正德,TPEx,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
1519,華城,TWSE,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
1808,潤隆,TWSE,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
3217,優群,TPEx,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
2368,金像電,TWSE,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
3529,力旺,TPEx,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
6138,茂達,TPEx,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
6223,旺矽,TPEx,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
2031,新光鋼,TWSE,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
3265,台星科,TPEx,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
3702,大聯大,TWSE,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
6117,迎廣,TWSE,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
2425,承啟,TWSE,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
2402,毅嘉,TWSE,2023-12-22,60,60,2023-09-26,2023-12-21,initial_or_reentry_primary80
3661,世芯-KY,TWSE,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
6239,力成,TWSE,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
1609,大亞,TWSE,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
1504,東元,TWSE,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
8936,國統,TPEx,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
6756,威鋒電子,TWSE,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
2101,南港,TWSE,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
4953,緯軟,TPEx,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
8039,台虹,TWSE,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
2886,兆豐金,TWSE,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
2405,輔信,TWSE,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
8255,朋程,TPEx,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
3338,泰碩,TWSE,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
1618,合機,TWSE,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
9958,世紀鋼,TWSE,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
3141,晶宏,TPEx,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
3019,亞光,TWSE,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
6139,亞翔,TWSE,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
3346,麗清,TWSE,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
2884,玉山金,TWSE,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
2347,聯強,TWSE,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
3325,旭品,TPEx,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
6811,宏碁資訊,TPEx,2023-12-29,60,60,2023-10-04,2023-12-28,initial_or_reentry_primary80
3005,神基,TWSE,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
5521,工信,TWSE,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
6223,旺矽,TPEx,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
6679,鈺太,TPEx,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
2610,華航,TWSE,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
2324,仁寶,TWSE,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
3483,力致,TPEx,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
2362,藍天,TWSE,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
3702,大聯大,TWSE,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
6689,伊雲谷,TWSE,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
6196,帆宣,TWSE,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
2882,國泰金,TWSE,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
2634,漢翔,TWSE,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
8081,致新,TWSE,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
6546,正基,TPEx,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
2641,正德,TPEx,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
2436,偉詮電,TWSE,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
2230,泰茂,TPEx,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
6805,富世達,TWSE,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
2467,志聖,TWSE,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
8210,勤誠,TWSE,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
2486,一詮,TWSE,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
2727,王品,TWSE,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
6593,台灣銘板,TPEx,2024-01-05,60,60,2023-10-12,2024-01-04,initial_or_reentry_primary80
6488,環球晶,TPEx,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
3034,聯詠,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
2353,宏碁,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
3346,麗清,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
5483,中美晶,TPEx,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
2376,技嘉,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
6799,來頡,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
8227,巨有科技,TPEx,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
6667,信紘科,TPEx,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
6533,晶心科,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
2412,中華電,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
5269,祥碩,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
6138,茂達,TPEx,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
6789,采鈺,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
5347,世界,TPEx,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
3036,文曄,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
2881,富邦金,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
1216,統一,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
2888,新光金,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
1477,聚陽,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
3032,偉訓,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
2607,榮運,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
5222,全訊,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
2059,川湖,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
3583,辛耘,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
9941,裕融,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
3046,建碁,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
4904,遠傳,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
3532,台勝科,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
1560,中砂,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
3045,台灣大,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
8150,南茂,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
5876,上海商銀,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
3529,力旺,TPEx,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
3592,瑞鼎,TWSE,2024-01-12,60,60,2023-10-19,2024-01-11,initial_or_reentry_primary80
2405,輔信,TWSE,2024-01-19,60,60,2023-10-26,2024-01-18,initial_or_reentry_primary80
2362,藍天,TWSE,2024-01-19,60,60,2023-10-26,2024-01-18,initial_or_reentry_primary80
8299,群聯,TPEx,2024-01-19,60,60,2023-10-26,2024-01-18,initial_or_reentry_primary80
2890,永豐金,TWSE,2024-01-19,60,60,2023-10-26,2024-01-18,initial_or_reentry_primary80
4763,材料*-KY,TWSE,2024-01-19,60,60,2023-10-26,2024-01-18,initial_or_reentry_primary80
3406,玉晶光,TWSE,2024-01-19,60,60,2023-10-26,2024-01-18,initial_or_reentry_primary80
