authorized_delta_rows,newly_reconstructable_adjusted_hlc_rows,new_official_zero_or_not_applicable_proven_rows,remaining_blocked_rows,authorized_rows_accounted,acquired_official_raw_exact_rows,acquired_trusted_factor_exact_rows,official_routes,official_routes_accepted,official_routes_valid_no_exact_row,official_routes_failed,trusted_factor_tickers,trusted_factor_tickers_accepted,future_data_violation_count,diagnostic_subproblem,represents_intended_all80_layer5_state_supply,performance_authorized,P3_2_outcome_read_authorized,Top3_authorized,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
11678,7802,1328,2548,11678,6275,295,2032,1896,66,70,67,59,0,False,True,False,False,False,False,False,False,False,False,False,False,True,False
