local_index_path,local_index_rows,local_index_sha256,prior_vectorized_source_audit_path,prior_vectorized_source_files,prior_required_keys_reused_source_files,authority_exact_keys_rechecked,unexpected_authority_keys_found_in_local_index,repeated_per_ticker_cache_scan_performed,local_index_policy
C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_primary80_MA_slope_CD50_one_shot_close_authority_20260716\normalized_local_close_index.csv.gz,752010,53fc0d53bf0cc72446fc2ec010680c1e63d3e61eff7320d30c48b507b75a39ee,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_primary80_ma_slope_cd50_price_source_convergence_20260715\local_price_source_path_schema_audit.csv,8132,7603,56326,0,False,reuse_prebuilt_vectorized_index_plus_exact_key_join
