task,status,authority_sha256,authority_rows,post_local_reuse_adjusted_only_rows,post_local_reuse_official_raw_only_rows,post_local_reuse_both_rows,adjusted_required_rows,official_raw_required_rows,actual_adjusted_ticker_history_routes,actual_official_raw_date_market_routes,actual_total_network_routes,policy_blocked_market_rows,estimated_completion_minutes_low,estimated_completion_minutes_high,network_authority,network_authority_outside_rows,other_family_network_routes,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
TASK-RADAR-DATA-VNEXT-P1-P2-PRIMARY80-MA-SLOPE-CD50-ONE-SHOT-CLOSE-FILL-001,preflight_complete_network_fill_running_next,6949d55825f3257ec74b1a4abc0b2a92bee1d67b00c49d92fe9c5cfe6fc8daaa,56326,48964,7317,45,49009,7362,971,2986,3957,0,35,120,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_p1_p2_primary80_MA_slope_CD50_one_shot_close_authority_20260716\one_shot_exact_close_missing_authority.csv.gz,0,0,0,False,False,False,False,False,False,False,True,False
