ticker,code,name,market,case_role,first_date,last_date,required_through_date,has_required_date,row_count,coverage_ready,adjusted_close_available,source_type,blocked_reason
6669.TW,6669,緯穎,TWSE,primary_pullback_lowpoint_case,2026-07-01,2026-07-03,2026-07-03,true,3,true,false,official_twse_unadjusted_ohlcv,
2308.TW,2308,台達電,TWSE,old_ai_reference_case,2026-07-01,2026-07-03,2026-07-03,true,3,true,false,official_twse_unadjusted_ohlcv,
2317.TW,2317,鴻海,TWSE,old_ai_reference_case,2026-07-01,2026-07-03,2026-07-03,true,3,true,false,official_twse_unadjusted_ohlcv,
0050.TW,0050,元大台灣50,TWSE,benchmark_case,2026-07-01,2026-07-03,2026-07-03,true,3,true,false,official_twse_unadjusted_ohlcv,
00631L.TW,00631L,元大台灣50正2,TWSE,benchmark_case,2026-07-01,2026-07-03,2026-07-03,true,3,true,false,official_twse_unadjusted_ohlcv,
