date,open,high,low,close,adj_close,volume,dividend,stock_split
2015-01-23,45.6,46.2,45.3,46.05,,44501419,0.0,0.0
2015-01-26,46.3,47.5,46.1,47.5,,53182199,0.0,0.0
2015-01-27,48.0,48.3,47.35,47.55,,49291583,0.0,0.0
2015-01-28,48.0,48.15,47.1,47.6,,66330746,0.0,0.0
2015-01-29,47.15,47.4,46.55,46.8,,34524100,0.0,0.0
2015-01-30,47.2,47.25,46.35,46.35,,20752851,0.0,0.0
2015-02-02,46.3,46.7,45.7,45.9,,15762234,0.0,0.0
2015-02-03,45.4,46.7,45.05,46.65,,28506262,0.0,0.0
2015-02-04,47.0,47.15,46.45,46.7,,24699489,0.0,0.0
2015-02-05,47.0,47.15,46.55,46.95,,23875619,0.0,0.0
2015-02-06,47.1,47.25,46.6,46.7,,16414396,0.0,0.0
2015-02-09,46.7,46.7,45.6,46.0,,20474522,0.0,0.0
2015-02-10,46.0,46.5,45.6,46.4,,16320044,0.0,0.0
2015-02-11,46.9,47.15,44.25,44.7,,71377320,0.0,0.0
2015-02-12,45.1,46.05,44.75,45.9,,30871733,0.0,0.0
2015-02-13,46.2,46.2,45.7,45.8,,22864593,0.0,0.0
2015-02-24,46.45,46.45,45.2,46.2,,32674663,0.0,0.0
2015-02-25,46.3,47.2,46.2,46.8,,46099095,0.0,0.0
2015-02-26,46.2,46.75,46.0,46.35,,25204481,0.0,0.0
2015-03-02,46.3,46.5,45.55,45.9,,27117151,0.0,0.0
2015-03-03,46.3,46.3,45.8,46.05,,15356529,0.0,0.0
2015-03-04,45.1,45.75,45.05,45.45,,28295396,0.0,0.0
2015-03-05,45.45,45.7,45.25,45.25,,16438102,0.0,0.0
2015-03-06,45.6,45.65,45.2,45.5,,13726656,0.0,0.0
2015-03-09,45.4,45.4,44.5,44.5,,18046072,0.0,0.0
2015-03-10,44.4,44.95,43.65,44.35,,20400614,0.0,0.0
2015-03-11,43.5,44.2,43.5,43.8,,14494237,0.0,0.0
2015-03-12,44.3,45.2,44.1,44.7,,18243106,0.0,0.0
2015-03-13,44.5,44.55,43.6,43.65,,29490835,0.0,0.0
2015-03-16,43.6,44.15,43.6,43.65,,12146556,0.0,0.0
2015-03-17,44.0,44.15,42.8,42.9,,22851071,0.0,0.0
2015-03-18,42.6,43.25,42.3,42.85,,35075892,0.0,0.0
2015-03-19,43.6,44.05,43.45,43.85,,28447588,0.0,0.0
2015-03-20,43.6,43.65,43.1,43.45,,18288413,0.0,0.0
2015-03-23,44.3,44.45,43.9,43.9,,25150625,0.0,0.0
2015-03-24,43.9,44.0,42.95,43.25,,23941190,0.0,0.0
2015-03-25,43.1,43.15,42.3,42.4,,26185204,0.0,0.0
2015-03-26,41.2,41.95,41.2,41.8,,31416545,0.0,0.0
2015-03-27,41.75,41.8,39.4,39.8,,64341455,0.0,0.0
2015-03-30,40.3,40.95,40.0,40.0,,30393792,0.0,0.0
2015-03-31,40.4,41.75,39.35,41.75,,43316469,0.0,0.0
2015-04-01,41.45,41.5,40.4,40.55,,27164119,0.0,0.0
2015-04-02,41.0,41.6,40.5,40.5,,47951085,0.0,0.0
2015-04-07,40.7,40.85,39.0,39.2,,48648579,0.0,0.0
2015-04-08,38.6,38.6,36.5,36.7,,103326200,0.0,0.0
2015-04-09,36.7,37.9,36.7,36.95,,55848529,0.0,0.0
2015-04-10,38.0,38.2,37.35,37.9,,45267011,0.0,0.0
2015-04-13,38.0,40.2,38.0,40.2,,80986250,0.0,0.0
2015-04-14,40.2,40.9,39.6,40.5,,47696825,0.0,0.0
2015-04-15,40.2,40.5,39.5,39.6,,33942418,0.0,0.0
2015-04-16,40.0,40.1,39.2,39.45,,26093352,0.0,0.0
2015-04-17,39.5,39.65,38.8,38.85,,25646103,0.0,0.0
2015-04-20,39.25,39.85,39.0,39.15,,24871009,0.0,0.0
2015-04-21,39.7,39.7,38.9,39.0,,18332289,0.0,0.0
2015-04-22,39.5,40.0,39.2,39.95,,28790057,0.0,0.0
2015-04-23,40.7,40.85,40.1,40.3,,30430460,0.0,0.0
2015-04-24,39.9,40.1,38.85,39.9,,48977736,0.0,0.0
2015-04-27,39.9,40.2,39.75,40.0,,22054991,0.0,0.0
2015-04-28,40.0,40.2,38.75,38.75,,24962473,0.0,0.0
2015-04-29,36.05,36.05,36.05,36.05,,20493606,0.0,0.0
2015-04-30,34.9,35.85,34.9,35.55,,64245303,0.0,0.0
2015-05-04,35.55,36.45,34.9,34.9,,41736542,0.0,0.0
2015-05-05,34.2,34.65,32.5,32.6,,84232915,0.0,0.0
2015-05-06,32.6,33.6,31.6,33.6,,101326092,0.0,0.0
2015-05-07,33.25,33.4,32.75,32.85,,43900131,0.0,0.0
2015-05-08,33.2,33.35,32.35,32.45,,34727980,0.0,0.0
2015-05-11,33.1,33.25,30.35,30.45,,58872239,0.0,0.0
2015-05-12,30.45,32.55,30.45,32.55,,82484758,0.0,0.0
2015-05-13,32.8,34.8,32.75,34.8,,104779674,0.0,0.0
2015-05-14,34.95,35.25,34.0,34.25,,71718897,0.0,0.0
2015-05-15,34.45,34.75,33.5,33.5,,39239590,0.0,0.0
2015-05-18,33.5,33.5,32.2,32.35,,46380305,0.0,0.0
2015-05-19,32.35,33.9,32.35,33.7,,39623094,0.0,0.0
2015-05-20,33.6,34.7,33.6,33.9,,60308102,0.0,0.0
2015-05-21,33.6,34.4,33.1,34.1,,42959536,0.0,0.0
2015-05-22,34.6,36.15,34.6,35.35,,81853320,0.0,0.0
2015-05-25,35.25,35.85,34.8,34.95,,37838095,0.0,0.0
2015-05-26,35.65,35.95,35.05,35.7,,31523623,0.0,0.0
2015-05-27,35.5,36.2,35.15,35.6,,34561078,0.0,0.0
2015-05-28,36.3,37.3,35.9,36.0,,73044152,0.0,0.0
2015-05-29,36.3,36.6,35.6,36.2,,34556478,0.0,0.0
2015-06-01,35.8,35.9,33.5,33.85,,56155334,0.0,0.0
2015-06-02,34.0,35.2,33.95,34.8,,39297116,0.0,0.0
2015-06-03,34.5,34.7,33.6,33.7,,47024047,0.0,0.0
2015-06-04,33.05,33.4,32.05,32.4,,57616006,0.0,0.0
2015-06-05,31.8,32.3,31.2,31.55,,53819195,0.0,0.0
2015-06-08,31.55,33.05,31.1,32.5,,50220280,0.0,0.0
2015-06-09,32.2,32.45,30.8,30.95,,42330238,0.0,0.0
2015-06-10,31.4,31.95,31.15,31.25,,34047941,0.0,0.0
2015-06-11,31.45,31.9,31.05,31.5,,33988345,0.0,0.0
2015-06-12,31.0,31.55,30.75,30.8,,25910568,0.0,0.0
2015-06-15,30.8,31.45,29.9,30.3,,29717350,0.0,0.0
2015-06-16,29.8,29.8,28.6,29.35,,76622488,0.0,0.0
2015-06-17,29.3,29.35,28.15,28.25,,66372843,0.0,0.0
2015-06-18,28.55,29.15,28.35,28.35,,41768372,0.0,0.0
2015-06-22,28.5,28.75,27.8,27.8,,64008916,0.0,0.0
2015-06-23,28.5,28.7,28.2,28.2,,62731107,0.0,0.0
2015-06-24,28.2,28.3,26.15,26.4,,81725286,0.0,0.0
2015-06-25,26.6,27.2,25.15,26.4,,101101128,0.0,0.0
2015-06-26,25.4,27.35,25.2,26.95,,120756422,0.0,0.0
2015-06-29,25.4,25.95,24.6,24.75,,106765078,0.0,0.0
2015-06-30,24.7,25.45,24.6,24.6,,81110977,0.0,0.0
2015-07-01,25.1,25.25,24.8,24.85,,48555205,0.0,0.0
2015-07-02,25.0,25.7,24.85,25.4,,107310178,0.0,0.0
2015-07-03,25.45,25.55,24.7,24.7,,84410463,0.0,0.0
2015-07-06,24.7,24.95,22.25,22.25,,133406527,0.0,0.0
2015-07-07,22.4,22.8,20.9,22.1,,174326545,0.0,0.0
2015-07-08,22.5,22.6,21.6,22.0,,121383896,0.0,0.0
2015-07-09,21.0,21.75,20.75,21.0,,93432092,0.0,0.0
2015-07-13,21.6,21.8,20.65,20.65,,90780201,0.0,0.0
2015-07-14,21.0,22.7,21.0,22.7,,235785214,0.0,0.0
2015-07-15,23.1,23.35,21.7,21.8,,171517650,0.0,0.0
2015-07-16,21.95,22.0,20.85,21.15,,110939914,0.0,0.0
2015-07-17,21.5,21.7,20.9,20.9,,83008136,0.0,0.0
2015-07-20,21.25,21.35,19.9,20.05,,75761650,0.0,0.0
2015-07-21,20.1,21.2,19.95,21.1,,108256082,0.0,0.0
2015-07-22,20.5,20.65,20.1,20.1,,58905132,0.0,0.0
2015-07-23,19.9,19.9,18.25,18.65,,145428128,0.0,0.0
2015-07-24,19.25,19.55,19.05,19.05,,95551653,0.0,0.0
2015-07-27,18.65,18.95,17.15,17.15,,115904302,0.0,0.0
2015-07-28,17.4,18.8,17.35,18.7,,113519022,0.0,0.0
2015-07-29,19.2,19.45,18.0,18.1,,145748532,0.0,0.0
2015-07-30,18.45,18.8,18.0,18.5,,85151349,0.0,0.0
2015-07-31,18.65,19.05,18.25,19.05,,70518191,0.0,0.0
2015-08-03,19.55,19.9,19.15,19.15,,138290987,0.0,0.0
2015-08-04,19.3,19.3,18.0,18.1,,90218058,0.0,0.0
2015-08-05,18.45,19.1,18.25,19.05,,64508995,0.0,0.0
2015-08-06,18.9,19.0,18.35,18.5,,49131213,0.0,0.0
2015-08-07,18.15,18.4,17.85,18.3,,58572600,0.0,0.0
2015-08-10,18.3,19.1,17.9,18.6,,63599177,0.0,0.0
2015-08-11,18.85,18.95,18.0,18.0,,68172829,0.0,0.0
2015-08-12,17.8,18.65,17.6,18.5,,75626207,0.0,0.0
2015-08-13,18.9,19.85,18.6,19.85,,119861798,0.0,0.0
2015-08-14,19.6,20.3,19.3,19.85,,89403215,0.0,0.0
2015-08-17,19.25,19.5,18.45,18.7,,77438287,0.0,0.0
2015-08-18,18.7,19.15,18.65,18.65,,40478516,0.0,0.0
2015-08-19,18.05,18.15,17.45,17.6,,91884189,0.0,0.0
2015-08-20,17.5,18.15,17.4,17.95,,63471771,0.0,0.0
2015-08-21,17.4,17.95,17.25,17.25,,80376438,0.0,0.0
2015-08-24,17.8,18.0,17.1,17.4,,146647330,0.0,0.0
2015-08-25,17.65,18.6,17.3,18.6,,108257948,0.0,0.0
2015-08-26,18.25,18.55,17.8,18.1,,61056627,0.0,0.0
2015-08-27,18.55,18.6,17.85,17.9,,60764479,0.0,0.0
2015-08-28,18.8,19.35,18.7,18.8,,115140962,0.0,0.0
2015-08-31,19.05,19.75,18.75,19.6,,108735946,0.0,0.0
2015-09-01,19.6,20.15,19.45,19.75,,109709691,0.0,0.0
2015-09-02,19.5,21.65,19.35,21.4,,136668157,0.0,0.0
2015-09-03,21.6,23.5,21.6,23.2,,239379269,0.0,0.0
2015-09-04,23.55,24.2,22.2,22.2,,215554054,0.0,0.0
2015-09-07,22.0,23.2,22.0,23.05,,174845717,0.0,0.0
2015-09-08,22.8,23.0,22.4,22.95,,72367931,0.0,0.0
2015-09-09,24.2,24.4,23.7,23.7,,131618340,0.0,0.0
2015-09-10,23.4,24.1,23.25,23.65,,81320690,0.0,0.0
2015-09-11,23.3,23.6,22.75,22.75,,91597382,0.0,0.0
2015-09-14,22.85,23.1,22.1,22.1,,68939860,0.0,0.0
2015-09-15,22.45,23.0,22.35,23.0,,94851137,0.0,0.0
2015-09-16,23.6,23.75,22.6,22.6,,100999681,0.0,0.0
2015-09-17,23.0,23.3,22.8,22.8,,70589132,0.0,0.0
2015-09-18,22.9,23.45,22.75,23.15,,77705823,0.0,0.0
2015-09-21,22.95,23.05,22.5,22.55,,76512260,0.0,0.0
2015-09-22,22.8,23.05,22.7,22.7,,50153401,0.0,0.0
2015-09-23,22.55,22.6,21.55,21.55,,79602124,0.0,0.0
2015-09-24,21.35,21.55,20.15,20.45,,154305945,0.0,0.0
2015-09-25,20.2,20.8,19.8,20.65,,87280481,0.0,0.0
2015-09-30,20.0,20.6,19.8,20.55,,81468380,0.0,0.0
2015-10-01,21.3,21.45,21.0,21.3,,61376600,0.0,0.0
2015-10-02,21.55,22.3,21.4,22.25,,101143768,0.0,0.0
2015-10-05,23.25,24.05,23.1,23.35,,171058912,0.0,0.0
2015-10-06,23.4,23.55,22.3,22.7,,133837585,0.0,0.0
2015-10-07,23.3,24.9,23.3,24.85,,153818046,0.0,0.0
2015-10-08,25.1,25.35,23.8,23.8,,129274280,0.0,0.0
2015-10-12,24.0,24.4,23.5,24.4,,65699938,0.0,0.0
2015-10-13,24.1,24.4,23.95,24.25,,53051035,0.0,0.0
2015-10-14,24.3,25.4,24.3,24.45,,98213838,0.0,0.0
2015-10-15,24.85,25.1,24.35,24.35,,68144210,0.0,0.0
2015-10-16,24.5,24.55,23.75,24.0,,61777101,0.0,0.0
2015-10-19,24.0,24.3,23.85,24.0,,33160878,0.0,0.0
2015-10-20,24.45,24.85,24.1,24.1,,53490269,0.0,0.0
2015-10-21,22.95,22.95,22.2,22.8,,112804001,0.0,0.0
2015-10-22,22.6,23.3,22.55,22.9,,46183187,0.0,0.0
2015-10-23,23.5,23.55,22.85,22.85,,35711507,0.0,0.0
2015-10-26,23.35,23.6,23.1,23.55,,36334764,0.0,0.0
2015-10-27,23.5,24.3,23.25,23.9,,61482035,0.0,0.0
2015-10-28,24.2,24.2,23.6,23.75,,50329114,0.0,0.0
2015-10-29,24.15,24.65,23.95,24.25,,65555769,0.0,0.0
2015-10-30,24.15,25.1,24.0,25.1,,82489595,0.0,0.0
2015-11-02,25.1,25.3,24.6,25.05,,61546771,0.0,0.0
2015-11-03,25.1,26.05,24.95,26.0,,111609121,0.0,0.0
2015-11-04,26.6,27.3,26.5,26.8,,102672291,0.0,0.0
2015-11-05,26.5,26.95,26.4,26.8,,51490849,0.0,0.0
2015-11-06,26.6,26.75,26.05,26.15,,64841272,0.0,0.0
2015-11-09,26.3,26.65,25.6,25.8,,58767716,0.0,0.0
2015-11-10,25.45,25.8,24.9,25.8,,57717170,0.0,0.0
2015-11-11,25.9,26.35,24.6,24.6,,76983140,0.0,0.0
2015-11-12,25.0,25.45,24.4,25.35,,55425800,0.0,0.0
2015-11-13,24.8,25.3,23.55,23.55,,87658620,0.0,0.0
2015-11-16,22.85,24.45,22.85,24.4,,50903660,0.0,0.0
2015-11-17,24.85,24.85,23.6,23.6,,64515020,0.0,0.0
2015-11-18,23.8,24.2,23.7,24.2,,44891080,0.0,0.0
2015-11-19,24.6,24.75,24.3,24.35,,50451415,0.0,0.0
2015-11-20,24.1,24.2,23.7,23.75,,34903982,0.0,0.0
2015-11-23,23.6,23.75,22.6,22.6,,83202476,0.0,0.0
2015-11-24,22.5,22.8,22.2,22.45,,53743954,0.0,0.0
2015-11-25,22.6,22.75,22.35,22.45,,34280241,0.0,0.0
2015-11-26,22.8,23.4,22.7,23.1,,47314958,0.0,0.0
2015-11-27,23.3,23.4,22.5,22.5,,38433985,0.0,0.0
2015-11-30,22.1,22.35,21.6,22.1,,49606221,0.0,0.0
2015-12-01,22.95,23.3,22.8,23.0,,49863305,0.0,0.0
2015-12-02,23.3,23.45,22.9,23.1,,33117177,0.0,0.0
2015-12-03,23.0,23.85,22.8,23.7,,50907621,0.0,0.0
2015-12-04,23.4,23.6,23.2,23.4,,31733331,0.0,0.0
2015-12-07,23.7,23.7,22.9,22.9,,30423369,0.0,0.0
2015-12-08,22.2,22.35,21.85,22.0,,63420934,0.0,0.0
2015-12-09,22.0,22.2,21.75,21.8,,34448450,0.0,0.0
2015-12-10,21.75,21.75,20.8,20.8,,49470384,0.0,0.0
2015-12-11,21.0,21.55,20.5,21.55,,38852520,0.0,0.0
2015-12-14,21.35,23.35,21.35,23.0,,130786054,0.0,0.0
2015-12-15,25.3,25.3,25.3,25.3,,7080976,0.0,0.0
2015-12-16,27.8,27.8,27.8,27.8,,67512335,0.0,0.0
2015-12-17,28.5,28.5,27.9,27.9,,255081406,0.0,0.0
2015-12-18,28.05,28.2,27.95,28.0,,73456203,0.0,0.0
2015-12-21,28.0,28.1,27.85,27.85,,39545765,0.0,0.0
2015-12-22,27.95,27.95,27.4,27.5,,53168671,0.0,0.0
2015-12-23,27.7,27.75,27.5,27.55,,27653231,0.0,0.0
2015-12-24,27.6,27.65,27.3,27.3,,35299841,0.0,0.0
2015-12-25,27.4,27.8,27.4,27.55,,29126385,0.0,0.0
2015-12-28,27.75,27.75,27.6,27.7,,18970015,0.0,0.0
2015-12-29,27.75,27.8,27.6,27.65,,18171115,0.0,0.0
2015-12-30,27.7,27.9,27.65,27.85,,25272285,0.0,0.0
2015-12-31,27.85,28.0,27.85,27.95,,25635940,0.0,0.0
2016-01-04,28.0,28.15,28.0,28.1,,31958275,0.0,0.0
2016-01-05,28.1,28.15,28.05,28.05,,28816036,0.0,0.0
2016-01-06,28.1,28.15,28.0,28.1,,28757263,0.0,0.0
2016-01-07,28.05,28.15,28.05,28.1,,35815578,0.0,0.0
2016-01-08,28.1,28.2,28.1,28.1,,24461099,0.0,0.0
2016-01-11,28.1,28.15,28.05,28.1,,24343597,0.0,0.0
2016-01-12,28.1,28.2,28.05,28.1,,26660171,0.0,0.0
2016-01-13,28.1,28.15,28.1,28.1,,13885068,0.0,0.0
2016-01-14,28.1,28.2,28.1,28.15,,18617352,0.0,0.0
2016-01-15,28.2,28.35,28.15,28.25,,21696505,0.0,0.0
2016-01-18,28.2,28.6,28.2,28.4,,14990010,0.0,0.0
2016-01-19,28.45,28.7,28.45,28.7,,15585937,0.0,0.0
2016-01-20,28.7,28.7,28.45,28.5,,20868945,0.0,0.0
2016-01-21,28.55,28.55,28.4,28.45,,23048926,0.0,0.0
2016-01-22,28.5,28.5,28.4,28.4,,31671517,0.0,0.0
2016-01-25,28.45,28.5,28.4,28.4,,14269159,0.0,0.0
2016-01-26,28.4,28.45,28.35,28.4,,18782965,0.0,0.0
2016-01-27,28.35,28.4,28.2,28.2,,16323431,0.0,0.0
2016-01-28,28.25,28.35,28.2,28.3,,7731979,0.0,0.0
2016-01-29,28.3,28.4,28.25,28.4,,16250404,0.0,0.0
2016-01-30,28.45,28.45,28.35,28.4,,5834571,0.0,0.0
2016-02-01,28.4,28.5,28.35,28.45,,18170668,0.0,0.0
2016-02-02,28.5,28.5,28.35,28.45,,20292226,0.0,0.0
2016-02-03,28.4,28.4,28.3,28.3,,19702315,0.0,0.0
2016-02-15,28.65,28.7,28.45,28.5,,44658193,0.0,0.0
2016-02-16,28.5,28.6,28.45,28.55,,10572295,0.0,0.0
2016-02-17,28.55,28.6,28.45,28.45,,11081236,0.0,0.0
2016-02-18,28.55,28.6,28.45,28.5,,18397487,0.0,0.0
2016-02-19,28.45,28.5,28.3,28.35,,36877688,0.0,0.0
2016-02-22,28.35,28.4,28.3,28.35,,16340262,0.0,0.0
2016-02-23,28.35,28.5,28.35,28.4,,20377268,0.0,0.0
2016-02-24,28.4,28.45,28.35,28.35,,17320371,0.0,0.0
2016-02-25,28.4,28.45,28.3,28.3,,17562913,0.0,0.0
2016-02-26,28.4,28.5,28.3,28.5,,10927320,0.0,0.0
2016-03-01,28.4,28.45,28.35,28.4,,10092793,0.0,0.0
2016-03-02,28.45,28.45,28.35,28.45,,12111701,0.0,0.0
2016-03-03,28.45,28.55,28.4,28.55,,14092515,0.0,0.0
2016-03-04,28.55,28.6,28.5,28.55,,8291521,0.0,0.0
2016-03-07,28.6,28.75,28.6,28.7,,12700672,0.0,0.0
2016-03-08,28.65,28.7,28.5,28.55,,16528913,0.0,0.0
2016-03-09,28.55,28.65,28.5,28.6,,14338320,0.0,0.0
2016-03-10,28.6,28.65,28.55,28.6,,4944619,0.0,0.0
2016-03-11,28.6,28.65,28.55,28.6,,11068542,0.0,0.0
2016-03-14,28.65,28.7,28.6,28.6,,7096865,0.0,0.0
2016-03-15,28.6,28.7,28.6,28.7,,11992235,0.0,0.0
2016-03-16,28.7,28.85,28.65,28.8,,10804201,0.0,0.0
2016-03-17,28.8,28.9,28.75,28.85,,15968360,0.0,0.0
2016-03-18,28.9,28.95,28.8,28.95,,15288030,0.0,0.0
2016-03-21,28.9,28.95,28.8,28.8,,10992370,0.0,0.0
2016-03-22,28.85,28.9,28.8,28.9,,9026374,0.0,0.0
2016-03-23,28.9,28.95,28.8,28.85,,9702625,0.0,0.0
2016-03-24,28.85,29.0,28.85,29.0,,6071757,0.0,0.0
2016-03-25,29.0,29.0,28.9,29.0,,6000579,0.0,0.0
2016-03-28,29.0,29.1,29.0,29.0,,7270610,0.0,0.0
2016-03-29,29.05,29.1,29.0,29.0,,11832344,0.0,0.0
2016-03-30,29.05,29.2,29.05,29.2,,9476780,0.0,0.0
2016-03-31,29.2,29.25,29.15,29.15,,10715517,0.0,0.0
2016-04-01,29.15,29.2,29.1,29.15,,7890468,0.0,0.0
2016-04-06,29.1,29.15,29.0,29.0,,26319852,0.0,0.0
2016-04-07,29.05,29.05,28.95,28.95,,13690431,0.0,0.0
2016-04-08,28.95,29.0,28.9,29.0,,8760689,0.0,0.0
2016-04-11,29.0,29.05,28.95,29.05,,7624216,0.0,0.0
2016-04-12,29.0,29.1,29.0,29.0,,10573207,0.0,0.0
2016-04-13,29.0,29.15,28.9,29.15,,27746879,0.0,0.0
2016-04-14,29.15,29.15,28.95,29.0,,27858098,0.0,0.0
2016-04-15,29.0,29.25,29.0,29.2,,21684021,0.0,0.0
2016-04-18,29.1,29.2,29.1,29.15,,6929752,0.0,0.0
2016-04-19,29.15,29.2,29.15,29.15,,7939147,0.0,0.0
2016-04-20,29.15,29.2,29.15,29.15,,15003755,0.0,0.0
2016-04-21,29.2,29.25,29.2,29.2,,15029799,0.0,0.0
2016-04-22,29.2,29.3,29.2,29.25,,13021154,0.0,0.0
2016-04-25,29.25,29.3,29.25,29.25,,9730456,0.0,0.0
2016-04-26,29.3,29.35,29.25,29.3,,9937961,0.0,0.0
2016-04-27,29.35,29.35,29.3,29.3,,6756091,0.0,0.0
2016-04-28,29.35,29.35,29.3,29.3,,7914881,0.0,0.0
2016-04-29,29.3,29.35,29.3,29.3,,8959194,0.0,0.0
2016-05-03,29.3,29.35,29.3,29.3,,13132110,0.0,0.0
2016-05-04,29.3,29.35,29.3,29.35,,9039869,0.0,0.0
2016-05-05,29.3,29.35,29.2,29.25,,28819831,0.0,0.0
2016-05-06,29.25,29.3,29.25,29.3,,7518875,0.0,0.0
2016-05-09,29.3,29.35,29.25,29.35,,7540051,0.0,0.0
2016-05-10,29.3,29.35,29.3,29.3,,6905240,0.0,0.0
2016-05-11,29.35,29.35,29.3,29.35,,8585621,0.0,0.0
2016-05-12,29.3,29.35,29.3,29.3,,11006248,0.0,0.0
2016-05-13,29.3,29.4,29.3,29.4,,10929392,0.0,0.0
2016-05-16,29.35,29.45,29.35,29.45,,29050498,0.0,0.0
2016-05-17,29.45,29.5,29.45,29.45,,18355208,0.0,0.0
2016-05-18,29.45,29.5,29.3,29.4,,17849222,0.0,0.0
2016-05-19,29.4,29.4,29.3,29.35,,6516000,0.0,0.0
2016-05-20,29.35,29.4,29.3,29.3,,7718282,0.0,0.0
2016-05-23,29.3,29.45,29.3,29.4,,4122076,0.0,0.0
2016-05-24,29.4,29.5,29.4,29.4,,4533157,0.0,0.0
2016-05-25,29.4,29.45,29.35,29.4,,4888918,0.0,0.0
2016-05-26,29.35,29.4,29.35,29.35,,5184127,0.0,0.0
2016-05-27,29.4,29.4,29.3,29.35,,6927748,0.0,0.0
2016-05-30,29.35,29.35,29.2,29.25,,18006262,0.0,0.0
2016-05-31,29.25,29.3,29.15,29.15,,33759637,0.0,0.0
2016-06-01,29.45,29.5,29.35,29.4,,23057649,0.0,0.0
2016-06-02,29.4,29.45,29.35,29.35,,13808663,0.0,0.0
2016-06-03,29.35,29.4,29.3,29.35,,7821065,0.0,0.0
2016-06-04,29.35,29.4,29.3,29.35,,1552538,0.0,0.0
2016-06-06,29.3,29.35,29.2,29.3,,18131600,0.0,0.0
2016-06-07,29.3,29.35,29.2,29.25,,14961160,0.0,0.0
2016-06-08,29.3,29.4,29.3,29.4,,9235999,0.0,0.0
2016-06-13,26.5,26.5,26.5,26.5,,16751982,0.0,0.0
2016-06-14,23.85,23.85,23.85,23.85,,11078911,0.0,0.0
2016-06-15,21.5,23.75,21.5,23.25,,393695520,0.0,0.0
2016-06-16,23.35,24.15,23.15,23.75,,114906950,0.0,0.0
2016-06-17,24.3,26.1,24.1,26.1,,188565281,0.0,0.0
2016-06-20,25.7,26.15,24.8,25.45,,112808179,0.0,0.0
2016-06-21,25.5,25.85,25.05,25.65,,50272678,0.0,0.0
2016-06-22,26.7,27.8,25.65,25.65,,111220183,0.0,0.0
2016-06-23,26.0,26.15,25.55,25.7,,28651401,0.0,0.0
2016-06-24,25.9,26.25,24.35,25.2,,56097200,0.0,0.0
2016-06-27,25.25,25.7,25.15,25.65,,22005522,0.0,0.0
2016-06-28,25.55,25.9,25.5,25.7,,14525304,0.0,0.0
2016-06-29,25.9,26.1,25.45,25.45,,15063902,0.0,0.0
2016-06-30,25.65,25.7,25.1,25.1,,18052322,0.0,0.0
