ticker,report_period,route,payload,payload_hash,raw_cache_path,response_hash,route_status,retry_count,route_error,response_bytes,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
1240,115Q1,t05st01,"{""companyId"": ""1240"", ""firstDay"": """", ""lastDay"": """", ""month"": ""04"", ""year"": ""115""}",d78dd4e2890e2096eb34b5036f139c8e9adf8ebc9d666f04e12c7554176b9218,raw_cache\t05st01_1240_115Q1_alternate_0_115_04.json,78fc8c3447ea13c9beebd4fe83c5fe624975f54ab8ae33b9faea4562375ce353,fetched,0,False,1310,False,False,False,False,False,False,True,False
1240,115Q1,t05st01,"{""companyId"": ""1240"", ""firstDay"": """", ""lastDay"": """", ""month"": ""05"", ""year"": ""115""}",0ca9125285877d62f0adaa78b0369a18c9c811a2b134e9afc41027fe95ff21e8,raw_cache\t05st01_1240_115Q1_alternate_1_115_05.json,331505b155bae661445d03d9a2fc0d3d2bacf5149285244a6f3d9b9a2c3d6b15,fetched,0,False,1027,False,False,False,False,False,False,True,False
1240,115Q1,t05st01,"{""companyId"": ""1240"", ""firstDay"": """", ""lastDay"": """", ""month"": ""06"", ""year"": ""115""}",2972f787626b5ab18fdd902b13607eb6f1bdbd1c1e843b1d9835cd886d3eb7a9,raw_cache\t05st01_1240_115Q1_alternate_2_115_06.json,62a4325ba355bb466272b8c8147a20239c351d766a4ab3443b1df29e5b70c0c0,fetched,0,False,1520,False,False,False,False,False,False,True,False
1240,115Q1,t05st01,"{""companyId"": ""1240"", ""firstDay"": ""1150401"", ""lastDay"": ""1150615"", ""month"": """", ""year"": ""115""}",f314d449a32f9f727c8a59dbdf2a12e6d943bb3a19d38dc058da979936c3c41b,raw_cache\t05st01_1240_115Q1_alternate_3_115__1150401_1150615.json,990fe6e975eeafebd86b36bbf0140beecb9f5dae435bd3163d007860676aeb78,fetched,0,False,86,False,False,False,False,False,False,True,False
1240,115Q1,t05st01_detail,"{""companyId"": ""1240"", ""enterDate"": ""1150430"", ""marketKind"": ""otc"", ""serialNumber"": ""1""}",a11868f85dc824fe571bdadd4f19cbfd3d0e45067c27ac752f37f2131e0eb01f,raw_cache\t05st01_detail_1240_115Q1_detail_115_04_30_17_36_57.json,721742b923e1e5be9a10eb87cd20fea4783dc955448ea661cd87146dc77f7570,fetched,0,False,1453,False,False,False,False,False,False,True,False
3521,115Q1,t05st01,"{""companyId"": ""3521"", ""firstDay"": """", ""lastDay"": """", ""month"": ""04"", ""year"": ""115""}",639ad8ef41ffa1ce79db5626360fb74756437c5d71a13d7b304745f827ce9e39,raw_cache\t05st01_3521_115Q1_alternate_0_115_04.json,4f08a022ae72266dd12d9325142af360654e344c288f3e0346ba516f6840a006,fetched,0,False,1593,False,False,False,False,False,False,True,False
3521,115Q1,t05st01,"{""companyId"": ""3521"", ""firstDay"": """", ""lastDay"": """", ""month"": ""05"", ""year"": ""115""}",793eee424499e5f30f5469c0a9d8db396176ca4c79fc491d4386ca940f3112c5,raw_cache\t05st01_3521_115Q1_alternate_1_115_05.json,6ced03134c42426881da62857cd721109429c75429bef8e790045ed8f0ccc7c9,fetched,0,False,3151,False,False,False,False,False,False,True,False
3521,115Q1,t05st01,"{""companyId"": ""3521"", ""firstDay"": """", ""lastDay"": """", ""month"": ""06"", ""year"": ""115""}",cadfde43017681c4d881a21eb9f6496b571574c9a0a5c88e3708a51dd3247d26,raw_cache\t05st01_3521_115Q1_alternate_2_115_06.json,95026acb99695cb0692ae5b97eb4cbc220923e63b49f32064761b78285f70845,fetched,0,False,2049,False,False,False,False,False,False,True,False
3521,115Q1,t05st01,"{""companyId"": ""3521"", ""firstDay"": ""1150401"", ""lastDay"": ""1150615"", ""month"": """", ""year"": ""115""}",034f1b8b5a7c430d36ad40e7fe5a05dca8f141057dd9a4dcde7158a714196210,raw_cache\t05st01_3521_115Q1_alternate_3_115__1150401_1150615.json,0bba6736b0e991b94bfa9469378cc8f7c8f25d778c46b5c00ec9acf9cf24b309,fetched,0,False,86,False,False,False,False,False,False,True,False
3521,115Q1,t05st01_detail,"{""companyId"": ""3521"", ""enterDate"": ""1150505"", ""marketKind"": ""otc"", ""serialNumber"": ""4""}",8dabf18af5092d4ad475ecb40ab52d283de071d91310191420bec06e7864dcea,raw_cache\t05st01_detail_3521_115Q1_detail_115_05_05_14_30_52.json,f2bad692e8bca5d04042bf0cd8f3255c97293d7353bcb505f703e5b3c7dafb94,fetched,0,False,2082,False,False,False,False,False,False,True,False
3567,115Q1,t05st01,"{""companyId"": ""3567"", ""firstDay"": """", ""lastDay"": """", ""month"": ""04"", ""year"": ""115""}",6e47b15887e4120c49772aceb218f0e68b70a421e75f46b3034f97a739df98cc,raw_cache\t05st01_3567_115Q1_alternate_0_115_04.json,cf73f30c6b0abf3ba2e4868356c177acbf9f1905690d5b5390c6070aa3e3bb1c,fetched,0,False,1266,False,False,False,False,False,False,True,False
3567,115Q1,t05st01,"{""companyId"": ""3567"", ""firstDay"": """", ""lastDay"": """", ""month"": ""05"", ""year"": ""115""}",b1711694651d52fa2aedce997c586e046a4cd30c10c8ede3eecc292ae0965be1,raw_cache\t05st01_3567_115Q1_alternate_1_115_05.json,79bd2ad6779fbc84c99308ecd0cfd2c1549ca96486d70d31e1df97d9aff70707,fetched,0,False,89,False,False,False,False,False,False,True,False
3567,115Q1,t05st01,"{""companyId"": ""3567"", ""firstDay"": """", ""lastDay"": """", ""month"": ""06"", ""year"": ""115""}",e33120df31fdaf051e4ec6b92fbf229f1a24bbc28f85d0c769328d6802a18c67,raw_cache\t05st01_3567_115Q1_alternate_2_115_06.json,e9e1078596fdb501ccd3f20e49135ce28ccefd7cf8cdcab5042e3e1fa74b7632,fetched,0,False,1224,False,False,False,False,False,False,True,False
3567,115Q1,t05st01,"{""companyId"": ""3567"", ""firstDay"": ""1150401"", ""lastDay"": ""1150615"", ""month"": """", ""year"": ""115""}",07bcfd322c02c92e8bf53860a54832df0acec88a03fd523fea26c9031e296862,raw_cache\t05st01_3567_115Q1_alternate_3_115__1150401_1150615.json,02e8579a7274f96c352f69796cadf2b17301b843fa580bf4cb0de3f9125570c9,fetched,0,False,86,False,False,False,False,False,False,True,False
