source_url,raw_cache_path,response_hash,response_bytes,route_status,route_error,retrieved_at_utc,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage,market,source_component,coverage
https://www.twse.com.tw/exchangeReport/TWT48U_ALL?response=json,raw_cache\twse_twt48u_all_current.json,4197adecd8554ad1bf21944f6be1deded72d2f353c18d17601c0b969ac1c9911,21910,cache_hit,,2026-07-10T11:14:33+00:00,0,False,False,False,False,False,False,False,True,False,TWSE,current_market_calendar,current prospective all TWSE rows
https://www.tpex.org.tw/zh-tw/announce/market/ex/cal.html,raw_cache\tpex_exdailyq_current_route_page.html,f60dbef723052c342a02f18c6266ab0f26c127788eecc0e35bf595a4d4d0d998,13171,cache_hit,,2026-07-10T11:14:33+00:00,0,False,False,False,False,False,False,False,True,False,TPEx,current_market_calendar_route_probe,current TPEx page route only; rows not materialized
