ticker,date,market,close,source_quality,adjustment_policy,source_url,source_hash,retrieved_at,source_reuse,future_data_violation_count,checkpoint_path
00631L,2016-09-02,TWSE,23.19,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160901&stockNo=00631L&response=json,e7fbba2341dc54e3cfc1077b8446d9b0e1ae1817385a8cc3874170cfe9742866,2026-07-30T03:02:07+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2016-09.json.gz
00631L,2016-09-22,TWSE,24.67,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160901&stockNo=00631L&response=json,e7fbba2341dc54e3cfc1077b8446d9b0e1ae1817385a8cc3874170cfe9742866,2026-07-30T03:02:07+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2016-09.json.gz
00631L,2016-09-30,TWSE,24.48,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160901&stockNo=00631L&response=json,e7fbba2341dc54e3cfc1077b8446d9b0e1ae1817385a8cc3874170cfe9742866,2026-07-30T03:02:07+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2016-09.json.gz
00631L,2016-10-12,TWSE,25.23,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161001&stockNo=00631L&response=json,915f6fe33c1cbbf239a4ddd3398d100c2cacf2a5437ef5bbe26df294151b6ffb,2026-07-30T03:02:08+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2016-10.json.gz
00631L,2016-10-24,TWSE,25.58,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161001&stockNo=00631L&response=json,915f6fe33c1cbbf239a4ddd3398d100c2cacf2a5437ef5bbe26df294151b6ffb,2026-07-30T03:02:08+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2016-10.json.gz
00631L,2016-10-31,TWSE,25.47,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161001&stockNo=00631L&response=json,915f6fe33c1cbbf239a4ddd3398d100c2cacf2a5437ef5bbe26df294151b6ffb,2026-07-30T03:02:08+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2016-10.json.gz
00631L,2016-11-04,TWSE,24.26,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161101&stockNo=00631L&response=json,e7e92506a7326f0220a9a225b035ef940a03e8c68275e48d47d28de6c2031bdf,2026-07-30T03:02:10+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2016-11.json.gz
00631L,2016-11-18,TWSE,23.89,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161101&stockNo=00631L&response=json,e7e92506a7326f0220a9a225b035ef940a03e8c68275e48d47d28de6c2031bdf,2026-07-30T03:02:10+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2016-11.json.gz
00631L,2016-11-30,TWSE,24.9,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161101&stockNo=00631L&response=json,e7e92506a7326f0220a9a225b035ef940a03e8c68275e48d47d28de6c2031bdf,2026-07-30T03:02:10+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2016-11.json.gz
00631L,2016-12-05,TWSE,24.53,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161201&stockNo=00631L&response=json,df40540f2f19529e972fd738231f42f014e97a81744d82b3e5b4dd719d8fb10b,2026-07-30T03:02:11+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2016-12.json.gz
00631L,2016-12-15,TWSE,25.75,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161201&stockNo=00631L&response=json,df40540f2f19529e972fd738231f42f014e97a81744d82b3e5b4dd719d8fb10b,2026-07-30T03:02:11+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2016-12.json.gz
00631L,2016-12-27,TWSE,24.36,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161201&stockNo=00631L&response=json,df40540f2f19529e972fd738231f42f014e97a81744d82b3e5b4dd719d8fb10b,2026-07-30T03:02:11+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2016-12.json.gz
00631L,2017-01-09,TWSE,25.49,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170101&stockNo=00631L&response=json,d460bc9933161ae0c1e1baa424b9803d78be87edb48ff92e49976e1cdc393cf9,2026-07-30T03:02:12+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-01.json.gz
00631L,2017-01-24,TWSE,26.05,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170101&stockNo=00631L&response=json,d460bc9933161ae0c1e1baa424b9803d78be87edb48ff92e49976e1cdc393cf9,2026-07-30T03:02:12+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-01.json.gz
00631L,2017-02-24,TWSE,27.54,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170201&stockNo=00631L&response=json,81ab4b5244031ee5ab7b0bfec5ae72635dd3fe36296c71c2799ad558fc4bfe66,2026-07-30T03:02:13+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-02.json.gz
00631L,2017-03-31,TWSE,27.99,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170301&stockNo=00631L&response=json,01ec5bff58612c37c11b3be64cfff1daa1c3b07d652c8c4bbcc65c4b41d9d3bc,2026-07-30T03:02:15+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-03.json.gz
00631L,2017-04-17,TWSE,27.64,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170401&stockNo=00631L&response=json,5cc3b5479a3187954c9272c80fe8d39fd8e36d84fc743e581eddddd8c63cac0d,2026-07-30T03:02:16+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-04.json.gz
00631L,2017-04-27,TWSE,28.28,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170401&stockNo=00631L&response=json,5cc3b5479a3187954c9272c80fe8d39fd8e36d84fc743e581eddddd8c63cac0d,2026-07-30T03:02:16+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-04.json.gz
00631L,2017-04-28,TWSE,28.37,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170401&stockNo=00631L&response=json,5cc3b5479a3187954c9272c80fe8d39fd8e36d84fc743e581eddddd8c63cac0d,2026-07-30T03:02:16+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-04.json.gz
00631L,2017-05-31,TWSE,29.74,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170501&stockNo=00631L&response=json,25f8e72ebed6266e3ada96baa666e6bb7da4a94683ce26be22cba865827af194,2026-07-30T03:02:17+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-05.json.gz
00631L,2017-06-30,TWSE,32.51,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170601&stockNo=00631L&response=json,77796c13e5613c6b20fbcd243d2ec57bb545d9218ac3e3ba8a7c17885a464c0e,2026-07-30T03:03:00+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-06.json.gz
00631L,2017-07-31,TWSE,33.9,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170701&stockNo=00631L&response=json,bdbc4c5c54f152bdd7c3472305347c9270f02da0f790dbc29da6062e0e048a39,2026-07-30T03:03:03+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-07.json.gz
00631L,2017-08-14,TWSE,33.28,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170801&stockNo=00631L&response=json,18c5c7b0f183ddc5694ac7b0c603f585b3325499ee4f8ff922a4857fded386e1,2026-07-30T03:03:04+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-08.json.gz
00631L,2017-08-24,TWSE,34.66,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170801&stockNo=00631L&response=json,18c5c7b0f183ddc5694ac7b0c603f585b3325499ee4f8ff922a4857fded386e1,2026-07-30T03:03:04+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-08.json.gz
00631L,2017-08-31,TWSE,35.16,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170801&stockNo=00631L&response=json,18c5c7b0f183ddc5694ac7b0c603f585b3325499ee4f8ff922a4857fded386e1,2026-07-30T03:03:04+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-08.json.gz
00631L,2017-09-21,TWSE,35.16,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170901&stockNo=00631L&response=json,e336144d8f008d7b234a78dc6ba273472ae879be25dcd3f1c9e954e633de1262,2026-07-30T03:03:05+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-09.json.gz
00631L,2017-10-05,TWSE,34.67,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20171001&stockNo=00631L&response=json,7da8d11fa5674fb48bf0221d0514582f2f39c98a0730f7c1a62feba1034d53a8,2026-07-30T03:03:07+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-10.json.gz
00631L,2017-10-31,TWSE,36.98,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20171001&stockNo=00631L&response=json,7da8d11fa5674fb48bf0221d0514582f2f39c98a0730f7c1a62feba1034d53a8,2026-07-30T03:03:07+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-10.json.gz
00631L,2017-11-15,TWSE,35.58,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20171101&stockNo=00631L&response=json,63bdb641e61d9c7c03d7f7e14ce2f36926019da92574b03b99f9bb9f88cc4875,2026-07-30T03:03:08+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-11.json.gz
00631L,2017-11-27,TWSE,36.39,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20171101&stockNo=00631L&response=json,63bdb641e61d9c7c03d7f7e14ce2f36926019da92574b03b99f9bb9f88cc4875,2026-07-30T03:03:08+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-11.json.gz
00631L,2017-11-30,TWSE,35.01,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20171101&stockNo=00631L&response=json,63bdb641e61d9c7c03d7f7e14ce2f36926019da92574b03b99f9bb9f88cc4875,2026-07-30T03:03:08+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-11.json.gz
00631L,2017-12-07,TWSE,33.56,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20171201&stockNo=00631L&response=json,d8691091c0954608d2669dce360ee3f6ae668095a2ea064389d0edd17762ae4d,2026-07-30T03:03:11+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-12.json.gz
00631L,2017-12-21,TWSE,34.18,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20171201&stockNo=00631L&response=json,d8691091c0954608d2669dce360ee3f6ae668095a2ea064389d0edd17762ae4d,2026-07-30T03:03:11+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-12.json.gz
00631L,2017-12-29,TWSE,34.97,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20171201&stockNo=00631L&response=json,d8691091c0954608d2669dce360ee3f6ae668095a2ea064389d0edd17762ae4d,2026-07-30T03:03:11+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2017-12.json.gz
00631L,2018-01-31,TWSE,38.68,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20180101&stockNo=00631L&response=json,8840f30be547f07e26493c7577bf2517853c062de2aa9e3c8908186f96b271c3,2026-07-30T03:03:13+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2018-01.json.gz
00631L,2018-02-07,TWSE,34.7,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20180201&stockNo=00631L&response=json,54943726e6e3e5a224373caff0752551ad73eb7d5d6b836ed64c4d7bd869b177,2026-07-30T03:03:15+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2018-02.json.gz
00631L,2018-02-27,TWSE,36.56,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20180201&stockNo=00631L&response=json,54943726e6e3e5a224373caff0752551ad73eb7d5d6b836ed64c4d7bd869b177,2026-07-30T03:03:15+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2018-02.json.gz
00631L,2018-03-27,TWSE,37.61,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20180301&stockNo=00631L&response=json,907a6ce91d799e41067dd78ba9ed9c5b73eb4af871944068a449eb3875fbd12c,2026-07-30T03:03:16+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2018-03.json.gz
00631L,2018-04-11,TWSE,37.39,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20180401&stockNo=00631L&response=json,3a86f32a7025beb12da17c8a2e535bed3523d93a2c12d5e1c00011a52729c719,2026-07-30T03:03:18+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2018-04.json.gz
00631L,2018-04-23,TWSE,35.32,official_twse_selected_ticker_month_close_only,official_unadjusted_execution_close_only,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20180401&stockNo=00631L&response=json,3a86f32a7025beb12da17c8a2e535bed3523d93a2c12d5e1c00011a52729c719,2026-07-30T03:03:18+00:00,authorized_official_ticker_month_route,0,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_three_strategy_exact_raw_close_fill_20260730\checkpoints\00631L\2018-04.json.gz
