route,payload,payload_hash,raw_cache_path,response_hash,route_status,route_error,retry_count,retrieved_at_utc,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage,source_id,source_url,market,source_quality,raw_sha256,response_bytes,records_total,selected_ticker_candidate_records,archive_coverage_policy,used_for_no_event_proof
t05st01,"{""companyId"": ""2316"", ""firstDay"": """", ""lastDay"": """", ""month"": ""05"", ""year"": ""104""}",72efe2310fd67cf8b6842f0bfba25044e29678820c0bd5f73cf18211a7d35d57,raw_cache\no_event_2316_104_05_list.json,81358793b3d798aac8ac2d4b11e713c115f62836a213e9390c8a4dd2548d6297,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2316"", ""enterDate"": ""1040512"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",3a3a25e3b3ae5d99e958c1bdc3356b92e394e7ac614ef91b42be5eacb07c9f60,raw_cache\2316_104_05_0_detail.json,6df1d6e6d89bc11035697e7b908d9f8b9df52bdb169ba3fa754398093ba3d4c4,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2316"", ""enterDate"": ""1040512"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",897629bbaa1009f781c0bf64e7e08e1996f6cb93f9f769213697a43f6de52a8b,raw_cache\2316_104_05_1_detail.json,908cecd415f659f8157dde0980a11d4619c7e9965f743af6b1a52f22603524d3,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2316"", ""enterDate"": ""1040520"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",6bfdf7c5ad9d2eab7e2f01d664b5e1d0f7b0fdb9b2f68ef1616a014d79a321e4,raw_cache\2316_104_05_2_detail.json,bef178018053d2fec042bbab1d95497d8aeabe13ec38e9e0ca74841a69b10de0,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2316"", ""enterDate"": ""1040520"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",bdf6e0493a47ecb47b5fc73919a41226a98ceb7a0d3e324060cfd20d829b5e33,raw_cache\2316_104_05_3_detail.json,3c8c49b99e4e5ea62315fce13ceabd743d35dad7fddc8270b0fe71747b09934c,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2316"", ""enterDate"": ""1040521"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",14db4a3d3a93647429c17f9b29e6d6bf096b2992cf3bf7c5d5e780bfe42eb5f7,raw_cache\2316_104_05_4_detail.json,ce5b3201fe98afe5187f2577feeafaad11f66cbc59bb5cc069c6977287ab9fdb,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2316"", ""enterDate"": ""1040521"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",bbfd2f807b16e2dc055ce2f7519a5dbd4066e62b4d351db9840bdc04131d87ba,raw_cache\2316_104_05_5_detail.json,2d752c59fc46b4f631751a8f87ae518253b49515d36e860eeff1ef9627891be9,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2316"", ""enterDate"": ""1040522"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",194a61eace9ae790765fdb8ade4a000c3b3d5e8ce57674ff41bc1a02518cf06c,raw_cache\2316_104_05_6_detail.json,6af78033fe369c7f626538b80df6e78575cbf3702fce1b267c9b0fb1813e3224,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2316"", ""enterDate"": ""1040522"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",ae571de63ff404e01096e5c38cd0b4edd3d41b7e96631348f8366deb493adeac,raw_cache\2316_104_05_7_detail.json,59f4189a29d7ad479632fd81807d8cd68a31f47c46f0d4f923cf85bdbd561d6c,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01,"{""companyId"": ""2317"", ""firstDay"": """", ""lastDay"": """", ""month"": ""01"", ""year"": ""106""}",aa9ac2e849ccd6cc48e7e59ff8c8c4bf276852129e83d214e1e74dd961711bd4,raw_cache\no_event_2317_106_01_list.json,e37a3159eb96f91b112a590e4b812eba06d456017171ea0a91c99aec8cc792f8,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060104"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",fd1df0f2b5b641f36898d3cf8bc22e11b2e5603051ff43985c2e944471886c22,raw_cache\2317_106_01_0_detail.json,9ffb91dc572cf83721e3703c988af27d3b991ef7d13f64af60b2ede157defcce,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060104"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",31d9afeb2fbcac99c4578085bb3aa403aa30acd5f3d655179cc66cb45c9f3056,raw_cache\2317_106_01_1_detail.json,d76cc215f1e7e731b58fd43cc8c7d78eaeea429a67e7a8f7360c474b84c518d8,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060104"", ""marketKind"": ""sii"", ""serialNumber"": ""3""}",d3b7d75fe37dcff27b5b04be92e49c8f4ae66f7aa09ed39851e08ab21d4ec485,raw_cache\2317_106_01_2_detail.json,c19953caab0ffb9bba9a9d001f7a18b928e3f1eba993e86f32e6d29b0e38cc6a,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060104"", ""marketKind"": ""sii"", ""serialNumber"": ""4""}",d6c53a7b31c1ef530329a58dc39e879a30e37f45c9835d6588f3dc4b44332790,raw_cache\2317_106_01_3_detail.json,622df9dcab3f849e970bccc399691af5408e364b6130eff36fbb603af1816257,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060109"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",553d16c97fa40a88e616031406645919630ed2c962543fcc9451813e6b47d05a,raw_cache\2317_106_01_4_detail.json,73df9653c737b98e7270f3cb2d51dab441b844660f646891de3f18921b08b794,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060109"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",c9a472792d5a485b2496b608e99eb4cc90c11c4ac36c6e5cc7179b9b8510e532,raw_cache\2317_106_01_5_detail.json,f9c3798c386294f602e9bd9e4146c62dbd352aaf4c53216b0099ccaa4b2eda04,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060109"", ""marketKind"": ""sii"", ""serialNumber"": ""3""}",112a64f3cea234b13bc17c3cfe68e46d5bf04a456f2a31cda1e667b00daf5800,raw_cache\2317_106_01_6_detail.json,085ba21e0491cc3cde90eb2e48f129994f6bf05285c68d07c605b695aec1e281,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060109"", ""marketKind"": ""sii"", ""serialNumber"": ""4""}",ae9b7806669de86a9bac005c1cf7e92118adbf89d477ff7d1dc60564f0a51a34,raw_cache\2317_106_01_7_detail.json,aef694e67c5e8a2342169b079453066885ec0973192b9f666447781b30642f73,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060110"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",c1d8768439a22ef4b456fc47dfb2d6f96bffe9601d53ad22d30c5a74eadbf1d8,raw_cache\2317_106_01_8_detail.json,c9d3ef58f2781a0e2e46cc691c0b6d8cb83c5a3ff1f9a8e15a0e533942504161,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060110"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",12a787a963130062259547225befd362dc7a7b0a19063360d4c4387d0cf0c521,raw_cache\2317_106_01_9_detail.json,7aa9ad9926e5f05ff4d07ea051a92308b4ac4216dcdebc9336ed845d43572ae9,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060110"", ""marketKind"": ""sii"", ""serialNumber"": ""3""}",cba458983a24957ceb1aab6254c841018efb360e0cebb70bb2d0e3e0b6801061,raw_cache\2317_106_01_10_detail.json,b2e8214aaef0915065031fa0cd9414c46d8d28173e34d419ecc3d67d78d03d7a,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060111"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",3e7174f5b8c1c8c7db23cbb1fb294485ae163576b7b1bba6c914eb5b35fc4c7c,raw_cache\2317_106_01_11_detail.json,73b784b13d9872023ff0f68883a54f8f6e9d9685cb9158fa8c027f75d0142a72,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060111"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",253aa68b6e01bdc24053f2f872caae73e561eaceb6a74ab33c0dc644727a0eb8,raw_cache\2317_106_01_12_detail.json,64c34d435aa4fdd55efe66d9a6ee674ad328ba256bbdabb36c202732b30b5298,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060112"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",90bedb2ffd1e3e18ebe35d95fa5298f6eca509b58e5778df7754784101a7c246,raw_cache\2317_106_01_13_detail.json,6fe748214573084d1c866c285bbf11d5934a99eb350c0072bed9747948c00dff,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060116"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",98329ab7d99d516dfeb6a78f7599a033375a6d2ccdba8060e5c2149d0f3f364f,raw_cache\2317_106_01_14_detail.json,6645fe7fb7b2a85ff56337f70f2e2872ac041361752a7f3c549193ea0b241b09,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060116"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",cf799a858bb2b7405085f8887b4dc2a7254fba2945b4db822d6edb58008d3db2,raw_cache\2317_106_01_15_detail.json,6f396a738e751b49fc2c7b146390f242cead02fdac131499d7a51f7d2afc36cd,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060117"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",9dc5684e1856a05fbe5adc7b2f80ac2edb63eda609171041b5ee5f9b1599a2ee,raw_cache\2317_106_01_16_detail.json,79ad2fc10218581fafb8250236e0a1524abdf6dd76e19ae6bede4dac3a92027d,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060117"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",8eea412547b84b78e9da2da54349e73d3c2b5a12fedfa53c378f3269e4f78779,raw_cache\2317_106_01_17_detail.json,602be2e2c3eba6792422bb4be659a079555181103919d3f58182cabdb0ac518c,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060118"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",e5f1d0676a66c2e9425bd321239ae016cd959a5aba0118c8dd06568cd346977a,raw_cache\2317_106_01_18_detail.json,39f282594795da55a343f1c6414a9bfb4810166f3a5ffa986987b284123d6618,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060118"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",19fa11441d8b2ed10774846732493a29200f55ceadb590a7a28657bd4a53014e,raw_cache\2317_106_01_19_detail.json,2ae6704c4b3eefa40c45ef2f3f78a39aeed2bb64a362039467b28f73ae86bf5f,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060119"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",53c0f315492382880ada0a26fdc17143a3fc69f2deb13c38e975366eeb4e4295,raw_cache\2317_106_01_20_detail.json,173b8ce309d3cfb22b028eca439ee1f505f748d33a227ddd3050898dd7683a42,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060123"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",99142c6acc5dc3d3e4b2af38d65d745caadaa3335fdcf73eb4d1e8567eb4948b,raw_cache\2317_106_01_21_detail.json,fa437ebb48be773ac6ee1485035bd73868a5459e16e51d40f46197096763c4fe,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060123"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",8e4bcc0c01c203193b512336134a783c6e463d0630afc2e27ea2ac3c99127c57,raw_cache\2317_106_01_22_detail.json,0c226948f4f6abcf06b3eee6753774ea3869679b224c45b6729d2568c94af92b,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060123"", ""marketKind"": ""sii"", ""serialNumber"": ""3""}",9951225bb132c22c40d99d84977dc2a608726079a5ba110f78e9de30ef46a0ec,raw_cache\2317_106_01_23_detail.json,1dba0bbd7ad78ee2ae3fe599348e09b3fb46c527006c4d43b9244235b1511863,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2317"", ""enterDate"": ""1060124"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",0f4b4981ea1e74bba41333eae71b2c59d31c95b86741bc57ab2c6ef0707003f8,raw_cache\2317_106_01_24_detail.json,8e7e16ddf12f6776b6a7756e60ea5fc7b5ae31a87f92e4a827d121372b966bbe,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01,"{""companyId"": ""2330"", ""firstDay"": """", ""lastDay"": """", ""month"": ""01"", ""year"": ""104""}",3fc8914798e478c0f2b57a0d9c8554278f1fad91b973314787aa3e34d7d50fbf,raw_cache\no_event_2330_104_01_list.json,c26ffa569953cc2705af0f2e735a05349b4b485b972ac9e9b8e75e432f73f9dd,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2330"", ""enterDate"": ""1040105"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",0ef0f5fb20641166aaab86ba4dc657adfff0b04d785050eb6b8323ab3e209d4a,raw_cache\2330_104_01_0_detail.json,58661ec57eac64ff8edf4866668e72216792541ea7266ecbeab55a54b8704ca8,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2330"", ""enterDate"": ""1040106"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",0cc077adcb1411390b5abeb0d1ca4ff367277f47e3d9c4a45600e619dc8147ce,raw_cache\2330_104_01_1_detail.json,99388db7c2c1462674867365d17d61bf2291c5ebd1c17f60bf359343e24c0853,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2330"", ""enterDate"": ""1040106"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",e7fd3f2c0c66f232797dade3c61c777a9f2cb4c80fec1ed6a722a677bb53db0f,raw_cache\2330_104_01_2_detail.json,a3da591031600398ab2c33cf0a147703969a7ae6b8db4227a047dae5e767d0ee,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2330"", ""enterDate"": ""1040107"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",2b681a4db6e0c4b5d5d6db406b07b1055994f43d12acc110d55508b619739bfa,raw_cache\2330_104_01_3_detail.json,b7ea4db338dcedc0187840670ffb439626ca0629fbe269f3b5b5e100b6e54dd6,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2330"", ""enterDate"": ""1040108"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",1eb31a3c397f3aed76869038400012e5431697d885f79ca624902d7c20dd175c,raw_cache\2330_104_01_4_detail.json,037a9876cd0a9e7718b9e334744646df2ef6c8d8ebc364ee40d025001405d784,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2330"", ""enterDate"": ""1040109"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",6bac74816269300d0c8d77c21d6ad5f0f06e72b21156c23a350454dddda1c859,raw_cache\2330_104_01_5_detail.json,8e4d0cc8c0f019a7eafaaded5e9ffa611338d1ed1bdf92f49a019a6f7375ac2b,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2330"", ""enterDate"": ""1040109"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",47a3123fb7a63c1e60e9d1b9a3d532e0aced788afb93d68f2db65216af0893f1,raw_cache\2330_104_01_6_detail.json,96e06468d2cda4590223da2fdad0e8f89b59947cb6d944a27c0edf2b57fb249d,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2330"", ""enterDate"": ""1040109"", ""marketKind"": ""sii"", ""serialNumber"": ""3""}",2936103d08b0c97afb930acc7529523c8de086799f05187fc1cea26b99caed48,raw_cache\2330_104_01_7_detail.json,f9cbad913f59055a219483d5f6758c8e761a6b9814cc9c18fc5570c445e79516,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2330"", ""enterDate"": ""1040112"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",ea81ca4683bcf1ecce43f1d4d8c87025892cfb6f34673a2544c0ad750d2c0221,raw_cache\2330_104_01_8_detail.json,42a535bfd95c629fee6dda46919ecc681e1582179e93a9cf5901cd3b1da7c1a6,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2330"", ""enterDate"": ""1040112"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",2412fc4878be2132592c8d0439b7242ac0ef02ee24394b9390b6c4ae878b4447,raw_cache\2330_104_01_9_detail.json,26643b8e4e1772de4b56c0fc2963bc7f828d0d5e72e19050795f7b9470e7185b,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2330"", ""enterDate"": ""1040113"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",5a43ba6e800412e6c321b63abd73b77de2c3fae8e0c61e76a5ad8fcf03791829,raw_cache\2330_104_01_10_detail.json,cf5bd070fa02958d1a8965317ae7b432cf6fa9bfd8493b7beee58b1a69976b20,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2330"", ""enterDate"": ""1040113"", ""marketKind"": ""sii"", ""serialNumber"": ""2""}",dabb41e256429df6828e2248f8d5c5e2c882944e13f31a2935796ff20fe6e610,raw_cache\2330_104_01_11_detail.json,8875350232f21e3a5e5a309d0a8918047e4db963954c12bef9f07d1445f5ec5e,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
t05st01_detail,"{""companyId"": ""2330"", ""enterDate"": ""1040115"", ""marketKind"": ""sii"", ""serialNumber"": ""1""}",a3a1f0a6206a1f6e99ca39a7b4c647d477ae41bcd92e6f1ff175f5efc8400a4b,raw_cache\2330_104_01_12_detail.json,3339e7e77715d1d77ad34e5d41d81935628f42ecc75b384cbf4c284c05b3e35c,cache_hit,,0,2026-07-10T10:43:04+00:00,0,False,False,False,False,False,False,False,True,False,,,,,,,,,,
