date,ticker,market,open,high,low,close,volume,turnover_value,source_url,source_route,source_quality,adjustment_policy,raw_sha256,raw_cache_path,retrieval_time_utc,future_data_violation_count
2025-04-01,1522,TWSE,54.1,55.0,53.8,54.5,724933.0,39555571.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250401&stockNo=1522&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,80ffd270953a7bc2025d46d87cd824b93ec7c56c5c24f4249df624b2929554f4,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TWSE_1522_2025-04.json,2026-07-12T05:14:30.096355+00:00,0
2026-03-13,3138,TWSE,180.0,188.0,176.0,184.0,3931016.0,719260604.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260301&stockNo=3138&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4dae43e4dfc3b1f08c05615f1ebf713e2d7868a211d4498db65b6e9c19663520,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TWSE_3138_2026-03.json,2026-07-12T05:14:30.541228+00:00,0
2026-03-16,3138,TWSE,184.0,191.5,180.5,187.0,4707166.0,879038896.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260301&stockNo=3138&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4dae43e4dfc3b1f08c05615f1ebf713e2d7868a211d4498db65b6e9c19663520,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TWSE_3138_2026-03.json,2026-07-12T05:14:30.541228+00:00,0
2026-03-17,3138,TWSE,192.0,204.5,188.0,192.0,10084821.0,1964873195.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260301&stockNo=3138&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4dae43e4dfc3b1f08c05615f1ebf713e2d7868a211d4498db65b6e9c19663520,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TWSE_3138_2026-03.json,2026-07-12T05:14:30.541228+00:00,0
2026-03-18,3138,TWSE,198.5,199.0,185.5,186.0,4968764.0,946404332.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260301&stockNo=3138&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4dae43e4dfc3b1f08c05615f1ebf713e2d7868a211d4498db65b6e9c19663520,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TWSE_3138_2026-03.json,2026-07-12T05:14:30.541228+00:00,0
2026-03-19,3138,TWSE,185.0,191.0,184.0,185.5,3118312.0,586489230.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260301&stockNo=3138&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4dae43e4dfc3b1f08c05615f1ebf713e2d7868a211d4498db65b6e9c19663520,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TWSE_3138_2026-03.json,2026-07-12T05:14:30.541228+00:00,0
2026-03-20,3138,TWSE,186.5,188.0,174.5,177.0,3943785.0,709387265.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260301&stockNo=3138&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4dae43e4dfc3b1f08c05615f1ebf713e2d7868a211d4498db65b6e9c19663520,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TWSE_3138_2026-03.json,2026-07-12T05:14:30.541228+00:00,0
2026-03-23,3138,TWSE,168.0,177.5,167.5,171.0,2392237.0,410408880.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260301&stockNo=3138&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4dae43e4dfc3b1f08c05615f1ebf713e2d7868a211d4498db65b6e9c19663520,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TWSE_3138_2026-03.json,2026-07-12T05:14:30.541228+00:00,0
2026-03-24,3138,TWSE,175.5,178.0,166.0,170.0,3248370.0,556813840.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260301&stockNo=3138&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4dae43e4dfc3b1f08c05615f1ebf713e2d7868a211d4498db65b6e9c19663520,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TWSE_3138_2026-03.json,2026-07-12T05:14:30.541228+00:00,0
2026-03-25,3138,TWSE,174.5,181.5,174.0,175.5,3631792.0,646145802.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260301&stockNo=3138&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4dae43e4dfc3b1f08c05615f1ebf713e2d7868a211d4498db65b6e9c19663520,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TWSE_3138_2026-03.json,2026-07-12T05:14:30.541228+00:00,0
2026-03-26,3138,TWSE,178.5,193.0,177.5,177.5,6500735.0,1203391901.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260301&stockNo=3138&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4dae43e4dfc3b1f08c05615f1ebf713e2d7868a211d4498db65b6e9c19663520,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TWSE_3138_2026-03.json,2026-07-12T05:14:30.541228+00:00,0
2026-03-27,3138,TWSE,173.0,188.5,172.0,184.5,7055144.0,1289360929.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260301&stockNo=3138&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4dae43e4dfc3b1f08c05615f1ebf713e2d7868a211d4498db65b6e9c19663520,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TWSE_3138_2026-03.json,2026-07-12T05:14:30.541228+00:00,0
2026-03-30,3138,TWSE,179.0,183.0,172.5,178.0,2550094.0,449904373.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260301&stockNo=3138&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4dae43e4dfc3b1f08c05615f1ebf713e2d7868a211d4498db65b6e9c19663520,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TWSE_3138_2026-03.json,2026-07-12T05:14:30.541228+00:00,0
2026-03-31,3138,TWSE,175.0,180.0,163.5,167.5,2975355.0,504954079.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260301&stockNo=3138&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4dae43e4dfc3b1f08c05615f1ebf713e2d7868a211d4498db65b6e9c19663520,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TWSE_3138_2026-03.json,2026-07-12T05:14:30.541228+00:00,0
2023-12-01,3152,TPEx,261.5,265.5,259.5,260.0,380.0,99217.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2023-12-04,3152,TPEx,261.0,264.5,252.5,256.0,396.0,101924.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2023-12-05,3152,TPEx,254.5,257.0,250.0,250.5,190.0,47985.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2023-12-06,3152,TPEx,250.5,256.5,249.0,250.5,256.0,64653.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2023-12-07,3152,TPEx,253.0,260.5,249.0,254.0,490.0,125629.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2023-12-08,3152,TPEx,255.5,259.5,251.0,251.0,275.0,69877.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2023-12-11,3152,TPEx,255.5,257.5,252.0,255.0,165.0,42153.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2023-12-12,3152,TPEx,256.0,261.5,255.5,259.0,480.0,124314.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2023-12-13,3152,TPEx,261.0,266.0,248.0,249.0,646.0,164801.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2023-12-14,3152,TPEx,249.0,251.5,240.5,242.5,903.0,220174.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2023-12-15,3152,TPEx,243.0,247.0,237.0,247.0,808.0,195226.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2023-12-18,3152,TPEx,247.0,247.0,237.0,238.5,325.0,77903.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2023-12-19,3152,TPEx,238.5,244.0,233.0,241.0,419.0,100438.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2023-12-20,3152,TPEx,241.0,241.0,234.0,235.0,253.0,59882.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2023-12-21,3152,TPEx,233.5,237.0,232.0,232.5,175.0,41088.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2023-12-22,3152,TPEx,232.5,235.0,231.5,232.0,128.0,29810.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2023-12-25,3152,TPEx,233.0,250.0,232.5,246.0,606.0,147090.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2023-12-26,3152,TPEx,246.0,248.5,242.0,247.5,286.0,70341.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2023-12-27,3152,TPEx,252.0,253.0,246.5,251.0,275.0,68861.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2023-12-28,3152,TPEx,249.0,250.0,243.0,244.0,161.0,39661.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2023-12-29,3152,TPEx,244.0,246.0,242.5,245.0,75.0,18205.0,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3152&date=2023%2F12%2F01&response=json,TPEX_TRADING_STOCK,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,4ff30f9b5c7fa4f0297feaee2a656caf222ccc75611214913ea58f3a3cd71f8b,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TPEx_3152_2023-12.json,2026-07-12T05:14:30.674402+00:00,0
2026-03-02,3481,TWSE,25.5,29.0,25.45,28.55,1001949319.0,27840053265.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260301&stockNo=3481&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,545c29319b650eacc133c9567698998e675ee8517ac19ad0311984999f89b73f,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TWSE_3481_2026-03.json,2026-07-12T05:14:30.794332+00:00,0
2026-03-03,3481,TWSE,29.3,29.8,25.7,25.95,1047600389.0,28418061847.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260301&stockNo=3481&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,545c29319b650eacc133c9567698998e675ee8517ac19ad0311984999f89b73f,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TWSE_3481_2026-03.json,2026-07-12T05:14:30.794332+00:00,0
2026-03-04,3481,TWSE,24.5,25.95,24.15,24.75,604985488.0,15108524161.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260301&stockNo=3481&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,545c29319b650eacc133c9567698998e675ee8517ac19ad0311984999f89b73f,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TWSE_3481_2026-03.json,2026-07-12T05:14:30.794332+00:00,0
2026-03-05,3481,TWSE,26.45,26.7,24.8,26.0,722993701.0,18621394027.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260301&stockNo=3481&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,545c29319b650eacc133c9567698998e675ee8517ac19ad0311984999f89b73f,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TWSE_3481_2026-03.json,2026-07-12T05:14:30.794332+00:00,0
2026-03-06,3481,TWSE,25.6,27.6,25.15,27.5,845038403.0,22670024770.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260301&stockNo=3481&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,545c29319b650eacc133c9567698998e675ee8517ac19ad0311984999f89b73f,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TWSE_3481_2026-03.json,2026-07-12T05:14:30.794332+00:00,0
2026-03-09,3481,TWSE,25.5,27.95,25.3,27.8,979280613.0,26149607006.0,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260301&stockNo=3481&response=json,TWSE_RWD_STOCK_DAY,official_unadjusted_execution_ohlcv,official_unadjusted; no neighbour substitution; adjusted not fabricated,545c29319b650eacc133c9567698998e675ee8517ac19ad0311984999f89b73f,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_full_spec_v2_stage_b_placebo_ohlc_gap_fill_20260712\raw_audit_samples\TWSE_3481_2026-03.json,2026-07-12T05:14:30.794332+00:00,0
