ticker,year_month,market,route,source_url,raw_cache_path,raw_sha256,route_status,route_error,accepted_month_rows,response_bytes,retrieved_at_utc,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2330,201912,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20191201&stockNo=2330&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\twse_stock_day_selected_ticker_month_2330_201912.json,e7a79d42e203e9df227111ea482adde08dfe63ae26ee7df555e6ded8ae923cf1,fetched,,22,3046,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
2330,202303,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20230301&stockNo=2330&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\twse_stock_day_selected_ticker_month_2330_202303.json,0be8303076fab68e7cc6df62a29a4f9d819fb96360a2604842e93aebfa857fab,fetched,,23,3163,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
2330,202606,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260601&stockNo=2330&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\twse_stock_day_selected_ticker_month_2330_202606.json,1f3d24c2d49921d29a723de582ef88f578c0b26fe69fb2f0866720d58341b813,fetched,,21,3179,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
2351,202107,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20210701&stockNo=2351&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\twse_stock_day_selected_ticker_month_2351_202107.json,cc01b86e6369830ecdba57705197498cffc0628764b43820f3a2e2fa641877a3,fetched,,22,2985,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
2412,201609,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160901&stockNo=2412&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\twse_stock_day_selected_ticker_month_2412_201609.json,9fd63c59c26088a40746e032bb103da0f18da95a3e24411f7bc0156e68447d7f,fetched,,19,2711,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
2603,201709,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170901&stockNo=2603&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\twse_stock_day_selected_ticker_month_2603_201709.json,898ece013ea373b74d3a5558bf3b2ed8c0e71f3a45f46f4176af69a788927b67,fetched,,22,2895,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
3037,202602,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260201&stockNo=3037&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\twse_stock_day_selected_ticker_month_3037_202602.json,23d99f1522326d4b83f7bae1f1e3404e644b615fc4677d0612c16ce42393e90c,fetched,,12,2075,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
3090,201806,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20180601&stockNo=3090&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\twse_stock_day_selected_ticker_month_3090_201806.json,cbbab5fa67330f51e0a274df3939a8cf5328d5cd4a3db26082ce2f6b13a95812,fetched,,20,2705,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
3260,202001,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20200101&stockNo=3260&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\twse_stock_day_selected_ticker_month_3260_202001.json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
3260,202001,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3260&date=2020/01/01&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\tpex_trading_stock_selected_ticker_month_3260_202001.json,e2ffc13ba8890810bfc492d0c9bbd549840f57caf2de2d89e1c84ca8b8b5e6a4,fetched,,15,1796,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
3324,201603,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160301&stockNo=3324&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\twse_stock_day_selected_ticker_month_3324_201603.json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
3324,201603,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3324&date=2016/03/01&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\tpex_trading_stock_selected_ticker_month_3324_201603.json,aaaf73216d4e52152caf6953f6dcc5836815d7bec78ef96003364b3f4f7619d4,fetched,,23,2405,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
3661,201909,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20190901&stockNo=3661&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\twse_stock_day_selected_ticker_month_3661_201909.json,2bdb5eaf51b3f1db4448cd436f99589ad0022d53c7225dd1e7efbe961f971d16,fetched,,19,2689,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
6121,201711,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20171101&stockNo=6121&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\twse_stock_day_selected_ticker_month_6121_201711.json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
6121,201711,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6121&date=2017/11/01&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\tpex_trading_stock_selected_ticker_month_6121_201711.json,4519c013503738809ee2a6c5b10b9544580bbc3fc764e511b5eed9ca2dc4dc30,fetched,,22,2357,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
6143,201510,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20151001&stockNo=6143&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\twse_stock_day_selected_ticker_month_6143_201510.json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
6143,201510,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6143&date=2015/10/01&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\tpex_trading_stock_selected_ticker_month_6143_201510.json,6247bcdcae8720b9481bc092be2b98aee5a1cc56b02462547d3e2b44795d65ac,fetched,,21,2210,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
6150,201803,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20180301&stockNo=6150&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\twse_stock_day_selected_ticker_month_6150_201803.json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
6150,201803,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6150&date=2018/03/01&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\tpex_trading_stock_selected_ticker_month_6150_201803.json,d58724c0c19645629f46221c29b30f7e4ecd87c5f903ec7a04adcde044476736,fetched,,23,2479,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
6796,202208,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20220801&stockNo=6796&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\twse_stock_day_selected_ticker_month_6796_202208.json,fa883b4da2cd6a8074145eaa875d49f2b2c25260ccaa86811d6cb2084bc985b1,fetched,,23,2999,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
8478,202201,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20220101&stockNo=8478&response=json,outputs\radar_vnext_f2_gate_persistence_hysteresis_selected_stock_daily_ohlc_gap_fill_20260710\raw_sources\twse_stock_day_selected_ticker_month_8478_202201.json,989dd997aa45bf6b5130c93b9358580cbd5cc2f741b614240bec3f2ab2cab444,fetched,,18,2516,2026-07-10T06:55:16+00:00,0,False,False,False,False,False,False,False,True,False
