ticker,market,month,source_url,source_route,http_status,route_status,row_count,raw_sha256,raw_cache_path,retrieval_time_utc,bytes,error
1522,TWSE,2025-03,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250301&stockNo=1522&response=json,TWSE_RWD_STOCK_DAY,200,accepted,21,5ea3de0803e9bec3f6ab208c498e65d16579601c962eccf5ad44ab10e481d017,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_placebo_tradability_termination_pit_gap_fill_20260712\raw_audit_samples\TWSE_1522_2025-03.json,2026-07-12T01:26:17.125432+00:00,2746,
2419,TWSE,2023-08,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20230801&stockNo=2419&response=json,TWSE_RWD_STOCK_DAY,200,accepted,22,b176528140b5a08019598a9169347a5f3145d890e0925d8e07aadc09504e2949,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_placebo_tradability_termination_pit_gap_fill_20260712\raw_audit_samples\TWSE_2419_2023-08.json,2026-07-12T01:26:17.307416+00:00,2876,
2436,TWSE,2026-05,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260501&stockNo=2436&response=json,TWSE_RWD_STOCK_DAY,200,accepted,20,c5f9d97a5b8f6864f9fa0d096b805f5cd3a77549f9f586dd6ccf7d94f6d503af,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_placebo_tradability_termination_pit_gap_fill_20260712\raw_audit_samples\TWSE_2436_2026-05.json,2026-07-12T01:26:17.435503+00:00,2704,
2605,TWSE,2026-05,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260501&stockNo=2605&response=json,TWSE_RWD_STOCK_DAY,200,accepted,20,3a1aedb758fdb5f5bbdc1201fc1237fb9182106c1ee3b38c6dafc1d27a6d4398,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_placebo_tradability_termination_pit_gap_fill_20260712\raw_audit_samples\TWSE_2605_2026-05.json,2026-07-12T01:26:17.579503+00:00,2683,
3045,TWSE,2026-05,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260501&stockNo=3045&response=json,TWSE_RWD_STOCK_DAY,200,accepted,20,70773d74f94309bba170fcac3cf413856cd48b59c4586183f827ac8099b36013,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_placebo_tradability_termination_pit_gap_fill_20260712\raw_audit_samples\TWSE_3045_2026-05.json,2026-07-12T01:26:17.708503+00:00,2808,
3231,TWSE,2025-05,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20250501&stockNo=3231&response=json,TWSE_RWD_STOCK_DAY,200,accepted,20,51e56044207ab65975535d4ab533b2bd9d29cb6162343120da7837628ed28703,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_placebo_tradability_termination_pit_gap_fill_20260712\raw_audit_samples\TWSE_3231_2025-05.json,2026-07-12T01:26:17.845503+00:00,2844,
3357,TPEx,2026-06,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3357&date=2026%2F06%2F01&response=json,TPEX_TRADING_STOCK,200,accepted,21,6fa370296648a49097e4f11ed78e6805118d95f4e6229e6e94c02b5036a27b67,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_placebo_tradability_termination_pit_gap_fill_20260712\raw_audit_samples\TPEx_3357_2026-06.json,2026-07-12T01:26:17.982504+00:00,2423,
3374,TPEx,2024-06,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3374&date=2024%2F06%2F01&response=json,TPEX_TRADING_STOCK,200,accepted,19,01ead57d7e3e8b5b4c357df0da26faae6862ce08fe60652ab1090c9d54a23e67,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_placebo_tradability_termination_pit_gap_fill_20260712\raw_audit_samples\TPEx_3374_2024-06.json,2026-07-12T01:26:18.080504+00:00,2228,
3434,TPEx,2025-05,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3434&date=2025%2F05%2F01&response=json,TPEX_TRADING_STOCK,200,accepted,20,8d0006508e5c1871100017c99192c9b7dff5898a578216ea97be9282a8c35e2f,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_placebo_tradability_termination_pit_gap_fill_20260712\raw_audit_samples\TPEx_3434_2025-05.json,2026-07-12T01:26:18.144504+00:00,2199,
3481,TWSE,2026-03,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20260301&stockNo=3481&response=json,TWSE_RWD_STOCK_DAY,200,accepted,22,545c29319b650eacc133c9567698998e675ee8517ac19ad0311984999f89b73f,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p3_phase_b_placebo_tradability_termination_pit_gap_fill_20260712\raw_audit_samples\TWSE_3481_2026-03.json,2026-07-12T01:26:18.202504+00:00,3022,
