archive_group,artifact_class,file_count,duplicate_file_count,original_size_mb,unique_size_mb,estimated_compressed_size_mb,estimated_deduped_compressed_size_mb,planned_archive_path,compress_executed,move_executed,delete_executed,approval_required,reason
tw50_0050_archived_html_crawler_201411_202312_20260629__raw_source,raw_source,80,11,80.66,77.271,28.231,27.045,DRYRUN_ONLY/tw50_0050_archived_html_crawler_201411_202312_20260629__raw_source.zip,false,false,false,true,dry-run candidate; user approval required before any archive/compress/move/delete
dynamic_pool1_mops_document_extraction_v1_20260704__raw_source,raw_source,28,0,73.605,73.605,67.716,67.716,DRYRUN_ONLY/dynamic_pool1_mops_document_extraction_v1_20260704__raw_source.zip,false,false,false,true,dry-run candidate; user approval required before any archive/compress/move/delete
tw50_0050_formal_pit_source_phase8_201411_202312_20260629__raw_source,duplicate_raw_capture,625,383,59.613,28.02,25.412,13.791,DRYRUN_ONLY/tw50_0050_formal_pit_source_phase8_201411_202312_20260629__raw_source.zip,false,false,false,true,dry-run candidate; user approval required before any archive/compress/move/delete
tw50_0050_browser_network_capture_phase7_201411_202312_20260629__browser_artifact,browser_artifact,409,234,59.576,57.625,26.741,26.204,DRYRUN_ONLY/tw50_0050_browser_network_capture_phase7_201411_202312_20260629__browser_artifact.zip,false,false,false,true,dry-run candidate; user approval required before any archive/compress/move/delete
tw50_0050_formal_pit_source_phase8_201411_202312_20260629__browser_artifact,browser_artifact,4,1,12.0,12.0,5.4,5.4,DRYRUN_ONLY/tw50_0050_formal_pit_source_phase8_201411_202312_20260629__browser_artifact.zip,false,false,false,true,dry-run candidate; user approval required before any archive/compress/move/delete
tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629__raw_source,duplicate_raw_capture,90,39,9.834,8.685,3.442,3.04,DRYRUN_ONLY/tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629__raw_source.zip,false,false,false,true,dry-run candidate; user approval required before any archive/compress/move/delete
dynamic_pool1_quarterly_fundamentals_route_unlock_20260703__raw_source,raw_source,16,0,7.088,7.088,2.599,2.599,DRYRUN_ONLY/dynamic_pool1_quarterly_fundamentals_route_unlock_20260703__raw_source.zip,false,false,false,true,dry-run candidate; user approval required before any archive/compress/move/delete
tw50_0050_endpoint_post_probe_phase5_201411_202312_20260629__raw_source,duplicate_raw_capture,125,79,5.481,3.526,3.053,2.084,DRYRUN_ONLY/tw50_0050_endpoint_post_probe_phase5_201411_202312_20260629__raw_source.zip,false,false,false,true,dry-run candidate; user approval required before any archive/compress/move/delete
dynamic_pool1_sector_mainline_pit_source_package_20260703__raw_source,raw_source,95,2,2.433,2.433,0.851,0.851,DRYRUN_ONLY/dynamic_pool1_sector_mainline_pit_source_package_20260703__raw_source.zip,false,false,false,true,dry-run candidate; user approval required before any archive/compress/move/delete
tw50_0050_formal_pit_source_phase8_201411_202312_20260629__failed_route_artifact,failed_route_artifact,1,0,2.155,2.155,0.754,0.754,DRYRUN_ONLY/tw50_0050_formal_pit_source_phase8_201411_202312_20260629__failed_route_artifact.zip,false,false,false,true,dry-run candidate; user approval required before any archive/compress/move/delete
dynamic_pool1_mops_mainline_evidence_ledger_20260704__raw_source,raw_source,6,0,1.036,1.036,0.363,0.363,DRYRUN_ONLY/dynamic_pool1_mops_mainline_evidence_ledger_20260704__raw_source.zip,false,false,false,true,dry-run candidate; user approval required before any archive/compress/move/delete
dynamic_pool1_tpex_static_reverse_archive_probe_20260703__raw_source,raw_source,49,0,0.859,0.859,0.366,0.366,DRYRUN_ONLY/dynamic_pool1_tpex_static_reverse_archive_probe_20260703__raw_source.zip,false,false,false,true,dry-run candidate; user approval required before any archive/compress/move/delete
tw50_0050_session_replay_phase6_201411_202312_20260629__raw_source,duplicate_raw_capture,49,49,0.432,0.123,0.151,0.043,DRYRUN_ONLY/tw50_0050_session_replay_phase6_201411_202312_20260629__raw_source.zip,false,false,false,true,dry-run candidate; user approval required before any archive/compress/move/delete
tw50_0050_historical_source_download_201411_202312_20260629__raw_source,raw_source,5,0,0.055,0.055,0.033,0.033,DRYRUN_ONLY/tw50_0050_historical_source_download_201411_202312_20260629__raw_source.zip,false,false,false,true,dry-run candidate; user approval required before any archive/compress/move/delete
dynamic_pool1_sector_mainline_pit_full_sweep_and_tpex_reverse_20260703__raw_source,raw_source,6,0,0.053,0.053,0.018,0.018,DRYRUN_ONLY/dynamic_pool1_sector_mainline_pit_full_sweep_and_tpex_reverse_20260703__raw_source.zip,false,false,false,true,dry-run candidate; user approval required before any archive/compress/move/delete
