variant_id,period,decision_date,ticker,role,requested_execution_date,market,trusted_raw_close,trusted_raw_source_url,trusted_raw_source_hash,year_month,download_authority
S04_CD7,P1,2017-03-02,2885,buy,2017-03-03,TWSE,11.249393463134766,https://query1.finance.yahoo.com/v8/finance/chart/2885.TW?period1=1410393600&period2=1624665600&interval=1d&events=div%2Csplits,2527a433fb95346cee61d3e39377a1defb50ef77e577bb0d970c57e0a19b7c12,2017-03,frontier_exact_leg_only
S04_CD7,P2,2023-10-20,6409,sell,2023-10-23,TWSE,,,,2023-10,frontier_exact_leg_only
S04_CD10,P1,2019-05-13,2328,sell,2019-05-14,TWSE,,,,2019-05,frontier_exact_leg_only
S05_CD2,P1,2015-07-10,8150,sell,2015-07-13,TWSE,,,,2015-07,frontier_exact_leg_only
S05_CD3,P1,2016-07-18,2231,buy,2016-07-19,TWSE,221.0274810791016,https://query1.finance.yahoo.com/v8/finance/chart/2231.TW?period1=1414540800&period2=1634947200&interval=1d&events=div%2Csplits,39d91029e99e1827845de514dd879004644b163692482fcb0e79097467921020,2016-07,frontier_exact_leg_only
S05_CD5,P1,2016-05-10,4915,sell,2016-05-11,TWSE,36.79999923706055,https://query1.finance.yahoo.com/v8/finance/chart/4915.TW?period1=1410393600&period2=1670630400&interval=1d&events=div%2Csplits,ed3cc7de48d29005247f26c9e8edc1563ecff4fa71026cac208802bab9ce6082,2016-05,frontier_exact_leg_only
S05_CD5,P1,2016-05-10,5388,buy,2016-05-11,TWSE,76.0999984741211,https://query1.finance.yahoo.com/v8/finance/chart/5388.TW?period1=1415232000&period2=1669420800&interval=1d&events=div%2Csplits,cc4b2f8d8dfd7aba07040681c42c8f194a08b299b6bf748775fe6f03be1911f8,2016-05,frontier_exact_leg_only
S05_CD7,P1,2016-04-21,3017,sell,2016-04-22,TWSE,25.60306739807129,https://query1.finance.yahoo.com/v8/finance/chart/3017.TW?period1=1412208000&period2=1671840000&interval=1d&events=div%2Csplits,d78f785ec3c0654ff764a255562f51ac4bf57f6552a0c48a508cac34a96a58d8,2016-04,frontier_exact_leg_only
S05_CD7,P1,2016-04-21,2892,buy,2016-04-22,TWSE,12.513630867004396,https://query1.finance.yahoo.com/v8/finance/chart/2892.TW?period1=1412208000&period2=1671840000&interval=1d&events=div%2Csplits,d90a70573602f1ea82525c9edcb447c688f9abf0179a4c2f673dd6465b625012,2016-04,frontier_exact_leg_only
S05_CD10,P1,2016-04-22,1527,sell,2016-04-25,TWSE,69.5,https://query1.finance.yahoo.com/v8/finance/chart/1527.TW?period1=1419465600&period2=1618617600&interval=1d&events=div%2Csplits,229c5f1e09af4359dc5ec7537a191a2645f382e18ab8e8a8b1337dfc58d1137f,2016-04,frontier_exact_leg_only
S06_CD10,P2,2023-05-19,1605,sell,2023-05-22,TWSE,,,,2023-05,frontier_exact_leg_only
S07_CD2,P1,2016-06-28,2105,sell,2016-06-29,TWSE,65.80000305175781,https://query1.finance.yahoo.com/v8/finance/chart/2105.TW?period1=1410393600&period2=1667606400&interval=1d&events=div%2Csplits,a9ae3f086ff578c598af611e972a8b2244269c237bc387bebb81bcd5c90dd52c,2016-06,frontier_exact_leg_only
S07_CD2,P1,2016-06-28,2618,buy,2016-06-29,TWSE,12.455973625183104,https://query1.finance.yahoo.com/v8/finance/chart/2618.TW?period1=1410393600&period2=1671840000&interval=1d&events=div%2Csplits,68d3014370da0662dd97cfbf73dde80ce8052aca1c8d420233a70333ec01427c,2016-06,frontier_exact_leg_only
S07_CD3,P1,2017-08-17,4971,sell,2017-08-18,TPEx,,,,2017-08,frontier_exact_leg_only
S07_CD5,P1,2016-04-22,3044,sell,2016-04-25,TWSE,59.79999923706055,https://query1.finance.yahoo.com/v8/finance/chart/3044.TW?period1=1411603200&period2=1667606400&interval=1d&events=div%2Csplits,aed32a51bb92d6601c99bd50e183fec86a33cc6a1476bbd5dfc14d669be0bf95,2016-04,frontier_exact_leg_only
S07_CD7,P1,2016-04-26,2382,sell,2016-04-27,TWSE,55.5,https://query1.finance.yahoo.com/v8/finance/chart/2382.TW?period1=1410393600&period2=1671840000&interval=1d&events=div%2Csplits,975373bec22cd3c47b08418c669ab0ffc3bcecf695d643aa5e4c63f7d6c324da,2016-04,frontier_exact_leg_only
S07_CD7,P1,2016-04-26,4915,buy,2016-04-27,TWSE,38.0,https://query1.finance.yahoo.com/v8/finance/chart/4915.TW?period1=1410393600&period2=1670630400&interval=1d&events=div%2Csplits,ed3cc7de48d29005247f26c9e8edc1563ecff4fa71026cac208802bab9ce6082,2016-04,frontier_exact_leg_only
S07_CD10,P2,2023-09-22,8255,sell,2023-09-25,TPEx,,,,2023-09,frontier_exact_leg_only
S08_CD2,P1,2016-04-22,2454,sell,2016-04-25,TWSE,228.0,https://query1.finance.yahoo.com/v8/finance/chart/2454.TW?period1=1410393600&period2=1670630400&interval=1d&events=div%2Csplits,feff7999b74af365bfc643010048a805319d1fe9e248630c4b4b75f71a64ae0f,2016-04,frontier_exact_leg_only
S08_CD7,P1,2016-04-21,2454,buy,2016-04-22,TWSE,230.0,https://query1.finance.yahoo.com/v8/finance/chart/2454.TW?period1=1410393600&period2=1670630400&interval=1d&events=div%2Csplits,feff7999b74af365bfc643010048a805319d1fe9e248630c4b4b75f71a64ae0f,2016-04,frontier_exact_leg_only
S08_CD10,P1,2016-04-28,3227,sell,2016-04-29,TPEx,,,,2016-04,frontier_exact_leg_only
S09_CD2,P1,2016-04-22,2892,sell,2016-04-25,TWSE,12.59333610534668,https://query1.finance.yahoo.com/v8/finance/chart/2892.TW?period1=1412208000&period2=1671840000&interval=1d&events=div%2Csplits,d90a70573602f1ea82525c9edcb447c688f9abf0179a4c2f673dd6465b625012,2016-04,frontier_exact_leg_only
S09_CD2,P1,2016-04-22,2891,buy,2016-04-25,TWSE,15.277776718139648,https://query1.finance.yahoo.com/v8/finance/chart/2891.TW?period1=1410393600&period2=1662163200&interval=1d&events=div%2Csplits,056ec19c806c9a971fbf6fa72ebec5224d3a4a429eeed64dd10cd8766b71d21f,2016-04,frontier_exact_leg_only
S09_CD7,P1,2016-05-13,2395,sell,2016-05-16,TWSE,169.8428192138672,https://query1.finance.yahoo.com/v8/finance/chart/2395.TW?period1=1410393600&period2=1668211200&interval=1d&events=div%2Csplits,2ff69e7e748bbc1646be7205675ed03f8127cad9451d07c95d11c22db2858a87,2016-05,frontier_exact_leg_only
S09_CD7,P1,2016-05-13,8341,buy,2016-05-16,TWSE,142.71871948242188,https://query1.finance.yahoo.com/v8/finance/chart/8341.TW?period1=1419465600&period2=1671235200&interval=1d&events=div%2Csplits,c6149ce1ba147b69c5c8f7bbc056f90e2a8ce204a93c41dbf566aa34e7da1658,2016-05,frontier_exact_leg_only
S09_CD10,P1,2017-09-14,2325,sell,2017-09-15,TWSE,,,,2017-09,frontier_exact_leg_only
S10_CD3,P1,2018-10-09,3005,sell,2018-10-11,TWSE,,,,2018-10,frontier_exact_leg_only
S10_CD10,P1,2016-05-16,3702,sell,2016-05-17,TWSE,36.5217399597168,https://query1.finance.yahoo.com/v8/finance/chart/3702.TW?period1=1413417600&period2=1657324800&interval=1d&events=div%2Csplits,ec2c0d01f8551532a8448bb20fa7b46b876126623218898a6ff6aac0267f1f3e,2016-05,frontier_exact_leg_only
S10_CD10,P1,2016-05-16,4915,buy,2016-05-17,TWSE,38.70000076293945,https://query1.finance.yahoo.com/v8/finance/chart/4915.TW?period1=1410393600&period2=1670630400&interval=1d&events=div%2Csplits,ed3cc7de48d29005247f26c9e8edc1563ecff4fa71026cac208802bab9ce6082,2016-05,frontier_exact_leg_only
