route_id,period,ticker,market,target_date,year_month,outcome,http_status,schema_ok,response_rows,accepted_exact_rows,source_url,source_hash,response_bytes,retrieved_at,raw_cache_path,cache_reused,route_error,download_authority,future_data_violation_count
6244_TPEx_2023-05,P2,6244,TPEx,2023-05-25,2023-05,accepted_exact_row,200,True,22,1,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6244&date=2023%2F05%2F01&response=json,abc5280b94f84bf10b3d80e616de83a307450e33d5ee703f21939436bb37012b,2353,2026-07-15T08:18:49+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_005_20260715\raw_audit_samples\6244_TPEx_2023-05.json,False,,frontier_exact_leg_only,0
6244_TPEx_2023-05,P2,6244,TPEx,2023-05-16,2023-05,accepted_exact_row,200,True,22,1,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6244&date=2023%2F05%2F01&response=json,abc5280b94f84bf10b3d80e616de83a307450e33d5ee703f21939436bb37012b,2353,2026-07-15T08:18:49+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_005_20260715\raw_audit_samples\6244_TPEx_2023-05.json,True,,frontier_exact_leg_only,0
3008_TWSE_2016-10,P1,3008,TWSE,2016-10-07,2016-10,accepted_exact_row,200,True,20,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161001&stockNo=3008&response=json,db3eb168368cfcd34929e7be210db067375f53d483ec2867f5ff4bc96ace4029,2903,2026-07-15T08:18:49+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_005_20260715\raw_audit_samples\3008_TWSE_2016-10.json,False,,frontier_exact_leg_only,0
3596_TWSE_2016-10,P1,3596,TWSE,2016-10-07,2016-10,accepted_exact_row,200,True,20,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161001&stockNo=3596&response=json,3902e91872a2b7484add6ed2dbfc6009c5651cdadaa4cff1ccfca24b714930cc,2672,2026-07-15T08:18:49+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_005_20260715\raw_audit_samples\3596_TWSE_2016-10.json,False,,frontier_exact_leg_only,0
3008_TWSE_2016-10,P1,3008,TWSE,2016-10-03,2016-10,accepted_exact_row,200,True,20,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161001&stockNo=3008&response=json,db3eb168368cfcd34929e7be210db067375f53d483ec2867f5ff4bc96ace4029,2903,2026-07-15T08:18:49+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_005_20260715\raw_audit_samples\3008_TWSE_2016-10.json,True,,frontier_exact_leg_only,0
2883_TWSE_2016-10,P1,2883,TWSE,2016-10-03,2016-10,accepted_exact_row,200,True,20,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20161001&stockNo=2883&response=json,0edeccd078e6613a468287b122162aae6de61c68fb35223712d96ffc3d35c1c4,2605,2026-07-15T08:18:49+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_005_20260715\raw_audit_samples\2883_TWSE_2016-10.json,False,,frontier_exact_leg_only,0
2357_TWSE_2016-05,P1,2357,TWSE,2016-05-19,2016-05,accepted_exact_row,200,True,21,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160501&stockNo=2357&response=json,ef1e6231ce43752cf24cc4a33944545faf62f712ead35ad383ccd92e20af2961,2770,2026-07-15T08:18:50+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_005_20260715\raw_audit_samples\2357_TWSE_2016-05.json,False,,frontier_exact_leg_only,0
5880_TWSE_2016-05,P1,5880,TWSE,2016-05-19,2016-05,accepted_exact_row,200,True,21,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160501&stockNo=5880&response=json,0f0dcc2a573dd46f6c2784f4636dd06b8ea735f4798c4659c44a8933eb18cd29,2693,2026-07-15T08:18:50+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_005_20260715\raw_audit_samples\5880_TWSE_2016-05.json,False,,frontier_exact_leg_only,0
2881_TWSE_2016-07,P1,2881,TWSE,2016-07-07,2016-07,accepted_exact_row,200,True,20,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20160701&stockNo=2881&response=json,4b62ad195ed4a8e4446d3b14881c4f37b135ccf6b97d1276ad270ae1e93369e4,2641,2026-07-15T08:18:50+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_005_20260715\raw_audit_samples\2881_TWSE_2016-07.json,False,,frontier_exact_leg_only,0
2428_TWSE_2017-03,P1,2428,TWSE,2017-03-03,2017-03,accepted_exact_row,200,True,23,1,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170301&stockNo=2428&response=json,34dcc0f713c79c6b4ffa9cbc6361b664cb14bf62bae5636195fdb80ef1cfcdd1,2852,2026-07-15T08:18:50+00:00,C:\Users\zergv\Documents\Codex\2026-05-23\ai-stock-rotation-radar-https-docs\outputs\radar_vnext_p1_p2_ma_slope_cd50_action_leg_frontier_iteration_005_20260715\raw_audit_samples\2428_TWSE_2017-03.json,False,,frontier_exact_leg_only,0
