ticker,name,market,report_period,match_status,market_available_at,accepted_subject,accepted_match_status,blocked_reason,after_close_next_trading_day_policy,quarter_end_date_used,query_response_datetime_used,conservative_deadline_proxy_used,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
4527,方方土霖,TPEx,114Q4,accepted,115/03/11 18:16:03,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4527,方方土霖,TPEx,114Q3,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4527,方方土霖,TPEx,114Q2,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4542,科嶠,TPEx,115Q1,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=2,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4542,科嶠,TPEx,114Q4,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=2,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4542,科嶠,TPEx,114Q3,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=2,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4542,科嶠,TPEx,114Q2,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=2,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4568,科際精密,TPEx,115Q1,accepted,115/05/05 15:51:52,公告本公司董事會通過115年度第一季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4568,科際精密,TPEx,114Q4,accepted,115/03/13 16:53:52,公告本公司董事會通過114年度第四季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4568,科際精密,TPEx,114Q3,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4568,科際精密,TPEx,114Q2,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4714,永捷,TPEx,115Q1,accepted,115/05/11 15:35:40,公告本公司董事會通過115年第一季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4714,永捷,TPEx,114Q4,accepted,115/03/11 17:39:39,公告本公司董事會通過114年度合併財務報告,accepted_subject_strict,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4714,永捷,TPEx,114Q3,accepted,114/11/12 16:10:36,公告本公司董事會通過114年第三季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4714,永捷,TPEx,114Q2,accepted,114/08/12 16:45:08,公告本公司董事會通過114年第二季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4744,皇將,TPEx,115Q1,accepted,115/05/13 15:05:36,公告本公司董事會通過115年第一季合併財報,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4744,皇將,TPEx,114Q4,accepted,115/03/12 14:28:47,公告本公司董事會通過114年度合併財報,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4744,皇將,TPEx,114Q3,accepted,114/11/11 15:30:07,公告本公司董事會通過114年第三季合併財報,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4744,皇將,TPEx,114Q2,accepted,114/08/12 16:25:19,公告本公司董事會通過114年第二季合併財報,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4804,大略-KY,TPEx,115Q1,accepted,115/05/15 13:39:42,公告本公司115年第1季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4804,大略-KY,TPEx,114Q4,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=2,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4804,大略-KY,TPEx,114Q3,accepted,114/11/14 15:26:58,公告本公司114年第3季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4804,大略-KY,TPEx,114Q2,accepted,114/08/28 20:26:02,公告本公司114年第2季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4924,欣厚-KY,TPEx,115Q1,accepted,115/05/12 15:22:43,公告本公司董事會通過115年第一季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4924,欣厚-KY,TPEx,114Q4,accepted,115/03/13 15:33:22,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4924,欣厚-KY,TPEx,114Q3,accepted,114/11/10 14:36:34,公告本公司董事會通過114年第三季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4924,欣厚-KY,TPEx,114Q2,accepted,114/08/28 14:49:09,公告本公司董事會通過114年第二季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4971,IET-KY,TPEx,115Q1,accepted,115/05/06 17:39:03,公告本公司董事會通過2026年第1季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4971,IET-KY,TPEx,114Q4,accepted,115/03/11 16:44:17,公告本公司董事會通過2025年第4季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4971,IET-KY,TPEx,114Q3,accepted,114/11/13 16:07:58,公告本公司董事會通過2025年第3季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
4971,IET-KY,TPEx,114Q2,accepted,114/08/27 16:59:52,公告本公司董事會通過2025年第2季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5013,強新,TPEx,115Q1,accepted,115/05/13 15:19:06,公告本公司董事會通過115年第一季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5013,強新,TPEx,114Q4,accepted,115/03/10 13:39:13,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5013,強新,TPEx,114Q3,accepted,114/11/12 13:37:10,公告本公司董事會通過114年第三季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5013,強新,TPEx,114Q2,accepted,114/08/12 15:40:50,公告本公司董事會通過114年第二季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5210,寶碩,TPEx,115Q1,accepted,115/05/14 13:34:44,公告本公司董事會通過115年第1季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5210,寶碩,TPEx,114Q4,accepted,115/03/12 13:30:58,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5210,寶碩,TPEx,114Q3,accepted,114/11/11 11:51:03,公告本公司董事會通過114年第3季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5210,寶碩,TPEx,114Q2,accepted,114/08/12 17:17:21,公告本公司董事會通過114年第2季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5236,凌陽創新,TPEx,115Q1,accepted,115/05/07 16:00:48,公告本公司董事會通過115年度第一季個別財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5236,凌陽創新,TPEx,114Q4,accepted,115/02/26 16:12:16,公告本公司董事會通過114年度個別財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5236,凌陽創新,TPEx,114Q3,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5236,凌陽創新,TPEx,114Q2,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5289,宜鼎,TPEx,115Q1,accepted,115/05/08 18:17:20,本公司董事會通過115年第1季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5289,宜鼎,TPEx,114Q4,accepted,115/02/26 19:40:54,本公司董事會通過114年第4季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5289,宜鼎,TPEx,114Q3,accepted,114/11/06 19:04:52,本公司董事會通過114年第3季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5289,宜鼎,TPEx,114Q2,accepted,114/08/06 19:37:58,本公司董事會通過114年第2季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5315,光聯,TPEx,115Q1,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=2,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5315,光聯,TPEx,114Q4,accepted,115/03/03 18:14:41,本公司董事會通過114年度財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5315,光聯,TPEx,114Q3,accepted,114/11/07 17:54:22,本公司董事會通過114年第三季財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5315,光聯,TPEx,114Q2,accepted,114/08/05 15:43:40,本公司董事會通過114年第二季財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5351,鈺創,TPEx,115Q1,accepted,115/05/11 15:00:24,公告本公司董事會通過115年度第一季財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5351,鈺創,TPEx,114Q4,accepted,115/03/11 15:01:36,公告本公司董事會通過114年度財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5351,鈺創,TPEx,114Q3,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5351,鈺創,TPEx,114Q2,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5398,慕康生醫,TPEx,115Q1,accepted,115/05/13 15:21:04,公告本公司董事會通過115年第一季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5398,慕康生醫,TPEx,114Q4,accepted,115/02/04 16:03:23,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5398,慕康生醫,TPEx,114Q3,accepted,114/11/13 14:12:58,公告本公司董事會通過114年第三季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5398,慕康生醫,TPEx,114Q2,accepted,114/08/11 13:41:31,公告本公司董事會通過114年第二季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5450,南良,TPEx,115Q1,accepted,115/05/07 17:17:52,公告本公司董事會通過115年第1季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5450,南良,TPEx,114Q4,accepted,115/03/11 17:05:33,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5450,南良,TPEx,114Q3,accepted,114/11/06 17:46:14,公告本公司董事會通過114年第3季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5450,南良,TPEx,114Q2,accepted,114/08/07 16:32:42,公告本公司董事會通過114年第2季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5475,德宏,TPEx,115Q1,accepted,115/05/14 22:49:52,公告本公司董事會通過115年第1季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5475,德宏,TPEx,114Q4,accepted,115/03/13 20:08:50,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5475,德宏,TPEx,114Q3,accepted,114/11/13 15:03:38,公告本公司114年第3季財務報告資訊,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5475,德宏,TPEx,114Q2,accepted,114/08/12 14:53:19,公告本公司114年第2季財務報告資訊,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5493,三聯,TPEx,115Q1,accepted,115/05/14 11:13:17,公告本公司董事會通過115年第一季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5493,三聯,TPEx,114Q4,accepted,115/03/13 13:20:33,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5493,三聯,TPEx,114Q3,accepted,114/11/13 13:51:21,公告本公司董事會通過114年第三季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5493,三聯,TPEx,114Q2,accepted,114/08/13 14:06:49,公告本公司董事會通過114年第二季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5529,鉅陞,TPEx,115Q1,accepted,115/05/08 16:37:13,本公司董事會通過115年第一季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5529,鉅陞,TPEx,114Q4,accepted,115/03/03 16:58:55,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5529,鉅陞,TPEx,114Q3,accepted,114/11/07 16:04:02,本公司董事會通過114年第三季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5529,鉅陞,TPEx,114Q2,accepted,114/08/08 15:20:06,本公司董事會通過114年第二季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5609,中菲行,TPEx,115Q1,accepted,115/05/13 15:37:37,公告本公司董事會通過115年第一季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5609,中菲行,TPEx,114Q4,accepted,115/03/12 17:58:43,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5609,中菲行,TPEx,114Q3,accepted,114/11/10 14:58:39,公告本公司董事會通過114年第三季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5609,中菲行,TPEx,114Q2,accepted,114/08/08 17:13:18,公告本公司董事會通過114年第二季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5905,南仁湖,TPEx,115Q1,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5905,南仁湖,TPEx,114Q4,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=2,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5905,南仁湖,TPEx,114Q3,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
5905,南仁湖,TPEx,114Q2,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6103,合邦,TPEx,115Q1,accepted,115/05/12 16:44:36,本公司115年第1季合併財務報告業經提報董事會通過,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6103,合邦,TPEx,114Q4,accepted,115/03/02 18:05:35,本公司114年第4季合併財務報告業經提報董事會通過,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6103,合邦,TPEx,114Q3,accepted,114/11/05 15:15:52,本公司114年第3季合併財務報告業經提報董事會通過,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6103,合邦,TPEx,114Q2,accepted,114/08/07 17:08:06,本公司114年第2季合併財務報告業經提報董事會通過,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6123,上奇,TPEx,115Q1,accepted,115/05/08 18:26:54,董事會通過115年第1季合併財務報表,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6123,上奇,TPEx,114Q4,accepted,115/03/06 18:35:11,董事會通過114年第4季合併財務報表,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6123,上奇,TPEx,114Q3,accepted,114/11/07 19:19:44,董事會通過114年第3季合併財務報表,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6123,上奇,TPEx,114Q2,accepted,114/08/08 16:43:38,董事會通過114年第2季合併財務報表,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6140,訊達電腦,TPEx,115Q1,accepted,115/05/13 17:51:30,公告本公司董事會通過115年度第一季合併財務報告案,accepted_subject_strict,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6140,訊達電腦,TPEx,114Q4,accepted,115/03/13 18:27:44,公告本公司董事會通過114年度第四季合併財務報告案,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6140,訊達電腦,TPEx,114Q3,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6140,訊達電腦,TPEx,114Q2,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6156,松上,TPEx,115Q1,accepted,115/05/06 18:06:24,本公司董事會通過115年度第一季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6156,松上,TPEx,114Q4,accepted,115/03/04 17:35:21,本公司董事會通過114年度第四季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6156,松上,TPEx,114Q3,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6156,松上,TPEx,114Q2,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6173,信昌電,TPEx,115Q1,accepted,115/04/29 16:49:41,本公司董事會決議通過一一五年第一季合併財務報告。,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6173,信昌電,TPEx,114Q4,accepted,115/02/25 17:52:04,本公司董事會決議通過一一四年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6173,信昌電,TPEx,114Q3,accepted,114/10/30 17:08:10,本公司董事會決議通過一一四年前三季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6173,信昌電,TPEx,114Q2,accepted,114/07/31 17:36:16,本公司董事會決議通過一一四年前二季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6188,廣明,TPEx,115Q1,accepted,115/04/29 15:19:59,公告本公司115年第1季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6188,廣明,TPEx,114Q4,accepted,115/02/24 15:34:45,公告本公司114年第4季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6188,廣明,TPEx,114Q3,accepted,114/10/31 15:18:16,公告本公司114年第3季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6188,廣明,TPEx,114Q2,accepted,114/08/01 15:37:09,公告本公司114年第2季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6208,日揚,TPEx,115Q1,accepted,115/05/05 16:58:15,本公司董事會通過115年第1季財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6208,日揚,TPEx,114Q4,accepted,115/03/10 17:05:09,本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6208,日揚,TPEx,114Q3,accepted,114/11/04 16:38:10,本公司董事會通過114年第3季財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6208,日揚,TPEx,114Q2,accepted,114/08/05 17:09:08,本公司董事會通過114年第2季財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6223,旺矽,TPEx,115Q1,accepted,115/05/13 17:07:33,公告本公司董事會通過115年第1季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6223,旺矽,TPEx,114Q4,accepted,115/03/11 17:32:56,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6223,旺矽,TPEx,114Q3,accepted,114/11/10 17:45:26,公告本公司董事會通過114年第3季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6223,旺矽,TPEx,114Q2,accepted,114/08/13 16:00:07,公告本公司董事會通過114年第2季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6240,松崗,TPEx,115Q1,accepted,115/05/11 17:17:17,公告本公司董事會通過115年第一季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6240,松崗,TPEx,114Q4,accepted,115/03/11 15:41:36,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6240,松崗,TPEx,114Q3,accepted,114/11/12 13:55:52,公告本公司董事會通過114年第三季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6240,松崗,TPEx,114Q2,accepted,114/08/11 16:23:35,公告本公司董事會通過114年第二季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6263,普萊德,TPEx,115Q1,accepted,115/05/12 16:11:19,本公司董事會通過115年第1季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6263,普萊德,TPEx,114Q4,blocked_unmatched_or_ambiguous,,,,accepted_candidate_count=0,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6263,普萊德,TPEx,114Q3,accepted,114/11/11 16:33:16,本公司董事會通過114年第3季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6263,普萊德,TPEx,114Q2,accepted,114/08/07 16:57:08,本公司董事會通過114年第2季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6284,佳邦,TPEx,115Q1,accepted,115/04/29 14:04:10,公告本公司董事會通過115年第一季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6284,佳邦,TPEx,114Q4,accepted,115/02/25 16:24:23,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6284,佳邦,TPEx,114Q3,accepted,114/10/30 16:08:07,公告本公司董事會通過114年第三季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6284,佳邦,TPEx,114Q2,accepted,114/08/07 15:02:36,公告本公司董事會通過114年第二季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6423,億而得,TPEx,115Q1,accepted,115/05/06 16:10:25,公告本公司董事會通過115年第1季財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6423,億而得,TPEx,114Q4,accepted,115/03/04 17:07:18,公告本公司董事會通過114年度財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6423,億而得,TPEx,114Q3,accepted,114/11/06 16:45:54,公告本公司董事會通過114年第3季財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6423,億而得,TPEx,114Q2,accepted,114/08/05 16:27:14,公告本公司董事會通過114年第2季財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6470,宇智,TPEx,115Q1,accepted,115/05/07 15:51:50,公告本公司董事會通過115年第一季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6470,宇智,TPEx,114Q4,accepted,115/03/05 16:39:12,公告本公司董事會通過114年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6470,宇智,TPEx,114Q3,accepted,114/11/06 17:28:14,公告本公司董事會通過114年第三季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6470,宇智,TPEx,114Q2,accepted,114/08/07 16:20:33,公告本公司董事會通過114年第二季合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6498,久禾光,TPEx,115Q1,accepted,115/05/06 17:53:01,"本公司民國一一五年度第一季合併財務報告業經
董事會決議通過",accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
6498,久禾光,TPEx,114Q4,accepted,115/03/06 16:51:58,本公司董事會通過民國一一四年度合併財務報告,accepted_direct_financial_report_detail,,required; Core calendar join needed,False,False,False,False,False,False,False,False,False,True,False
