ticker,name,market,universe_source,source_id,source_date,universe_quality,usable_for_sampling,usable_for_historical_membership,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage,sample_phase,sample_policy,source_universe_quality,historical_pit_universe_ready,diagnostic_only
4744,皇將,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_cmode_current,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
4804,大略-KY,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_cmode_current,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
4924,欣厚-KY,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
4971,IET-KY,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
5013,強新,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
5210,寶碩,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
5236,凌陽創新,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
5289,宜鼎,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
5315,光聯,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
5351,鈺創,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
5398,慕康生醫,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
5450,南良,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
5475,德宏,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
5493,三聯,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
5529,鉅陞,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
5609,中菲行,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
5905,南仁湖,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
6103,合邦,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
6123,上奇,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
6140,訊達電腦,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
6156,松上,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
6173,信昌電,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
6188,廣明,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
6208,日揚,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
6223,旺矽,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
6240,松崗,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
6263,普萊德,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
6284,佳邦,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
6423,億而得,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
6470,宇智,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
6498,久禾光,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
6523,達爾膚,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
6548,長科*,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
6577,勁豐,TPEx,radar_dynamic_pool1_listing_master_completion_20260703/proxy_source_rows.csv,tpex_current_company_profile,2026-07-03,current_or_special_case_snapshot_not_historical_pit,True,False,0,False,False,False,False,False,False,True,False,phase_2_tpex_100x4_recent,deterministic_evenly_spaced_from_current_or_carried_tpex_sampling_universe,current_or_carried_sampling_proxy_not_historical_pit,False,True
