scope,materialized_rows,projected_statement_routes,projected_announcement_routes,projected_detail_routes_guard,projected_total_routes,projected_routes_per_row,budget_routes_per_row,baseline_seed_cache_rows_per_row,budget_status,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
phase2_tpex_100x4_bounded_runner,400,800,800,1600,3200,8.0,10,42.075,pass,False,False,False,False,False,False,True,False
