ticker,name,market,report_period,t164sb05_status,t164sb03_status,official_asof_match_status,operating_cash_flow,investing_cash_flow,capex_proxy,inventory,receivables_trade,current_assets,current_liabilities,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
5013,強新,TPEx,114Q2,code=200 rows=63,code=200 rows=65,accepted,723884,90487,-102155,1838365,1332453,4832522,1931520,False,False,False,False,False,False,True,False
5210,寶碩,TPEx,115Q1,code=200 rows=52,code=200 rows=59,accepted,31622,-13980,-482,407,12462,486188,63556,False,False,False,False,False,False,True,False
5210,寶碩,TPEx,114Q4,code=200 rows=61,code=200 rows=60,accepted,14109,163988,-18582,856,6335,471685,79354,False,False,False,False,False,False,True,False
5210,寶碩,TPEx,114Q3,code=200 rows=59,code=200 rows=58,accepted,-11815,20417,-16564,290,5845,469364,55762,False,False,False,False,False,False,True,False
5210,寶碩,TPEx,114Q2,code=200 rows=56,code=200 rows=59,accepted,-23640,23329,-14788,1796,19104,464094,59889,False,False,False,False,False,False,True,False
5236,凌陽創新,TPEx,115Q1,code=200 rows=42,code=200 rows=47,accepted,68709,-61758,-483,226014,439536,3296874,1043152,False,False,False,False,False,False,True,False
5236,凌陽創新,TPEx,114Q4,code=200 rows=48,code=200 rows=46,accepted,544778,-112059,-1383,195225,287850,3043687,431113,False,False,False,False,False,False,True,False
5236,凌陽創新,TPEx,114Q3,code=200 rows=46,code=200 rows=46,blocked_unmatched_or_ambiguous,338537,27920,-1198,180908,373771,2946537,435517,False,False,False,False,False,False,True,False
5236,凌陽創新,TPEx,114Q2,code=200 rows=44,code=200 rows=47,blocked_unmatched_or_ambiguous,121909,-232290,-928,181079,334133,3147680,781705,False,False,False,False,False,False,True,False
5289,宜鼎,TPEx,115Q1,code=200 rows=58,code=200 rows=75,accepted,-124409,-158802,-128543,8370869,9028365,20788487,9317883,False,False,False,False,False,False,True,False
5289,宜鼎,TPEx,114Q4,code=200 rows=68,code=200 rows=72,accepted,-2273804,-114353,-213855,5385202,3292313,10876654,4867538,False,False,False,False,False,False,True,False
5289,宜鼎,TPEx,114Q3,code=200 rows=65,code=200 rows=71,accepted,-705046,-312773,-170716,2874271,2418732,8378739,3351889,False,False,False,False,False,False,True,False
5289,宜鼎,TPEx,114Q2,code=200 rows=62,code=200 rows=73,accepted,-689485,-480745,-142686,2691572,1657173,7189585,2934236,False,False,False,False,False,False,True,False
5315,光聯,TPEx,115Q1,code=200 rows=56,code=200 rows=63,blocked_unmatched_or_ambiguous,138357,-11655,-1178,275695,328922,1844831,504308,False,False,False,False,False,False,True,False
5315,光聯,TPEx,114Q4,code=200 rows=63,code=200 rows=61,accepted,167069,74083,-19247,341787,403095,1886825,398829,False,False,False,False,False,False,True,False
5315,光聯,TPEx,114Q3,code=200 rows=63,code=200 rows=64,accepted,88588,46923,-15412,342513,398097,1756177,378218,False,False,False,False,False,False,True,False
5315,光聯,TPEx,114Q2,code=200 rows=60,code=200 rows=67,accepted,92220,53689,-4755,338933,348025,1871814,568667,False,False,False,False,False,False,True,False
5351,鈺創,TPEx,115Q1,code=200 rows=58,code=200 rows=69,accepted,465123,207514,-75172,2983830,1395837,6117754,2611840,False,False,False,False,False,False,True,False
5351,鈺創,TPEx,114Q4,code=200 rows=68,code=200 rows=69,accepted,-436503,-409295,-147445,2701709,1032540,5137622,2201722,False,False,False,False,False,False,True,False
5351,鈺創,TPEx,114Q3,code=200 rows=65,code=200 rows=68,blocked_unmatched_or_ambiguous,-411729,-220323,-87392,2571599,770595,4169375,1558595,False,False,False,False,False,False,True,False
5351,鈺創,TPEx,114Q2,code=200 rows=64,code=200 rows=70,blocked_unmatched_or_ambiguous,-486544,-163106,-63823,2624112,663431,3975492,2028932,False,False,False,False,False,False,True,False
5398,慕康生醫,TPEx,115Q1,code=200 rows=51,code=200 rows=59,accepted,40888,-4735,0,49455,36691,267510,58846,False,False,False,False,False,False,True,False
5398,慕康生醫,TPEx,114Q4,code=200 rows=55,code=200 rows=59,accepted,9142,9303,-1669,48181,60971,284303,65190,False,False,False,False,False,False,True,False
5398,慕康生醫,TPEx,114Q3,code=200 rows=54,code=200 rows=59,accepted,15749,73,-1669,48901,32349,298833,87693,False,False,False,False,False,False,True,False
5398,慕康生醫,TPEx,114Q2,code=200 rows=55,code=200 rows=59,accepted,13572,901,-1315,48311,24731,287182,83960,False,False,False,False,False,False,True,False
5450,南良,TPEx,115Q1,code=200 rows=54,code=200 rows=63,accepted,-25633,-30391,-26987,372606,335745,1804820,546318,False,False,False,False,False,False,True,False
5450,南良,TPEx,114Q4,code=200 rows=59,code=200 rows=62,accepted,200174,-133068,-84851,329173,355947,1763165,1056076,False,False,False,False,False,False,True,False
5450,南良,TPEx,114Q3,code=200 rows=55,code=200 rows=62,accepted,115387,-118605,-70506,328728,322570,1671516,1023577,False,False,False,False,False,False,True,False
5450,南良,TPEx,114Q2,code=200 rows=53,code=200 rows=62,accepted,76832,-92822,-30712,323149,323620,1651820,1035192,False,False,False,False,False,False,True,False
5475,德宏,TPEx,115Q1,code=200 rows=47,code=200 rows=49,accepted,-24810,-18474,-11569,359781,374977,1295510,614253,False,False,False,False,False,False,True,False
5475,德宏,TPEx,114Q4,code=200 rows=53,code=200 rows=49,accepted,-62051,-192033,-165547,230430,319185,968265,1319068,False,False,False,False,False,False,True,False
5475,德宏,TPEx,114Q3,code=200 rows=48,code=200 rows=50,accepted,-27852,-104359,-132979,227282,248529,929200,1277120,False,False,False,False,False,False,True,False
5475,德宏,TPEx,114Q2,code=200 rows=47,code=200 rows=52,accepted,-15287,-73609,-26163,231626,213150,872485,1215517,False,False,False,False,False,False,True,False
5493,三聯,TPEx,115Q1,code=200 rows=62,code=200 rows=72,accepted,-36544,-19243,-36660,1266539,1171300,3406579,2403889,False,False,False,False,False,False,True,False
5493,三聯,TPEx,114Q4,code=200 rows=78,code=200 rows=72,accepted,395250,-125277,-145881,1372621,1101949,3519598,2610168,False,False,False,False,False,False,True,False
5493,三聯,TPEx,114Q3,code=200 rows=74,code=200 rows=72,accepted,271276,-127520,-132841,1208960,1080724,3447615,2608883,False,False,False,False,False,False,True,False
5493,三聯,TPEx,114Q2,code=200 rows=70,code=200 rows=73,accepted,115001,-99043,-113488,1130263,1015409,3205753,2466471,False,False,False,False,False,False,True,False
5529,鉅陞,TPEx,115Q1,code=200 rows=44,code=200 rows=53,accepted,74585,-660,0,3634326,10199,4621171,3275770,False,False,False,False,False,False,True,False
5529,鉅陞,TPEx,114Q4,code=200 rows=50,code=200 rows=54,accepted,235769,-95610,-3611,3668063,91176,4537382,3262868,False,False,False,False,False,False,True,False
5529,鉅陞,TPEx,114Q3,code=200 rows=48,code=200 rows=53,accepted,-297357,-90498,-754,3979012,2075,4913503,3876673,False,False,False,False,False,False,True,False
5529,鉅陞,TPEx,114Q2,code=200 rows=45,code=200 rows=53,accepted,-226780,-90360,-616,3775602,1989,4763246,3700891,False,False,False,False,False,False,True,False
5609,中菲行,TPEx,115Q1,code=200 rows=48,code=200 rows=56,accepted,342415,-118791,-4332,,3213668,8670881,3893967,False,False,False,False,False,False,True,False
5609,中菲行,TPEx,114Q4,code=200 rows=59,code=200 rows=56,accepted,1546939,-88499,-39285,,3409977,8383480,3245210,False,False,False,False,False,False,True,False
5609,中菲行,TPEx,114Q3,code=200 rows=65,code=200 rows=56,accepted,1482712,-137139,-27776,,3146173,7754272,3219870,False,False,False,False,False,False,True,False
5609,中菲行,TPEx,114Q2,code=200 rows=60,code=200 rows=56,accepted,1475676,-131189,-18497,,2946416,7457377,3347194,False,False,False,False,False,False,True,False
5905,南仁湖,TPEx,115Q1,code=200 rows=65,code=200 rows=70,blocked_unmatched_or_ambiguous,309305,-67368,-14054,1080933,21431,2079706,2125202,False,False,False,False,False,False,True,False
5905,南仁湖,TPEx,114Q4,code=200 rows=76,code=200 rows=70,blocked_unmatched_or_ambiguous,-281308,-570496,-51313,1336608,25858,2443867,2422372,False,False,False,False,False,False,True,False
5905,南仁湖,TPEx,114Q3,code=200 rows=73,code=200 rows=70,blocked_unmatched_or_ambiguous,-293623,-427036,-11510,1314686,27413,2384862,2377131,False,False,False,False,False,False,True,False
5905,南仁湖,TPEx,114Q2,code=200 rows=66,code=200 rows=71,blocked_unmatched_or_ambiguous,-377446,-87722,-84176,1261442,26059,2401119,2278394,False,False,False,False,False,False,True,False
6103,合邦,TPEx,115Q1,code=200 rows=44,code=200 rows=55,accepted,-7538,0,,21315,34770,156749,4444,False,False,False,False,False,False,True,False
6103,合邦,TPEx,114Q4,code=200 rows=53,code=200 rows=55,accepted,-30616,-34765,,32983,13239,159615,4453,False,False,False,False,False,False,True,False
6103,合邦,TPEx,114Q3,code=200 rows=56,code=200 rows=59,accepted,-80499,18133,,25377,32143,154575,4329,False,False,False,False,False,False,True,False
6103,合邦,TPEx,114Q2,code=200 rows=49,code=200 rows=56,accepted,-58561,15519,,28692,25797,157138,12107,False,False,False,False,False,False,True,False
6123,上奇,TPEx,115Q1,code=200 rows=56,code=200 rows=58,accepted,252698,-103611,-319,174239,503460,3411888,1881416,False,False,False,False,False,False,True,False
6123,上奇,TPEx,114Q4,code=200 rows=63,code=200 rows=58,accepted,503648,13330,-3287,172318,586707,3273516,1635734,False,False,False,False,False,False,True,False
6123,上奇,TPEx,114Q3,code=200 rows=61,code=200 rows=58,accepted,287813,4427,-2377,168490,617214,3389909,1881502,False,False,False,False,False,False,True,False
6123,上奇,TPEx,114Q2,code=200 rows=61,code=200 rows=58,accepted,317342,9859,-1627,200815,551259,2880414,1864823,False,False,False,False,False,False,True,False
6140,訊達電腦,TPEx,115Q1,code=200 rows=56,code=200 rows=59,accepted,91902,-53562,,140576,329328,1017393,835718,False,False,False,False,False,False,True,False
6140,訊達電腦,TPEx,114Q4,code=200 rows=60,code=200 rows=58,accepted,87549,-20335,-2017,79961,459824,1013607,834411,False,False,False,False,False,False,True,False
6140,訊達電腦,TPEx,114Q3,code=200 rows=63,code=200 rows=58,blocked_unmatched_or_ambiguous,-5971,-6186,-1960,146707,744892,1389768,1092004,False,False,False,False,False,False,True,False
6140,訊達電腦,TPEx,114Q2,code=200 rows=58,code=200 rows=60,blocked_unmatched_or_ambiguous,-22175,-19430,,251672,734873,1578757,1243394,False,False,False,False,False,False,True,False
6156,松上,TPEx,115Q1,code=200 rows=72,code=200 rows=84,accepted,-19741,112105,-37559,875646,1754691,4938460,2695369,False,False,False,False,False,False,True,False
6156,松上,TPEx,114Q4,code=200 rows=83,code=200 rows=84,accepted,70736,-423832,-190689,807925,1740563,5034297,2841807,False,False,False,False,False,False,True,False
6156,松上,TPEx,114Q3,code=200 rows=81,code=200 rows=84,blocked_unmatched_or_ambiguous,319584,-315892,-128062,618790,1499473,4831531,2452567,False,False,False,False,False,False,True,False
6156,松上,TPEx,114Q2,code=200 rows=82,code=200 rows=84,blocked_unmatched_or_ambiguous,287435,-137145,-97366,536366,1544985,5076115,2684658,False,False,False,False,False,False,True,False
6173,信昌電,TPEx,115Q1,code=200 rows=58,code=200 rows=60,accepted,226012,-43222,-23437,927382,700327,3354993,1243169,False,False,False,False,False,False,True,False
6173,信昌電,TPEx,114Q4,code=200 rows=66,code=200 rows=60,accepted,919228,-48320,-150875,752701,684389,2991217,994218,False,False,False,False,False,False,True,False
6173,信昌電,TPEx,114Q3,code=200 rows=63,code=200 rows=60,accepted,617763,31626,-59239,649772,666922,2574093,848611,False,False,False,False,False,False,True,False
6173,信昌電,TPEx,114Q2,code=200 rows=61,code=200 rows=60,accepted,399570,35985,-53932,675838,686470,2628530,1162485,False,False,False,False,False,False,True,False
6188,廣明,TPEx,115Q1,code=200 rows=57,code=200 rows=54,accepted,3033343,-1779722,-193015,1103031,2147697,11673495,5815513,False,False,False,False,False,False,True,False
6188,廣明,TPEx,114Q4,code=200 rows=70,code=200 rows=54,accepted,-252619,-3197734,-1018595,1080691,2720748,13214465,4781682,False,False,False,False,False,False,True,False
6188,廣明,TPEx,114Q3,code=200 rows=67,code=200 rows=53,accepted,112533,-4036179,-639180,1034035,2289944,14586921,5183256,False,False,False,False,False,False,True,False
6188,廣明,TPEx,114Q2,code=200 rows=72,code=200 rows=53,accepted,3843333,-544730,-335025,944874,2045138,9646906,4679537,False,False,False,False,False,False,True,False
6208,日揚,TPEx,115Q1,code=200 rows=66,code=200 rows=63,accepted,126457,-402732,-20333,1302301,462452,3116629,2696575,False,False,False,False,False,False,True,False
6208,日揚,TPEx,114Q4,code=200 rows=73,code=200 rows=64,accepted,357384,-345560,-134011,1561123,621076,4051791,2505040,False,False,False,False,False,False,True,False
6208,日揚,TPEx,114Q3,code=200 rows=72,code=200 rows=63,accepted,19886,-145245,-108832,1590692,649019,4003410,2387958,False,False,False,False,False,False,True,False
6208,日揚,TPEx,114Q2,code=200 rows=69,code=200 rows=72,accepted,145257,-100886,-85869,1565539,715435,4316029,2622328,False,False,False,False,False,False,True,False
6223,旺矽,TPEx,115Q1,code=200 rows=65,code=200 rows=66,accepted,991607,-1969232,-1286857,5686133,2787349,13524449,7558421,False,False,False,False,False,False,True,False
6223,旺矽,TPEx,114Q4,code=200 rows=76,code=200 rows=65,accepted,2037993,-4075393,-3881298,5011418,2371084,13317607,7569357,False,False,False,False,False,False,True,False
6223,旺矽,TPEx,114Q3,code=200 rows=65,code=200 rows=66,accepted,553396,-2623751,-3004384,4241571,1921100,11793946,5606584,False,False,False,False,False,False,True,False
6223,旺矽,TPEx,114Q2,code=200 rows=61,code=200 rows=67,accepted,1578343,-1944020,-2157641,3843318,1623312,11503673,6079748,False,False,False,False,False,False,True,False
6240,松崗,TPEx,115Q1,code=200 rows=39,code=200 rows=51,accepted,6011,4364,,,29,208694,404560,False,False,False,False,False,False,True,False
6240,松崗,TPEx,114Q4,code=200 rows=48,code=200 rows=50,accepted,-3300,16444,0,,19101,217965,407456,False,False,False,False,False,False,True,False
6240,松崗,TPEx,114Q3,code=200 rows=46,code=200 rows=52,accepted,-5405,12167,0,,17759,208635,403712,False,False,False,False,False,False,True,False
6240,松崗,TPEx,114Q2,code=200 rows=43,code=200 rows=51,accepted,-6794,8023,0,,17286,219743,407575,False,False,False,False,False,False,True,False
6263,普萊德,TPEx,115Q1,code=200 rows=46,code=200 rows=52,accepted,141280,2975,-2082,298915,145539,2203592,421927,False,False,False,False,False,False,True,False
6263,普萊德,TPEx,114Q4,code=200 rows=51,code=200 rows=51,blocked_unmatched_or_ambiguous,529911,10277,-7066,262548,146249,2026658,378148,False,False,False,False,False,False,True,False
6263,普萊德,TPEx,114Q3,code=200 rows=52,code=200 rows=52,accepted,395513,17054,-5786,282768,113375,1893409,386206,False,False,False,False,False,False,True,False
6263,普萊德,TPEx,114Q2,code=200 rows=49,code=200 rows=52,accepted,296018,3589,-4753,268974,107575,2272845,881101,False,False,False,False,False,False,True,False
6284,佳邦,TPEx,115Q1,code=200 rows=64,code=200 rows=57,accepted,282731,-199255,-83937,1157041,1931311,6151305,4500649,False,False,False,False,False,False,True,False
6284,佳邦,TPEx,114Q4,code=200 rows=66,code=200 rows=59,accepted,1304430,-407540,-259552,1168723,2082264,5841745,4172689,False,False,False,False,False,False,True,False
6284,佳邦,TPEx,114Q3,code=200 rows=65,code=200 rows=61,accepted,1034572,-186105,-208564,1096160,2167348,5767125,4176232,False,False,False,False,False,False,True,False
6284,佳邦,TPEx,114Q2,code=200 rows=63,code=200 rows=61,accepted,711546,-56707,-159691,1133463,2021628,5607522,4511912,False,False,False,False,False,False,True,False
6423,億而得,TPEx,115Q1,code=200 rows=40,code=200 rows=42,accepted,-5664,-123817,-121809,,25560,325436,82766,False,False,False,False,False,False,True,False
6423,億而得,TPEx,114Q4,code=200 rows=47,code=200 rows=40,accepted,70071,-294821,-255756,,12182,287884,55858,False,False,False,False,False,False,True,False
6423,億而得,TPEx,114Q3,code=200 rows=40,code=200 rows=43,accepted,40961,-105780,-75473,,33751,379082,64400,False,False,False,False,False,False,True,False
6423,億而得,TPEx,114Q2,code=200 rows=42,code=200 rows=41,accepted,38938,-20972,-14333,,11782,454033,65290,False,False,False,False,False,False,True,False
6470,宇智,TPEx,115Q1,code=200 rows=40,code=200 rows=46,accepted,48690,2360,-326,75168,479106,1568267,381728,False,False,False,False,False,False,True,False
6470,宇智,TPEx,114Q4,code=200 rows=46,code=200 rows=47,accepted,242484,674,-1532,87888,600028,1648115,395962,False,False,False,False,False,False,True,False
6470,宇智,TPEx,114Q3,code=200 rows=46,code=200 rows=47,accepted,124570,464,-1742,55835,703987,1599255,538537,False,False,False,False,False,False,True,False
6470,宇智,TPEx,114Q2,code=200 rows=42,code=200 rows=45,accepted,144211,1539,-667,82677,660698,1668574,693983,False,False,False,False,False,False,True,False
6498,久禾光,TPEx,115Q1,code=200 rows=39,code=200 rows=45,accepted,172955,-5422,-6769,82243,454880,2152572,933239,False,False,False,False,False,False,True,False
6498,久禾光,TPEx,114Q4,code=200 rows=46,code=200 rows=45,accepted,403902,-117753,-115976,63635,501107,1996699,648533,False,False,False,False,False,False,True,False
6498,久禾光,TPEx,114Q3,code=200 rows=47,code=200 rows=46,accepted,293701,-232072,-69284,55086,464720,1823288,650070,False,False,False,False,False,False,True,False
6498,久禾光,TPEx,114Q2,code=200 rows=42,code=200 rows=47,accepted,199083,-129221,-950,37481,342315,1772524,637456,False,False,False,False,False,False,True,False
6523,達爾膚,TPEx,115Q1,code=200 rows=41,code=200 rows=50,accepted,29717,-203118,-1069,148002,218101,1360089,304466,False,False,False,False,False,False,True,False
6523,達爾膚,TPEx,114Q4,code=200 rows=47,code=200 rows=50,accepted,340924,128401,-5912,168536,125560,1167128,204564,False,False,False,False,False,False,True,False
6523,達爾膚,TPEx,114Q3,code=200 rows=46,code=200 rows=51,accepted,131872,4511,-3211,178593,225676,1439588,370491,False,False,False,False,False,False,True,False
6523,達爾膚,TPEx,114Q2,code=200 rows=45,code=200 rows=51,accepted,134666,-126491,-1909,182276,139350,1439167,377782,False,False,False,False,False,False,True,False
6548,長科*,TPEx,115Q1,code=200 rows=65,code=200 rows=60,accepted,76056,-471150,-248150,3558254,2327991,15731265,5898923,False,False,False,False,False,False,True,False
6548,長科*,TPEx,114Q4,code=200 rows=68,code=200 rows=61,accepted,1878583,-849269,-606300,2923958,2271312,14904915,5461864,False,False,False,False,False,False,True,False
6548,長科*,TPEx,114Q3,code=200 rows=67,code=200 rows=61,accepted,1327837,957825,-450030,2651576,2285665,14404917,5952940,False,False,False,False,False,False,True,False
6548,長科*,TPEx,114Q2,code=200 rows=66,code=200 rows=61,accepted,955033,1159936,-171482,2435194,1984042,14107028,4850090,False,False,False,False,False,False,True,False
6577,勁豐,TPEx,115Q1,code=200 rows=59,code=200 rows=62,accepted,160814,-34176,,533654,335767,1931985,746883,False,False,False,False,False,False,True,False
6577,勁豐,TPEx,114Q4,code=200 rows=60,code=200 rows=63,accepted,333624,4430,-465,455340,358442,1731942,616940,False,False,False,False,False,False,True,False
6577,勁豐,TPEx,114Q3,code=200 rows=60,code=200 rows=63,accepted,208202,5616,-2608,502177,291910,1594728,610170,False,False,False,False,False,False,True,False
6577,勁豐,TPEx,114Q2,code=200 rows=58,code=200 rows=64,accepted,156536,11026,-380,493272,292943,1868490,1019003,False,False,False,False,False,False,True,False
6609,瀧澤科,TPEx,115Q1,code=200 rows=55,code=200 rows=60,accepted,-50845,-5772,-3324,1189571,418783,2306777,944015,False,False,False,False,False,False,True,False
6609,瀧澤科,TPEx,114Q4,code=200 rows=58,code=200 rows=60,accepted,92234,-14053,-14141,1152476,425480,2269900,922295,False,False,False,False,False,False,True,False
6609,瀧澤科,TPEx,114Q3,code=200 rows=58,code=200 rows=60,accepted,-17349,-15522,-11705,1116756,516133,2359178,956495,False,False,False,False,False,False,True,False
6609,瀧澤科,TPEx,114Q2,code=200 rows=57,code=200 rows=60,accepted,-80648,-13991,-9647,1007961,695805,2393556,1026462,False,False,False,False,False,False,True,False
6637,醫影,TPEx,115Q1,code=200 rows=45,code=200 rows=53,accepted,16191,-167605,-32327,329587,121821,1113276,309679,False,False,False,False,False,False,True,False
6637,醫影,TPEx,114Q4,code=200 rows=49,code=200 rows=51,accepted,-294387,-65388,-27667,375665,195238,1186006,389985,False,False,False,False,False,False,True,False
6637,醫影,TPEx,114Q3,code=200 rows=49,code=200 rows=54,accepted,-315998,-20436,-10982,411551,201702,1093479,458244,False,False,False,False,False,False,True,False
6637,醫影,TPEx,114Q2,code=200 rows=47,code=200 rows=52,accepted,-348020,-120651,-4391,115920,201679,931843,337785,False,False,False,False,False,False,True,False
6664,群翊,TPEx,115Q1,code=200 rows=51,code=200 rows=57,accepted,107997,-293625,-9217,1886496,454854,7627884,4079929,False,False,False,False,False,False,True,False
6664,群翊,TPEx,114Q4,code=200 rows=53,code=200 rows=57,accepted,715874,-729310,-13513,1774234,366015,7307492,3374803,False,False,False,False,False,False,True,False
6664,群翊,TPEx,114Q3,code=200 rows=53,code=200 rows=56,accepted,582067,-383340,-12017,1802356,305258,7119535,3473466,False,False,False,False,False,False,True,False
6664,群翊,TPEx,114Q2,code=200 rows=51,code=200 rows=56,accepted,475262,-282661,-9877,1701481,387630,7560223,4252836,False,False,False,False,False,False,True,False
6697,東捷資訊,TPEx,115Q1,code=200 rows=52,code=200 rows=64,accepted,-89355,28914,-1304,4232,124041,824397,391345,False,False,False,False,False,False,True,False
6697,東捷資訊,TPEx,114Q4,code=200 rows=61,code=200 rows=64,accepted,199290,33609,-7634,2718,165798,850801,399844,False,False,False,False,False,False,True,False
6697,東捷資訊,TPEx,114Q3,code=200 rows=58,code=200 rows=64,accepted,74337,37113,-6946,6881,152638,774309,340776,False,False,False,False,False,False,True,False
6697,東捷資訊,TPEx,114Q2,code=200 rows=54,code=200 rows=64,accepted,23769,40121,-1669,20044,269027,769304,355854,False,False,False,False,False,False,True,False
6728,上洋,TPEx,115Q1,code=200 rows=56,code=200 rows=55,accepted,-40214,-77331,-35363,1413373,535191,2512977,1716437,False,False,False,False,False,False,True,False
6728,上洋,TPEx,114Q4,code=200 rows=64,code=200 rows=55,accepted,-266394,-122155,-49358,1231382,745704,2524245,1507984,False,False,False,False,False,False,True,False
6728,上洋,TPEx,114Q3,code=200 rows=57,code=200 rows=51,accepted,-565092,-82569,-38856,1588385,524181,2558702,1608129,False,False,False,False,False,False,True,False
6728,上洋,TPEx,114Q2,code=200 rows=52,code=200 rows=51,accepted,-659155,-49370,-19245,1486521,644785,2421353,1495109,False,False,False,False,False,False,True,False
6761,穩得,TPEx,115Q1,code=200 rows=53,code=200 rows=58,accepted,27952,-166879,-164934,330779,637744,1490322,1006591,False,False,False,False,False,False,True,False
6761,穩得,TPEx,114Q4,code=200 rows=56,code=200 rows=56,accepted,496710,-463844,-445530,291820,623180,1511949,794432,False,False,False,False,False,False,True,False
6761,穩得,TPEx,114Q3,code=200 rows=57,code=200 rows=56,accepted,411250,-407478,-392582,258634,653504,1493211,636883,False,False,False,False,False,False,True,False
6761,穩得,TPEx,114Q2,code=200 rows=55,code=200 rows=56,accepted,291760,-337118,-325898,286461,644581,1640925,785855,False,False,False,False,False,False,True,False
6811,宏碁資訊,TPEx,115Q1,code=200 rows=54,code=200 rows=56,accepted,-149661,10794,-120,514996,2969660,4623020,4413836,False,False,False,False,False,False,True,False
6811,宏碁資訊,TPEx,114Q4,code=200 rows=58,code=200 rows=56,accepted,605062,-11039,-27174,524446,2658712,4197990,3770819,False,False,False,False,False,False,True,False
6811,宏碁資訊,TPEx,114Q3,code=200 rows=55,code=200 rows=56,accepted,-149550,1799,-25180,430920,2807639,4127305,3821546,False,False,False,False,False,False,True,False
6811,宏碁資訊,TPEx,114Q2,code=200 rows=50,code=200 rows=56,accepted,468477,499,-21250,353364,2608217,4286306,4138836,False,False,False,False,False,False,True,False
6855,數泓科,TPEx,115Q1,code=200 rows=50,code=200 rows=51,accepted,34452,-4271,-2,222842,108119,1350478,595839,False,False,False,False,False,False,True,False
6855,數泓科,TPEx,114Q4,code=200 rows=55,code=200 rows=51,accepted,152263,-115765,-3010,198406,96906,1310372,472751,False,False,False,False,False,False,True,False
6855,數泓科,TPEx,114Q3,code=200 rows=53,code=200 rows=51,accepted,73723,-120113,-1445,210107,79047,1290147,529673,False,False,False,False,False,False,True,False
6855,數泓科,TPEx,114Q2,code=200 rows=49,code=200 rows=47,accepted,37645,73365,-1445,193709,91969,1163610,474051,False,False,False,False,False,False,True,False
6881,潤德,TPEx,115Q1,code=200 rows=48,code=200 rows=58,accepted,224796,-25793,-4464,,82412,1838565,1245944,False,False,False,False,False,False,True,False
6881,潤德,TPEx,114Q4,code=200 rows=56,code=200 rows=58,accepted,-87071,-237375,-131886,,462461,1683437,1144808,False,False,False,False,False,False,True,False
6881,潤德,TPEx,114Q3,code=200 rows=53,code=200 rows=58,accepted,365574,-141697,-131560,,20649,1782838,1239223,False,False,False,False,False,False,True,False
6881,潤德,TPEx,114Q2,code=200 rows=52,code=200 rows=58,accepted,-13698,-43036,-712,,192522,1695448,1129888,False,False,False,False,False,False,True,False
6913,鴻呈,TPEx,115Q1,code=200 rows=57,code=200 rows=64,accepted,25801,-288601,-33250,400125,875351,2587970,1165355,False,False,False,False,False,False,True,False
6913,鴻呈,TPEx,114Q4,code=200 rows=73,code=200 rows=61,accepted,205639,-344027,-307014,291184,890080,1982418,1044936,False,False,False,False,False,False,True,False
6913,鴻呈,TPEx,114Q3,code=200 rows=73,code=200 rows=62,accepted,78457,140908,-208449,289365,941205,1856603,932906,False,False,False,False,False,False,True,False
6913,鴻呈,TPEx,114Q2,code=200 rows=69,code=200 rows=63,accepted,14118,-132579,-187342,255287,790570,1770254,916724,False,False,False,False,False,False,True,False
6971,惠民實業,TPEx,115Q1,code=200 rows=55,code=200 rows=61,accepted,-149124,-12114,-7133,,608210,2168216,1787591,False,False,False,False,False,False,True,False
6971,惠民實業,TPEx,114Q4,code=200 rows=64,code=200 rows=59,accepted,-198980,-225478,-100735,,531727,1873986,1811447,False,False,False,False,False,False,True,False
6971,惠民實業,TPEx,114Q3,code=200 rows=60,code=200 rows=60,accepted,-277136,-205396,-98020,,541156,1868284,1780457,False,False,False,False,False,False,True,False
6971,惠民實業,TPEx,114Q2,code=200 rows=56,code=200 rows=60,accepted,-278946,-72650,-13011,,547618,1741103,1716262,False,False,False,False,False,False,True,False
7584,樂意,TPEx,115Q1,code=200 rows=196,code=200 rows=57,accepted,-4068,-26176,0,0,65925,206400,313253,False,False,False,False,False,False,True,False
7584,樂意,TPEx,114Q4,code=200 rows=63,code=200 rows=58,accepted,4188,-78616,-1887,3136,68158,225846,295535,False,False,False,False,False,False,True,False
7584,樂意,TPEx,114Q3,code=200 rows=59,code=200 rows=58,accepted,-8226,-64761,-1854,11134,64973,232728,278703,False,False,False,False,False,False,True,False
7584,樂意,TPEx,114Q2,code=200 rows=52,code=200 rows=56,accepted,9283,-58528,-835,,57557,321652,351432,False,False,False,False,False,False,True,False
7715,裕山,TPEx,115Q1,code=200 rows=57,code=200 rows=57,accepted,46210,-25731,-17240,629,126211,1151497,370516,False,False,False,False,False,False,True,False
7715,裕山,TPEx,114Q4,code=200 rows=61,code=200 rows=57,accepted,128476,92914,-32267,701,267494,1275156,450304,False,False,False,False,False,False,True,False
7715,裕山,TPEx,114Q3,code=200 rows=59,code=200 rows=56,accepted,143308,87153,-21526,1597,81747,1263889,450649,False,False,False,False,False,False,True,False
7715,裕山,TPEx,114Q2,code=200 rows=57,code=200 rows=56,accepted,305279,106877,-15425,947,97666,1378309,597901,False,False,False,False,False,False,True,False
7744,崴寶,TPEx,115Q1,code=200 rows=45,code=200 rows=51,accepted,131191,-115235,-1539,257952,974537,2414992,981077,False,False,False,False,False,False,True,False
