ticker,name,market,report_period,source_universe_quality,historical_pit_universe_ready,runner_scope,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
1815,富喬,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
2073,雄順,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
2073,雄順,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
2073,雄順,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
2073,雄順,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
2719,燦星旅,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
2719,燦星旅,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
2719,燦星旅,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
2719,燦星旅,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
2745,五福,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
2745,五福,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
2745,五福,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
2745,五福,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
2937,集雅社,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
2937,集雅社,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
2937,集雅社,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
2937,集雅社,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3073,天方能源,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3073,天方能源,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3073,天方能源,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3073,天方能源,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3105,穩懋,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3105,穩懋,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3105,穩懋,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3105,穩懋,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3152,璟德,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3152,璟德,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3152,璟德,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3152,璟德,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3191,雲嘉南,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3191,雲嘉南,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3191,雲嘉南,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3191,雲嘉南,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3221,台嘉碩,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3221,台嘉碩,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3221,台嘉碩,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3221,台嘉碩,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3252,海灣,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3252,海灣,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3252,海灣,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3252,海灣,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3285,微端,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3285,微端,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3285,微端,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3285,微端,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3306,鼎天,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3306,鼎天,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3306,鼎天,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3306,鼎天,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3339,泰谷,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3339,泰谷,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3339,泰谷,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3339,泰谷,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3374,精材,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3374,精材,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3374,精材,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3374,精材,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3444,利機,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3444,利機,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3444,利機,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3444,利機,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3489,森寶,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3489,森寶,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3489,森寶,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3489,森寶,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3516,亞帝歐,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3516,亞帝歐,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3516,亞帝歐,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3516,亞帝歐,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3537,堡達,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3537,堡達,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3537,堡達,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3537,堡達,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3558,神準,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3558,神準,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3558,神準,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3558,神準,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3597,映興,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3597,映興,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3597,映興,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3597,映興,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3630,新鉅科,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3630,新鉅科,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3630,新鉅科,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3630,新鉅科,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3680,家登,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3680,家登,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3680,家登,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3680,家登,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3710,連展投控,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3710,連展投控,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3710,連展投控,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
3710,連展投控,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4116,明基醫,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4116,明基醫,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4116,明基醫,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4116,明基醫,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4131,浩泰,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4131,浩泰,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4131,浩泰,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4131,浩泰,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4162,智擎,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4162,智擎,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4162,智擎,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4162,智擎,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4183,福永生技,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4183,福永生技,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4183,福永生技,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4183,福永生技,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4401,東隆興,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4401,東隆興,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4401,東隆興,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4401,東隆興,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4432,銘旺實,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4432,銘旺實,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4432,銘旺實,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4432,銘旺實,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4527,方方土霖,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4527,方方土霖,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4527,方方土霖,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4527,方方土霖,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4542,科嶠,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4542,科嶠,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4542,科嶠,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4542,科嶠,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4568,科際精密,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4568,科際精密,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4568,科際精密,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4568,科際精密,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4714,永捷,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4714,永捷,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4714,永捷,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4714,永捷,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4744,皇將,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4744,皇將,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4744,皇將,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4744,皇將,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4804,大略-KY,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4804,大略-KY,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4804,大略-KY,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4804,大略-KY,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4924,欣厚-KY,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4924,欣厚-KY,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4924,欣厚-KY,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4924,欣厚-KY,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4971,IET-KY,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4971,IET-KY,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4971,IET-KY,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
4971,IET-KY,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
5013,強新,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
5013,強新,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
5013,強新,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
5013,強新,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
5210,寶碩,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
5210,寶碩,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
5210,寶碩,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
5210,寶碩,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
5236,凌陽創新,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
5236,凌陽創新,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
5236,凌陽創新,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
5236,凌陽創新,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
5289,宜鼎,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
5289,宜鼎,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
5289,宜鼎,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
5289,宜鼎,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
5315,光聯,TPEx,115Q1,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
5315,光聯,TPEx,114Q4,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
5315,光聯,TPEx,114Q3,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
5315,光聯,TPEx,114Q2,current_or_carried_sampling_proxy_not_historical_pit,False,phase2_tpex_100x4_bounded,False,False,False,False,False,False,True,False
