ticker,market,report_period,announcement_rows_seen,prefilter_pass_rows,detail_fetch_count,premeeting_notice_excluded,wrong_period_subject_excluded,accepted_candidate_count,chosen_match_status,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
6664,TPEx,114Q4,6,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
6664,TPEx,114Q3,5,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6664,TPEx,114Q2,5,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6697,TPEx,115Q1,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6697,TPEx,114Q4,8,4,4,1,0,2,accepted,False,False,False,False,False,False,True,False
6697,TPEx,114Q3,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6697,TPEx,114Q2,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6728,TPEx,115Q1,8,2,2,1,1,1,accepted,False,False,False,False,False,False,True,False
6728,TPEx,114Q4,9,3,3,2,0,1,accepted,False,False,False,False,False,False,True,False
6728,TPEx,114Q3,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6728,TPEx,114Q2,8,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6761,TPEx,115Q1,6,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6761,TPEx,114Q4,10,4,4,2,0,2,accepted,False,False,False,False,False,False,True,False
6761,TPEx,114Q3,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6761,TPEx,114Q2,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6811,TPEx,115Q1,8,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6811,TPEx,114Q4,7,4,4,2,0,1,accepted,False,False,False,False,False,False,True,False
6811,TPEx,114Q3,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6811,TPEx,114Q2,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6855,TPEx,115Q1,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6855,TPEx,114Q4,6,5,5,1,0,2,accepted,False,False,False,False,False,False,True,False
6855,TPEx,114Q3,5,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6855,TPEx,114Q2,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6881,TPEx,115Q1,5,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6881,TPEx,114Q4,6,3,3,2,0,1,accepted,False,False,False,False,False,False,True,False
6881,TPEx,114Q3,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6881,TPEx,114Q2,9,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6913,TPEx,115Q1,8,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6913,TPEx,114Q4,9,4,4,1,0,1,accepted,False,False,False,False,False,False,True,False
6913,TPEx,114Q3,6,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6913,TPEx,114Q2,5,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6971,TPEx,115Q1,12,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
6971,TPEx,114Q4,11,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
6971,TPEx,114Q3,11,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
6971,TPEx,114Q2,5,2,2,0,0,1,accepted,False,False,False,False,False,False,True,False
7584,TPEx,115Q1,11,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
7584,TPEx,114Q4,10,5,5,1,0,2,accepted,False,False,False,False,False,False,True,False
7584,TPEx,114Q3,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
7584,TPEx,114Q2,6,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
7715,TPEx,115Q1,9,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
7715,TPEx,114Q4,12,6,6,2,0,1,accepted,False,False,False,False,False,False,True,False
7715,TPEx,114Q3,6,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
7715,TPEx,114Q2,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
7744,TPEx,115Q1,7,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
7744,TPEx,114Q4,9,4,4,1,0,1,accepted,False,False,False,False,False,False,True,False
7744,TPEx,114Q3,10,1,1,0,0,1,accepted,False,False,False,False,False,False,True,False
7744,TPEx,114Q2,4,1,1,0,1,1,accepted,False,False,False,False,False,False,True,False
7782,TPEx,115Q1,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
7782,TPEx,114Q4,6,3,3,2,0,1,accepted,False,False,False,False,False,False,True,False
7782,TPEx,114Q3,17,1,1,0,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
7782,TPEx,114Q2,5,1,1,0,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
7839,TPEx,115Q1,7,1,1,0,0,1,accepted,False,False,False,False,False,False,True,False
7839,TPEx,114Q4,6,3,3,0,0,1,accepted,False,False,False,False,False,False,True,False
7839,TPEx,114Q3,0,0,0,0,0,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
7839,TPEx,114Q2,8,2,2,0,0,1,accepted,False,False,False,False,False,False,True,False
8043,TPEx,115Q1,7,2,2,1,0,2,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
8043,TPEx,114Q4,7,3,3,2,0,1,accepted,False,False,False,False,False,False,True,False
8043,TPEx,114Q3,5,0,0,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
8043,TPEx,114Q2,7,2,2,2,2,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
8066,TPEx,115Q1,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
8066,TPEx,114Q4,10,5,5,1,0,1,accepted,False,False,False,False,False,False,True,False
8066,TPEx,114Q3,4,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
8066,TPEx,114Q2,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
8083,TPEx,115Q1,5,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
8083,TPEx,114Q4,8,2,2,1,1,1,accepted,False,False,False,False,False,False,True,False
8083,TPEx,114Q3,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
8083,TPEx,114Q2,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
8093,TPEx,115Q1,10,1,1,1,2,1,accepted,False,False,False,False,False,False,True,False
8093,TPEx,114Q4,11,5,5,2,0,1,accepted,False,False,False,False,False,False,True,False
8093,TPEx,114Q3,7,0,0,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
8093,TPEx,114Q2,3,0,0,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
8147,TPEx,115Q1,8,6,6,1,0,1,accepted,False,False,False,False,False,False,True,False
8147,TPEx,114Q4,11,8,8,1,0,1,accepted,False,False,False,False,False,False,True,False
8147,TPEx,114Q3,6,2,2,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
8147,TPEx,114Q2,8,2,2,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
8255,TPEx,115Q1,7,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
8255,TPEx,114Q4,10,6,6,2,1,1,accepted,False,False,False,False,False,False,True,False
8255,TPEx,114Q3,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
8255,TPEx,114Q2,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
8349,TPEx,115Q1,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
8349,TPEx,114Q4,12,9,9,2,0,1,accepted,False,False,False,False,False,False,True,False
8349,TPEx,114Q3,5,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
8349,TPEx,114Q2,6,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
8415,TPEx,115Q1,8,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
8415,TPEx,114Q4,5,4,4,1,0,1,accepted,False,False,False,False,False,False,True,False
8415,TPEx,114Q3,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
8415,TPEx,114Q2,13,5,5,1,0,1,accepted,False,False,False,False,False,False,True,False
8435,TPEx,115Q1,2,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
8435,TPEx,114Q4,11,4,4,2,0,1,accepted,False,False,False,False,False,False,True,False
8435,TPEx,114Q3,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
8435,TPEx,114Q2,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
8477,TPEx,115Q1,5,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
8477,TPEx,114Q4,8,5,5,2,1,1,accepted,False,False,False,False,False,False,True,False
8477,TPEx,114Q3,4,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
8477,TPEx,114Q2,5,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
8924,TPEx,115Q1,7,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
8924,TPEx,114Q4,11,5,5,2,0,1,accepted,False,False,False,False,False,False,True,False
8924,TPEx,114Q3,4,0,0,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
8924,TPEx,114Q2,3,0,0,1,1,0,blocked_unmatched_or_ambiguous,False,False,False,False,False,False,True,False
8936,TPEx,115Q1,12,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
8936,TPEx,114Q4,12,6,6,1,0,1,accepted,False,False,False,False,False,False,True,False
8936,TPEx,114Q3,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
8936,TPEx,114Q2,3,1,1,1,0,1,accepted,False,False,False,False,False,False,True,False
9962,TPEx,115Q1,3,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
9962,TPEx,114Q4,7,5,5,2,0,1,accepted,False,False,False,False,False,False,True,False
9962,TPEx,114Q3,5,3,3,1,0,1,accepted,False,False,False,False,False,False,True,False
9962,TPEx,114Q2,3,2,2,1,0,1,accepted,False,False,False,False,False,False,True,False
