ticker,name,market,execution_role,signal_date,exact_execution_date,first_post_signal_ticker_trading_date_verified,open,high,low,close,volume,turnover_value,source_quality,source_route,source_url,raw_response_sha256,raw_cache_path,affected_matched_event_platform_rows,adjusted_or_substitute_used,accepted_for_core_execution_absorption,accepted_for_formal,future_data_violation_count
5258,虹堡,TWSE,exit,2024-03-07,2024-03-08,True,131.0,131.0,123.0,123.0,4576707,575492261,official_exact_unadjusted_execution_ohlcv,TWSE_STOCK_DAY_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20240301&stockNo=5258&response=json,3817f12a3adaef6a40d4b322ac3a9299f3a26e8320e6a3317e0cb75e8d19b909,raw_audit_samples\TWSE_5258_2024-03.json,4,False,True,False,0
