adjusted_candidate_keys,adjusted_official_no_trade_keys,adjusted_required_trading_session_keys,adjusted_ready_keys,adjusted_blocked_keys,core_tickers,benchmark_ticker,turnover_market_dates,turnover_rows,turnover_no_trade_dates,turnover_source_gap_dates,raw_display_20260721_core_rows,raw_as_adjusted_used,future_data_violation_count
25602,1255,24347,24346,1,250,0050,16,29332,1,0,250,False,0
