family,market,requested_date,actual_source_date,status,row_count,http_status,response_bytes,source_url,source_hash,retrieved_at_utc,error
official_raw_execution_ohlcv,TWSE,2026-07-10,,no_rows,0,200,71,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260710&type=ALLBUT0999&response=json,a5691b2512d7068ab2f69df75c3ef8fbc38dc565086422b1602656895c92c652,2026-07-22T02:24:57+00:00,
official_raw_execution_ohlcv,TPEx,2026-07-10,,no_rows,0,200,1630,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/10&response=json,dbe663baef40aedfd8a73857f8b71e8ef7b86cd46138d8637dfbe87345e87b5b,2026-07-22T02:24:57+00:00,
official_raw_execution_ohlcv,TWSE,2026-07-13,2026-07-13,accepted,1080,200,247676,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260713&type=ALLBUT0999&response=json,c23b71371c321a7c45f196081f3528593bbd2066a0a6b8c11830d95562a5b936,2026-07-22T02:24:58+00:00,
official_raw_execution_ohlcv,TPEx,2026-07-13,2026-07-13,accepted,876,200,1518978,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/13&response=json,aa53dfab773187f36b470076e4e5f030efcd8118bacb8934d4e54cacbee5b424,2026-07-22T02:24:59+00:00,
official_raw_execution_ohlcv,TWSE,2026-07-14,2026-07-14,accepted,1081,200,248439,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260714&type=ALLBUT0999&response=json,7b1bd12e551707847efcf170fcc7a9702cb7c5d4fe57c06ebe6871840233cdb8,2026-07-22T02:25:00+00:00,
official_raw_execution_ohlcv,TPEx,2026-07-14,2026-07-14,accepted,872,200,1502040,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/14&response=json,f3cc1dafe4bb26a907db7c6a1366bfeb1b53b0555aee2308c25cbf70be502ed3,2026-07-22T02:25:03+00:00,
official_raw_execution_ohlcv,TWSE,2026-07-15,2026-07-15,accepted,1082,200,245656,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260715&type=ALLBUT0999&response=json,4c697363988ed6aa5d01deb9a5a09c6b3d3cd6ce45023e433079407321a802f4,2026-07-22T02:25:05+00:00,
official_raw_execution_ohlcv,TPEx,2026-07-15,2026-07-15,accepted,872,200,1507377,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/15&response=json,5699b6edd6eee8a09e882d9595d5147bb58ea4f7e263e5da829e2af85a7614e7,2026-07-22T02:25:06+00:00,
official_raw_execution_ohlcv,TWSE,2026-07-16,2026-07-16,accepted,1082,200,245658,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260716&type=ALLBUT0999&response=json,5c9494c4e6cbabe85056109ddb57fe0e00c3d002cd6821a3358f5d48833460a4,2026-07-22T02:25:07+00:00,
official_raw_execution_ohlcv,TPEx,2026-07-16,2026-07-16,accepted,869,200,1511650,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/16&response=json,b16eba12376353f21d660422e1aa541f83b8d1c9511e053b4b585fdbc6c88134,2026-07-22T02:25:08+00:00,
official_raw_execution_ohlcv,TWSE,2026-07-17,2026-07-17,accepted,1081,200,250307,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260717&type=ALLBUT0999&response=json,2277d53258911572166989ef12480fea9d8ace4bfa16f8245c02d992491b7950,2026-07-22T02:25:09+00:00,
official_raw_execution_ohlcv,TPEx,2026-07-17,2026-07-17,accepted,876,200,1501452,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/17&response=json,b7a545541cbcfaf10773ef9bf17e3560200077fc2db9b3d0bf4cb9efc05a15fd,2026-07-22T02:25:10+00:00,
official_raw_execution_ohlcv,TWSE,2026-07-20,2026-07-20,accepted,1081,200,247240,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260720&type=ALLBUT0999&response=json,5f82aabb0bb237a2de700811971dd0e2c2d759427e9cd509357af6cea05775f8,2026-07-22T02:25:11+00:00,
official_raw_execution_ohlcv,TPEx,2026-07-20,2026-07-20,accepted,874,200,1497043,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/20&response=json,1ddf5717c82cbe64b39232dd0096b89d338de61319bb241eea631cea2cb7e3c8,2026-07-22T02:25:12+00:00,
official_raw_execution_ohlcv,TWSE,2026-07-21,2026-07-21,accepted,1078,200,245020,https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260721&type=ALLBUT0999&response=json,2d034ee4917a3df418aca968d51d94ebc7995f7875d7581cf66da3442d67a5d7,2026-07-22T02:25:14+00:00,
official_raw_execution_ohlcv,TPEx,2026-07-21,2026-07-21,accepted,873,200,1503358,https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/21&response=json,2f7be3f217030bb96d3ad467ddb590a983b23427e197a8b196b6cd531a299113,2026-07-22T02:25:14+00:00,
