date,family,classification,reason,source_attempts
2026-07-10,full_market_turnover_value,official_no_trade,official market route returned no rows,"[{""family"": ""official_raw_execution_ohlcv"", ""market"": ""TWSE"", ""requested_date"": ""2026-07-10"", ""actual_source_date"": """", ""status"": ""no_rows"", ""row_count"": 0, ""http_status"": 200, ""response_bytes"": 71, ""source_url"": ""https://www.twse.com.tw/exchangeReport/MI_INDEX?date=20260710&type=ALLBUT0999&response=json"", ""source_hash"": ""a5691b2512d7068ab2f69df75c3ef8fbc38dc565086422b1602656895c92c652"", ""retrieved_at_utc"": ""2026-07-22T02:24:57+00:00"", ""error"": """"}, {""family"": ""official_raw_execution_ohlcv"", ""market"": ""TPEx"", ""requested_date"": ""2026-07-10"", ""actual_source_date"": """", ""status"": ""no_rows"", ""row_count"": 0, ""http_status"": 200, ""response_bytes"": 1630, ""source_url"": ""https://www.tpex.org.tw/www/zh-tw/afterTrading/dailyQuotes?date=2026/07/10&response=json"", ""source_hash"": ""dbe663baef40aedfd8a73857f8b71e8ef7b86cd46138d8637dfbe87345e87b5b"", ""retrieved_at_utc"": ""2026-07-22T02:24:57+00:00"", ""error"": """"}]"
