target_period,endpoint,params_detected,query_url,status,http_code,content_type,date_field_detected,holdings_date,row_count,retrieved_path,error,notes
2014Q4,/api/bridge,id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&date=2014-12-31,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2014Q4_exact_api_0.html,,exact params from static Nuxt extraction
2014Q4,/api/bridge,id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&month=201412,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2014Q4_exact_api_1.html,,exact params from static Nuxt extraction
2014Q4,/api/trans,Code;Id;id,https://etfapi.yuantaetfs.com/api/trans?fundid=0050&date=2014-12-31,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2014Q4_exact_api_2.html,,exact params from static Nuxt extraction
2014Q4,/api/trans,Code;Id;id,https://etfapi.yuantaetfs.com/api/trans?fundid=0050&month=201412,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2014Q4_exact_api_3.html,,exact params from static Nuxt extraction
2014Q4,https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/offline.json,,https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/offline.json?fundid=0050&date=2014-12-31,http_ok,200,application/json,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2014Q4_exact_api_4.json,,exact params from static Nuxt extraction
2014Q4,https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/offline.json,,https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/offline.json?fundid=0050&month=201412,http_ok,200,application/json,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2014Q4_exact_api_5.json,,exact params from static Nuxt extraction
2014Q4,https://etfapi.yuantaetfs.com/ectranslation,,https://etfapi.yuantaetfs.com/ectranslation?fundid=0050&date=2014-12-31,http_ok,200,text/html; charset=utf-8,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2014Q4_exact_api_6.html,,exact params from static Nuxt extraction
2014Q4,https://etfapi.yuantaetfs.com/ectranslation,,https://etfapi.yuantaetfs.com/ectranslation?fundid=0050&month=201412,http_ok,200,text/html; charset=utf-8,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2014Q4_exact_api_7.html,,exact params from static Nuxt extraction
2014Q4,/api/bridge,ID;id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&date=2014-12-31,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2014Q4_exact_api_8.html,,exact params from static Nuxt extraction
2014Q4,/api/bridge,ID;id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&month=201412,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2014Q4_exact_api_9.html,,exact params from static Nuxt extraction
