target_period,endpoint,params_detected,query_url,status,http_code,content_type,date_field_detected,holdings_date,row_count,retrieved_path,error,notes
2014Q4,/api/bridge,Date;Id;date;id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&date=2014-12-31,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2014Q4_exact_api_10.html,,exact params from static Nuxt extraction
2014Q4,/api/bridge,Date;Id;date;id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&month=201412,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2014Q4_exact_api_11.html,,exact params from static Nuxt extraction
2016Q1,/api/bridge,id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&date=2016-03-31,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2016Q1_exact_api_12.html,,exact params from static Nuxt extraction
2016Q1,/api/bridge,id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&month=201603,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2016Q1_exact_api_13.html,,exact params from static Nuxt extraction
2016Q1,/api/trans,Code;Id;id,https://etfapi.yuantaetfs.com/api/trans?fundid=0050&date=2016-03-31,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2016Q1_exact_api_14.html,,exact params from static Nuxt extraction
2016Q1,/api/trans,Code;Id;id,https://etfapi.yuantaetfs.com/api/trans?fundid=0050&month=201603,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2016Q1_exact_api_15.html,,exact params from static Nuxt extraction
2016Q1,https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/offline.json,,https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/offline.json?fundid=0050&date=2016-03-31,http_ok,200,application/json,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2016Q1_exact_api_16.json,,exact params from static Nuxt extraction
2016Q1,https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/offline.json,,https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/offline.json?fundid=0050&month=201603,http_ok,200,application/json,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2016Q1_exact_api_17.json,,exact params from static Nuxt extraction
2016Q1,https://etfapi.yuantaetfs.com/ectranslation,,https://etfapi.yuantaetfs.com/ectranslation?fundid=0050&date=2016-03-31,http_ok,200,text/html; charset=utf-8,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2016Q1_exact_api_18.html,,exact params from static Nuxt extraction
2016Q1,https://etfapi.yuantaetfs.com/ectranslation,,https://etfapi.yuantaetfs.com/ectranslation?fundid=0050&month=201603,http_ok,200,text/html; charset=utf-8,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2016Q1_exact_api_19.html,,exact params from static Nuxt extraction
2016Q1,/api/bridge,ID;id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&date=2016-03-31,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2016Q1_exact_api_20.html,,exact params from static Nuxt extraction
2016Q1,/api/bridge,ID;id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&month=201603,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2016Q1_exact_api_21.html,,exact params from static Nuxt extraction
2016Q1,/api/bridge,Date;Id;date;id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&date=2016-03-31,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2016Q1_exact_api_22.html,,exact params from static Nuxt extraction
2016Q1,/api/bridge,Date;Id;date;id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&month=201603,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2016Q1_exact_api_23.html,,exact params from static Nuxt extraction
2021Q4,/api/bridge,id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&date=2021-12-31,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2021Q4_exact_api_24.html,,exact params from static Nuxt extraction
2021Q4,/api/bridge,id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&month=202112,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2021Q4_exact_api_25.html,,exact params from static Nuxt extraction
2021Q4,/api/trans,Code;Id;id,https://etfapi.yuantaetfs.com/api/trans?fundid=0050&date=2021-12-31,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2021Q4_exact_api_26.html,,exact params from static Nuxt extraction
2021Q4,/api/trans,Code;Id;id,https://etfapi.yuantaetfs.com/api/trans?fundid=0050&month=202112,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2021Q4_exact_api_27.html,,exact params from static Nuxt extraction
2021Q4,https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/offline.json,,https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/offline.json?fundid=0050&date=2021-12-31,http_ok,200,application/json,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2021Q4_exact_api_28.json,,exact params from static Nuxt extraction
2021Q4,https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/offline.json,,https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/offline.json?fundid=0050&month=202112,http_ok,200,application/json,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2021Q4_exact_api_29.json,,exact params from static Nuxt extraction
2021Q4,https://etfapi.yuantaetfs.com/ectranslation,,https://etfapi.yuantaetfs.com/ectranslation?fundid=0050&date=2021-12-31,http_ok,200,text/html; charset=utf-8,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2021Q4_exact_api_30.html,,exact params from static Nuxt extraction
2021Q4,https://etfapi.yuantaetfs.com/ectranslation,,https://etfapi.yuantaetfs.com/ectranslation?fundid=0050&month=202112,http_ok,200,text/html; charset=utf-8,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2021Q4_exact_api_31.html,,exact params from static Nuxt extraction
2021Q4,/api/bridge,ID;id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&date=2021-12-31,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2021Q4_exact_api_32.html,,exact params from static Nuxt extraction
2021Q4,/api/bridge,ID;id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&month=202112,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2021Q4_exact_api_33.html,,exact params from static Nuxt extraction
2021Q4,/api/bridge,Date;Id;date;id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&date=2021-12-31,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2021Q4_exact_api_34.html,,exact params from static Nuxt extraction
2021Q4,/api/bridge,Date;Id;date;id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&month=202112,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2021Q4_exact_api_35.html,,exact params from static Nuxt extraction
2023Q4,/api/bridge,id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&date=2023-12-31,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2023Q4_exact_api_36.html,,exact params from static Nuxt extraction
2023Q4,/api/bridge,id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&month=202312,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2023Q4_exact_api_37.html,,exact params from static Nuxt extraction
2023Q4,/api/trans,Code;Id;id,https://etfapi.yuantaetfs.com/api/trans?fundid=0050&date=2023-12-31,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2023Q4_exact_api_38.html,,exact params from static Nuxt extraction
2023Q4,/api/trans,Code;Id;id,https://etfapi.yuantaetfs.com/api/trans?fundid=0050&month=202312,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2023Q4_exact_api_39.html,,exact params from static Nuxt extraction
2023Q4,https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/offline.json,,https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/offline.json?fundid=0050&date=2023-12-31,http_ok,200,application/json,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2023Q4_exact_api_40.json,,exact params from static Nuxt extraction
2023Q4,https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/offline.json,,https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/offline.json?fundid=0050&month=202312,http_ok,200,application/json,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2023Q4_exact_api_41.json,,exact params from static Nuxt extraction
2023Q4,https://etfapi.yuantaetfs.com/ectranslation,,https://etfapi.yuantaetfs.com/ectranslation?fundid=0050&date=2023-12-31,http_ok,200,text/html; charset=utf-8,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2023Q4_exact_api_42.html,,exact params from static Nuxt extraction
2023Q4,https://etfapi.yuantaetfs.com/ectranslation,,https://etfapi.yuantaetfs.com/ectranslation?fundid=0050&month=202312,http_ok,200,text/html; charset=utf-8,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2023Q4_exact_api_43.html,,exact params from static Nuxt extraction
2023Q4,/api/bridge,ID;id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&date=2023-12-31,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2023Q4_exact_api_44.html,,exact params from static Nuxt extraction
2023Q4,/api/bridge,ID;id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&month=202312,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2023Q4_exact_api_45.html,,exact params from static Nuxt extraction
2023Q4,/api/bridge,Date;Id;date;id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&date=2023-12-31,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2023Q4_exact_api_46.html,,exact params from static Nuxt extraction
2023Q4,/api/bridge,Date;Id;date;id,https://etfapi.yuantaetfs.com/api/bridge?fundid=0050&month=202312,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_session_replay_phase6_201411_202312_20260629/raw_sources/2023Q4_exact_api_47.html,,exact params from static Nuxt extraction
