scope,materialized_rows,projected_statement_routes,projected_announcement_routes,projected_detail_routes_guard,projected_total_routes,projected_routes_per_row,budget_routes_per_row,baseline_seed_cache_rows_per_row,budget_status,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule,forward_returns_live_rule_usage
broader_seed_pruning_v2,40,80,80,160,320,8.0,10,42.075,pass,False,False,False,False,False,False,True,False
