input_field_level_rows,unique_ticker_date_pairs,unique_tickers,filled_unique_pairs,blocked_unique_pairs,filled_field_level_rows,blocked_field_level_rows,official_unadjusted_ohlc_ready_share,adjusted_close_ready,future_data_violation_count
4426,2308,39,2299,9,4411,15,0.9961005199,false,0
