period,source,source_date,holdings_date,ticker,name,weight,source_type,formal_exact,evidence_quality,parser_status,notes
2014Q4,https://www.yuantafunds.com/fund/holding/1066,2026-05,2026-05,7779,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/fund/holding/1066,2026-05,2026-05,7784,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/fund/holding/1066,2026-05,2026-05,7797,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/fund/holding/1066,2026-05,2026-05,7800,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/fund/holding/1066,2026-05,2026-05,7803,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,5130,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,7694,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,7707,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,7712,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,7718,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,7721,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,7725,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,7727,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,7729,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,7740,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,7749,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,7752,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,7755,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,7760,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,7764,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,7766,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,7779,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,7784,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,7797,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,7800,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/active/ETF/0050,2026-05,2026-05,7803,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,5130,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,7694,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,7707,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,7712,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,7718,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,7721,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,7725,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,7727,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,7729,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,7740,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,7749,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,7752,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,7755,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,7760,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,7764,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,7766,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,7779,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,7784,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,7797,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,7800,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/0050,2026-05,2026-05,7803,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,5130,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,7694,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,7707,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,7712,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,7718,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,7721,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,7725,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,7727,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,7729,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,7740,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,7749,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,7752,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,7755,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,7760,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,7764,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,7766,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,7779,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,7784,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,7797,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,7800,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/ETF/Download?fundid=1066&date=201412,2026-05,2026-05,7803,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,5130,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,7694,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,7707,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,7712,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,7718,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,7721,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,7725,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,7727,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,7729,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,7740,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,7749,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,7752,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,7755,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,7760,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,7764,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,7766,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,7779,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,7784,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,7797,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,7800,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://www.yuantafunds.com/api/fund/holding?fundid=1066&date=201412,2026-05,2026-05,7803,,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141231,2015-01-05,2015-01-05,2330,台積電,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141231,2015-01-05,2015-01-05,2317,鴻海,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141231,2015-01-05,2015-01-05,2454,聯發科,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141231,2015-01-05,2015-01-05,2308,台達電,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141231,2015-01-05,2015-01-05,1303,南亞,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141231,2015-01-05,2015-01-05,2882,國泰金,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141231,2015-01-05,2015-01-05,2881,富邦金,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141231,2015-01-05,2015-01-05,2412,中華電,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141231,2015-01-05,2015-01-05,1301,台塑,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141231,2015-01-05,2015-01-05,2002,中鋼,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
2014Q4,https://etfapi.yuantaetfs.com/ectranslation/api/bridge?APIType=ETFAPI&CompanyName=YUANTAFUNDS&PageName=%2FtradeInfo%2Fpcf%2F0050&DeviceId=null&FuncId=PCF%2FDaily&ticker=0050&ndate=20141231,2015-01-05,2015-01-05,2891,中信金,,yuanta_legacy_alternative,false,date_missing_or_mismatch,parsed_from_response,not accepted unless target date matches
