family,ticker,market,required_dates,ready_dates,blocked_dates,ready_share
price,9938,TWSE,27,27,0,1.0
price,9939,TWSE,5,5,0,1.0
price,9941,TWSE,15,15,0,1.0
price,9945,TWSE,118,117,1,0.9915254237
price,9958,TWSE,139,139,0,1.0
institutional,1101,TWSE,169,169,0,1.0
institutional,1102,TWSE,62,62,0,1.0
institutional,1210,TWSE,38,38,0,1.0
institutional,1215,TWSE,5,5,0,1.0
institutional,1216,TWSE,340,340,0,1.0
institutional,1301,TWSE,22,20,2,0.9090909091
institutional,1303,TWSE,78,78,0,1.0
institutional,1307,TWSE,4,4,0,1.0
institutional,1319,TWSE,185,185,0,1.0
institutional,1326,TWSE,28,28,0,1.0
institutional,1339,TWSE,5,5,0,1.0
institutional,1402,TWSE,93,93,0,1.0
institutional,1409,TWSE,1,1,0,1.0
institutional,1476,TWSE,135,135,0,1.0
institutional,1477,TWSE,169,169,0,1.0
institutional,1503,TWSE,120,120,0,1.0
institutional,1504,TWSE,145,145,0,1.0
institutional,1513,TWSE,320,320,0,1.0
institutional,1514,TWSE,201,201,0,1.0
institutional,1515,TWSE,5,5,0,1.0
institutional,1519,TWSE,276,275,1,0.9963768116
institutional,1522,TWSE,76,76,0,1.0
institutional,1524,TWSE,80,80,0,1.0
institutional,1529,TWSE,5,5,0,1.0
institutional,1532,TWSE,5,5,0,1.0
institutional,1536,TWSE,23,21,2,0.9130434783
institutional,1540,TWSE,7,6,1,0.8571428571
institutional,1560,TWSE,288,288,0,1.0
institutional,1582,TWSE,42,42,0,1.0
institutional,1584,TPEx,58,58,0,1.0
institutional,1590,TWSE,314,314,0,1.0
institutional,1597,TWSE,47,47,0,1.0
institutional,1603,TWSE,17,16,1,0.9411764706
institutional,1605,TWSE,126,126,0,1.0
institutional,1608,TWSE,48,48,0,1.0
institutional,1609,TWSE,177,177,0,1.0
institutional,1612,TWSE,18,18,0,1.0
institutional,1616,TWSE,15,15,0,1.0
institutional,1618,TWSE,41,41,0,1.0
institutional,1702,TWSE,5,5,0,1.0
institutional,1708,TWSE,10,10,0,1.0
institutional,1711,TWSE,17,16,1,0.9411764706
institutional,1717,TWSE,37,37,0,1.0
institutional,1722,TWSE,5,4,1,0.8
institutional,1727,TWSE,5,5,0,1.0
institutional,1732,TWSE,5,5,0,1.0
institutional,1736,TWSE,22,22,0,1.0
institutional,1760,TWSE,10,10,0,1.0
institutional,1773,TWSE,18,18,0,1.0
institutional,1785,TPEx,265,265,0,1.0
institutional,1795,TWSE,236,236,0,1.0
institutional,1802,TWSE,9,9,0,1.0
institutional,1808,TWSE,15,13,2,0.8666666667
institutional,1815,TPEx,180,180,0,1.0
institutional,1904,TWSE,4,4,0,1.0
institutional,2002,TWSE,34,34,0,1.0
institutional,2009,TWSE,9,8,1,0.8888888889
institutional,2014,TWSE,29,29,0,1.0
institutional,2027,TWSE,95,95,0,1.0
institutional,2031,TWSE,9,9,0,1.0
institutional,2049,TWSE,171,171,0,1.0
institutional,2059,TWSE,229,229,0,1.0
institutional,2062,TWSE,8,8,0,1.0
institutional,2070,TPEx,4,4,0,1.0
institutional,2101,TWSE,47,47,0,1.0
institutional,2105,TWSE,55,55,0,1.0
institutional,2201,TWSE,81,81,0,1.0
institutional,2204,TWSE,90,90,0,1.0
institutional,2206,TWSE,68,68,0,1.0
institutional,2207,TWSE,14,14,0,1.0
institutional,2211,TWSE,5,5,0,1.0
institutional,2228,TWSE,10,10,0,1.0
institutional,2230,TPEx,10,10,0,1.0
institutional,2233,TWSE,33,32,1,0.9696969697
institutional,2301,TWSE,258,258,0,1.0
institutional,2303,TWSE,316,316,0,1.0
institutional,2308,TWSE,431,431,0,1.0
institutional,2311,TWSE,5,0,5,0.0
institutional,2312,TWSE,101,100,1,0.9900990099
institutional,2313,TWSE,260,260,0,1.0
institutional,2317,TWSE,474,474,0,1.0
institutional,2323,TWSE,5,5,0,1.0
institutional,2324,TWSE,82,81,1,0.987804878
institutional,2325,TWSE,5,0,5,0.0
institutional,2327,TWSE,365,364,1,0.997260274
institutional,2328,TWSE,52,52,0,1.0
institutional,2329,TWSE,165,164,1,0.9939393939
institutional,2330,TWSE,554,554,0,1.0
institutional,2331,TWSE,10,10,0,1.0
institutional,2332,TWSE,15,15,0,1.0
institutional,2337,TWSE,15,15,0,1.0
institutional,2338,TWSE,3,2,1,0.6666666667
institutional,2340,TWSE,8,8,0,1.0
institutional,2344,TWSE,72,72,0,1.0
institutional,2345,TWSE,330,330,0,1.0
institutional,2347,TWSE,200,200,0,1.0
institutional,2348,TWSE,44,44,0,1.0
institutional,2351,TWSE,19,19,0,1.0
institutional,2352,TWSE,42,42,0,1.0
institutional,2353,TWSE,306,306,0,1.0
institutional,2354,TWSE,157,156,1,0.9936305732
institutional,2355,TWSE,85,85,0,1.0
institutional,2356,TWSE,269,269,0,1.0
institutional,2357,TWSE,411,411,0,1.0
institutional,2359,TWSE,70,69,1,0.9857142857
institutional,2360,TWSE,295,295,0,1.0
institutional,2362,TWSE,45,45,0,1.0
institutional,2363,TWSE,84,84,0,1.0
institutional,2364,TWSE,19,19,0,1.0
institutional,2365,TWSE,83,83,0,1.0
institutional,2367,TWSE,73,72,1,0.9863013699
institutional,2368,TWSE,250,250,0,1.0
institutional,2369,TWSE,1,1,0,1.0
institutional,2371,TWSE,160,160,0,1.0
institutional,2374,TWSE,133,133,0,1.0
institutional,2375,TWSE,48,48,0,1.0
institutional,2376,TWSE,265,265,0,1.0
institutional,2377,TWSE,267,267,0,1.0
institutional,2379,TWSE,373,373,0,1.0
institutional,2382,TWSE,356,356,0,1.0
institutional,2383,TWSE,289,289,0,1.0
institutional,2385,TWSE,121,121,0,1.0
institutional,2388,TWSE,56,56,0,1.0
institutional,2392,TWSE,72,72,0,1.0
institutional,2393,TWSE,24,24,0,1.0
institutional,2395,TWSE,160,160,0,1.0
institutional,2399,TWSE,10,10,0,1.0
institutional,2401,TWSE,24,24,0,1.0
institutional,2402,TWSE,153,153,0,1.0
institutional,2404,TWSE,173,173,0,1.0
institutional,2405,TWSE,24,24,0,1.0
institutional,2406,TWSE,10,10,0,1.0
institutional,2408,TWSE,19,19,0,1.0
institutional,2409,TWSE,24,24,0,1.0
institutional,2412,TWSE,400,400,0,1.0
institutional,2413,TWSE,5,5,0,1.0
institutional,2419,TWSE,9,9,0,1.0
institutional,2421,TWSE,120,120,0,1.0
institutional,2425,TWSE,15,15,0,1.0
institutional,2427,TWSE,13,13,0,1.0
institutional,2428,TWSE,35,35,0,1.0
institutional,2436,TWSE,81,81,0,1.0
institutional,2439,TWSE,152,152,0,1.0
institutional,2441,TWSE,43,43,0,1.0
institutional,2448,TWSE,5,0,5,0.0
institutional,2449,TWSE,205,205,0,1.0
institutional,2451,TWSE,110,110,0,1.0
institutional,2453,TWSE,18,18,0,1.0
institutional,2454,TWSE,417,417,0,1.0
institutional,2455,TWSE,179,179,0,1.0
institutional,2456,TWSE,5,0,5,0.0
institutional,2457,TWSE,19,19,0,1.0
institutional,2458,TWSE,164,164,0,1.0
institutional,2462,TWSE,5,5,0,1.0
institutional,2464,TWSE,28,28,0,1.0
institutional,2467,TWSE,143,143,0,1.0
institutional,2468,TWSE,37,37,0,1.0
institutional,2471,TWSE,14,14,0,1.0
institutional,2472,TWSE,67,67,0,1.0
institutional,2474,TWSE,182,181,1,0.9945054945
institutional,2476,TWSE,109,109,0,1.0
institutional,2478,TWSE,24,23,1,0.9583333333
institutional,2481,TWSE,116,116,0,1.0
institutional,2484,TWSE,5,5,0,1.0
institutional,2486,TWSE,104,104,0,1.0
institutional,2489,TWSE,61,61,0,1.0
institutional,2492,TWSE,200,200,0,1.0
institutional,2495,TWSE,14,14,0,1.0
institutional,2497,TWSE,18,18,0,1.0
institutional,2501,TWSE,15,15,0,1.0
institutional,2504,TWSE,42,42,0,1.0
institutional,2515,TWSE,81,81,0,1.0
institutional,2520,TWSE,43,43,0,1.0
institutional,2524,TWSE,10,10,0,1.0
institutional,2537,TWSE,10,10,0,1.0
institutional,2540,TWSE,30,30,0,1.0
institutional,2542,TWSE,77,77,0,1.0
institutional,2543,TWSE,48,48,0,1.0
institutional,2603,TWSE,167,167,0,1.0
institutional,2605,TWSE,92,91,1,0.9891304348
institutional,2606,TWSE,114,114,0,1.0
institutional,2607,TWSE,5,5,0,1.0
institutional,2609,TWSE,141,141,0,1.0
institutional,2610,TWSE,261,261,0,1.0
institutional,2611,TWSE,10,10,0,1.0
institutional,2613,TWSE,8,8,0,1.0
institutional,2615,TWSE,154,154,0,1.0
institutional,2618,TWSE,330,330,0,1.0
institutional,2630,TWSE,5,5,0,1.0
institutional,2634,TWSE,116,116,0,1.0
institutional,2636,TWSE,9,9,0,1.0
institutional,2637,TWSE,84,84,0,1.0
institutional,2641,TPEx,34,34,0,1.0
institutional,2645,TWSE,99,99,0,1.0
institutional,2646,TWSE,15,15,0,1.0
institutional,2727,TWSE,37,37,0,1.0
institutional,2731,TWSE,74,74,0,1.0
institutional,2743,TPEx,24,24,0,1.0
institutional,2745,TPEx,5,5,0,1.0
institutional,2748,TWSE,10,10,0,1.0
institutional,2753,TWSE,10,10,0,1.0
institutional,2801,TWSE,223,223,0,1.0
institutional,2809,TWSE,49,48,1,0.9795918367
institutional,2812,TWSE,5,5,0,1.0
institutional,2816,TWSE,5,5,0,1.0
institutional,2823,TWSE,5,0,5,0.0
institutional,2834,TWSE,104,104,0,1.0
institutional,2855,TWSE,1,1,0,1.0
institutional,2867,TWSE,5,5,0,1.0
institutional,2880,TWSE,244,244,0,1.0
institutional,2881,TWSE,421,420,1,0.9976247031
institutional,2882,TWSE,347,347,0,1.0
institutional,2883,TWSE,323,323,0,1.0
institutional,2884,TWSE,417,417,0,1.0
institutional,2885,TWSE,440,440,0,1.0
institutional,2886,TWSE,360,360,0,1.0
institutional,2887,TWSE,366,365,1,0.9972677596
institutional,2888,TWSE,198,189,9,0.9545454545
institutional,2890,TWSE,410,410,0,1.0
institutional,2891,TWSE,546,546,0,1.0
institutional,2892,TWSE,276,276,0,1.0
institutional,2912,TWSE,227,227,0,1.0
institutional,2913,TWSE,9,9,0,1.0
institutional,2915,TWSE,43,43,0,1.0
institutional,3004,TWSE,20,20,0,1.0
institutional,3005,TWSE,182,182,0,1.0
institutional,3006,TWSE,26,26,0,1.0
institutional,3008,TWSE,361,361,0,1.0
institutional,3010,TWSE,23,23,0,1.0
institutional,3013,TWSE,185,184,1,0.9945945946
institutional,3014,TWSE,84,84,0,1.0
institutional,3017,TWSE,266,266,0,1.0
institutional,3019,TWSE,173,173,0,1.0
institutional,3022,TWSE,5,5,0,1.0
institutional,3023,TWSE,85,85,0,1.0
institutional,3025,TWSE,72,72,0,1.0
institutional,3026,TWSE,43,43,0,1.0
institutional,3027,TWSE,9,8,1,0.8888888889
institutional,3029,TWSE,100,100,0,1.0
institutional,3030,TWSE,81,81,0,1.0
institutional,3032,TWSE,105,104,1,0.9904761905
institutional,3033,TWSE,42,42,0,1.0
institutional,3034,TWSE,232,232,0,1.0
institutional,3035,TWSE,123,123,0,1.0
institutional,3036,TWSE,276,275,1,0.9963768116
institutional,3037,TWSE,255,255,0,1.0
institutional,3042,TWSE,102,102,0,1.0
institutional,3043,TWSE,5,5,0,1.0
institutional,3044,TWSE,354,354,0,1.0
institutional,3045,TWSE,346,346,0,1.0
institutional,3046,TWSE,10,10,0,1.0
institutional,3047,TWSE,20,20,0,1.0
institutional,3048,TWSE,19,19,0,1.0
institutional,3056,TWSE,14,14,0,1.0
institutional,3059,TWSE,27,27,0,1.0
institutional,3078,TPEx,135,135,0,1.0
institutional,3081,TPEx,75,75,0,1.0
institutional,3088,TPEx,27,27,0,1.0
institutional,3090,TWSE,68,68,0,1.0
institutional,3094,TWSE,5,4,1,0.8
institutional,3105,TPEx,84,84,0,1.0
institutional,3128,TPEx,5,5,0,1.0
institutional,3131,TPEx,224,224,0,1.0
institutional,3135,TWSE,9,9,0,1.0
institutional,3138,TWSE,29,29,0,1.0
institutional,3141,TPEx,4,4,0,1.0
institutional,3147,TPEx,75,75,0,1.0
institutional,3152,TPEx,5,5,0,1.0
institutional,3162,TPEx,25,25,0,1.0
institutional,3163,TPEx,167,167,0,1.0
institutional,3167,TWSE,91,91,0,1.0
institutional,3169,TPEx,5,5,0,1.0
institutional,3189,TWSE,195,195,0,1.0
institutional,3207,TPEx,13,13,0,1.0
institutional,3211,TPEx,51,51,0,1.0
institutional,3213,TPEx,26,26,0,1.0
institutional,3217,TPEx,98,98,0,1.0
institutional,3218,TPEx,5,5,0,1.0
institutional,3227,TPEx,158,158,0,1.0
institutional,3228,TPEx,5,5,0,1.0
institutional,3231,TWSE,347,347,0,1.0
institutional,3236,TPEx,15,15,0,1.0
institutional,3257,TWSE,15,15,0,1.0
institutional,3260,TPEx,239,239,0,1.0
institutional,3264,TPEx,193,193,0,1.0
institutional,3265,TPEx,40,40,0,1.0
institutional,3287,TPEx,8,8,0,1.0
institutional,3289,TPEx,110,110,0,1.0
institutional,3293,TPEx,350,350,0,1.0
institutional,3303,TPEx,4,4,0,1.0
institutional,3305,TWSE,71,71,0,1.0
institutional,3306,TPEx,5,5,0,1.0
institutional,3312,TWSE,44,44,0,1.0
institutional,3317,TPEx,3,3,0,1.0
institutional,3324,TPEx,286,286,0,1.0
institutional,3325,TPEx,37,37,0,1.0
institutional,3338,TWSE,33,33,0,1.0
institutional,3346,TWSE,24,24,0,1.0
institutional,3356,TWSE,14,14,0,1.0
institutional,3357,TPEx,35,35,0,1.0
institutional,3362,TPEx,145,145,0,1.0
institutional,3363,TPEx,111,111,0,1.0
institutional,3374,TPEx,173,173,0,1.0
institutional,3376,TWSE,128,128,0,1.0
institutional,3379,TPEx,24,24,0,1.0
institutional,3380,TWSE,5,5,0,1.0
institutional,3402,TPEx,8,8,0,1.0
institutional,3406,TWSE,280,280,0,1.0
institutional,3413,TWSE,107,107,0,1.0
institutional,3416,TWSE,5,5,0,1.0
institutional,3434,TPEx,9,9,0,1.0
institutional,3443,TWSE,219,219,0,1.0
institutional,3444,TPEx,10,10,0,1.0
institutional,3447,TWSE,5,5,0,1.0
institutional,3450,TWSE,114,114,0,1.0
institutional,3479,TPEx,4,4,0,1.0
institutional,3481,TWSE,91,91,0,1.0
institutional,3483,TPEx,107,107,0,1.0
institutional,3491,TPEx,175,175,0,1.0
institutional,3498,TPEx,5,5,0,1.0
institutional,3515,TWSE,114,114,0,1.0
institutional,3526,TPEx,12,12,0,1.0
institutional,3528,TWSE,23,23,0,1.0
institutional,3529,TPEx,251,251,0,1.0
institutional,3532,TWSE,26,26,0,1.0
institutional,3533,TWSE,242,242,0,1.0
institutional,3545,TWSE,77,77,0,1.0
institutional,3548,TPEx,57,57,0,1.0
institutional,3551,TPEx,48,48,0,1.0
institutional,3558,TPEx,44,44,0,1.0
institutional,3563,TWSE,145,145,0,1.0
institutional,3564,TPEx,5,5,0,1.0
institutional,3583,TWSE,242,242,0,1.0
institutional,3587,TPEx,137,137,0,1.0
institutional,3591,TWSE,10,10,0,1.0
institutional,3592,TWSE,102,102,0,1.0
institutional,3596,TWSE,103,103,0,1.0
institutional,3605,TWSE,61,61,0,1.0
institutional,3617,TWSE,71,71,0,1.0
institutional,3622,TWSE,30,30,0,1.0
institutional,3624,TPEx,14,14,0,1.0
institutional,3630,TPEx,5,5,0,1.0
institutional,3645,TWSE,85,85,0,1.0
institutional,3653,TWSE,230,230,0,1.0
institutional,3661,TWSE,147,147,0,1.0
institutional,3663,TPEx,37,37,0,1.0
institutional,3665,TWSE,188,188,0,1.0
institutional,3673,TWSE,33,33,0,1.0
institutional,3675,TPEx,24,24,0,1.0
institutional,3680,TPEx,164,164,0,1.0
institutional,3687,TPEx,15,15,0,1.0
institutional,3689,TPEx,131,131,0,1.0
institutional,3693,TPEx,49,49,0,1.0
institutional,3694,TWSE,50,50,0,1.0
institutional,3698,TWSE,5,0,5,0.0
institutional,3701,TWSE,30,30,0,1.0
institutional,3702,TWSE,223,223,0,1.0
institutional,3703,TWSE,5,5,0,1.0
institutional,3704,TWSE,23,23,0,1.0
institutional,3705,TWSE,10,10,0,1.0
institutional,3706,TWSE,175,175,0,1.0
institutional,3707,TPEx,5,5,0,1.0
institutional,3708,TWSE,38,38,0,1.0
institutional,3709,TPEx,15,15,0,1.0
institutional,3711,TWSE,428,428,0,1.0
institutional,3712,TWSE,40,40,0,1.0
institutional,3715,TWSE,164,164,0,1.0
institutional,4105,TPEx,13,13,0,1.0
institutional,4114,TPEx,13,13,0,1.0
institutional,4123,TPEx,51,51,0,1.0
institutional,4129,TPEx,10,10,0,1.0
institutional,4147,TPEx,5,5,0,1.0
institutional,4162,TPEx,45,45,0,1.0
institutional,4167,TPEx,8,8,0,1.0
institutional,4303,TPEx,34,34,0,1.0
institutional,4532,TWSE,9,8,1,0.8888888889
institutional,4533,TPEx,42,42,0,1.0
institutional,4541,TPEx,35,35,0,1.0
institutional,4542,TPEx,7,7,0,1.0
institutional,4543,TPEx,5,5,0,1.0
institutional,4549,TPEx,25,25,0,1.0
institutional,4562,TWSE,10,9,1,0.9
institutional,4563,TPEx,18,18,0,1.0
institutional,4566,TWSE,50,50,0,1.0
institutional,4571,TWSE,29,29,0,1.0
institutional,4576,TWSE,59,59,0,1.0
institutional,4583,TWSE,90,89,1,0.9888888889
institutional,4585,TWSE,5,4,1,0.8
institutional,4714,TPEx,3,3,0,1.0
institutional,4721,TPEx,15,15,0,1.0
institutional,4746,TWSE,66,66,0,1.0
institutional,4749,TPEx,157,157,0,1.0
institutional,4755,TWSE,8,8,0,1.0
institutional,4763,TWSE,254,254,0,1.0
institutional,4764,TWSE,14,14,0,1.0
institutional,4766,TWSE,29,29,0,1.0
institutional,4768,TPEx,41,41,0,1.0
institutional,4770,TWSE,24,24,0,1.0
institutional,4772,TPEx,103,103,0,1.0
institutional,4903,TPEx,3,3,0,1.0
institutional,4904,TWSE,375,375,0,1.0
institutional,4906,TWSE,64,64,0,1.0
institutional,4908,TPEx,39,39,0,1.0
institutional,4909,TPEx,40,40,0,1.0
institutional,4912,TWSE,5,5,0,1.0
institutional,4915,TWSE,24,23,1,0.9583333333
institutional,4916,TWSE,35,35,0,1.0
institutional,4919,TWSE,19,19,0,1.0
institutional,4931,TPEx,87,87,0,1.0
institutional,4934,TWSE,5,5,0,1.0
institutional,4938,TWSE,190,190,0,1.0
institutional,4949,TWSE,14,13,1,0.9285714286
institutional,4953,TPEx,50,50,0,1.0
institutional,4958,TWSE,289,289,0,1.0
institutional,4961,TWSE,64,63,1,0.984375
institutional,4966,TPEx,146,146,0,1.0
institutional,4967,TWSE,146,146,0,1.0
institutional,4968,TWSE,52,52,0,1.0
institutional,4971,TPEx,49,49,0,1.0
institutional,4973,TPEx,10,10,0,1.0
institutional,4974,TPEx,16,16,0,1.0
institutional,4977,TWSE,66,66,0,1.0
institutional,4979,TPEx,226,226,0,1.0
institutional,4991,TPEx,63,63,0,1.0
institutional,5009,TPEx,63,62,1,0.9841269841
institutional,5215,TWSE,5,5,0,1.0
institutional,5222,TWSE,10,10,0,1.0
institutional,5225,TWSE,5,5,0,1.0
institutional,5234,TWSE,63,63,0,1.0
institutional,5236,TPEx,5,5,0,1.0
institutional,5244,TWSE,5,5,0,1.0
institutional,5251,TPEx,20,20,0,1.0
institutional,5258,TWSE,56,56,0,1.0
institutional,5263,TPEx,5,5,0,1.0
institutional,5264,TWSE,5,0,5,0.0
institutional,5269,TWSE,177,177,0,1.0
institutional,5274,TPEx,188,188,0,1.0
institutional,5284,TWSE,82,82,0,1.0
institutional,5289,TPEx,121,121,0,1.0
institutional,5291,TPEx,3,3,0,1.0
institutional,5309,TPEx,66,66,0,1.0
institutional,5314,TPEx,54,53,1,0.9814814815
institutional,5315,TPEx,3,3,0,1.0
institutional,5321,TPEx,5,5,0,1.0
institutional,5328,TPEx,3,3,0,1.0
institutional,5340,TPEx,37,37,0,1.0
institutional,5347,TPEx,268,267,1,0.9962686567
institutional,5351,TPEx,17,17,0,1.0
institutional,5371,TPEx,42,42,0,1.0
institutional,5381,TPEx,12,12,0,1.0
institutional,5386,TPEx,22,22,0,1.0
institutional,5388,TWSE,79,79,0,1.0
institutional,5425,TPEx,43,43,0,1.0
institutional,5426,TPEx,5,5,0,1.0
institutional,5434,TWSE,88,87,1,0.9886363636
institutional,5439,TPEx,172,172,0,1.0
institutional,5443,TPEx,129,129,0,1.0
institutional,5452,TPEx,4,4,0,1.0
institutional,5465,TPEx,3,3,0,1.0
institutional,5469,TWSE,75,75,0,1.0
institutional,5474,TPEx,9,9,0,1.0
institutional,5478,TPEx,8,8,0,1.0
institutional,5483,TPEx,181,181,0,1.0
institutional,5508,TPEx,53,53,0,1.0
institutional,5521,TWSE,14,13,1,0.9285714286
institutional,5522,TWSE,14,14,0,1.0
institutional,5530,TPEx,8,8,0,1.0
institutional,5534,TWSE,30,30,0,1.0
institutional,5536,TPEx,115,115,0,1.0
institutional,5706,TWSE,24,24,0,1.0
institutional,5871,TWSE,146,146,0,1.0
institutional,5876,TWSE,177,177,0,1.0
institutional,5880,TWSE,140,140,0,1.0
institutional,5904,TPEx,38,38,0,1.0
institutional,6005,TWSE,21,21,0,1.0
institutional,6015,TPEx,3,3,0,1.0
institutional,6016,TPEx,3,3,0,1.0
institutional,6026,TPEx,3,3,0,1.0
institutional,6104,TPEx,112,112,0,1.0
institutional,6111,TPEx,5,5,0,1.0
institutional,6112,TWSE,10,10,0,1.0
institutional,6117,TWSE,49,49,0,1.0
institutional,6121,TPEx,96,96,0,1.0
institutional,6122,TPEx,5,5,0,1.0
institutional,6125,TPEx,15,15,0,1.0
institutional,6126,TPEx,17,17,0,1.0
institutional,6138,TPEx,115,115,0,1.0
institutional,6139,TWSE,196,196,0,1.0
institutional,6140,TPEx,28,27,1,0.9642857143
institutional,6143,TPEx,75,75,0,1.0
institutional,6146,TPEx,3,3,0,1.0
institutional,6147,TPEx,55,55,0,1.0
institutional,6148,TPEx,24,23,1,0.9583333333
institutional,6150,TPEx,5,5,0,1.0
institutional,6165,TWSE,5,5,0,1.0
institutional,6173,TPEx,45,45,0,1.0
institutional,6175,TPEx,21,21,0,1.0
institutional,6176,TWSE,183,183,0,1.0
institutional,6177,TWSE,20,20,0,1.0
institutional,6182,TPEx,81,81,0,1.0
institutional,6187,TPEx,134,134,0,1.0
institutional,6188,TPEx,58,58,0,1.0
institutional,6189,TWSE,33,33,0,1.0
institutional,6190,TPEx,67,67,0,1.0
institutional,6191,TWSE,111,111,0,1.0
institutional,6196,TWSE,64,64,0,1.0
institutional,6197,TWSE,120,120,0,1.0
institutional,6203,TPEx,5,5,0,1.0
institutional,6206,TWSE,40,40,0,1.0
institutional,6207,TPEx,34,34,0,1.0
institutional,6209,TWSE,26,26,0,1.0
institutional,6213,TWSE,213,213,0,1.0
institutional,6214,TWSE,29,29,0,1.0
institutional,6215,TWSE,86,86,0,1.0
institutional,6223,TPEx,343,343,0,1.0
institutional,6227,TPEx,14,14,0,1.0
institutional,6231,TPEx,79,79,0,1.0
institutional,6235,TWSE,43,43,0,1.0
institutional,6239,TWSE,238,238,0,1.0
institutional,6243,TWSE,31,31,0,1.0
institutional,6244,TPEx,10,10,0,1.0
institutional,6245,TPEx,5,5,0,1.0
institutional,6257,TWSE,252,252,0,1.0
institutional,6261,TPEx,10,10,0,1.0
institutional,6265,TPEx,3,3,0,1.0
institutional,6269,TWSE,4,4,0,1.0
institutional,6271,TWSE,32,32,0,1.0
institutional,6274,TPEx,303,303,0,1.0
institutional,6275,TPEx,5,5,0,1.0
institutional,6278,TWSE,76,76,0,1.0
institutional,6279,TPEx,32,32,0,1.0
institutional,6282,TWSE,117,117,0,1.0
institutional,6284,TPEx,85,85,0,1.0
institutional,6285,TWSE,232,232,0,1.0
institutional,6288,TWSE,18,18,0,1.0
institutional,6290,TPEx,214,214,0,1.0
institutional,6291,TPEx,14,14,0,1.0
institutional,6409,TWSE,59,59,0,1.0
institutional,6411,TPEx,8,8,0,1.0
institutional,6412,TWSE,5,5,0,1.0
institutional,6414,TWSE,173,173,0,1.0
institutional,6415,TWSE,185,185,0,1.0
institutional,6425,TPEx,4,4,0,1.0
institutional,6435,TPEx,3,3,0,1.0
institutional,6438,TWSE,54,53,1,0.9814814815
institutional,6442,TWSE,128,128,0,1.0
institutional,6446,TWSE,211,211,0,1.0
institutional,6449,TWSE,37,37,0,1.0
institutional,6451,TWSE,35,35,0,1.0
institutional,6470,TPEx,10,10,0,1.0
institutional,6472,TWSE,202,200,2,0.9900990099
institutional,6485,TPEx,19,19,0,1.0
institutional,6488,TPEx,124,124,0,1.0
institutional,6491,TWSE,84,84,0,1.0
institutional,6505,TWSE,16,16,0,1.0
institutional,6510,TPEx,134,134,0,1.0
institutional,6515,TWSE,168,168,0,1.0
institutional,6517,TPEx,13,13,0,1.0
institutional,6526,TWSE,174,174,0,1.0
institutional,6530,TPEx,44,44,0,1.0
institutional,6531,TWSE,313,313,0,1.0
institutional,6533,TWSE,23,23,0,1.0
institutional,6538,TPEx,29,29,0,1.0
institutional,6546,TPEx,50,50,0,1.0
institutional,6548,TPEx,28,28,0,1.0
institutional,6558,TWSE,7,7,0,1.0
institutional,6561,TPEx,4,4,0,1.0
institutional,6579,TWSE,5,5,0,1.0
institutional,6584,TPEx,51,51,0,1.0
institutional,6585,TWSE,11,11,0,1.0
institutional,6591,TWSE,5,5,0,1.0
institutional,6593,TPEx,25,25,0,1.0
institutional,6596,TPEx,3,3,0,1.0
institutional,6605,TWSE,28,26,2,0.9285714286
institutional,6609,TPEx,27,27,0,1.0
institutional,6640,TPEx,90,90,0,1.0
institutional,6643,TPEx,78,78,0,1.0
institutional,6658,TWSE,10,10,0,1.0
institutional,6664,TPEx,61,61,0,1.0
institutional,6667,TPEx,61,61,0,1.0
institutional,6669,TWSE,263,263,0,1.0
institutional,6670,TWSE,33,33,0,1.0
institutional,6672,TWSE,40,40,0,1.0
institutional,6679,TPEx,47,47,0,1.0
institutional,6683,TPEx,72,72,0,1.0
institutional,6689,TWSE,10,9,1,0.9
institutional,6691,TWSE,123,123,0,1.0
institutional,6703,TPEx,3,3,0,1.0
institutional,6712,TPEx,15,15,0,1.0
institutional,6715,TWSE,4,4,0,1.0
institutional,6719,TWSE,20,20,0,1.0
institutional,6725,TPEx,3,3,0,1.0
institutional,6727,TPEx,5,5,0,1.0
institutional,6732,TPEx,49,49,0,1.0
institutional,6739,TPEx,48,48,0,1.0
institutional,6742,TWSE,8,8,0,1.0
institutional,6752,TPEx,9,9,0,1.0
institutional,6753,TWSE,46,46,0,1.0
institutional,6756,TWSE,24,24,0,1.0
institutional,6757,TWSE,58,58,0,1.0
institutional,6763,TPEx,15,15,0,1.0
institutional,6768,TWSE,19,19,0,1.0
institutional,6770,TWSE,15,15,0,1.0
institutional,6781,TWSE,117,117,0,1.0
institutional,6788,TPEx,81,81,0,1.0
institutional,6789,TWSE,149,149,0,1.0
institutional,6796,TWSE,5,5,0,1.0
institutional,6799,TWSE,99,99,0,1.0
institutional,6805,TWSE,193,193,0,1.0
institutional,6806,TWSE,108,106,2,0.9814814815
institutional,6811,TPEx,21,21,0,1.0
institutional,6829,TPEx,35,35,0,1.0
institutional,6830,TWSE,29,29,0,1.0
institutional,6831,TWSE,5,5,0,1.0
institutional,6841,TPEx,13,13,0,1.0
institutional,6863,TWSE,15,14,1,0.9333333333
institutional,6873,TWSE,35,34,1,0.9714285714
institutional,6877,TPEx,8,8,0,1.0
institutional,6890,TWSE,31,30,1,0.9677419355
institutional,6894,TPEx,3,3,0,1.0
institutional,6903,TPEx,21,21,0,1.0
institutional,6937,TWSE,50,49,1,0.98
institutional,6944,TWSE,128,128,0,1.0
institutional,6962,TWSE,32,32,0,1.0
