family,date,market,route_status,required_tickers,ready_tickers,blocked_tickers,retrieval_attempted
margin_short,2024-06-25,TWSE,accepted,63,62,1,True
margin_short,2024-06-26,TPEx,reused_existing_compact,17,17,0,False
margin_short,2024-06-26,TWSE,accepted,63,62,1,True
margin_short,2024-06-27,TPEx,reused_existing_compact,17,17,0,False
margin_short,2024-06-27,TWSE,accepted,63,62,1,True
margin_short,2024-06-28,TPEx,accepted,20,19,1,True
margin_short,2024-06-28,TWSE,reused_existing_compact,60,60,0,False
margin_short,2024-07-01,TPEx,accepted,20,19,1,True
margin_short,2024-07-01,TWSE,accepted,60,60,0,True
margin_short,2024-07-02,TPEx,accepted,20,19,1,True
margin_short,2024-07-02,TWSE,accepted,60,60,0,True
margin_short,2024-07-03,TPEx,accepted,20,19,1,True
margin_short,2024-07-03,TWSE,accepted,60,60,0,True
margin_short,2024-07-04,TPEx,accepted,20,19,1,True
margin_short,2024-07-04,TWSE,accepted,60,60,0,True
margin_short,2024-07-05,TPEx,accepted,20,19,1,True
margin_short,2024-07-05,TWSE,accepted,60,59,1,True
margin_short,2024-07-08,TPEx,accepted,20,19,1,True
margin_short,2024-07-08,TWSE,accepted,60,60,0,True
margin_short,2024-07-09,TPEx,accepted,20,19,1,True
margin_short,2024-07-09,TWSE,accepted,60,60,0,True
margin_short,2024-07-10,TPEx,accepted,20,19,1,True
margin_short,2024-07-10,TWSE,accepted,60,60,0,True
margin_short,2024-07-11,TPEx,accepted,20,19,1,True
margin_short,2024-07-11,TWSE,accepted,60,60,0,True
margin_short,2024-07-12,TPEx,reused_existing_compact,17,17,0,False
margin_short,2024-07-12,TWSE,reused_existing_compact,63,63,0,False
margin_short,2024-07-15,TPEx,accepted,17,17,0,True
margin_short,2024-07-15,TWSE,accepted,63,63,0,True
margin_short,2024-07-16,TPEx,accepted,17,17,0,True
margin_short,2024-07-16,TWSE,accepted,63,63,0,True
margin_short,2024-07-17,TPEx,accepted,17,17,0,True
margin_short,2024-07-17,TWSE,accepted,63,63,0,True
margin_short,2024-07-18,TPEx,accepted,17,17,0,True
margin_short,2024-07-18,TWSE,accepted,63,63,0,True
margin_short,2024-07-19,TPEx,reused_existing_compact,14,14,0,False
margin_short,2024-07-19,TWSE,reused_existing_compact,66,66,0,False
margin_short,2024-07-22,TPEx,reused_existing_compact,14,14,0,False
margin_short,2024-07-22,TWSE,accepted,66,66,0,True
margin_short,2024-07-23,TPEx,reused_existing_compact,14,14,0,False
margin_short,2024-07-23,TWSE,accepted,66,66,0,True
margin_short,2024-07-26,TPEx,reused_existing_compact,13,13,0,False
margin_short,2024-07-26,TWSE,reused_existing_compact,67,67,0,False
margin_short,2024-07-29,TPEx,accepted,13,13,0,True
margin_short,2024-07-29,TWSE,accepted,67,67,0,True
margin_short,2024-07-30,TPEx,accepted,13,13,0,True
margin_short,2024-07-30,TWSE,accepted,67,67,0,True
margin_short,2024-07-31,TPEx,accepted,13,13,0,True
margin_short,2024-07-31,TWSE,accepted,67,67,0,True
margin_short,2024-08-01,TPEx,accepted,13,13,0,True
margin_short,2024-08-01,TWSE,accepted,67,67,0,True
margin_short,2024-08-02,TPEx,accepted,14,13,1,True
margin_short,2024-08-02,TWSE,reused_existing_compact,66,66,0,False
margin_short,2024-08-05,TPEx,accepted,14,13,1,True
margin_short,2024-08-05,TWSE,accepted,66,66,0,True
margin_short,2024-08-06,TPEx,accepted,14,13,1,True
margin_short,2024-08-06,TWSE,accepted,66,66,0,True
margin_short,2024-08-07,TPEx,accepted,14,13,1,True
margin_short,2024-08-07,TWSE,accepted,66,66,0,True
margin_short,2024-08-08,TPEx,accepted,14,13,1,True
margin_short,2024-08-08,TWSE,accepted,66,66,0,True
margin_short,2024-08-09,TPEx,accepted,9,7,2,True
margin_short,2024-08-09,TWSE,reused_existing_compact,71,71,0,False
margin_short,2024-08-12,TPEx,accepted,9,7,2,True
margin_short,2024-08-12,TWSE,accepted,71,71,0,True
margin_short,2024-08-13,TPEx,accepted,9,7,2,True
margin_short,2024-08-13,TWSE,accepted,71,71,0,True
margin_short,2024-08-14,TPEx,accepted,9,7,2,True
margin_short,2024-08-14,TWSE,accepted,71,71,0,True
margin_short,2024-08-15,TPEx,accepted,9,7,2,True
margin_short,2024-08-15,TWSE,accepted,71,71,0,True
margin_short,2024-08-16,TPEx,accepted,13,12,1,True
margin_short,2024-08-16,TWSE,reused_existing_compact,67,67,0,False
margin_short,2024-08-19,TPEx,accepted,13,12,1,True
margin_short,2024-08-19,TWSE,accepted,67,67,0,True
margin_short,2024-08-20,TPEx,accepted,13,12,1,True
margin_short,2024-08-20,TWSE,accepted,67,67,0,True
margin_short,2024-08-21,TPEx,accepted,13,12,1,True
margin_short,2024-08-21,TWSE,accepted,67,67,0,True
margin_short,2024-08-22,TPEx,accepted,13,12,1,True
margin_short,2024-08-22,TWSE,accepted,67,67,0,True
margin_short,2024-08-23,TPEx,accepted,15,14,1,True
margin_short,2024-08-23,TWSE,reused_existing_compact,65,65,0,False
margin_short,2024-08-26,TPEx,accepted,15,14,1,True
margin_short,2024-08-26,TWSE,accepted,65,65,0,True
margin_short,2024-08-27,TPEx,accepted,15,14,1,True
margin_short,2024-08-27,TWSE,accepted,65,65,0,True
margin_short,2024-08-28,TPEx,accepted,15,14,1,True
margin_short,2024-08-28,TWSE,accepted,65,65,0,True
margin_short,2024-08-29,TPEx,accepted,15,14,1,True
margin_short,2024-08-29,TWSE,accepted,65,65,0,True
margin_short,2024-08-30,TPEx,reused_existing_compact,18,18,0,False
margin_short,2024-08-30,TWSE,reused_existing_compact,62,62,0,False
margin_short,2024-09-02,TPEx,accepted,18,18,0,True
margin_short,2024-09-02,TWSE,reused_existing_compact,62,62,0,False
margin_short,2024-09-03,TPEx,accepted,18,18,0,True
margin_short,2024-09-03,TWSE,reused_existing_compact,62,62,0,False
margin_short,2024-09-04,TPEx,accepted,18,18,0,True
margin_short,2024-09-04,TWSE,reused_existing_compact,62,62,0,False
margin_short,2024-09-05,TPEx,accepted,18,18,0,True
margin_short,2024-09-05,TWSE,reused_existing_compact,62,62,0,False
margin_short,2024-09-06,TPEx,accepted,22,20,2,True
margin_short,2024-09-06,TWSE,reused_existing_compact,58,58,0,False
margin_short,2024-09-09,TPEx,accepted,22,20,2,True
margin_short,2024-09-09,TWSE,accepted,58,58,0,True
margin_short,2024-09-10,TPEx,accepted,22,20,2,True
margin_short,2024-09-10,TWSE,accepted,58,58,0,True
margin_short,2024-09-11,TPEx,accepted,22,20,2,True
margin_short,2024-09-11,TWSE,accepted,58,58,0,True
margin_short,2024-09-12,TPEx,accepted,22,20,2,True
margin_short,2024-09-12,TWSE,accepted,58,58,0,True
margin_short,2024-09-13,TPEx,accepted,27,26,1,True
margin_short,2024-09-13,TWSE,reused_existing_compact,53,53,0,False
margin_short,2024-09-16,TPEx,accepted,27,26,1,True
margin_short,2024-09-16,TWSE,reused_existing_compact,53,53,0,False
margin_short,2024-09-18,TPEx,accepted,27,26,1,True
margin_short,2024-09-18,TWSE,reused_existing_compact,53,53,0,False
margin_short,2024-09-19,TPEx,accepted,27,26,1,True
margin_short,2024-09-19,TWSE,reused_existing_compact,53,53,0,False
margin_short,2024-09-20,TPEx,accepted,21,20,1,True
margin_short,2024-09-20,TWSE,reused_existing_compact,59,59,0,False
margin_short,2024-09-23,TPEx,accepted,21,20,1,True
margin_short,2024-09-23,TWSE,accepted,59,59,0,True
margin_short,2024-09-24,TPEx,accepted,21,20,1,True
margin_short,2024-09-24,TWSE,accepted,59,59,0,True
margin_short,2024-09-25,TPEx,accepted,21,20,1,True
margin_short,2024-09-25,TWSE,accepted,59,59,0,True
margin_short,2024-09-26,TPEx,accepted,21,20,1,True
margin_short,2024-09-26,TWSE,accepted,59,59,0,True
margin_short,2024-09-27,TPEx,accepted,20,19,1,True
margin_short,2024-09-27,TWSE,reused_existing_compact,60,60,0,False
margin_short,2024-09-30,TPEx,accepted,20,19,1,True
margin_short,2024-09-30,TWSE,accepted,60,60,0,True
margin_short,2024-10-01,TPEx,accepted,20,19,1,True
margin_short,2024-10-01,TWSE,accepted,60,60,0,True
margin_short,2024-10-04,TPEx,accepted,18,16,2,True
margin_short,2024-10-04,TWSE,reused_existing_compact,62,62,0,False
margin_short,2024-10-07,TPEx,accepted,18,16,2,True
margin_short,2024-10-07,TWSE,accepted,62,62,0,True
margin_short,2024-10-08,TPEx,accepted,18,16,2,True
margin_short,2024-10-08,TWSE,accepted,62,62,0,True
margin_short,2024-10-09,TPEx,accepted,18,16,2,True
margin_short,2024-10-09,TWSE,accepted,62,62,0,True
margin_short,2024-10-11,TPEx,accepted,17,15,2,True
margin_short,2024-10-11,TWSE,reused_existing_compact,63,63,0,False
margin_short,2024-10-14,TPEx,accepted,17,15,2,True
margin_short,2024-10-14,TWSE,accepted,63,63,0,True
margin_short,2024-10-15,TPEx,accepted,17,15,2,True
margin_short,2024-10-15,TWSE,accepted,63,63,0,True
margin_short,2024-10-16,TPEx,accepted,17,15,2,True
margin_short,2024-10-16,TWSE,accepted,63,63,0,True
margin_short,2024-10-17,TPEx,accepted,17,15,2,True
margin_short,2024-10-17,TWSE,accepted,63,63,0,True
margin_short,2024-10-18,TPEx,reused_existing_compact,16,16,0,False
margin_short,2024-10-18,TWSE,reused_existing_compact,64,64,0,False
margin_short,2024-10-21,TPEx,accepted,16,16,0,True
margin_short,2024-10-21,TWSE,accepted,64,64,0,True
margin_short,2024-10-22,TPEx,accepted,16,16,0,True
margin_short,2024-10-22,TWSE,accepted,64,64,0,True
margin_short,2024-10-23,TPEx,accepted,16,16,0,True
margin_short,2024-10-23,TWSE,accepted,64,64,0,True
margin_short,2024-10-24,TPEx,accepted,16,16,0,True
margin_short,2024-10-24,TWSE,accepted,64,64,0,True
margin_short,2024-10-25,TPEx,reused_existing_compact,22,22,0,False
margin_short,2024-10-25,TWSE,reused_existing_compact,58,58,0,False
margin_short,2024-10-28,TPEx,accepted,22,22,0,True
margin_short,2024-10-28,TWSE,accepted,58,58,0,True
margin_short,2024-10-29,TPEx,accepted,22,22,0,True
margin_short,2024-10-29,TWSE,accepted,58,58,0,True
margin_short,2024-10-30,TPEx,accepted,22,22,0,True
margin_short,2024-10-30,TWSE,accepted,58,58,0,True
margin_short,2024-11-01,TPEx,reused_existing_compact,12,12,0,False
margin_short,2024-11-01,TWSE,reused_existing_compact,68,68,0,False
margin_short,2024-11-04,TPEx,reused_existing_compact,12,12,0,False
margin_short,2024-11-04,TWSE,accepted,68,68,0,True
margin_short,2024-11-05,TPEx,reused_existing_compact,12,12,0,False
margin_short,2024-11-05,TWSE,accepted,68,68,0,True
margin_short,2024-11-06,TPEx,reused_existing_compact,12,12,0,False
margin_short,2024-11-06,TWSE,accepted,68,68,0,True
margin_short,2024-11-07,TPEx,reused_existing_compact,12,12,0,False
margin_short,2024-11-07,TWSE,accepted,68,68,0,True
margin_short,2024-11-08,TPEx,reused_existing_compact,17,17,0,False
margin_short,2024-11-08,TWSE,reused_existing_compact,63,63,0,False
margin_short,2024-11-11,TPEx,accepted,17,17,0,True
margin_short,2024-11-11,TWSE,reused_existing_compact,63,63,0,False
margin_short,2024-11-12,TPEx,accepted,17,17,0,True
margin_short,2024-11-12,TWSE,reused_existing_compact,63,63,0,False
margin_short,2024-11-13,TPEx,accepted,17,17,0,True
margin_short,2024-11-13,TWSE,reused_existing_compact,63,63,0,False
margin_short,2024-11-14,TPEx,accepted,17,17,0,True
margin_short,2024-11-14,TWSE,reused_existing_compact,63,63,0,False
margin_short,2024-11-15,TPEx,accepted,5,4,1,True
margin_short,2024-11-15,TWSE,reused_existing_compact,75,75,0,False
margin_short,2024-11-18,TPEx,accepted,5,4,1,True
margin_short,2024-11-18,TWSE,reused_existing_compact,75,75,0,False
margin_short,2024-11-19,TPEx,accepted,5,4,1,True
margin_short,2024-11-19,TWSE,reused_existing_compact,75,75,0,False
margin_short,2024-11-20,TPEx,accepted,5,4,1,True
margin_short,2024-11-20,TWSE,reused_existing_compact,75,75,0,False
margin_short,2024-11-21,TPEx,accepted,5,4,1,True
margin_short,2024-11-21,TWSE,reused_existing_compact,75,75,0,False
margin_short,2024-11-22,TPEx,reused_existing_compact,7,7,0,False
margin_short,2024-11-22,TWSE,accepted,73,72,1,True
margin_short,2024-11-25,TPEx,reused_existing_compact,7,7,0,False
margin_short,2024-11-25,TWSE,accepted,73,72,1,True
margin_short,2024-11-26,TPEx,reused_existing_compact,7,7,0,False
margin_short,2024-11-26,TWSE,accepted,73,72,1,True
margin_short,2024-11-27,TPEx,reused_existing_compact,7,7,0,False
margin_short,2024-11-27,TWSE,accepted,73,72,1,True
margin_short,2024-11-28,TPEx,reused_existing_compact,7,7,0,False
margin_short,2024-11-28,TWSE,accepted,73,72,1,True
margin_short,2024-11-29,TPEx,reused_existing_compact,7,7,0,False
margin_short,2024-11-29,TWSE,reused_existing_compact,73,73,0,False
margin_short,2024-12-02,TPEx,accepted,7,7,0,True
margin_short,2024-12-02,TWSE,accepted,73,73,0,True
margin_short,2024-12-03,TPEx,accepted,7,7,0,True
margin_short,2024-12-03,TWSE,accepted,73,73,0,True
margin_short,2024-12-04,TPEx,accepted,7,7,0,True
margin_short,2024-12-04,TWSE,accepted,73,73,0,True
margin_short,2024-12-05,TPEx,accepted,7,7,0,True
margin_short,2024-12-05,TWSE,accepted,73,73,0,True
margin_short,2024-12-06,TPEx,accepted,5,4,1,True
margin_short,2024-12-06,TWSE,reused_existing_compact,75,75,0,False
margin_short,2024-12-09,TPEx,accepted,5,4,1,True
margin_short,2024-12-09,TWSE,reused_existing_compact,75,75,0,False
margin_short,2024-12-10,TPEx,accepted,5,4,1,True
margin_short,2024-12-10,TWSE,reused_existing_compact,75,75,0,False
margin_short,2024-12-11,TPEx,accepted,5,4,1,True
margin_short,2024-12-11,TWSE,reused_existing_compact,75,75,0,False
margin_short,2024-12-12,TPEx,accepted,5,4,1,True
margin_short,2024-12-12,TWSE,reused_existing_compact,75,75,0,False
margin_short,2024-12-13,TPEx,reused_existing_compact,11,11,0,False
margin_short,2024-12-13,TWSE,reused_existing_compact,69,69,0,False
margin_short,2024-12-16,TPEx,reused_existing_compact,11,11,0,False
margin_short,2024-12-16,TWSE,accepted,69,69,0,True
margin_short,2024-12-17,TPEx,reused_existing_compact,11,11,0,False
margin_short,2024-12-17,TWSE,accepted,69,69,0,True
margin_short,2024-12-18,TPEx,reused_existing_compact,11,11,0,False
margin_short,2024-12-18,TWSE,accepted,69,69,0,True
margin_short,2024-12-19,TPEx,reused_existing_compact,11,11,0,False
margin_short,2024-12-19,TWSE,accepted,69,69,0,True
margin_short,2024-12-20,TPEx,reused_existing_compact,9,9,0,False
margin_short,2024-12-20,TWSE,reused_existing_compact,71,71,0,False
margin_short,2024-12-23,TPEx,reused_existing_compact,9,9,0,False
margin_short,2024-12-23,TWSE,accepted,71,71,0,True
margin_short,2024-12-24,TPEx,reused_existing_compact,9,9,0,False
margin_short,2024-12-24,TWSE,accepted,71,71,0,True
margin_short,2024-12-25,TPEx,reused_existing_compact,9,9,0,False
margin_short,2024-12-25,TWSE,accepted,71,71,0,True
margin_short,2024-12-26,TPEx,reused_existing_compact,9,9,0,False
margin_short,2024-12-26,TWSE,reused_existing_compact,71,71,0,False
margin_short,2024-12-27,TPEx,reused_existing_compact,16,16,0,False
margin_short,2024-12-27,TWSE,reused_existing_compact,64,64,0,False
margin_short,2024-12-30,TPEx,reused_existing_compact,16,16,0,False
margin_short,2024-12-30,TWSE,accepted,64,64,0,True
margin_short,2024-12-31,TPEx,reused_existing_compact,16,16,0,False
margin_short,2024-12-31,TWSE,accepted,64,64,0,True
margin_short,2025-01-02,TPEx,reused_existing_compact,16,16,0,False
margin_short,2025-01-02,TWSE,accepted,64,64,0,True
margin_short,2025-01-03,TPEx,reused_existing_compact,11,11,0,False
margin_short,2025-01-03,TWSE,accepted,69,68,1,True
margin_short,2025-01-06,TPEx,accepted,11,11,0,True
margin_short,2025-01-06,TWSE,accepted,69,68,1,True
margin_short,2025-01-07,TPEx,accepted,11,11,0,True
margin_short,2025-01-07,TWSE,accepted,69,68,1,True
margin_short,2025-01-08,TPEx,accepted,11,11,0,True
margin_short,2025-01-08,TWSE,accepted,69,68,1,True
margin_short,2025-01-09,TPEx,accepted,11,11,0,True
margin_short,2025-01-09,TWSE,accepted,69,68,1,True
margin_short,2025-01-10,TPEx,reused_existing_compact,14,14,0,False
margin_short,2025-01-10,TWSE,reused_existing_compact,66,66,0,False
margin_short,2025-01-13,TPEx,reused_existing_compact,14,14,0,False
margin_short,2025-01-13,TWSE,accepted,66,66,0,True
margin_short,2025-01-14,TPEx,reused_existing_compact,14,14,0,False
margin_short,2025-01-14,TWSE,accepted,66,66,0,True
margin_short,2025-01-15,TPEx,reused_existing_compact,14,14,0,False
margin_short,2025-01-15,TWSE,accepted,66,66,0,True
margin_short,2025-01-16,TPEx,reused_existing_compact,14,14,0,False
margin_short,2025-01-16,TWSE,accepted,66,66,0,True
margin_short,2025-01-17,TPEx,reused_existing_compact,7,7,0,False
margin_short,2025-01-17,TWSE,reused_existing_compact,73,73,0,False
margin_short,2025-01-20,TPEx,accepted,7,7,0,True
margin_short,2025-01-20,TWSE,reused_existing_compact,73,73,0,False
margin_short,2025-01-21,TPEx,accepted,7,7,0,True
margin_short,2025-01-21,TWSE,reused_existing_compact,73,73,0,False
margin_short,2025-01-22,TPEx,reused_existing_compact,10,10,0,False
margin_short,2025-01-22,TWSE,reused_existing_compact,70,70,0,False
margin_short,2025-02-03,TPEx,reused_existing_compact,10,10,0,False
margin_short,2025-02-03,TWSE,accepted,70,70,0,True
margin_short,2025-02-04,TPEx,reused_existing_compact,10,10,0,False
margin_short,2025-02-04,TWSE,accepted,70,70,0,True
margin_short,2025-02-05,TPEx,reused_existing_compact,10,10,0,False
margin_short,2025-02-05,TWSE,accepted,70,70,0,True
margin_short,2025-02-06,TPEx,reused_existing_compact,10,10,0,False
margin_short,2025-02-06,TWSE,accepted,70,70,0,True
margin_short,2025-02-07,TPEx,accepted,7,6,1,True
margin_short,2025-02-07,TWSE,accepted,73,72,1,True
margin_short,2025-02-10,TPEx,accepted,7,6,1,True
margin_short,2025-02-10,TWSE,accepted,73,72,1,True
margin_short,2025-02-11,TPEx,accepted,7,6,1,True
margin_short,2025-02-11,TWSE,accepted,73,72,1,True
margin_short,2025-02-12,TPEx,accepted,7,6,1,True
margin_short,2025-02-12,TWSE,accepted,73,72,1,True
margin_short,2025-02-13,TPEx,accepted,7,6,1,True
margin_short,2025-02-13,TWSE,accepted,73,72,1,True
margin_short,2025-02-14,TPEx,accepted,12,10,2,True
margin_short,2025-02-14,TWSE,accepted,68,67,1,True
margin_short,2025-02-17,TPEx,accepted,12,10,2,True
margin_short,2025-02-17,TWSE,accepted,68,67,1,True
margin_short,2025-02-18,TPEx,accepted,12,10,2,True
margin_short,2025-02-18,TWSE,accepted,68,67,1,True
margin_short,2025-02-19,TPEx,accepted,12,10,2,True
margin_short,2025-02-19,TWSE,accepted,68,67,1,True
margin_short,2025-02-20,TPEx,accepted,12,10,2,True
margin_short,2025-02-20,TWSE,accepted,68,67,1,True
margin_short,2025-02-21,TPEx,accepted,13,12,1,True
margin_short,2025-02-21,TWSE,accepted,67,66,1,True
margin_short,2025-02-24,TPEx,accepted,13,12,1,True
margin_short,2025-02-24,TWSE,accepted,67,66,1,True
margin_short,2025-02-25,TPEx,accepted,13,12,1,True
margin_short,2025-02-25,TWSE,accepted,67,66,1,True
margin_short,2025-02-26,TPEx,accepted,13,12,1,True
margin_short,2025-02-26,TWSE,accepted,67,66,1,True
margin_short,2025-02-27,TPEx,reused_existing_compact,13,13,0,False
margin_short,2025-02-27,TWSE,accepted,67,65,2,True
margin_short,2025-03-03,TPEx,reused_existing_compact,13,13,0,False
margin_short,2025-03-03,TWSE,accepted,67,65,2,True
margin_short,2025-03-04,TPEx,reused_existing_compact,13,13,0,False
margin_short,2025-03-04,TWSE,accepted,67,65,2,True
margin_short,2025-03-05,TPEx,reused_existing_compact,13,13,0,False
margin_short,2025-03-05,TWSE,accepted,67,65,2,True
margin_short,2025-03-06,TPEx,reused_existing_compact,13,13,0,False
margin_short,2025-03-06,TWSE,accepted,67,65,2,True
margin_short,2025-03-07,TPEx,reused_existing_compact,10,10,0,False
margin_short,2025-03-07,TWSE,accepted,70,69,1,True
margin_short,2025-03-10,TPEx,reused_existing_compact,10,10,0,False
margin_short,2025-03-10,TWSE,accepted,70,69,1,True
margin_short,2025-03-11,TPEx,reused_existing_compact,10,10,0,False
margin_short,2025-03-11,TWSE,accepted,70,69,1,True
margin_short,2025-03-12,TPEx,reused_existing_compact,10,10,0,False
margin_short,2025-03-12,TWSE,accepted,70,69,1,True
margin_short,2025-03-13,TPEx,reused_existing_compact,10,10,0,False
margin_short,2025-03-13,TWSE,accepted,70,69,1,True
margin_short,2025-03-14,TPEx,reused_existing_compact,11,11,0,False
margin_short,2025-03-14,TWSE,accepted,69,68,1,True
margin_short,2025-03-17,TPEx,reused_existing_compact,11,11,0,False
margin_short,2025-03-17,TWSE,accepted,69,68,1,True
margin_short,2025-03-18,TPEx,reused_existing_compact,11,11,0,False
margin_short,2025-03-18,TWSE,accepted,69,68,1,True
margin_short,2025-03-19,TPEx,reused_existing_compact,11,11,0,False
margin_short,2025-03-19,TWSE,accepted,69,68,1,True
margin_short,2025-03-20,TPEx,reused_existing_compact,11,11,0,False
margin_short,2025-03-20,TWSE,accepted,69,68,1,True
margin_short,2025-03-21,TPEx,accepted,16,15,1,True
margin_short,2025-03-21,TWSE,accepted,64,63,1,True
margin_short,2025-03-24,TPEx,accepted,16,15,1,True
margin_short,2025-03-24,TWSE,accepted,64,63,1,True
margin_short,2025-03-25,TPEx,accepted,16,15,1,True
margin_short,2025-03-25,TWSE,accepted,64,63,1,True
margin_short,2025-03-26,TPEx,accepted,16,16,0,True
margin_short,2025-03-26,TWSE,accepted,64,63,1,True
margin_short,2025-03-27,TPEx,accepted,16,16,0,True
margin_short,2025-03-27,TWSE,accepted,64,63,1,True
margin_short,2025-03-28,TPEx,reused_existing_compact,11,11,0,False
margin_short,2025-03-28,TWSE,accepted,69,68,1,True
margin_short,2025-03-31,TPEx,accepted,11,11,0,True
margin_short,2025-03-31,TWSE,accepted,69,68,1,True
margin_short,2025-04-01,TPEx,accepted,11,11,0,True
margin_short,2025-04-01,TWSE,accepted,69,68,1,True
margin_short,2025-04-02,TPEx,reused_existing_compact,14,14,0,False
margin_short,2025-04-02,TWSE,accepted,66,65,1,True
margin_short,2025-04-07,TPEx,reused_existing_compact,14,14,0,False
margin_short,2025-04-07,TWSE,accepted,66,65,1,True
margin_short,2025-04-08,TPEx,reused_existing_compact,14,14,0,False
margin_short,2025-04-08,TWSE,accepted,66,65,1,True
margin_short,2025-04-09,TPEx,reused_existing_compact,14,14,0,False
margin_short,2025-04-09,TWSE,accepted,66,65,1,True
margin_short,2025-04-10,TPEx,reused_existing_compact,14,14,0,False
margin_short,2025-04-10,TWSE,accepted,66,65,1,True
margin_short,2025-04-11,TPEx,reused_existing_compact,17,17,0,False
margin_short,2025-04-11,TWSE,reused_existing_compact,63,63,0,False
margin_short,2025-04-14,TPEx,accepted,17,17,0,True
margin_short,2025-04-14,TWSE,accepted,63,63,0,True
margin_short,2025-04-15,TPEx,accepted,17,17,0,True
margin_short,2025-04-15,TWSE,accepted,63,63,0,True
margin_short,2025-04-16,TPEx,accepted,17,17,0,True
margin_short,2025-04-16,TWSE,accepted,63,63,0,True
margin_short,2025-04-17,TPEx,accepted,17,17,0,True
margin_short,2025-04-17,TWSE,accepted,63,63,0,True
margin_short,2025-04-18,TPEx,reused_existing_compact,19,19,0,False
margin_short,2025-04-18,TWSE,reused_existing_compact,61,61,0,False
margin_short,2025-04-21,TPEx,accepted,19,19,0,True
margin_short,2025-04-21,TWSE,accepted,61,61,0,True
margin_short,2025-04-22,TPEx,accepted,19,19,0,True
margin_short,2025-04-22,TWSE,accepted,61,61,0,True
margin_short,2025-04-23,TPEx,accepted,19,19,0,True
margin_short,2025-04-23,TWSE,accepted,61,61,0,True
margin_short,2025-04-24,TPEx,accepted,19,19,0,True
margin_short,2025-04-24,TWSE,accepted,61,61,0,True
margin_short,2025-04-25,TPEx,reused_existing_compact,13,13,0,False
margin_short,2025-04-25,TWSE,reused_existing_compact,67,67,0,False
margin_short,2025-04-28,TPEx,reused_existing_compact,13,13,0,False
margin_short,2025-04-28,TWSE,accepted,67,67,0,True
margin_short,2025-04-29,TPEx,reused_existing_compact,13,13,0,False
margin_short,2025-04-29,TWSE,accepted,67,67,0,True
margin_short,2025-04-30,TPEx,reused_existing_compact,13,13,0,False
margin_short,2025-04-30,TWSE,accepted,67,67,0,True
margin_short,2025-05-02,TPEx,reused_existing_compact,15,15,0,False
margin_short,2025-05-02,TWSE,reused_existing_compact,65,65,0,False
margin_short,2025-05-05,TPEx,accepted,15,15,0,True
margin_short,2025-05-05,TWSE,accepted,65,65,0,True
margin_short,2025-05-06,TPEx,accepted,15,15,0,True
margin_short,2025-05-06,TWSE,accepted,65,65,0,True
margin_short,2025-05-07,TPEx,accepted,15,15,0,True
margin_short,2025-05-07,TWSE,accepted,65,65,0,True
margin_short,2025-05-08,TPEx,accepted,15,15,0,True
margin_short,2025-05-08,TWSE,accepted,65,65,0,True
margin_short,2025-05-09,TPEx,reused_existing_compact,13,13,0,False
margin_short,2025-05-09,TWSE,reused_existing_compact,67,67,0,False
margin_short,2025-05-12,TPEx,reused_existing_compact,13,13,0,False
margin_short,2025-05-12,TWSE,accepted,67,67,0,True
margin_short,2025-05-13,TPEx,reused_existing_compact,13,13,0,False
margin_short,2025-05-13,TWSE,accepted,67,67,0,True
margin_short,2025-05-14,TPEx,reused_existing_compact,13,13,0,False
margin_short,2025-05-14,TWSE,accepted,67,67,0,True
margin_short,2025-05-15,TPEx,reused_existing_compact,13,13,0,False
margin_short,2025-05-15,TWSE,accepted,67,67,0,True
margin_short,2025-05-16,TPEx,accepted,20,19,1,True
margin_short,2025-05-16,TWSE,reused_existing_compact,60,60,0,False
margin_short,2025-05-19,TPEx,accepted,20,19,1,True
margin_short,2025-05-19,TWSE,accepted,60,60,0,True
margin_short,2025-05-20,TPEx,accepted,20,19,1,True
margin_short,2025-05-20,TWSE,accepted,60,60,0,True
margin_short,2025-05-21,TPEx,accepted,20,19,1,True
margin_short,2025-05-21,TWSE,accepted,60,60,0,True
margin_short,2025-05-22,TPEx,accepted,20,19,1,True
margin_short,2025-05-22,TWSE,accepted,60,60,0,True
margin_short,2025-05-23,TPEx,accepted,13,12,1,True
margin_short,2025-05-23,TWSE,reused_existing_compact,67,67,0,False
margin_short,2025-05-26,TPEx,accepted,13,12,1,True
margin_short,2025-05-26,TWSE,accepted,67,67,0,True
margin_short,2025-05-27,TPEx,accepted,13,12,1,True
margin_short,2025-05-27,TWSE,accepted,67,67,0,True
margin_short,2025-05-28,TPEx,accepted,13,12,1,True
margin_short,2025-05-28,TWSE,failed,67,66,1,True
margin_short,2025-05-29,TPEx,accepted,11,10,1,True
margin_short,2025-05-29,TWSE,reused_existing_compact,69,69,0,False
margin_short,2025-06-02,TPEx,accepted,11,10,1,True
margin_short,2025-06-02,TWSE,failed,69,66,3,True
margin_short,2025-06-03,TPEx,accepted,11,10,1,True
margin_short,2025-06-03,TWSE,failed,69,66,3,True
margin_short,2025-06-04,TPEx,accepted,11,10,1,True
margin_short,2025-06-04,TWSE,failed,69,66,3,True
margin_short,2025-06-05,TPEx,accepted,11,10,1,True
margin_short,2025-06-05,TWSE,failed,69,66,3,True
margin_short,2025-06-06,TPEx,accepted,15,14,1,True
margin_short,2025-06-06,TWSE,reused_existing_compact,65,65,0,False
