requested_start,requested_end,exact_actual_start,exact_actual_end,membership_rows,snapshot_count,unique_tickers,daily_active_rows,trading_dates_with_exact_membership,pre_first_snapshot_status,post_exact_end_status,source_contract,source_sha256
2023-07-11,2026-07-10,2023-07-14,2026-06-29,12320,154,701,57360,717,blocked_no_exact_primary80_snapshot_2023_07_11_to_2023_07_13,blocked_no_exact_primary80_after_2026_06_29,C:\Users\zergv\Documents\Codex\2026-05-30\ep05-chat-ai-stock-backtest-lab\outputs\vnext_layer4_80_primary_pool_contract_20260708\layer4_80_primary_pool_contract.csv,21d5c42ac151ec71706c793f386a1f1e2ab16f656601d0c2474dd1dc496e3901
