ticker,market,event_inventory_rows,event_inventory_available,no_event_completeness_proven,official_adjusted_complete,status
4909,TPEx,2,True,False,False,partial_event_inventory_no_no_event_proof
4912,TWSE,15,True,False,False,partial_event_inventory_no_no_event_proof
4915,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
4916,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
4919,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
4931,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
4934,TWSE,0,False,False,False,partial_event_inventory_no_no_event_proof
4938,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
4949,TWSE,7,True,False,False,partial_event_inventory_no_no_event_proof
4953,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
4958,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
4961,TWSE,7,True,False,False,partial_event_inventory_no_no_event_proof
4966,TPEx,8,True,False,False,partial_event_inventory_no_no_event_proof
4967,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
4968,TWSE,2,True,False,False,partial_event_inventory_no_no_event_proof
4971,TPEx,2,True,False,False,partial_event_inventory_no_no_event_proof
4973,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
4974,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
4977,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
4979,TPEx,3,True,False,False,partial_event_inventory_no_no_event_proof
4991,TPEx,0,False,False,False,partial_event_inventory_no_no_event_proof
5009,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
5215,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
5222,TWSE,7,True,False,False,partial_event_inventory_no_no_event_proof
5225,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
5234,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
5236,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
5244,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
5251,TPEx,0,False,False,False,partial_event_inventory_no_no_event_proof
5258,TWSE,6,True,False,False,partial_event_inventory_no_no_event_proof
5263,TPEx,3,True,False,False,partial_event_inventory_no_no_event_proof
5264,TWSE,0,False,False,False,partial_event_inventory_no_no_event_proof
5269,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
5274,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
5284,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
5289,TPEx,8,True,False,False,partial_event_inventory_no_no_event_proof
5291,TPEx,3,True,False,False,partial_event_inventory_no_no_event_proof
5309,TPEx,3,True,False,False,partial_event_inventory_no_no_event_proof
5314,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
5315,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
5321,TPEx,6,True,False,False,partial_event_inventory_no_no_event_proof
5328,TPEx,3,True,False,False,partial_event_inventory_no_no_event_proof
5340,TPEx,2,True,False,False,partial_event_inventory_no_no_event_proof
5347,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
5351,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
5371,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
5381,TPEx,2,True,False,False,partial_event_inventory_no_no_event_proof
5386,TPEx,8,True,False,False,partial_event_inventory_no_no_event_proof
5388,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
5425,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
5426,TPEx,2,True,False,False,partial_event_inventory_no_no_event_proof
5434,TWSE,3,True,False,False,partial_event_inventory_no_no_event_proof
5439,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
5443,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
5452,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
5465,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
5469,TWSE,7,True,False,False,partial_event_inventory_no_no_event_proof
5474,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
5478,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
5483,TPEx,8,True,False,False,partial_event_inventory_no_no_event_proof
5508,TPEx,3,True,False,False,partial_event_inventory_no_no_event_proof
5521,TWSE,1,True,False,False,partial_event_inventory_no_no_event_proof
5522,TWSE,7,True,False,False,partial_event_inventory_no_no_event_proof
5530,TPEx,1,True,False,False,partial_event_inventory_no_no_event_proof
5534,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
5536,TPEx,8,True,False,False,partial_event_inventory_no_no_event_proof
5706,TWSE,8,True,False,False,partial_event_inventory_no_no_event_proof
5871,TWSE,6,True,False,False,partial_event_inventory_no_no_event_proof
5876,TWSE,3,True,False,False,partial_event_inventory_no_no_event_proof
5880,TWSE,8,True,False,False,partial_event_inventory_no_no_event_proof
5904,TPEx,8,True,False,False,partial_event_inventory_no_no_event_proof
6005,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6015,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6016,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6026,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6104,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6111,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6112,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6117,TWSE,1,True,False,False,partial_event_inventory_no_no_event_proof
6121,TPEx,8,True,False,False,partial_event_inventory_no_no_event_proof
6122,TPEx,7,True,False,False,partial_event_inventory_no_no_event_proof
6125,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6126,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6138,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6139,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6140,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6143,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6146,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6147,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6148,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6150,TPEx,1,True,False,False,partial_event_inventory_no_no_event_proof
6165,TWSE,2,True,False,False,partial_event_inventory_no_no_event_proof
6173,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6175,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6176,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6177,TWSE,7,True,False,False,partial_event_inventory_no_no_event_proof
6182,TPEx,3,True,False,False,partial_event_inventory_no_no_event_proof
6187,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6188,TPEx,6,True,False,False,partial_event_inventory_no_no_event_proof
6189,TWSE,6,True,False,False,partial_event_inventory_no_no_event_proof
6190,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6191,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
6196,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
6197,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
6203,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6206,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6207,TPEx,6,True,False,False,partial_event_inventory_no_no_event_proof
6209,TWSE,3,True,False,False,partial_event_inventory_no_no_event_proof
6213,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6214,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6215,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6223,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6227,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6231,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6235,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6239,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6243,TWSE,3,True,False,False,partial_event_inventory_no_no_event_proof
6244,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6245,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6257,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
6261,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6265,TPEx,0,False,False,False,partial_event_inventory_no_no_event_proof
6269,TWSE,2,True,False,False,partial_event_inventory_no_no_event_proof
6271,TWSE,7,True,False,False,partial_event_inventory_no_no_event_proof
6274,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6275,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6278,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
6279,TPEx,6,True,False,False,partial_event_inventory_no_no_event_proof
6282,TWSE,3,True,False,False,partial_event_inventory_no_no_event_proof
6284,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6285,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
6288,TWSE,0,False,False,False,partial_event_inventory_no_no_event_proof
6290,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6291,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6409,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6411,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6412,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6414,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
6415,TWSE,6,True,False,False,partial_event_inventory_no_no_event_proof
6425,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6435,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6438,TWSE,7,True,False,False,partial_event_inventory_no_no_event_proof
6442,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6446,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6449,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
6451,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6470,TPEx,3,True,False,False,partial_event_inventory_no_no_event_proof
6472,TWSE,6,True,False,False,partial_event_inventory_no_no_event_proof
6485,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6488,TPEx,8,True,False,False,partial_event_inventory_no_no_event_proof
6491,TWSE,3,True,False,False,partial_event_inventory_no_no_event_proof
6505,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6510,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6515,TWSE,3,True,False,False,partial_event_inventory_no_no_event_proof
6517,TPEx,3,True,False,False,partial_event_inventory_no_no_event_proof
6526,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6530,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6531,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6533,TWSE,1,True,False,False,partial_event_inventory_no_no_event_proof
6538,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6546,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6548,TPEx,15,True,False,False,partial_event_inventory_no_no_event_proof
6558,TWSE,1,True,False,False,partial_event_inventory_no_no_event_proof
6561,TPEx,6,True,False,False,partial_event_inventory_no_no_event_proof
6579,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
6584,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6585,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6591,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6593,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6596,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6605,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
6609,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6640,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6643,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6658,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
6664,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6667,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6669,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
6670,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
6672,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6679,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6683,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6689,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6691,TWSE,7,True,False,False,partial_event_inventory_no_no_event_proof
6703,TPEx,10,True,False,False,partial_event_inventory_no_no_event_proof
6712,TPEx,8,True,False,False,partial_event_inventory_no_no_event_proof
6715,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
6719,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6725,TPEx,3,True,False,False,partial_event_inventory_no_no_event_proof
6727,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6732,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6739,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6742,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
6752,TPEx,8,True,False,False,partial_event_inventory_no_no_event_proof
6753,TWSE,6,True,False,False,partial_event_inventory_no_no_event_proof
6756,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6757,TWSE,1,True,False,False,partial_event_inventory_no_no_event_proof
6763,TPEx,10,True,False,False,partial_event_inventory_no_no_event_proof
6768,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6770,TWSE,2,True,False,False,partial_event_inventory_no_no_event_proof
6781,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
6788,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6789,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
6796,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6799,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6805,TWSE,3,True,False,False,partial_event_inventory_no_no_event_proof
6806,TWSE,0,False,False,False,partial_event_inventory_no_no_event_proof
6811,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6829,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6830,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
6831,TWSE,6,True,False,False,partial_event_inventory_no_no_event_proof
6841,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6863,TWSE,3,True,False,False,partial_event_inventory_no_no_event_proof
6873,TWSE,6,True,False,False,partial_event_inventory_no_no_event_proof
6877,TPEx,6,True,False,False,partial_event_inventory_no_no_event_proof
6890,TWSE,2,True,False,False,partial_event_inventory_no_no_event_proof
6894,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
6903,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
6937,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6944,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
6962,TWSE,1,True,False,False,partial_event_inventory_no_no_event_proof
7402,TPEx,6,True,False,False,partial_event_inventory_no_no_event_proof
7610,TWSE,6,True,False,False,partial_event_inventory_no_no_event_proof
7722,TWSE,2,True,False,False,partial_event_inventory_no_no_event_proof
7728,TPEx,3,True,False,False,partial_event_inventory_no_no_event_proof
7734,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
7750,TWSE,2,True,False,False,partial_event_inventory_no_no_event_proof
7751,TPEx,3,True,False,False,partial_event_inventory_no_no_event_proof
7769,TWSE,1,True,False,False,partial_event_inventory_no_no_event_proof
7795,TWSE,2,True,False,False,partial_event_inventory_no_no_event_proof
8016,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
8021,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
8028,TWSE,6,True,False,False,partial_event_inventory_no_no_event_proof
8032,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
8033,TWSE,0,False,False,False,partial_event_inventory_no_no_event_proof
8039,TWSE,6,True,False,False,partial_event_inventory_no_no_event_proof
8042,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
8043,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
8046,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
8048,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
8050,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
8064,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
8069,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
8070,TWSE,8,True,False,False,partial_event_inventory_no_no_event_proof
8072,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
8074,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
8076,TPEx,6,True,False,False,partial_event_inventory_no_no_event_proof
8081,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
8086,TPEx,2,True,False,False,partial_event_inventory_no_no_event_proof
8088,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
8089,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
8091,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
8096,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
8103,TWSE,7,True,False,False,partial_event_inventory_no_no_event_proof
8110,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
8111,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
8112,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
8114,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
8131,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
8147,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
8150,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
8155,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
8210,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
8222,TWSE,2,True,False,False,partial_event_inventory_no_no_event_proof
8227,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
8234,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
8249,TWSE,6,True,False,False,partial_event_inventory_no_no_event_proof
8255,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
8261,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
8271,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
8289,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
8299,TPEx,8,True,False,False,partial_event_inventory_no_no_event_proof
8358,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
8374,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
8390,TPEx,6,True,False,False,partial_event_inventory_no_no_event_proof
8422,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
8436,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
8454,TWSE,7,True,False,False,partial_event_inventory_no_no_event_proof
8464,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
8467,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
8478,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
8926,TWSE,6,True,False,False,partial_event_inventory_no_no_event_proof
8932,TPEx,6,True,False,False,partial_event_inventory_no_no_event_proof
8936,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
8996,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
9105,TWSE,9,True,False,False,partial_event_inventory_no_no_event_proof
9802,TWSE,8,True,False,False,partial_event_inventory_no_no_event_proof
9904,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
9907,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
9910,TWSE,6,True,False,False,partial_event_inventory_no_no_event_proof
9914,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
9921,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
9933,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
9938,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
9939,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
9941,TWSE,7,True,False,False,partial_event_inventory_no_no_event_proof
9945,TWSE,7,True,False,False,partial_event_inventory_no_no_event_proof
9958,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
