ticker,market,event_inventory_rows,event_inventory_available,no_event_completeness_proven,official_adjusted_complete,status
3583,TWSE,3,True,False,False,partial_event_inventory_no_no_event_proof
3587,TPEx,3,True,False,False,partial_event_inventory_no_no_event_proof
3591,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
3592,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
3596,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
3605,TWSE,3,True,False,False,partial_event_inventory_no_no_event_proof
3617,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
3622,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
3624,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
3630,TPEx,0,False,False,False,partial_event_inventory_no_no_event_proof
3645,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
3653,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
3661,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
3663,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
3665,TWSE,6,True,False,False,partial_event_inventory_no_no_event_proof
3673,TWSE,3,True,False,False,partial_event_inventory_no_no_event_proof
3675,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
3680,TPEx,8,True,False,False,partial_event_inventory_no_no_event_proof
3687,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
3689,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
3693,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
3694,TWSE,2,True,False,False,partial_event_inventory_no_no_event_proof
3698,TWSE,0,False,False,False,partial_event_inventory_no_no_event_proof
3701,TWSE,3,True,False,False,partial_event_inventory_no_no_event_proof
3702,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
3703,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
3704,TWSE,7,True,False,False,partial_event_inventory_no_no_event_proof
3705,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
3706,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
3707,TPEx,2,True,False,False,partial_event_inventory_no_no_event_proof
3708,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
3709,TPEx,3,True,False,False,partial_event_inventory_no_no_event_proof
3711,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
3712,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
3715,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
4105,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
4114,TPEx,8,True,False,False,partial_event_inventory_no_no_event_proof
4123,TPEx,7,True,False,False,partial_event_inventory_no_no_event_proof
4129,TPEx,3,True,False,False,partial_event_inventory_no_no_event_proof
4147,TPEx,0,False,False,False,partial_event_inventory_no_no_event_proof
4162,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
4167,TPEx,3,True,False,False,partial_event_inventory_no_no_event_proof
4303,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
4532,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
4533,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
4541,TPEx,3,True,False,False,partial_event_inventory_no_no_event_proof
4542,TPEx,3,True,False,False,partial_event_inventory_no_no_event_proof
4543,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
4549,TPEx,7,True,False,False,partial_event_inventory_no_no_event_proof
4562,TWSE,0,False,False,False,partial_event_inventory_no_no_event_proof
4563,TPEx,2,True,False,False,partial_event_inventory_no_no_event_proof
4566,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
4571,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
4576,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
4583,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
4585,TWSE,1,True,False,False,partial_event_inventory_no_no_event_proof
4714,TPEx,1,True,False,False,partial_event_inventory_no_no_event_proof
4721,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
4746,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
4749,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
4755,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
4763,TWSE,10,True,False,False,partial_event_inventory_no_no_event_proof
4764,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
4766,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
4768,TPEx,8,True,False,False,partial_event_inventory_no_no_event_proof
4770,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
4772,TPEx,5,True,False,False,partial_event_inventory_no_no_event_proof
4903,TPEx,1,True,False,False,partial_event_inventory_no_no_event_proof
4904,TWSE,5,True,False,False,partial_event_inventory_no_no_event_proof
4906,TWSE,4,True,False,False,partial_event_inventory_no_no_event_proof
4908,TPEx,4,True,False,False,partial_event_inventory_no_no_event_proof
