"name","url","status","status_code","content_type","bytes","file","error"
"ajax_t05st39_1101_113q04","https://mops.twse.com.tw/mops/web/ajax_t05st39","fetched","200","System.String[]","686","outputs\radar_vnext_layer1_cashflow_inventory_receivable_bounded_route_unlock_20260707\raw_sources\ajax_t05st39_1101_113q04.txt",""
"ajax_t05st33_1101_113q04","https://mops.twse.com.tw/mops/web/ajax_t05st33","fetched","200","System.String[]","686","outputs\radar_vnext_layer1_cashflow_inventory_receivable_bounded_route_unlock_20260707\raw_sources\ajax_t05st33_1101_113q04.txt",""
"ajax_t05st31_1101_113q04","https://mops.twse.com.tw/mops/web/ajax_t05st31","fetched","200","System.String[]","686","outputs\radar_vnext_layer1_cashflow_inventory_receivable_bounded_route_unlock_20260707\raw_sources\ajax_t05st31_1101_113q04.txt",""
"ajax_t05st39_2308_113q04","https://mops.twse.com.tw/mops/web/ajax_t05st39","fetched","200","System.String[]","686","outputs\radar_vnext_layer1_cashflow_inventory_receivable_bounded_route_unlock_20260707\raw_sources\ajax_t05st39_2308_113q04.txt",""
