family,source_url,http_status,response_bytes,response_sha256,retrieval_time_utc,requested_start,requested_end,normalized_rows,raw_persisted
taifex_foreign_tx_futures,https://www.taifex.com.tw/cht/3/futContractsDateDown,200,253049,ed92ec686f6b2eb51ad05768131193376e14e40de6449f70600b2d5eae0c8846,2026-07-11T13:58:13+00:00,2023-07-11,2026-07-09,728,False
