ticker,year_month,market,route,source_url,raw_sha256,route_status,route_error,accepted_month_rows,response_bytes,retrieved_at_utc,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
3346,201702,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20170201&stockNo=3346&response=json,80a557c6909aad4f0553901f606b89db77024bb0255843c567fd443a0b89c0f9,fetched,,18,2485,2026-07-10T05:14:35+00:00,0,False,False,False,False,False,False,False,True,False
3661,201909,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20190901&stockNo=3661&response=json,dafc4226944d77d9e8484a9049cfe9b6051329c7f1b0bb446141009413fa7d19,fetched,,19,2689,2026-07-10T05:14:35+00:00,0,False,False,False,False,False,False,False,True,False
6121,201710,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20171001&stockNo=6121&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T05:14:35+00:00,0,False,False,False,False,False,False,False,True,False
6121,201710,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6121&date=2017/10/01&response=json,c627550f3a5d00561d0ff3962e506f952f8b023cca890e4d17333ba0a0da3bc3,fetched,,19,2131,2026-07-10T05:14:35+00:00,0,False,False,False,False,False,False,False,True,False
6121,201711,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20171101&stockNo=6121&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T05:14:35+00:00,0,False,False,False,False,False,False,False,True,False
6121,201711,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6121&date=2017/11/01&response=json,4519c013503738809ee2a6c5b10b9544580bbc3fc764e511b5eed9ca2dc4dc30,fetched,,22,2357,2026-07-10T05:14:35+00:00,0,False,False,False,False,False,False,False,True,False
6143,201510,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20151001&stockNo=6143&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T05:14:35+00:00,0,False,False,False,False,False,False,False,True,False
6143,201510,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6143&date=2015/10/01&response=json,6247bcdcae8720b9481bc092be2b98aee5a1cc56b02462547d3e2b44795d65ac,fetched,,21,2210,2026-07-10T05:14:35+00:00,0,False,False,False,False,False,False,False,True,False
6150,201803,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180301&stockNo=6150&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T05:14:35+00:00,0,False,False,False,False,False,False,False,True,False
6150,201803,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6150&date=2018/03/01&response=json,d58724c0c19645629f46221c29b30f7e4ecd87c5f903ec7a04adcde044476736,fetched,,23,2479,2026-07-10T05:14:35+00:00,0,False,False,False,False,False,False,False,True,False
6573,201711,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20171101&stockNo=6573&response=json,c565063b7c1be5efe6fcfbdfefe1debd964e43bd58e079f3c8f4d5e269e6f338,fetched,,22,2839,2026-07-10T05:14:35+00:00,0,False,False,False,False,False,False,False,True,False
6796,202208,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220801&stockNo=6796&response=json,fa883b4da2cd6a8074145eaa875d49f2b2c25260ccaa86811d6cb2084bc985b1,fetched,,23,2999,2026-07-10T05:14:35+00:00,0,False,False,False,False,False,False,False,True,False
8163,201807,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20180701&stockNo=8163&response=json,7a910d51b9e3cfa01955449e673c13c74be288b364c62e12ea8c310fad8ddf9c,fetched,,22,2933,2026-07-10T05:14:35+00:00,0,False,False,False,False,False,False,False,True,False
8433,201510,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20151001&stockNo=8433&response=json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-10T05:14:35+00:00,0,False,False,False,False,False,False,False,True,False
8433,201510,TPEx,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=8433&date=2015/10/01&response=json,b4c39ba0a1fe420d031e3a04617c8f62cf19113b8fd84ac301e0682a084e73a3,fetched,,21,2261,2026-07-10T05:14:35+00:00,0,False,False,False,False,False,False,False,True,False
8478,202201,TWSE,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20220101&stockNo=8478&response=json,989dd997aa45bf6b5130c93b9358580cbd5cc2f741b614240bec3f2ab2cab444,fetched,,18,2516,2026-07-10T05:14:35+00:00,0,False,False,False,False,False,False,False,True,False
