date,ticker,market,open,high,low,close,volume,turnover_value,source_route,source_url,source_quality,raw_sha256,retrieved_at_utc
2015-01-28,2330,TWSE,146.5,147.0,145.5,146.5,48373268,7070390708,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=2330&response=json,official_unadjusted_ohlcv_selected_ticker_month,944e45692d28ba2ab8b78543d7bef6f750a844fd2fbe533a062604d6c0b29b43,2026-07-10T05:14:35+00:00
2015-01-29,2330,TWSE,144.0,145.0,143.0,143.5,36887636,5304459221,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=2330&response=json,official_unadjusted_ohlcv_selected_ticker_month,944e45692d28ba2ab8b78543d7bef6f750a844fd2fbe533a062604d6c0b29b43,2026-07-10T05:14:35+00:00
2015-01-30,2330,TWSE,145.0,145.5,141.0,141.0,44413182,6309920080,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150101&stockNo=2330&response=json,official_unadjusted_ohlcv_selected_ticker_month,944e45692d28ba2ab8b78543d7bef6f750a844fd2fbe533a062604d6c0b29b43,2026-07-10T05:14:35+00:00
2015-02-02,2330,TWSE,140.5,143.0,140.5,142.5,30382755,4310814470,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150201&stockNo=2330&response=json,official_unadjusted_ohlcv_selected_ticker_month,74599c11134f2e965ecef019b6692b28083ec0beacb9179e2427e228173edea2,2026-07-10T05:14:35+00:00
2015-02-02,2603,TWSE,22.05,22.2,21.45,21.6,20681575,447757850,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150201&stockNo=2603&response=json,official_unadjusted_ohlcv_selected_ticker_month,17c91aeb9dcc766e36d305969a2bfe63e1cf49059ae210f7693d5b67a65f9388,2026-07-10T05:14:35+00:00
2015-02-03,2330,TWSE,143.0,144.5,142.0,144.5,27234908,3911596752,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150201&stockNo=2330&response=json,official_unadjusted_ohlcv_selected_ticker_month,74599c11134f2e965ecef019b6692b28083ec0beacb9179e2427e228173edea2,2026-07-10T05:14:35+00:00
2015-02-03,2603,TWSE,21.3,21.75,21.2,21.6,14957103,321571744,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150201&stockNo=2603&response=json,official_unadjusted_ohlcv_selected_ticker_month,17c91aeb9dcc766e36d305969a2bfe63e1cf49059ae210f7693d5b67a65f9388,2026-07-10T05:14:35+00:00
2015-02-04,2603,TWSE,21.6,21.9,21.15,21.75,24740723,531183872,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150201&stockNo=2603&response=json,official_unadjusted_ohlcv_selected_ticker_month,17c91aeb9dcc766e36d305969a2bfe63e1cf49059ae210f7693d5b67a65f9388,2026-07-10T05:14:35+00:00
2015-02-05,2603,TWSE,21.85,22.6,21.5,22.55,25555381,568045795,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150201&stockNo=2603&response=json,official_unadjusted_ohlcv_selected_ticker_month,17c91aeb9dcc766e36d305969a2bfe63e1cf49059ae210f7693d5b67a65f9388,2026-07-10T05:14:35+00:00
2015-02-06,2603,TWSE,22.3,22.65,21.85,22.55,15597448,348476184,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150201&stockNo=2603&response=json,official_unadjusted_ohlcv_selected_ticker_month,17c91aeb9dcc766e36d305969a2bfe63e1cf49059ae210f7693d5b67a65f9388,2026-07-10T05:14:35+00:00
2015-02-09,2603,TWSE,22.45,22.45,22.05,22.4,8051168,179706171,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150201&stockNo=2603&response=json,official_unadjusted_ohlcv_selected_ticker_month,17c91aeb9dcc766e36d305969a2bfe63e1cf49059ae210f7693d5b67a65f9388,2026-07-10T05:14:35+00:00
2015-05-04,2316,TWSE,23.05,23.4,22.65,22.8,2875992,66002152,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=2316&response=json,official_unadjusted_ohlcv_selected_ticker_month,a4a02a7edc8f54770b4bc2b58657a8373b53879a6ce67faf89a592eb23f2fa02,2026-07-10T05:14:35+00:00
2015-05-05,2316,TWSE,22.9,22.95,22.3,22.4,3327605,74944105,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=2316&response=json,official_unadjusted_ohlcv_selected_ticker_month,a4a02a7edc8f54770b4bc2b58657a8373b53879a6ce67faf89a592eb23f2fa02,2026-07-10T05:14:35+00:00
2015-05-06,2316,TWSE,22.4,22.9,22.2,22.9,2381544,53946846,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=2316&response=json,official_unadjusted_ohlcv_selected_ticker_month,a4a02a7edc8f54770b4bc2b58657a8373b53879a6ce67faf89a592eb23f2fa02,2026-07-10T05:14:35+00:00
2015-05-07,2316,TWSE,22.7,23.1,22.6,22.75,1623147,37023315,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=2316&response=json,official_unadjusted_ohlcv_selected_ticker_month,a4a02a7edc8f54770b4bc2b58657a8373b53879a6ce67faf89a592eb23f2fa02,2026-07-10T05:14:35+00:00
2015-05-08,2316,TWSE,22.9,23.5,22.9,23.0,4730139,109685797,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=2316&response=json,official_unadjusted_ohlcv_selected_ticker_month,a4a02a7edc8f54770b4bc2b58657a8373b53879a6ce67faf89a592eb23f2fa02,2026-07-10T05:14:35+00:00
2015-05-11,2316,TWSE,22.9,22.9,21.4,21.75,8319231,182695983,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=2316&response=json,official_unadjusted_ohlcv_selected_ticker_month,a4a02a7edc8f54770b4bc2b58657a8373b53879a6ce67faf89a592eb23f2fa02,2026-07-10T05:14:35+00:00
2015-05-18,3008,TWSE,3115.0,3160.0,3105.0,3130.0,558682,1749228530,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=3008&response=json,official_unadjusted_ohlcv_selected_ticker_month,40b9d18cbc02d8350583eeeef67176c8d6c62d37232b9819694fc6baf547ec0e,2026-07-10T05:14:35+00:00
2015-05-19,3008,TWSE,3160.0,3325.0,3135.0,3325.0,1186179,3846989280,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=3008&response=json,official_unadjusted_ohlcv_selected_ticker_month,40b9d18cbc02d8350583eeeef67176c8d6c62d37232b9819694fc6baf547ec0e,2026-07-10T05:14:35+00:00
2015-05-20,3008,TWSE,3330.0,3350.0,3265.0,3330.0,910014,3015226140,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=3008&response=json,official_unadjusted_ohlcv_selected_ticker_month,40b9d18cbc02d8350583eeeef67176c8d6c62d37232b9819694fc6baf547ec0e,2026-07-10T05:14:35+00:00
2015-05-21,3008,TWSE,3325.0,3330.0,3280.0,3305.0,552269,1820405390,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=3008&response=json,official_unadjusted_ohlcv_selected_ticker_month,40b9d18cbc02d8350583eeeef67176c8d6c62d37232b9819694fc6baf547ec0e,2026-07-10T05:14:35+00:00
2015-05-22,3008,TWSE,3345.0,3500.0,3345.0,3460.0,1025637,3524714020,twse_stock_day_selected_ticker_month,https://www.twse.com.tw/exchangeReport/STOCK_DAY?date=20150501&stockNo=3008&response=json,official_unadjusted_ohlcv_selected_ticker_month,40b9d18cbc02d8350583eeeef67176c8d6c62d37232b9819694fc6baf547ec0e,2026-07-10T05:14:35+00:00
2015-10-12,6143,TPEx,68.5,69.4,67.2,67.9,1565,107263,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6143&date=2015/10/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,6247bcdcae8720b9481bc092be2b98aee5a1cc56b02462547d3e2b44795d65ac,2026-07-10T05:14:35+00:00
2015-10-13,6143,TPEx,68.0,69.3,67.2,68.8,1655,113742,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6143&date=2015/10/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,6247bcdcae8720b9481bc092be2b98aee5a1cc56b02462547d3e2b44795d65ac,2026-07-10T05:14:35+00:00
2015-10-14,6143,TPEx,69.7,69.8,68.0,68.0,782,53737,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6143&date=2015/10/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,6247bcdcae8720b9481bc092be2b98aee5a1cc56b02462547d3e2b44795d65ac,2026-07-10T05:14:35+00:00
2015-10-15,6143,TPEx,68.0,68.4,66.3,66.5,1346,90254,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6143&date=2015/10/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,6247bcdcae8720b9481bc092be2b98aee5a1cc56b02462547d3e2b44795d65ac,2026-07-10T05:14:35+00:00
2015-10-16,6143,TPEx,68.0,68.0,64.4,65.0,1464,95967,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6143&date=2015/10/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,6247bcdcae8720b9481bc092be2b98aee5a1cc56b02462547d3e2b44795d65ac,2026-07-10T05:14:35+00:00
2015-10-19,6143,TPEx,65.2,67.0,65.2,66.2,923,61109,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6143&date=2015/10/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,6247bcdcae8720b9481bc092be2b98aee5a1cc56b02462547d3e2b44795d65ac,2026-07-10T05:14:35+00:00
2015-10-19,8433,TPEx,125.0,128.5,121.5,124.0,1745,218097,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=8433&date=2015/10/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,b4c39ba0a1fe420d031e3a04617c8f62cf19113b8fd84ac301e0682a084e73a3,2026-07-10T05:14:35+00:00
2015-10-20,6143,TPEx,66.2,67.0,65.8,66.3,504,33422,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=6143&date=2015/10/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,6247bcdcae8720b9481bc092be2b98aee5a1cc56b02462547d3e2b44795d65ac,2026-07-10T05:14:35+00:00
2015-10-20,8433,TPEx,126.5,126.5,120.0,121.0,1056,128708,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=8433&date=2015/10/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,b4c39ba0a1fe420d031e3a04617c8f62cf19113b8fd84ac301e0682a084e73a3,2026-07-10T05:14:35+00:00
2015-10-21,8433,TPEx,122.5,127.5,112.5,114.5,2083,249265,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=8433&date=2015/10/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,b4c39ba0a1fe420d031e3a04617c8f62cf19113b8fd84ac301e0682a084e73a3,2026-07-10T05:14:35+00:00
2015-10-22,8433,TPEx,114.5,118.5,113.0,117.5,975,112822,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=8433&date=2015/10/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,b4c39ba0a1fe420d031e3a04617c8f62cf19113b8fd84ac301e0682a084e73a3,2026-07-10T05:14:35+00:00
2015-10-23,8433,TPEx,118.0,123.5,114.0,116.5,1150,136459,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=8433&date=2015/10/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,b4c39ba0a1fe420d031e3a04617c8f62cf19113b8fd84ac301e0682a084e73a3,2026-07-10T05:14:35+00:00
2015-10-26,8433,TPEx,116.5,119.5,115.5,116.5,448,52370,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=8433&date=2015/10/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,b4c39ba0a1fe420d031e3a04617c8f62cf19113b8fd84ac301e0682a084e73a3,2026-07-10T05:14:35+00:00
2016-03-01,3324,TPEx,70.0,75.9,70.0,75.9,1538,113367,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3324&date=2016/03/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,aaaf73216d4e52152caf6953f6dcc5836815d7bec78ef96003364b3f4f7619d4,2026-07-10T05:14:35+00:00
2016-03-02,3324,TPEx,79.2,81.0,73.4,74.0,1939,151284,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3324&date=2016/03/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,aaaf73216d4e52152caf6953f6dcc5836815d7bec78ef96003364b3f4f7619d4,2026-07-10T05:14:35+00:00
2016-03-03,3324,TPEx,74.8,76.3,71.4,76.3,794,58821,tpex_trading_stock_selected_ticker_month,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=3324&date=2016/03/01&response=json,official_unadjusted_ohlcv_selected_ticker_month,aaaf73216d4e52152caf6953f6dcc5836815d7bec78ef96003364b3f4f7619d4,2026-07-10T05:14:35+00:00
