ticker,signal_date,entry_date,exit_date,transition_type,pool_snapshot_date,impacted_state_machine_variants,required_fields,source_requirement,adjusted_close_ready,path_status,next_owner,entry_open,entry_close,exit_close,entry_market,exit_market,source_route,source_quality,official_unadjusted_ohlc_ready,next_day_close_ready,adjustment_policy,blocked_reason,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
1301,2017-05-12,2017-05-15,2017-05-16,base_to_stock,2017-05-12,A_any_positive_edge|B_score_edge_ge_5_pct_points|C_score_edge_ge_10_pct_points|D_score_edge_ge_15_pct_points|E_risk_adjusted_edge_and_incumbent_deterioration|F_two_day_confirmation_and_risk_adjusted_edge,entry_close;next_daily_close_for_state_return,official_selected_ticker_daily_unadjusted_ohlc_only,False,blocked_not_materialized_in_current_weekly_5td_selected_path_packages,Radar/Data bounded selected-ticker daily OHLC gap fill,89.0,89.0,89.0,TWSE,TWSE,entry:twse_stock_day_selected_ticker_month;exit:twse_stock_day_selected_ticker_month,official_unadjusted_ohlcv_selected_ticker,True,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
1301,2017-05-15,2017-05-16,2017-05-17,hold_same,2017-05-12,A_any_positive_edge|B_score_edge_ge_5_pct_points|C_score_edge_ge_10_pct_points|D_score_edge_ge_15_pct_points|E_risk_adjusted_edge_and_incumbent_deterioration|F_two_day_confirmation_and_risk_adjusted_edge,entry_close;next_daily_close_for_state_return,official_selected_ticker_daily_unadjusted_ohlc_only,False,blocked_not_materialized_in_current_weekly_5td_selected_path_packages,Radar/Data bounded selected-ticker daily OHLC gap fill,89.1,89.0,89.0,TWSE,TWSE,entry:twse_stock_day_selected_ticker_month;exit:twse_stock_day_selected_ticker_month,official_unadjusted_ohlcv_selected_ticker,True,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
1301,2017-05-16,2017-05-17,2017-05-18,hold_same,2017-05-12,A_any_positive_edge|B_score_edge_ge_5_pct_points|C_score_edge_ge_10_pct_points|D_score_edge_ge_15_pct_points|E_risk_adjusted_edge_and_incumbent_deterioration|F_two_day_confirmation_and_risk_adjusted_edge,entry_close;next_daily_close_for_state_return,official_selected_ticker_daily_unadjusted_ohlc_only,False,blocked_not_materialized_in_current_weekly_5td_selected_path_packages,Radar/Data bounded selected-ticker daily OHLC gap fill,89.0,89.0,88.5,TWSE,TWSE,entry:twse_stock_day_selected_ticker_month;exit:twse_stock_day_selected_ticker_month,official_unadjusted_ohlcv_selected_ticker,True,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
1301,2017-05-17,2017-05-18,2017-05-19,hold_same,2017-05-12,A_any_positive_edge|B_score_edge_ge_5_pct_points|C_score_edge_ge_10_pct_points|D_score_edge_ge_15_pct_points|E_risk_adjusted_edge_and_incumbent_deterioration|F_two_day_confirmation_and_risk_adjusted_edge,entry_close;next_daily_close_for_state_return,official_selected_ticker_daily_unadjusted_ohlc_only,False,blocked_not_materialized_in_current_weekly_5td_selected_path_packages,Radar/Data bounded selected-ticker daily OHLC gap fill,88.2,88.5,88.0,TWSE,TWSE,entry:twse_stock_day_selected_ticker_month;exit:twse_stock_day_selected_ticker_month,official_unadjusted_ohlcv_selected_ticker,True,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
1301,2017-05-18,2017-05-19,2017-05-22,hold_same,2017-05-12,A_any_positive_edge|B_score_edge_ge_5_pct_points|C_score_edge_ge_10_pct_points|D_score_edge_ge_15_pct_points|E_risk_adjusted_edge_and_incumbent_deterioration|F_two_day_confirmation_and_risk_adjusted_edge,entry_close;next_daily_close_for_state_return,official_selected_ticker_daily_unadjusted_ohlc_only,False,blocked_not_materialized_in_current_weekly_5td_selected_path_packages,Radar/Data bounded selected-ticker daily OHLC gap fill,88.5,88.0,88.0,TWSE,TWSE,entry:twse_stock_day_selected_ticker_month;exit:twse_stock_day_selected_ticker_month,official_unadjusted_ohlcv_selected_ticker,True,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2316,2015-04-30,2015-05-04,2015-05-05,base_to_stock,2015-04-30,A_any_positive_edge|B_score_edge_ge_5_pct_points|C_score_edge_ge_10_pct_points|D_score_edge_ge_15_pct_points|E_risk_adjusted_edge_and_incumbent_deterioration|F_two_day_confirmation_and_risk_adjusted_edge,entry_close;next_daily_close_for_state_return,official_selected_ticker_daily_unadjusted_ohlc_only,False,blocked_not_materialized_in_current_weekly_5td_selected_path_packages,Radar/Data bounded selected-ticker daily OHLC gap fill,23.05,22.8,22.4,TWSE,TWSE,entry:twse_stock_day_selected_ticker_month;exit:twse_stock_day_selected_ticker_month,official_unadjusted_ohlcv_selected_ticker,True,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2316,2015-05-04,2015-05-05,2015-05-06,hold_same,2015-04-30,A_any_positive_edge|B_score_edge_ge_5_pct_points|C_score_edge_ge_10_pct_points|D_score_edge_ge_15_pct_points|E_risk_adjusted_edge_and_incumbent_deterioration|F_two_day_confirmation_and_risk_adjusted_edge,entry_close;next_daily_close_for_state_return,official_selected_ticker_daily_unadjusted_ohlc_only,False,blocked_not_materialized_in_current_weekly_5td_selected_path_packages,Radar/Data bounded selected-ticker daily OHLC gap fill,22.9,22.4,22.9,TWSE,TWSE,entry:twse_stock_day_selected_ticker_month;exit:twse_stock_day_selected_ticker_month,official_unadjusted_ohlcv_selected_ticker,True,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2316,2015-05-05,2015-05-06,2015-05-07,hold_same,2015-04-30,A_any_positive_edge|B_score_edge_ge_5_pct_points|C_score_edge_ge_10_pct_points|D_score_edge_ge_15_pct_points|E_risk_adjusted_edge_and_incumbent_deterioration|F_two_day_confirmation_and_risk_adjusted_edge,entry_close;next_daily_close_for_state_return,official_selected_ticker_daily_unadjusted_ohlc_only,False,blocked_not_materialized_in_current_weekly_5td_selected_path_packages,Radar/Data bounded selected-ticker daily OHLC gap fill,22.4,22.9,22.75,TWSE,TWSE,entry:twse_stock_day_selected_ticker_month;exit:twse_stock_day_selected_ticker_month,official_unadjusted_ohlcv_selected_ticker,True,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2316,2015-05-06,2015-05-07,2015-05-08,hold_same,2015-04-30,A_any_positive_edge|B_score_edge_ge_5_pct_points|C_score_edge_ge_10_pct_points|D_score_edge_ge_15_pct_points|E_risk_adjusted_edge_and_incumbent_deterioration|F_two_day_confirmation_and_risk_adjusted_edge,entry_close;next_daily_close_for_state_return,official_selected_ticker_daily_unadjusted_ohlc_only,False,blocked_not_materialized_in_current_weekly_5td_selected_path_packages,Radar/Data bounded selected-ticker daily OHLC gap fill,22.7,22.75,23.0,TWSE,TWSE,entry:twse_stock_day_selected_ticker_month;exit:twse_stock_day_selected_ticker_month,official_unadjusted_ohlcv_selected_ticker,True,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2316,2015-05-07,2015-05-08,2015-05-11,hold_same,2015-04-30,A_any_positive_edge|B_score_edge_ge_5_pct_points|C_score_edge_ge_10_pct_points|D_score_edge_ge_15_pct_points|E_risk_adjusted_edge_and_incumbent_deterioration|F_two_day_confirmation_and_risk_adjusted_edge,entry_close;next_daily_close_for_state_return,official_selected_ticker_daily_unadjusted_ohlc_only,False,blocked_not_materialized_in_current_weekly_5td_selected_path_packages,Radar/Data bounded selected-ticker daily OHLC gap fill,22.9,23.0,21.75,TWSE,TWSE,entry:twse_stock_day_selected_ticker_month;exit:twse_stock_day_selected_ticker_month,official_unadjusted_ohlcv_selected_ticker,True,True,unadjusted_ohlcv; adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
