ticker,year_month,route,source_url,raw_cache_path,raw_sha256,route_status,route_error,accepted_rows,response_bytes,retrieved_at_utc,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
1326,201712,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20171201&stockNo=1326&response=json,raw_sources\twse_rwd_stock_day_1326_201712.json,e600f5721449d6237f81fe2b891a3c94cb523922431c217b871cfa37c9a9d4e2,fetched,,21,2800,2026-07-08T11:53:40+00:00,0,False,False,False,False,False,False,False,True,False
1326,201806,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20180601&stockNo=1326&response=json,raw_sources\twse_rwd_stock_day_1326_201806.json,a49265b3e3a362cc88942a52b96aee3e4c1d3afed95aa36d9c2682471f7c3b92,fetched,,20,2787,2026-07-08T11:53:40+00:00,0,False,False,False,False,False,False,False,True,False
1402,201510,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20151001&stockNo=1402&response=json,raw_sources\twse_rwd_stock_day_1402_201510.json,e8ee8e119a81b934db666139f024d3ce308824f0990c7d4666819342aca47315,fetched,,21,2697,2026-07-08T11:53:40+00:00,0,False,False,False,False,False,False,False,True,False
1476,201909,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20190901&stockNo=1476&response=json,raw_sources\twse_rwd_stock_day_1476_201909.json,b487e47ba0b66993f8718519a0b70b00bc549deed6166fcdf576fcfdeb7492ee,fetched,,19,2619,2026-07-08T11:53:40+00:00,0,False,False,False,False,False,False,False,True,False
1565,201705,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170501&stockNo=1565&response=json,raw_sources\twse_rwd_stock_day_1565_201705.json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-08T11:53:40+00:00,0,False,False,False,False,False,False,False,True,False
1565,201705,tpex_trading_stock,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=1565&date=2017/05/01&response=json,raw_sources\tpex_trading_stock_1565_201705.json,ce023f9c5717775a62a40ea8a313191d394b208e7a604714904d68ae006f3396,fetched,,20,2178,2026-07-08T11:53:41+00:00,0,False,False,False,False,False,False,False,True,False
1590,202107,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20210701&stockNo=1590&response=json,raw_sources\twse_rwd_stock_day_1590_202107.json,9e5803fc8a204891520babe21e3e2d32e93e77b6a0d0fcb68012f6886bf100bd,fetched,,22,3070,2026-07-08T11:53:41+00:00,0,False,False,False,False,False,False,False,True,False
2002,201510,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20151001&stockNo=2002&response=json,raw_sources\twse_rwd_stock_day_2002_201510.json,ac831b03abc6416c75bc9f14a8418eb7631cf8ce4ef947daa0d6246d27617caa,fetched,,21,2722,2026-07-08T11:53:41+00:00,0,False,False,False,False,False,False,False,True,False
2002,201708,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170801&stockNo=2002&response=json,raw_sources\twse_rwd_stock_day_2002_201708.json,5926f21dc1aed9b9b2769fbd994fbf5d2acfa62fde0404f2a6c6e61cb8b00ac2,fetched,,23,2977,2026-07-08T11:53:41+00:00,0,False,False,False,False,False,False,False,True,False
2002,201709,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170901&stockNo=2002&response=json,raw_sources\twse_rwd_stock_day_2002_201709.json,98386ac58ca6298defc015ddcec0a24337888c50d92bad96bc8be5b823bab7ab,fetched,,22,2877,2026-07-08T11:53:41+00:00,0,False,False,False,False,False,False,False,True,False
2002,201806,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20180601&stockNo=2002&response=json,raw_sources\twse_rwd_stock_day_2002_201806.json,e66540ced8e10b92ec1bda21cabfb75e3b6c7d98b95b1b83f53b8acee2c2960f,fetched,,20,2705,2026-07-08T11:53:41+00:00,0,False,False,False,False,False,False,False,True,False
2002,201807,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20180701&stockNo=2002&response=json,raw_sources\twse_rwd_stock_day_2002_201807.json,d1830c23d888c717c46e235c7f53b201f7ddda1793663e2a2c948d07a4bcccc5,fetched,,22,2888,2026-07-08T11:53:41+00:00,0,False,False,False,False,False,False,False,True,False
2002,202107,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20210701&stockNo=2002&response=json,raw_sources\twse_rwd_stock_day_2002_202107.json,eded4293e7b473930e552615409283af9a57a127c282de60edbb7df3620d0e1b,fetched,,22,2970,2026-07-08T11:53:41+00:00,0,False,False,False,False,False,False,False,True,False
2002,202201,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20220101&stockNo=2002&response=json,raw_sources\twse_rwd_stock_day_2002_202201.json,b32125d0522389d773814d2be85a9d7363b2c21185aab3d55708a2a8014a18a9,fetched,,0,61,2026-07-08T11:53:42+00:00,0,False,False,False,False,False,False,False,True,False
2002,202201,tpex_trading_stock,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2002&date=2022/01/01&response=json,raw_sources\tpex_trading_stock_2002_202201.json,e58f7f5587339c0faae249c66e8781e66dc84bfd5ebf9256b02c60878542c419,fetched,,0,376,2026-07-08T11:53:42+00:00,0,False,False,False,False,False,False,False,True,False
2105,201510,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20151001&stockNo=2105&response=json,raw_sources\twse_rwd_stock_day_2105_201510.json,056ea9f1a30f06f7238e12955f5945e3559780bf48cef8ae5d11f78a81f2d0c1,fetched,,21,2697,2026-07-08T11:53:42+00:00,0,False,False,False,False,False,False,False,True,False
2105,201702,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170201&stockNo=2105&response=json,raw_sources\twse_rwd_stock_day_2105_201702.json,7dcf001b3c81f45d0d75e209910cb7b3a21264d50720c3dfca75ed2ca398f951,fetched,,18,2498,2026-07-08T11:53:42+00:00,0,False,False,False,False,False,False,False,True,False
2301,201702,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170201&stockNo=2301&response=json,raw_sources\twse_rwd_stock_day_2301_201702.json,1d7219121a2c695738a146e24aae706e0fce6cc3a4456e01c87a42ee30a2b19c,fetched,,18,2501,2026-07-08T11:53:42+00:00,0,False,False,False,False,False,False,False,True,False
2301,202201,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20220101&stockNo=2301&response=json,raw_sources\twse_rwd_stock_day_2301_202201.json,ade1c0b2cd74f61177fbfa863db91057898fd40c235c8df788964b9c2336bb4d,fetched,,18,2504,2026-07-08T11:53:42+00:00,0,False,False,False,False,False,False,False,True,False
2303,201510,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20151001&stockNo=2303&response=json,raw_sources\twse_rwd_stock_day_2303_201510.json,542c708d833c72d1575749f8008051ab3f3d9f6308611432faf7ae5c62c10c40,fetched,,21,2805,2026-07-08T11:53:42+00:00,0,False,False,False,False,False,False,False,True,False
2303,201711,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20171101&stockNo=2303&response=json,raw_sources\twse_rwd_stock_day_2303_201711.json,a1f6993bea7a26f159d9bcab8d0dd5e5a3c9a488d39048bfea6a39fdca36ac04,fetched,,22,2900,2026-07-08T11:53:42+00:00,0,False,False,False,False,False,False,False,True,False
2303,201712,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20171201&stockNo=2303&response=json,raw_sources\twse_rwd_stock_day_2303_201712.json,8414c9907931576a22063422e964ae7b8b5eedfc8c3cb62c03e08edb7590b92a,fetched,,21,2796,2026-07-08T11:53:43+00:00,0,False,False,False,False,False,False,False,True,False
2303,202106,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20210601&stockNo=2303&response=json,raw_sources\twse_rwd_stock_day_2303_202106.json,e420761eb02316c4956386c8982b703ea08096760a05020bb91bd26d87d5020b,fetched,,21,2881,2026-07-08T11:53:43+00:00,0,False,False,False,False,False,False,False,True,False
2308,201702,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170201&stockNo=2308&response=json,raw_sources\twse_rwd_stock_day_2308_201702.json,235f3dbd3230c9433f8ee6de1bef8bfcd1cef2b268c663ce53af68884cfa89a3,fetched,,18,2573,2026-07-08T11:53:43+00:00,0,False,False,False,False,False,False,False,True,False
2308,201705,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170501&stockNo=2308&response=json,raw_sources\twse_rwd_stock_day_2308_201705.json,65bfc9da3b2116b047b53acc73927a79a70347aa58638563c9290d8022dc04f9,fetched,,20,2766,2026-07-08T11:53:43+00:00,0,False,False,False,False,False,False,False,True,False
2308,202201,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20220101&stockNo=2308&response=json,raw_sources\twse_rwd_stock_day_2308_202201.json,34944a30dbf59d209cf61c6efeddffa02d3c4d9953da4ff0740857ad330aae0d,fetched,,18,2615,2026-07-08T11:53:43+00:00,0,False,False,False,False,False,False,False,True,False
2317,201502,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20150201&stockNo=2317&response=json,raw_sources\twse_rwd_stock_day_2317_201502.json,8e002ff7600a46bcb1f7231f1725c2a2a88c2c3f53fabd9d537cd7b6ed7a12e4,fetched,,13,2018,2026-07-08T11:53:43+00:00,0,False,False,False,False,False,False,False,True,False
2317,201505,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20150501&stockNo=2317&response=json,raw_sources\twse_rwd_stock_day_2317_201505.json,4f1746804612e3f844c8b2d1d855a59b1b0671881b5a16f0bbc12d6ed5ab6087,fetched,,20,2682,2026-07-08T11:53:43+00:00,0,False,False,False,False,False,False,False,True,False
2317,201708,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170801&stockNo=2317&response=json,raw_sources\twse_rwd_stock_day_2317_201708.json,f2f2920b47251f1c867593be3821713ec046e46a4ac5136de90703e054604516,fetched,,23,3134,2026-07-08T11:53:44+00:00,0,False,False,False,False,False,False,False,True,False
2317,201709,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20170901&stockNo=2317&response=json,raw_sources\twse_rwd_stock_day_2317_201709.json,b77a0ed1beb4ff5c0af7556444de425aa715f41408c0d41f1b24e1fb516defb9,fetched,,22,3042,2026-07-08T11:53:44+00:00,0,False,False,False,False,False,False,False,True,False
2317,201710,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20171001&stockNo=2317&response=json,raw_sources\twse_rwd_stock_day_2317_201710.json,1271716f30cbce682b8f395a86936f0c577a8bfbee68e95af8a6026bffdcd0ca,fetched,,19,2739,2026-07-08T11:53:44+00:00,0,False,False,False,False,False,False,False,True,False
2317,201711,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20171101&stockNo=2317&response=json,raw_sources\twse_rwd_stock_day_2317_201711.json,f14c1c7e1e0a999997e2a8a92b10abb1bfbd09d0c6618cb18413ca161edc57e1,fetched,,22,3040,2026-07-08T11:53:44+00:00,0,False,False,False,False,False,False,False,True,False
2317,201803,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20180301&stockNo=2317&response=json,raw_sources\twse_rwd_stock_day_2317_201803.json,b64951d59190573f0c4dad436c038d4801777183cd3c0c54848166498b364c01,fetched,,23,3051,2026-07-08T11:53:44+00:00,0,False,False,False,False,False,False,False,True,False
2317,201806,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20180601&stockNo=2317&response=json,raw_sources\twse_rwd_stock_day_2317_201806.json,6c65eeef5590fdd0d08596281581a22a8a003e455fd56efc44ef4dadb19d08da,fetched,,20,2765,2026-07-08T11:53:44+00:00,0,False,False,False,False,False,False,False,True,False
2317,201909,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20190901&stockNo=2317&response=json,raw_sources\twse_rwd_stock_day_2317_201909.json,a4209ab2a5ed2f6c3de2d49cdcff726a7d54fb7e28d2374e9c3672fbe6fe6bc2,fetched,,19,2659,2026-07-08T11:53:44+00:00,0,False,False,False,False,False,False,False,True,False
2317,202106,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20210601&stockNo=2317&response=json,raw_sources\twse_rwd_stock_day_2317_202106.json,a4041e3486ba69686ea987ff537e431518578d34b2ba11d89af1aa133a7596ab,fetched,,21,2941,2026-07-08T11:53:45+00:00,0,False,False,False,False,False,False,False,True,False
2317,202107,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20210701&stockNo=2317&response=json,raw_sources\twse_rwd_stock_day_2317_202107.json,de4ee7e0cd697c3e4fdbb13569a6b89b0c0a3ae0ded3f3d2c665d9e9e079b7e3,fetched,,0,71,2026-07-08T11:53:45+00:00,0,False,False,False,False,False,False,False,True,False
2317,202107,tpex_trading_stock,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2317&date=2021/07/01&response=json,raw_sources\tpex_trading_stock_2317_202107.json,369013c7bee1bc7d4d439b54893d78e6d236f1708a8fcf4c227b0d5e1b5a7e41,fetched,,0,376,2026-07-08T11:53:45+00:00,0,False,False,False,False,False,False,False,True,False
2327,202201,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20220101&stockNo=2327&response=json,raw_sources\twse_rwd_stock_day_2327_202201.json,657385e87545b89424c85c5e0f40a41856848d900729a514a9c42ec7fd4f5dc3,fetched,,18,2625,2026-07-08T11:53:45+00:00,0,False,False,False,False,False,False,False,True,False
2330,201505,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20150501&stockNo=2330&response=json,raw_sources\twse_rwd_stock_day_2330_201505.json,212c35a4bade965d4624ee19ba7f3f404cbb0f2460b96a49aa04fdc819c528a7,fetched,,20,2751,2026-07-08T11:53:45+00:00,0,False,False,False,False,False,False,False,True,False
2330,201510,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20151001&stockNo=2330&response=json,raw_sources\twse_rwd_stock_day_2330_201510.json,03e0ca1539f314f42292e6803fd9c02e8658fde583abe115f6aaa22bf4a2f754,fetched,,21,2854,2026-07-08T11:53:45+00:00,0,False,False,False,False,False,False,False,True,False
2330,201803,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20180301&stockNo=2330&response=json,raw_sources\twse_rwd_stock_day_2330_201803.json,de4ee7e0cd697c3e4fdbb13569a6b89b0c0a3ae0ded3f3d2c665d9e9e079b7e3,fetched,,0,71,2026-07-08T11:53:45+00:00,0,False,False,False,False,False,False,False,True,False
2330,201803,tpex_trading_stock,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2330&date=2018/03/01&response=json,raw_sources\tpex_trading_stock_2330_201803.json,dac7927963dfa9daa2557d48746272e299e7888d8b66d30e3224f0b6720379ed,fetched,,0,376,2026-07-08T11:53:46+00:00,0,False,False,False,False,False,False,False,True,False
2330,201909,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20190901&stockNo=2330&response=json,raw_sources\twse_rwd_stock_day_2330_201909.json,40b0e7d52a3f2e8276ed421b2575f46440042a566cb680db91d3a8fe02a331ad,route_error,HTTP Error 307: Temporary Redirect,0,53,2026-07-08T11:53:46+00:00,0,False,False,False,False,False,False,False,True,False
2330,201909,tpex_trading_stock,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2330&date=2019/09/01&response=json,raw_sources\tpex_trading_stock_2330_201909.json,31e50f543a2485d02014b7ba2845f44c6d4395774765c0ec6ce7cdec2c90ae13,fetched,,0,376,2026-07-08T11:53:46+00:00,0,False,False,False,False,False,False,False,True,False
2330,202208,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20220801&stockNo=2330&response=json,raw_sources\twse_rwd_stock_day_2330_202208.json,40b0e7d52a3f2e8276ed421b2575f46440042a566cb680db91d3a8fe02a331ad,route_error,HTTP Error 307: Temporary Redirect,0,53,2026-07-08T11:53:47+00:00,0,False,False,False,False,False,False,False,True,False
2330,202208,tpex_trading_stock,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2330&date=2022/08/01&response=json,raw_sources\tpex_trading_stock_2330_202208.json,6cd6053539372c734cee124c4852e54c8ce9a1fea29dd90e15b7baaef20477bb,fetched,,0,376,2026-07-08T11:53:47+00:00,0,False,False,False,False,False,False,False,True,False
2344,201807,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20180701&stockNo=2344&response=json,raw_sources\twse_rwd_stock_day_2344_201807.json,40b0e7d52a3f2e8276ed421b2575f46440042a566cb680db91d3a8fe02a331ad,route_error,HTTP Error 307: Temporary Redirect,0,53,2026-07-08T11:53:47+00:00,0,False,False,False,False,False,False,False,True,False
2344,201807,tpex_trading_stock,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2344&date=2018/07/01&response=json,raw_sources\tpex_trading_stock_2344_201807.json,4e898df4171aa0b2da40bfbb1c648bc05aa2d99797f3c4a7bf606de49f1597e6,fetched,,0,376,2026-07-08T11:53:47+00:00,0,False,False,False,False,False,False,False,True,False
2344,202107,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20210701&stockNo=2344&response=json,raw_sources\twse_rwd_stock_day_2344_202107.json,40b0e7d52a3f2e8276ed421b2575f46440042a566cb680db91d3a8fe02a331ad,route_error,HTTP Error 307: Temporary Redirect,0,53,2026-07-08T11:53:47+00:00,0,False,False,False,False,False,False,False,True,False
2344,202107,tpex_trading_stock,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2344&date=2021/07/01&response=json,raw_sources\tpex_trading_stock_2344_202107.json,c5de6ed966e398c78ddac45c1ceee1c7f96db2c725f2955eab430b9bf71291dd,fetched,,0,376,2026-07-08T11:53:48+00:00,0,False,False,False,False,False,False,False,True,False
2352,202001,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20200101&stockNo=2352&response=json,raw_sources\twse_rwd_stock_day_2352_202001.json,40b0e7d52a3f2e8276ed421b2575f46440042a566cb680db91d3a8fe02a331ad,route_error,HTTP Error 307: Temporary Redirect,0,53,2026-07-08T11:53:48+00:00,0,False,False,False,False,False,False,False,True,False
2352,202001,tpex_trading_stock,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2352&date=2020/01/01&response=json,raw_sources\tpex_trading_stock_2352_202001.json,dd60d1f85dc22769df5c283896ce66e1cd2eaf71d4e797645d432fe284ba4809,fetched,,0,376,2026-07-08T11:53:48+00:00,0,False,False,False,False,False,False,False,True,False
2354,201510,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20151001&stockNo=2354&response=json,raw_sources\twse_rwd_stock_day_2354_201510.json,40b0e7d52a3f2e8276ed421b2575f46440042a566cb680db91d3a8fe02a331ad,route_error,HTTP Error 307: Temporary Redirect,0,53,2026-07-08T11:53:48+00:00,0,False,False,False,False,False,False,False,True,False
2354,201510,tpex_trading_stock,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2354&date=2015/10/01&response=json,raw_sources\tpex_trading_stock_2354_201510.json,0450a146a2de71975885f3745600c3ce78749c3cc36e83d830da78029ba1e332,fetched,,0,376,2026-07-08T11:53:48+00:00,0,False,False,False,False,False,False,False,True,False
2354,201710,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20171001&stockNo=2354&response=json,raw_sources\twse_rwd_stock_day_2354_201710.json,40b0e7d52a3f2e8276ed421b2575f46440042a566cb680db91d3a8fe02a331ad,route_error,HTTP Error 307: Temporary Redirect,0,53,2026-07-08T11:53:48+00:00,0,False,False,False,False,False,False,False,True,False
2354,201710,tpex_trading_stock,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2354&date=2017/10/01&response=json,raw_sources\tpex_trading_stock_2354_201710.json,913d54a9b63a84c2e3d75bac49117133f5a071e77b5b6ae9e91ecb61bc205d92,fetched,,0,376,2026-07-08T11:53:48+00:00,0,False,False,False,False,False,False,False,True,False
2357,201502,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20150201&stockNo=2357&response=json,raw_sources\twse_rwd_stock_day_2357_201502.json,40b0e7d52a3f2e8276ed421b2575f46440042a566cb680db91d3a8fe02a331ad,route_error,HTTP Error 307: Temporary Redirect,0,53,2026-07-08T11:53:48+00:00,0,False,False,False,False,False,False,False,True,False
2357,201502,tpex_trading_stock,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2357&date=2015/02/01&response=json,raw_sources\tpex_trading_stock_2357_201502.json,bf0f3c5c9f780c8600da066485ec909e3870a9af5d08e091e94ab245f2e5c4c8,fetched,,0,376,2026-07-08T11:53:48+00:00,0,False,False,False,False,False,False,False,True,False
2357,201505,twse_rwd_stock_day,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20150501&stockNo=2357&response=json,raw_sources\twse_rwd_stock_day_2357_201505.json,40b0e7d52a3f2e8276ed421b2575f46440042a566cb680db91d3a8fe02a331ad,route_error,HTTP Error 307: Temporary Redirect,0,53,2026-07-08T11:53:49+00:00,0,False,False,False,False,False,False,False,True,False
2357,201505,tpex_trading_stock,https://www.tpex.org.tw/www/zh-tw/afterTrading/tradingStock?code=2357&date=2015/05/01&response=json,raw_sources\tpex_trading_stock_2357_201505.json,ba36ab26b7b3b26f3990396b21d6c9f34533c992344a9e59cbd4b08d371b0aff,fetched,,0,376,2026-07-08T11:53:49+00:00,0,False,False,False,False,False,False,False,True,False
