signal_date,score_variant,candidate_rank,ticker,name,market,entry_date,exit_date,entry_open,entry_close,exit_close,entry_market,exit_market,source_route,source_quality,official_ohlc_path_ready,adjusted_close_ready,adjustment_policy,blocked_reason,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
2017-05-12,momentum,5,6510,精測,TPEx,2017-05-15,2017-05-22,1120.0,1130.0,1165.0,TPEx,TPEx,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-08-25,momentum,1,2409,友達,TWSE,2017-08-28,2017-09-04,12.25,12.35,12.25,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-08-25,momentum,2,3481,群創,TWSE,2017-08-28,2017-09-04,14.5,14.5,14.35,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-08-25,momentum,3,2317,鴻海,TWSE,2017-08-28,2017-09-04,116.5,115.5,116.5,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-08-25,momentum,4,1303,南亞,TWSE,2017-08-28,2017-09-04,75.3,76.0,75.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-08-25,momentum,5,2881,富邦金,TWSE,2017-08-28,2017-09-04,47.7,48.25,47.95,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-10-27,momentum,1,2317,鴻海,TWSE,2017-10-30,2017-11-06,113.0,111.5,113.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-10-27,momentum,2,2409,友達,TWSE,2017-10-30,2017-11-06,12.45,12.35,12.55,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-10-27,momentum,3,3008,大立光,TWSE,2017-10-30,2017-11-06,5700.0,5730.0,5875.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-10-27,momentum,4,5871,中租-KY,TWSE,2017-10-30,2017-11-06,79.5,78.0,78.7,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-10-27,momentum,5,2439,美律,TWSE,2017-10-30,2017-11-06,225.0,220.0,228.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-11-24,momentum,1,3008,大立光,TWSE,2017-11-27,2017-12-04,5610.0,5330.0,4800.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-11-24,momentum,2,1326,台化,TWSE,2017-11-27,2017-12-04,94.5,94.9,95.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-11-24,momentum,3,2303,聯電,TWSE,2017-11-27,2017-12-04,16.0,15.8,15.7,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-11-24,momentum,4,3406,玉晶光,TWSE,2017-11-27,2017-12-04,366.0,352.5,365.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2017-11-24,momentum,5,3081,聯亞,TPEx,2017-11-27,2017-12-04,378.0,372.0,404.0,TPEx,TPEx,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-03-16,momentum,1,2317,鴻海,TWSE,2018-03-19,2018-03-26,92.6,92.9,90.2,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-03-16,momentum,2,2412,中華電,TWSE,2018-03-19,2018-03-26,109.5,110.0,111.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-03-16,momentum,3,2884,玉山金,TWSE,2018-03-19,2018-03-26,19.4,19.6,19.35,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-03-16,momentum,4,5880,合庫金,TWSE,2018-03-19,2018-03-26,17.2,17.2,17.2,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-03-16,momentum,5,1301,台塑,TWSE,2018-03-19,2018-03-26,102.0,103.0,103.5,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-06-08,momentum,1,2317,鴻海,TWSE,2018-06-11,2018-06-19,88.1,87.4,83.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-06-08,momentum,2,2454,聯發科,TWSE,2018-06-11,2018-06-19,331.0,332.5,312.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-06-08,momentum,3,3443,創意,TWSE,2018-06-11,2018-06-19,307.5,301.0,310.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-06-08,momentum,4,1301,台塑,TWSE,2018-06-11,2018-06-19,108.5,109.0,105.5,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-06-08,momentum,5,1303,南亞,TWSE,2018-06-11,2018-06-19,85.8,85.0,82.8,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-06-29,momentum,1,2474,可成,TWSE,2018-07-02,2018-07-09,342.0,335.5,340.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-06-29,momentum,2,2881,富邦金,TWSE,2018-07-02,2018-07-09,50.9,50.3,50.1,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-06-29,momentum,3,2887,台新新光金,TWSE,2018-07-02,2018-07-09,14.4,14.4,14.3,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-06-29,momentum,4,2885,元大金,TWSE,2018-07-02,2018-07-09,13.9,13.85,13.15,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2018-06-29,momentum,5,6239,力成,TWSE,2018-07-02,2018-07-09,87.5,87.0,83.4,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2019-09-12,momentum,1,2317,鴻海,TWSE,2019-09-16,2019-09-23,76.3,76.0,74.7,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2019-09-12,momentum,2,2330,台積電,TWSE,2019-09-16,2019-09-23,262.0,265.5,264.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2019-09-12,momentum,3,8299,群聯,TPEx,2019-09-16,2019-09-23,297.5,295.5,289.0,TPEx,TPEx,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2019-09-12,momentum,4,2882,國泰金,TWSE,2019-09-16,2019-09-23,41.5,41.55,41.15,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2019-09-12,momentum,5,2884,玉山金,TWSE,2019-09-16,2019-09-23,26.5,26.35,26.6,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2019-12-06,momentum,1,1216,統一,TWSE,2019-12-09,2019-12-16,72.7,72.4,72.3,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2019-12-06,momentum,2,2383,台光電,TWSE,2019-12-09,2019-12-16,124.0,123.0,125.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2019-12-06,momentum,3,3045,台灣大,TWSE,2019-12-09,2019-12-16,115.0,114.0,113.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2019-12-06,momentum,4,2881,富邦金,TWSE,2019-12-09,2019-12-16,45.35,45.45,46.6,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2019-12-06,momentum,5,3008,大立光,TWSE,2019-12-09,2019-12-16,4760.0,4820.0,4835.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2020-01-10,momentum,1,2352,佳世達,TWSE,2020-01-13,2020-01-20,21.2,21.15,21.55,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2020-01-10,momentum,2,5880,合庫金,TWSE,2020-01-13,2020-01-20,20.9,21.0,21.5,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2020-01-10,momentum,3,2376,技嘉,TWSE,2020-01-13,2020-01-20,50.6,50.6,52.2,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2020-01-10,momentum,4,4953,緯軟,TPEx,2020-01-13,2020-01-20,106.5,106.0,107.5,TPEx,TPEx,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2020-01-10,momentum,5,2454,聯發科,TWSE,2020-01-13,2020-01-20,432.0,422.0,419.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2021-06-18,momentum,1,2303,聯電,TWSE,2021-06-21,2021-06-28,51.6,51.2,52.6,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2021-06-18,momentum,2,2454,聯發科,TWSE,2021-06-21,2021-06-28,960.0,918.0,935.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2021-06-18,momentum,3,2330,台積電,TWSE,2021-06-21,2021-06-28,590.0,583.0,590.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2021-06-18,momentum,4,2317,鴻海,TWSE,2021-06-21,2021-06-28,110.5,108.5,111.5,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2021-06-18,momentum,5,6531,愛普*,TWSE,2021-06-21,2021-06-28,663.0,651.0,639.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2021-07-09,momentum,1,2317,鴻海,TWSE,2021-07-12,2021-07-19,115.5,115.0,116.5,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2021-07-09,momentum,2,2002,中鋼,TWSE,2021-07-12,2021-07-19,39.45,37.9,36.6,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2021-07-09,momentum,3,2344,華邦電,TWSE,2021-07-12,2021-07-19,36.1,35.0,34.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2021-07-09,momentum,4,4961,天鈺,TWSE,2021-07-12,2021-07-19,310.0,301.0,298.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2021-07-09,momentum,5,3545,敦泰,TWSE,2021-07-12,2021-07-19,227.0,221.0,226.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2021-12-30,momentum,1,2002,中鋼,TWSE,2022-01-03,2022-01-10,35.5,35.0,34.9,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2021-12-30,momentum,2,2368,金像電,TWSE,2022-01-03,2022-01-10,76.8,78.4,74.4,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2021-12-30,momentum,3,2308,台達電,TWSE,2022-01-03,2022-01-10,276.0,282.0,283.5,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2021-12-30,momentum,4,2301,光寶科,TWSE,2022-01-03,2022-01-10,63.9,63.4,63.5,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2021-12-30,momentum,5,2327,國巨*,TWSE,2022-01-03,2022-01-10,479.5,491.0,519.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2022-08-12,momentum,1,2303,聯電,TWSE,2022-08-15,2022-08-22,42.85,43.5,41.85,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2022-08-12,momentum,2,2330,台積電,TWSE,2022-08-15,2022-08-22,520.0,523.0,510.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2022-08-12,momentum,3,3707,漢磊,TPEx,2022-08-15,2022-08-22,103.0,105.5,111.5,TPEx,TPEx,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2022-08-12,momentum,4,2412,中華電,TWSE,2022-08-15,2022-08-22,125.0,124.5,123.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2022-08-12,momentum,5,2618,長榮航,TWSE,2022-08-15,2022-08-22,31.8,31.6,32.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-01-30,quality_rs,2,2317,鴻海,TWSE,2015-02-02,2015-02-09,87.2,86.5,87.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-01-30,quality_rs,3,2454,聯發科,TWSE,2015-02-02,2015-02-09,489.00,482.50,488.00,TWSE,TWSE,bounded_twse_mi_index_day_fallback,official_unadjusted_ohlcv_selected_day_twse_mi_index,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-01-30,quality_rs,4,2882,國泰金,TWSE,2015-02-02,2015-02-09,45.5,45.8,46.25,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-01-30,quality_rs,5,2357,華碩,TWSE,2015-02-02,2015-02-09,334.0,333.0,325.5,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-04-30,quality_rs,1,2330,台積電,TWSE,2015-05-04,2015-05-11,148.5,147.5,148.5,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-04-30,quality_rs,2,2412,中華電,TWSE,2015-05-04,2015-05-11,99.0,99.0,99.1,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-04-30,quality_rs,3,3481,群創,TWSE,2015-05-04,2015-05-11,15.95,16.25,16.05,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-04-30,quality_rs,4,2317,鴻海,TWSE,2015-05-04,2015-05-11,93.0,93.1,93.2,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-04-30,quality_rs,5,1101,台泥,TWSE,2015-05-04,2015-05-11,43.8,43.4,42.65,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-05-15,quality_rs,1,2454,聯發科,TWSE,2015-05-18,2015-05-25,390.0,391.5,397.5,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-05-15,quality_rs,2,2357,華碩,TWSE,2015-05-18,2015-05-25,307.0,303.0,307.0,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
2015-05-15,quality_rs,3,3231,緯創,TWSE,2015-05-18,2015-05-25,25.75,25.4,25.4,TWSE,TWSE,previous_p1_c2_top5_ohlc_package_or_selected_ticker_month_official_route,official_unadjusted_ohlcv_selected_ticker_month,true,false,unadjusted_ohlc_only_adjusted_close_blocked_not_fabricated,,0,False,False,False,False,False,False,False,True,False
