ticker,name,market,year_month,route,source_url,raw_cache_path,raw_sha256,route_status,route_error,accepted_month_rows,target_dates_in_month,target_dates_found,response_bytes,retrieved_at_utc,future_data_violation_count,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,ready_for_formal,not_live_rule,forward_returns_live_rule_usage
8464,億豐,TWSE,201803,twse_rwd_stock_day_selected_ticker_month,https://www.twse.com.tw/rwd/zh/afterTrading/STOCK_DAY?date=20180301&stockNo=8464&response=json,raw_sources\twse_rwd_stock_day_8464_201803.json,8f865dae2755c9eb77dff2b4cc1b31fffebb0f8908801486fe427ebeb2717b46,fetched,,23,2,2,2953,2026-07-09T02:25:58+00:00,0,False,False,False,False,False,False,False,True,False
