source,target_period,source_type,query_url,attempt_type,holdings_date,date_field_detected,row_count,retrieved_path,acceptance_decision,notes
sitca_fund_query_home,2016Q1,disclosure,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.sitca.org.tw%2FROC%2FIndustry%2FIN2421.aspx&timestamp=20160331,wayback_available,2016-10-26,generic_date_regex,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_sitca_fund_query_home_wayback_available.json,not_parsed,closest_timestamp=20161026223819; closest_url=http://web.archive.org/web/20161026223819/http://www.sitca.org.tw:80/ROC/Industry/IN2421.aspx?
sitca_etf_home,2016Q1,disclosure,https://www.sitca.org.tw/ROC/ETF/,direct,,,0,,not_parsed,
sitca_etf_home,2016Q1,disclosure,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.sitca.org.tw%2FROC%2FETF%2F&timestamp=20160331,wayback_available,2016-03-31,generic_date_regex,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_sitca_etf_home_wayback_available.json,not_parsed,closest_timestamp=; closest_url=
mops_home_fund_keyword,2016Q1,disclosure,https://mops.twse.com.tw/mops/web/index,direct,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_mops_home_fund_keyword_direct.html,not_parsed,
mops_home_fund_keyword,2016Q1,disclosure,https://archive.org/wayback/available?url=https%3A%2F%2Fmops.twse.com.tw%2Fmops%2Fweb%2Findex&timestamp=20160331,wayback_available,2016-02-11,generic_date_regex,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_mops_home_fund_keyword_wayback_available.json,not_parsed,closest_timestamp=20160211194704; closest_url=http://web.archive.org/web/20160211194704/http://mops.twse.com.tw/mops/web/index
twse_etf_home,2016Q1,twse_index_proxy_candidate,https://www.twse.com.tw/zh/ETF/list,direct,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_twse_etf_home_direct.html,not_parsed,
twse_etf_home,2016Q1,twse_index_proxy_candidate,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.twse.com.tw%2Fzh%2FETF%2Flist&timestamp=20160331,wayback_available,2022-10-23,generic_date_regex,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_twse_etf_home_wayback_available.json,not_parsed,closest_timestamp=20221023174803; closest_url=http://web.archive.org/web/20221023174803/https://www.twse.com.tw/zh/ETF/list
taiwan_index_home,2016Q1,twse_index_proxy_candidate,https://www.taiwanindex.com.tw/index/index/TW50,direct,,,0,,not_parsed,
taiwan_index_home,2016Q1,twse_index_proxy_candidate,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.taiwanindex.com.tw%2Findex%2Findex%2FTW50&timestamp=20160331,wayback_available,2016-06-30,generic_date_regex,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_taiwan_index_home_wayback_available.json,not_parsed,closest_timestamp=20160630153714; closest_url=http://web.archive.org/web/20160630153714/http://www.taiwanindex.com.tw:80/index/index/TW50
sitca_fund_query_home,2021Q4,disclosure,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,direct,2016-01-29,generic_date_regex,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_sitca_fund_query_home_direct.html,not_parsed,
sitca_fund_query_home,2021Q4,disclosure,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.sitca.org.tw%2FROC%2FIndustry%2FIN2421.aspx&timestamp=20211231,wayback_available,,,0,,not_parsed,
sitca_etf_home,2021Q4,disclosure,https://www.sitca.org.tw/ROC/ETF/,direct,,,0,,not_parsed,
sitca_etf_home,2021Q4,disclosure,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.sitca.org.tw%2FROC%2FETF%2F&timestamp=20211231,wayback_available,2021-12-31,generic_date_regex,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_sitca_etf_home_wayback_available.json,not_parsed,closest_timestamp=; closest_url=
mops_home_fund_keyword,2021Q4,disclosure,https://mops.twse.com.tw/mops/web/index,direct,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_mops_home_fund_keyword_direct.html,not_parsed,
mops_home_fund_keyword,2021Q4,disclosure,https://archive.org/wayback/available?url=https%3A%2F%2Fmops.twse.com.tw%2Fmops%2Fweb%2Findex&timestamp=20211231,wayback_available,2022-01-07,generic_date_regex,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_mops_home_fund_keyword_wayback_available.json,not_parsed,closest_timestamp=20220107215927; closest_url=http://web.archive.org/web/20220107215927/https://mops.twse.com.tw/mops/web/index
twse_etf_home,2021Q4,twse_index_proxy_candidate,https://www.twse.com.tw/zh/ETF/list,direct,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_twse_etf_home_direct.html,not_parsed,
twse_etf_home,2021Q4,twse_index_proxy_candidate,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.twse.com.tw%2Fzh%2FETF%2Flist&timestamp=20211231,wayback_available,2022-10-23,generic_date_regex,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_twse_etf_home_wayback_available.json,not_parsed,closest_timestamp=20221023174803; closest_url=http://web.archive.org/web/20221023174803/https://www.twse.com.tw/zh/ETF/list
taiwan_index_home,2021Q4,twse_index_proxy_candidate,https://www.taiwanindex.com.tw/index/index/TW50,direct,,,0,,not_parsed,
taiwan_index_home,2021Q4,twse_index_proxy_candidate,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.taiwanindex.com.tw%2Findex%2Findex%2FTW50&timestamp=20211231,wayback_available,2022-05-26,generic_date_regex,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_taiwan_index_home_wayback_available.json,not_parsed,closest_timestamp=20220526174845; closest_url=http://web.archive.org/web/20220526174845/https://www.taiwanindex.com.tw/index/index/TW50
sitca_fund_query_home,2023Q4,disclosure,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,direct,2016-01-29,generic_date_regex,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2023Q4_sitca_fund_query_home_direct.html,not_parsed,
sitca_fund_query_home,2023Q4,disclosure,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.sitca.org.tw%2FROC%2FIndustry%2FIN2421.aspx&timestamp=20231231,wayback_available,2025-04-21,generic_date_regex,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2023Q4_sitca_fund_query_home_wayback_available.json,not_parsed,closest_timestamp=20250421134934; closest_url=http://web.archive.org/web/20250421134934/https://www.sitca.org.tw/ROC/Industry/IN2421.aspx
sitca_etf_home,2023Q4,disclosure,https://www.sitca.org.tw/ROC/ETF/,direct,,,0,,not_parsed,
sitca_etf_home,2023Q4,disclosure,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.sitca.org.tw%2FROC%2FETF%2F&timestamp=20231231,wayback_available,2023-12-31,generic_date_regex,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2023Q4_sitca_etf_home_wayback_available.json,not_parsed,closest_timestamp=; closest_url=
mops_home_fund_keyword,2023Q4,disclosure,https://mops.twse.com.tw/mops/web/index,direct,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2023Q4_mops_home_fund_keyword_direct.html,not_parsed,
mops_home_fund_keyword,2023Q4,disclosure,https://archive.org/wayback/available?url=https%3A%2F%2Fmops.twse.com.tw%2Fmops%2Fweb%2Findex&timestamp=20231231,wayback_available,2023-12-31,generic_date_regex,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2023Q4_mops_home_fund_keyword_wayback_available.json,not_parsed,closest_timestamp=20231231065232; closest_url=http://web.archive.org/web/20231231065232/http://mops.twse.com.tw/mops/web/index
twse_etf_home,2023Q4,twse_index_proxy_candidate,https://www.twse.com.tw/zh/ETF/list,direct,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2023Q4_twse_etf_home_direct.html,not_parsed,
twse_etf_home,2023Q4,twse_index_proxy_candidate,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.twse.com.tw%2Fzh%2FETF%2Flist&timestamp=20231231,wayback_available,2023-02-03,generic_date_regex,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2023Q4_twse_etf_home_wayback_available.json,not_parsed,closest_timestamp=20230203161616; closest_url=http://web.archive.org/web/20230203161616/https://www.twse.com.tw/zh/ETF/list
taiwan_index_home,2023Q4,twse_index_proxy_candidate,https://www.taiwanindex.com.tw/index/index/TW50,direct,,,0,,not_parsed,
taiwan_index_home,2023Q4,twse_index_proxy_candidate,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.taiwanindex.com.tw%2Findex%2Findex%2FTW50&timestamp=20231231,wayback_available,2022-05-26,generic_date_regex,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2023Q4_taiwan_index_home_wayback_available.json,not_parsed,closest_timestamp=20220526174845; closest_url=http://web.archive.org/web/20220526174845/https://www.taiwanindex.com.tw/index/index/TW50
