source,target_period,query_url,attempt_type,status,http_code,content_type,date_field_detected,holdings_date,row_count,retrieved_path,error,notes
sitca_fund_query_home,2014Q4,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.sitca.org.tw%2FROC%2FIndustry%2FIN2421.aspx&timestamp=20141231,wayback_available,http_ok,200,application/json,generic_date_regex,2013-08-01,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2014Q4_sitca_fund_query_home_wayback_available.json,,closest_timestamp=20130801221825; closest_url=http://web.archive.org/web/20130801221825/http://www.sitca.org.tw:80/ROC/Industry/IN2421.aspx?
sitca_etf_home,2014Q4,https://www.sitca.org.tw/ROC/ETF/,direct,http_non_ok,404,text/html,,,0,,,
sitca_etf_home,2014Q4,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.sitca.org.tw%2FROC%2FETF%2F&timestamp=20141231,wayback_available,http_ok,200,application/json,generic_date_regex,2014-12-31,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2014Q4_sitca_etf_home_wayback_available.json,,closest_timestamp=; closest_url=
mops_home_fund_keyword,2014Q4,https://mops.twse.com.tw/mops/web/index,direct,http_ok,200,text/html;charset=UTF-8,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2014Q4_mops_home_fund_keyword_direct.html,,
mops_home_fund_keyword,2014Q4,https://archive.org/wayback/available?url=https%3A%2F%2Fmops.twse.com.tw%2Fmops%2Fweb%2Findex&timestamp=20141231,wayback_available,http_ok,200,application/json,generic_date_regex,2015-02-04,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2014Q4_mops_home_fund_keyword_wayback_available.json,,closest_timestamp=20150204022231; closest_url=http://web.archive.org/web/20150204022231/http://mops.twse.com.tw/mops/web/index
twse_etf_home,2014Q4,https://www.twse.com.tw/zh/ETF/list,direct,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2014Q4_twse_etf_home_direct.html,,
twse_etf_home,2014Q4,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.twse.com.tw%2Fzh%2FETF%2Flist&timestamp=20141231,wayback_available,http_ok,200,application/json,generic_date_regex,2022-10-23,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2014Q4_twse_etf_home_wayback_available.json,,closest_timestamp=20221023174803; closest_url=http://web.archive.org/web/20221023174803/https://www.twse.com.tw/zh/ETF/list
taiwan_index_home,2014Q4,https://www.taiwanindex.com.tw/index/index/TW50,direct,http_non_ok,404,text/html; charset=utf-8,,,0,,,
taiwan_index_home,2014Q4,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.taiwanindex.com.tw%2Findex%2Findex%2FTW50&timestamp=20141231,wayback_available,http_ok,200,application/json,generic_date_regex,2016-06-30,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2014Q4_taiwan_index_home_wayback_available.json,,closest_timestamp=20160630153714; closest_url=http://web.archive.org/web/20160630153714/http://www.taiwanindex.com.tw:80/index/index/TW50
phase3_extracted_api_url,2014Q4,https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/Home/20240331142809778.jpg,direct,http_ok,200,image/jpeg,,,0,,,
phase3_extracted_api_url,2014Q4,https://archive.org/wayback/available?url=https%3A%2F%2Fetfapi.yuantaetfs.com%2FECImage%2FETFBackstage%2Ffile%2FHome%2F20240331142809778.jpg&timestamp=20141231,wayback_available,http_ok,200,application/json,generic_date_regex,2024-03-31,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2014Q4_phase3_extracted_api_url_wayback_available.json,,closest_timestamp=20240401055011; closest_url=http://web.archive.org/web/20240401055011/https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/Home/20240331142809778.jpg
phase3_extracted_api_url,2014Q4,https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/ETFFileDownload/ETF申購撤回申請書.pdf,direct,http_ok,200,application/pdf,generic_date_regex,2016-03-30,39,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2014Q4_phase3_extracted_api_url_direct.html,,
phase3_extracted_api_url,2014Q4,https://archive.org/wayback/available?url=https%3A%2F%2Fetfapi.yuantaetfs.com%2FECImage%2FETFBackstage%2Ffile%2FETFFileDownload%2FETF%E7%94%B3%E8%B3%BC%E6%92%A4%E5%9B%9E%E7%94%B3%E8%AB%8B%E6%9B%B8.pdf&timestamp=20141231,wayback_available,http_ok,200,application/json,generic_date_regex,2014-12-31,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2014Q4_phase3_extracted_api_url_wayback_available.json,,closest_timestamp=; closest_url=
yuanta_etfapi_product_0050,2016Q1,https://etfapi.yuantaetfs.com/api/ETF/GetETFInfo?fundid=0050,direct,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_yuanta_etfapi_product_0050_direct.html,,
yuanta_etfapi_product_0050,2016Q1,https://archive.org/wayback/available?url=https%3A%2F%2Fetfapi.yuantaetfs.com%2Fapi%2FETF%2FGetETFInfo%3Ffundid%3D0050&timestamp=20160331,wayback_available,error,,,,,0,,"ReadTimeout: HTTPSConnectionPool(host='archive.org', port=443): Read timed out. (read timeout=5)",
yuanta_etfapi_ratio_0050,2016Q1,https://etfapi.yuantaetfs.com/api/ETF/GetHoldStock?fundid=0050,direct,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_yuanta_etfapi_ratio_0050_direct.html,,
yuanta_etfapi_ratio_0050,2016Q1,https://archive.org/wayback/available?url=https%3A%2F%2Fetfapi.yuantaetfs.com%2Fapi%2FETF%2FGetHoldStock%3Ffundid%3D0050&timestamp=20160331,wayback_available,http_ok,200,application/json,generic_date_regex,2016-03-31,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_yuanta_etfapi_ratio_0050_wayback_available.json,,closest_timestamp=; closest_url=
yuanta_etfapi_pcf_0050,2016Q1,https://etfapi.yuantaetfs.com/api/ETF/GetPCF?fundid=0050,direct,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_yuanta_etfapi_pcf_0050_direct.html,,
yuanta_etfapi_pcf_0050,2016Q1,https://archive.org/wayback/available?url=https%3A%2F%2Fetfapi.yuantaetfs.com%2Fapi%2FETF%2FGetPCF%3Ffundid%3D0050&timestamp=20160331,wayback_available,http_ok,200,application/json,generic_date_regex,2016-03-31,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_yuanta_etfapi_pcf_0050_wayback_available.json,,closest_timestamp=; closest_url=
yuanta_etfapi_file_downloads,2016Q1,https://etfapi.yuantaetfs.com/api/ETF/GetFileDownload?fundid=0050,direct,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_yuanta_etfapi_file_downloads_direct.html,,
yuanta_etfapi_file_downloads,2016Q1,https://archive.org/wayback/available?url=https%3A%2F%2Fetfapi.yuantaetfs.com%2Fapi%2FETF%2FGetFileDownload%3Ffundid%3D0050&timestamp=20160331,wayback_available,error,,,,,0,,"ReadTimeout: HTTPSConnectionPool(host='archive.org', port=443): Read timed out. (read timeout=5)",
yuanta_etfapi_product_list,2016Q1,https://etfapi.yuantaetfs.com/api/ETF/GetETFList,direct,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_yuanta_etfapi_product_list_direct.html,,
yuanta_etfapi_product_list,2016Q1,https://archive.org/wayback/available?url=https%3A%2F%2Fetfapi.yuantaetfs.com%2Fapi%2FETF%2FGetETFList&timestamp=20160331,wayback_available,http_ok,200,application/json,generic_date_regex,2016-03-31,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_yuanta_etfapi_product_list_wayback_available.json,,closest_timestamp=; closest_url=
yuanta_current_ratio_page,2016Q1,https://www.yuantaetfs.com/product/detail/0050/ratio,direct,http_ok,200,text/html; charset=utf-8,date,2026-06-26,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_yuanta_current_ratio_page_direct.html,,
yuanta_current_ratio_page,2016Q1,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050%2Fratio&timestamp=20160331,wayback_available,error,,,,,0,,"ReadTimeout: HTTPSConnectionPool(host='archive.org', port=443): Read timed out. (read timeout=5)",
yuanta_current_download_page,2016Q1,https://www.yuantaetfs.com/product/detail/0050/download,direct,http_ok,200,text/html; charset=utf-8,generic_date_regex,2024-03-31,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_yuanta_current_download_page_direct.html,,
yuanta_current_download_page,2016Q1,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050%2Fdownload&timestamp=20160331,wayback_available,http_ok,200,application/json,generic_date_regex,2022-05-26,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_yuanta_current_download_page_wayback_available.json,,closest_timestamp=20220526050142; closest_url=http://web.archive.org/web/20220526050142/https://www.yuantaetfs.com/product/detail/0050/download
sitca_fund_query_home,2016Q1,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,direct,http_ok,200,text/html; charset=utf-8,generic_date_regex,2016-01-29,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_sitca_fund_query_home_direct.html,,
sitca_fund_query_home,2016Q1,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.sitca.org.tw%2FROC%2FIndustry%2FIN2421.aspx&timestamp=20160331,wayback_available,http_ok,200,application/json,generic_date_regex,2016-10-26,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_sitca_fund_query_home_wayback_available.json,,closest_timestamp=20161026223819; closest_url=http://web.archive.org/web/20161026223819/http://www.sitca.org.tw:80/ROC/Industry/IN2421.aspx?
sitca_etf_home,2016Q1,https://www.sitca.org.tw/ROC/ETF/,direct,http_non_ok,404,text/html,,,0,,,
sitca_etf_home,2016Q1,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.sitca.org.tw%2FROC%2FETF%2F&timestamp=20160331,wayback_available,http_ok,200,application/json,generic_date_regex,2016-03-31,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_sitca_etf_home_wayback_available.json,,closest_timestamp=; closest_url=
mops_home_fund_keyword,2016Q1,https://mops.twse.com.tw/mops/web/index,direct,http_ok,200,text/html;charset=UTF-8,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_mops_home_fund_keyword_direct.html,,
mops_home_fund_keyword,2016Q1,https://archive.org/wayback/available?url=https%3A%2F%2Fmops.twse.com.tw%2Fmops%2Fweb%2Findex&timestamp=20160331,wayback_available,http_ok,200,application/json,generic_date_regex,2016-02-11,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_mops_home_fund_keyword_wayback_available.json,,closest_timestamp=20160211194704; closest_url=http://web.archive.org/web/20160211194704/http://mops.twse.com.tw/mops/web/index
twse_etf_home,2016Q1,https://www.twse.com.tw/zh/ETF/list,direct,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_twse_etf_home_direct.html,,
twse_etf_home,2016Q1,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.twse.com.tw%2Fzh%2FETF%2Flist&timestamp=20160331,wayback_available,http_ok,200,application/json,generic_date_regex,2022-10-23,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_twse_etf_home_wayback_available.json,,closest_timestamp=20221023174803; closest_url=http://web.archive.org/web/20221023174803/https://www.twse.com.tw/zh/ETF/list
taiwan_index_home,2016Q1,https://www.taiwanindex.com.tw/index/index/TW50,direct,http_non_ok,404,text/html; charset=utf-8,,,0,,,
taiwan_index_home,2016Q1,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.taiwanindex.com.tw%2Findex%2Findex%2FTW50&timestamp=20160331,wayback_available,http_ok,200,application/json,generic_date_regex,2016-06-30,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_taiwan_index_home_wayback_available.json,,closest_timestamp=20160630153714; closest_url=http://web.archive.org/web/20160630153714/http://www.taiwanindex.com.tw:80/index/index/TW50
phase3_extracted_api_url,2016Q1,https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/Home/20240331142809778.jpg,direct,http_ok,200,image/jpeg,,,0,,,
phase3_extracted_api_url,2016Q1,https://archive.org/wayback/available?url=https%3A%2F%2Fetfapi.yuantaetfs.com%2FECImage%2FETFBackstage%2Ffile%2FHome%2F20240331142809778.jpg&timestamp=20160331,wayback_available,http_ok,200,application/json,generic_date_regex,2024-03-31,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_phase3_extracted_api_url_wayback_available.json,,closest_timestamp=20240401055011; closest_url=http://web.archive.org/web/20240401055011/https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/Home/20240331142809778.jpg
phase3_extracted_api_url,2016Q1,https://etfapi.yuantaetfs.com/ECImage/ETFBackstage/file/ETFFileDownload/ETF申購撤回申請書.pdf,direct,http_ok,200,application/pdf,generic_date_regex,2016-03-30,39,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_phase3_extracted_api_url_direct.html,,
phase3_extracted_api_url,2016Q1,https://archive.org/wayback/available?url=https%3A%2F%2Fetfapi.yuantaetfs.com%2FECImage%2FETFBackstage%2Ffile%2FETFFileDownload%2FETF%E7%94%B3%E8%B3%BC%E6%92%A4%E5%9B%9E%E7%94%B3%E8%AB%8B%E6%9B%B8.pdf&timestamp=20160331,wayback_available,http_ok,200,application/json,generic_date_regex,2016-03-31,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2016Q1_phase3_extracted_api_url_wayback_available.json,,closest_timestamp=; closest_url=
yuanta_etfapi_product_0050,2021Q4,https://etfapi.yuantaetfs.com/api/ETF/GetETFInfo?fundid=0050,direct,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_yuanta_etfapi_product_0050_direct.html,,
yuanta_etfapi_product_0050,2021Q4,https://archive.org/wayback/available?url=https%3A%2F%2Fetfapi.yuantaetfs.com%2Fapi%2FETF%2FGetETFInfo%3Ffundid%3D0050&timestamp=20211231,wayback_available,http_ok,200,application/json,generic_date_regex,2021-12-31,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_yuanta_etfapi_product_0050_wayback_available.json,,closest_timestamp=; closest_url=
yuanta_etfapi_ratio_0050,2021Q4,https://etfapi.yuantaetfs.com/api/ETF/GetHoldStock?fundid=0050,direct,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_yuanta_etfapi_ratio_0050_direct.html,,
yuanta_etfapi_ratio_0050,2021Q4,https://archive.org/wayback/available?url=https%3A%2F%2Fetfapi.yuantaetfs.com%2Fapi%2FETF%2FGetHoldStock%3Ffundid%3D0050&timestamp=20211231,wayback_available,http_ok,200,application/json,generic_date_regex,2021-12-31,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_yuanta_etfapi_ratio_0050_wayback_available.json,,closest_timestamp=; closest_url=
yuanta_etfapi_pcf_0050,2021Q4,https://etfapi.yuantaetfs.com/api/ETF/GetPCF?fundid=0050,direct,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_yuanta_etfapi_pcf_0050_direct.html,,
yuanta_etfapi_pcf_0050,2021Q4,https://archive.org/wayback/available?url=https%3A%2F%2Fetfapi.yuantaetfs.com%2Fapi%2FETF%2FGetPCF%3Ffundid%3D0050&timestamp=20211231,wayback_available,http_ok,200,application/json,generic_date_regex,2021-12-31,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_yuanta_etfapi_pcf_0050_wayback_available.json,,closest_timestamp=; closest_url=
yuanta_etfapi_file_downloads,2021Q4,https://etfapi.yuantaetfs.com/api/ETF/GetFileDownload?fundid=0050,direct,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_yuanta_etfapi_file_downloads_direct.html,,
yuanta_etfapi_file_downloads,2021Q4,https://archive.org/wayback/available?url=https%3A%2F%2Fetfapi.yuantaetfs.com%2Fapi%2FETF%2FGetFileDownload%3Ffundid%3D0050&timestamp=20211231,wayback_available,http_ok,200,application/json,generic_date_regex,2021-12-31,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_yuanta_etfapi_file_downloads_wayback_available.json,,closest_timestamp=; closest_url=
yuanta_etfapi_product_list,2021Q4,https://etfapi.yuantaetfs.com/api/ETF/GetETFList,direct,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_yuanta_etfapi_product_list_direct.html,,
yuanta_etfapi_product_list,2021Q4,https://archive.org/wayback/available?url=https%3A%2F%2Fetfapi.yuantaetfs.com%2Fapi%2FETF%2FGetETFList&timestamp=20211231,wayback_available,http_ok,200,application/json,generic_date_regex,2021-12-31,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_yuanta_etfapi_product_list_wayback_available.json,,closest_timestamp=; closest_url=
yuanta_current_ratio_page,2021Q4,https://www.yuantaetfs.com/product/detail/0050/ratio,direct,http_ok,200,text/html; charset=utf-8,date,2026-06-26,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_yuanta_current_ratio_page_direct.html,,
yuanta_current_ratio_page,2021Q4,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050%2Fratio&timestamp=20211231,wayback_available,error,,,,,0,,"ReadTimeout: HTTPSConnectionPool(host='archive.org', port=443): Read timed out. (read timeout=5)",
yuanta_current_download_page,2021Q4,https://www.yuantaetfs.com/product/detail/0050/download,direct,http_ok,200,text/html; charset=utf-8,generic_date_regex,2024-03-31,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_yuanta_current_download_page_direct.html,,
yuanta_current_download_page,2021Q4,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.yuantaetfs.com%2Fproduct%2Fdetail%2F0050%2Fdownload&timestamp=20211231,wayback_available,http_ok,200,application/json,generic_date_regex,2022-05-26,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_yuanta_current_download_page_wayback_available.json,,closest_timestamp=20220526050142; closest_url=http://web.archive.org/web/20220526050142/https://www.yuantaetfs.com/product/detail/0050/download
sitca_fund_query_home,2021Q4,https://www.sitca.org.tw/ROC/Industry/IN2421.aspx,direct,http_ok,200,text/html; charset=utf-8,generic_date_regex,2016-01-29,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_sitca_fund_query_home_direct.html,,
sitca_fund_query_home,2021Q4,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.sitca.org.tw%2FROC%2FIndustry%2FIN2421.aspx&timestamp=20211231,wayback_available,error,,,,,0,,"ReadTimeout: HTTPSConnectionPool(host='archive.org', port=443): Read timed out. (read timeout=5)",
sitca_etf_home,2021Q4,https://www.sitca.org.tw/ROC/ETF/,direct,http_non_ok,404,text/html,,,0,,,
sitca_etf_home,2021Q4,https://archive.org/wayback/available?url=https%3A%2F%2Fwww.sitca.org.tw%2FROC%2FETF%2F&timestamp=20211231,wayback_available,http_ok,200,application/json,generic_date_regex,2021-12-31,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_sitca_etf_home_wayback_available.json,,closest_timestamp=; closest_url=
mops_home_fund_keyword,2021Q4,https://mops.twse.com.tw/mops/web/index,direct,http_ok,200,text/html;charset=UTF-8,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_mops_home_fund_keyword_direct.html,,
mops_home_fund_keyword,2021Q4,https://archive.org/wayback/available?url=https%3A%2F%2Fmops.twse.com.tw%2Fmops%2Fweb%2Findex&timestamp=20211231,wayback_available,http_ok,200,application/json,generic_date_regex,2022-01-07,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_mops_home_fund_keyword_wayback_available.json,,closest_timestamp=20220107215927; closest_url=http://web.archive.org/web/20220107215927/https://mops.twse.com.tw/mops/web/index
twse_etf_home,2021Q4,https://www.twse.com.tw/zh/ETF/list,direct,http_ok,200,text/html,,,0,outputs/radar_tw50_0050_dated_api_disclosure_phase4_201411_202312_20260629/raw_sources/2021Q4_twse_etf_home_direct.html,,
