ticker,market_sample_role,api,payload,code,year,season,rows,target_labels_found,bounded_sample_confirmation,formal_model_changed,trade_decision_changed,active_in_trade_decision,report_changed,portfolio_replay_executed,ready_for_strategy_replay,not_live_rule
1101,TWSE,t164sb05,"{""companyId"":""1101"",""dataType"":""2"",""year"":""115"",""season"":""1"",""subsidiaryCompanyId"":""""}",200,115,1,75,營業活動之淨現金流入（流出）; 投資活動之淨現金流入（流出）; 取得不動產、廠房及設備,True,False,False,False,False,False,False,True
1101,TWSE,t164sb03,"{""companyId"":""1101"",""dataType"":""2"",""year"":""115"",""season"":""1"",""subsidiaryCompanyId"":""""}",200,115,1,70,應收帳款淨額; 存貨; 流動資產合計; 流動負債合計,True,False,False,False,False,False,False,True
6488,TPEx,t164sb05,"{""companyId"":""6488"",""dataType"":""1"",""year"":"""",""season"":"""",""subsidiaryCompanyId"":""""}",200,115,1,61,營業活動之淨現金流入（流出）; 投資活動之淨現金流入（流出）; 取得不動產、廠房及設備,True,False,False,False,False,False,False,True
6488,TPEx,t164sb03,"{""companyId"":""6488"",""dataType"":""1"",""year"":"""",""season"":"""",""subsidiaryCompanyId"":""""}",200,115,1,57,應收帳款淨額; 存貨; 流動資產合計; 流動負債合計,True,False,False,False,False,False,False,True
8299,TPEx,t164sb05,"{""companyId"":""8299"",""dataType"":""1"",""year"":"""",""season"":"""",""subsidiaryCompanyId"":""""}",200,115,1,67,營業活動之淨現金流入（流出）; 投資活動之淨現金流入（流出）; 取得不動產、廠房及設備,True,False,False,False,False,False,False,True
8299,TPEx,t164sb03,"{""companyId"":""8299"",""dataType"":""1"",""year"":"""",""season"":"""",""subsidiaryCompanyId"":""""}",200,115,1,61,應收帳款淨額; 存貨; 流動資產合計; 流動負債合計,True,False,False,False,False,False,False,True
