date,ticker,code,name,market,open,high,low,close,volume,turnover_value,adjusted_close,adjusted_close_available,source_date,source_url,source_route,source_type,formal_exact
2024-01-02,3189.TW,3189,景碩,TWSE,99.5,99.9,98.2,98.2,2110290,208335027,,false,2024-01-02,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240102&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-03,3189.TW,3189,景碩,TWSE,98.0,98.9,97.1,97.8,1553542,152398480,,false,2024-01-03,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240103&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-04,3189.TW,3189,景碩,TWSE,97.8,98.0,96.6,97.7,2324246,226453897,,false,2024-01-04,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240104&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-05,3189.TW,3189,景碩,TWSE,97.6,98.3,97.1,97.1,1783879,173779192,,false,2024-01-05,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240105&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-08,3189.TW,3189,景碩,TWSE,97.8,99.5,97.7,97.8,1680212,165726646,,false,2024-01-08,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240108&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-09,3189.TW,3189,景碩,TWSE,98.5,99.7,98.3,98.6,2130097,210758816,,false,2024-01-09,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240109&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-10,3189.TW,3189,景碩,TWSE,98.3,98.5,95.2,96.4,3635395,350632220,,false,2024-01-10,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240110&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-11,3189.TW,3189,景碩,TWSE,96.5,97.2,96.2,96.2,889080,85846796,,false,2024-01-11,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240111&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-12,3189.TW,3189,景碩,TWSE,96.3,96.3,95.2,95.7,1500961,143796737,,false,2024-01-12,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240112&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
2024-01-15,3189.TW,3189,景碩,TWSE,96.2,97.9,96.0,97.1,1276478,123885374,,false,2024-01-15,https://www.twse.com.tw/rwd/zh/afterTrading/MI_INDEX?date=20240115&type=ALLBUT0999&response=json,twse_mi_index_allbut0999,official_daily_trading_pit_from_liquidity_full_sweep,false
