variant_id,period,decision_date,ticker,role,requested_execution_date,market,trusted_raw_close,trusted_raw_source_url,trusted_raw_source_hash,year_month,download_authority
S01_CD2,P2,2023-06-27,2707,sell,2023-06-28,TWSE,,,,2023-06,frontier_exact_leg_only
S01_CD3,P2,2023-06-28,2707,sell,2023-06-29,TWSE,,,,2023-06,frontier_exact_leg_only
S01_CD5,P1,2015-09-24,1102,sell,2015-09-25,TWSE,,,,2015-09,frontier_exact_leg_only
S01_CD5,P2,2023-06-30,2707,sell,2023-07-03,TWSE,,,,2023-07,frontier_exact_leg_only
S01_CD7,P1,2016-02-23,4904,sell,2016-02-24,TWSE,,,,2016-02,frontier_exact_leg_only
S01_CD7,P2,2023-07-04,2707,sell,2023-07-05,TWSE,,,,2023-07,frontier_exact_leg_only
S01_CD10,P2,2023-07-07,2707,sell,2023-07-10,TWSE,,,,2023-07,frontier_exact_leg_only
S02_CD2,P2,2023-07-13,6472,sell,2023-07-14,TWSE,,,,2023-07,frontier_exact_leg_only
S02_CD3,P1,2016-02-19,4904,sell,2016-02-22,TWSE,69.0999984741211,https://query1.finance.yahoo.com/v8/finance/chart/4904.TW?period1=1410393600&period2=1668211200&interval=1d&events=div%2Csplits,d10aea45673d9c48da11951d66a95505830b79653aec21ec8512581d7edb1828,2016-02,frontier_exact_leg_only
S02_CD3,P1,2016-02-19,8422,buy,2016-02-22,TWSE,17.5,https://query1.finance.yahoo.com/v8/finance/chart/8422.TW?period1=1425513600&period2=1639785600&interval=1d&events=div%2Csplits,a4790345d5233accf367e71364bd380cd9db9c6c8ee5cee7e3ff5296396151ce,2016-02,frontier_exact_leg_only
S02_CD5,P1,2016-01-08,1303,sell,2016-01-11,TWSE,56.900001525878906,https://query1.finance.yahoo.com/v8/finance/chart/1303.TW?period1=1410393600&period2=1651881600&interval=1d&events=div%2Csplits,aeeaa39a79feae928fa9d045ef896ca6954a84fd0c55f6ed8da32a576be8bee1,2016-01,frontier_exact_leg_only
