variant_id,period,decision_date,ticker,role,requested_execution_date,market,trusted_raw_close,trusted_raw_source_url,trusted_raw_source_hash,year_month,download_authority
S02_CD5,P1,2016-01-08,1536,buy,2016-01-11,TWSE,120.635986328125,https://query1.finance.yahoo.com/v8/finance/chart/1536.TW?period1=1412812800&period2=1666396800&interval=1d&events=div%2Csplits,f966fc65a1b9f0dcb6c8895fb212144bf8a12ce95828f46a9da563ecb6a4c1a0,2016-01,frontier_exact_leg_only
S02_CD7,P1,2016-10-26,3596,sell,2016-10-27,TWSE,55.895992279052734,https://query1.finance.yahoo.com/v8/finance/chart/3596.TW?period1=1443052800&period2=1659744000&interval=1d&events=div%2Csplits,d184965cb82c8dae2a397be8df7651db1579105a3d4f91775dc7aefab1b69128,2016-10,frontier_exact_leg_only
S02_CD7,P1,2016-10-26,2454,buy,2016-10-27,TWSE,239.0,https://query1.finance.yahoo.com/v8/finance/chart/2454.TW?period1=1410393600&period2=1670630400&interval=1d&events=div%2Csplits,feff7999b74af365bfc643010048a805319d1fe9e248630c4b4b75f71a64ae0f,2016-10,frontier_exact_leg_only
S02_CD10,P1,2017-08-03,4137,sell,2017-08-04,TWSE,,,,2017-08,frontier_exact_leg_only
S02_CD10,P2,2023-09-11,2834,sell,2023-09-12,TWSE,,,,2023-09,frontier_exact_leg_only
S03_CD7,P1,2016-10-13,2883,sell,2016-10-14,TWSE,7.79207706451416,https://query1.finance.yahoo.com/v8/finance/chart/2883.TW?period1=1410393600&period2=1625875200&interval=1d&events=div%2Csplits,2145b67e9530dbb6cdb2374433669fa979ddccc90c1e1f5a01386ea56968c29b,2016-10,frontier_exact_leg_only
S03_CD7,P1,2016-10-13,2313,buy,2016-10-14,TWSE,16.100000381469727,https://query1.finance.yahoo.com/v8/finance/chart/2313.TW?period1=1412208000&period2=1671235200&interval=1d&events=div%2Csplits,3e1bb89b09f15126165b72c9604fdeb93556285d9b32c2e846046b57644ed86f,2016-10,frontier_exact_leg_only
S03_CD10,P1,2016-04-01,2330,sell,2016-04-06,TWSE,153.5,https://query1.finance.yahoo.com/v8/finance/chart/2330.TW?period1=1410393600&period2=1671840000&interval=1d&events=div%2Csplits,97f7f8b737c874dc5670e4e12285b8ba12ae14ca2521718bc9de68aeab0d342a,2016-04,frontier_exact_leg_only
S04_CD2,P1,2022-07-12,3498,sell,2022-07-13,TPEx,,,,2022-07,frontier_exact_leg_only
S04_CD2,P1,2022-07-12,3036,buy,2022-07-13,TWSE,61.46099472045898,https://query1.finance.yahoo.com/v8/finance/chart/3036.TW?period1=1657497600&period2=1783641600&interval=1d&events=div%2Csplits,9225bec42b96e61c7c5cdb54acbb5efbf8fdbdbf29dd77592205ea7dab743cbd,2022-07,frontier_exact_leg_only
S04_CD2,P2,2024-02-19,6593,sell,2024-02-20,TPEx,,,,2024-02,frontier_exact_leg_only
S04_CD3,P1,2016-06-28,5880,sell,2016-06-29,TWSE,10.0265474319458,https://query1.finance.yahoo.com/v8/finance/chart/5880.TW?period1=1412208000&period2=1667606400&interval=1d&events=div%2Csplits,2254e53143b110828ab2129c4f0f952acee4af15af22a2c91be64175ee399bd0,2016-06,frontier_exact_leg_only
S04_CD3,P1,2016-06-28,5871,buy,2016-06-29,TWSE,40.61202239990234,https://query1.finance.yahoo.com/v8/finance/chart/5871.TW?period1=1411603200&period2=1671840000&interval=1d&events=div%2Csplits,e775a758364958dd24dc45696b8f01fbe8b58a80d1351bbf2306fd591ff001f5,2016-06,frontier_exact_leg_only
S04_CD3,P2,2024-04-23,3036,sell,2024-04-24,TWSE,,,,2024-04,frontier_exact_leg_only
S04_CD7,P1,2017-03-29,2885,sell,2017-03-30,TWSE,11.336936950683594,https://query1.finance.yahoo.com/v8/finance/chart/2885.TW?period1=1410393600&period2=1624665600&interval=1d&events=div%2Csplits,2527a433fb95346cee61d3e39377a1defb50ef77e577bb0d970c57e0a19b7c12,2017-03,frontier_exact_leg_only
S04_CD10,P2,2023-10-16,2474,sell,2023-10-17,TWSE,,,,2023-10,frontier_exact_leg_only
S05_CD2,P1,2016-10-17,2412,buy,2016-10-18,TWSE,112.5,https://query1.finance.yahoo.com/v8/finance/chart/2412.TW?period1=1410393600&period2=1671840000&interval=1d&events=div%2Csplits,db5772ebee297f7877334f803abac502971c943b7503059a5e6117313943fcac,2016-10,frontier_exact_leg_only
S05_CD5,P1,2017-05-15,5388,sell,2017-05-16,TWSE,73.9000015258789,https://query1.finance.yahoo.com/v8/finance/chart/5388.TW?period1=1415232000&period2=1669420800&interval=1d&events=div%2Csplits,cc4b2f8d8dfd7aba07040681c42c8f194a08b299b6bf748775fe6f03be1911f8,2017-05,frontier_exact_leg_only
S05_CD5,P2,2023-07-19,2338,sell,2023-07-20,TWSE,,,,2023-07,frontier_exact_leg_only
S05_CD7,P1,2016-05-11,2892,sell,2016-05-12,TWSE,12.673040390014648,https://query1.finance.yahoo.com/v8/finance/chart/2892.TW?period1=1412208000&period2=1671840000&interval=1d&events=div%2Csplits,d90a70573602f1ea82525c9edcb447c688f9abf0179a4c2f673dd6465b625012,2016-05,frontier_exact_leg_only
S05_CD7,P1,2016-05-11,5388,buy,2016-05-12,TWSE,75.69999694824219,https://query1.finance.yahoo.com/v8/finance/chart/5388.TW?period1=1415232000&period2=1669420800&interval=1d&events=div%2Csplits,cc4b2f8d8dfd7aba07040681c42c8f194a08b299b6bf748775fe6f03be1911f8,2016-05,frontier_exact_leg_only
S05_CD10,P1,2016-04-25,1527,sell,2016-04-26,TWSE,71.5,https://query1.finance.yahoo.com/v8/finance/chart/1527.TW?period1=1419465600&period2=1618617600&interval=1d&events=div%2Csplits,229c5f1e09af4359dc5ec7537a191a2645f382e18ab8e8a8b1337dfc58d1137f,2016-04,frontier_exact_leg_only
S05_CD10,P1,2016-04-25,2882,buy,2016-04-26,TWSE,35.92011642456055,https://query1.finance.yahoo.com/v8/finance/chart/2882.TW?period1=1410393600&period2=1622851200&interval=1d&events=div%2Csplits,8e4a3285269a4a0104161c5602abb57c17ea225cbd522c795b04903c07cb02c6,2016-04,frontier_exact_leg_only
S06_CD5,P2,2023-09-08,8255,sell,2023-09-11,TPEx,,,,2023-09,frontier_exact_leg_only
S06_CD7,P2,2023-05-16,1605,sell,2023-05-17,TWSE,,,,2023-05,frontier_exact_leg_only
S07_CD2,P1,2016-07-06,2618,sell,2016-07-07,TWSE,11.989934921264648,https://query1.finance.yahoo.com/v8/finance/chart/2618.TW?period1=1410393600&period2=1671840000&interval=1d&events=div%2Csplits,68d3014370da0662dd97cfbf73dde80ce8052aca1c8d420233a70333ec01427c,2016-07,frontier_exact_leg_only
S07_CD2,P1,2016-07-06,3665,buy,2016-07-07,TWSE,174.0816650390625,https://query1.finance.yahoo.com/v8/finance/chart/3665.TW?period1=1415836800&period2=1666396800&interval=1d&events=div%2Csplits,08d7bc1bbc4897250819591167515e03ba16379f7e3e6c841ccdccd331d10cf8,2016-07,frontier_exact_leg_only
S07_CD3,P1,2019-05-02,3380,sell,2019-05-03,TWSE,,,,2019-05,frontier_exact_leg_only
S07_CD5,P1,2016-05-17,3529,sell,2016-05-18,TPEx,,,,2016-05,frontier_exact_leg_only
S07_CD5,P1,2016-05-17,2347,buy,2016-05-18,TWSE,30.428571701049805,https://query1.finance.yahoo.com/v8/finance/chart/2347.TW?period1=1419465600&period2=1671840000&interval=1d&events=div%2Csplits,844f0260856f0a3739e245433df8a3e93cdbe346ead30221daf33d4e507f26a6,2016-05,frontier_exact_leg_only
S07_CD7,P1,2016-05-09,4915,sell,2016-05-10,TWSE,37.25,https://query1.finance.yahoo.com/v8/finance/chart/4915.TW?period1=1410393600&period2=1670630400&interval=1d&events=div%2Csplits,ed3cc7de48d29005247f26c9e8edc1563ecff4fa71026cac208802bab9ce6082,2016-05,frontier_exact_leg_only
S07_CD7,P1,2016-05-09,2383,buy,2016-05-10,TWSE,60.09999847412109,https://query1.finance.yahoo.com/v8/finance/chart/2383.TW?period1=1413417600&period2=1662681600&interval=1d&events=div%2Csplits,49e84b01ce1e83a94b2c4914beb1c6469348d82e2488b68bc3b43217b767d208,2016-05,frontier_exact_leg_only
S08_CD2,P1,2016-04-28,2883,sell,2016-04-29,TWSE,8.148512840270996,https://query1.finance.yahoo.com/v8/finance/chart/2883.TW?period1=1410393600&period2=1625875200&interval=1d&events=div%2Csplits,2145b67e9530dbb6cdb2374433669fa979ddccc90c1e1f5a01386ea56968c29b,2016-04,frontier_exact_leg_only
S08_CD2,P2,2023-08-01,3207,sell,2023-08-02,TPEx,,,,2023-08,frontier_exact_leg_only
S08_CD3,P1,2016-04-08,3498,buy,2022-07-11,TPEx,,,,2022-07,frontier_exact_leg_only
S08_CD5,P1,2017-05-15,3005,buy,2017-05-16,TWSE,41.79999923706055,https://query1.finance.yahoo.com/v8/finance/chart/3005.TW?period1=1410998400&period2=1661558400&interval=1d&events=div%2Csplits,f084bc08426925919fec370653e4ad442f83c7135f47ceeb9d885d58fbc447ef,2017-05,frontier_exact_leg_only
S08_CD5,P2,2023-08-04,3207,sell,2023-08-07,TPEx,,,,2023-08,frontier_exact_leg_only
S08_CD7,P1,2016-05-16,1227,sell,2016-05-17,TWSE,66.7013168334961,https://query1.finance.yahoo.com/v8/finance/chart/1227.TW?period1=1419465600&period2=1616198400&interval=1d&events=div%2Csplits,bd7e11d6e31f4ca5204e58882739c7fe2b52884e0a8641e2cf6d0de2ba48a3e4,2016-05,frontier_exact_leg_only
S08_CD10,P1,2016-05-16,6285,sell,2016-05-17,TWSE,70.43727111816406,https://query1.finance.yahoo.com/v8/finance/chart/6285.TW?period1=1410393600&period2=1671235200&interval=1d&events=div%2Csplits,ba1388f795b07d7544b85a5b79780ee38ea8b6eed19cd47161149c0d2b4ebbf5,2016-05,frontier_exact_leg_only
S09_CD2,P1,2016-05-06,2891,sell,2016-05-09,TWSE,14.9074068069458,https://query1.finance.yahoo.com/v8/finance/chart/2891.TW?period1=1410393600&period2=1662163200&interval=1d&events=div%2Csplits,056ec19c806c9a971fbf6fa72ebec5224d3a4a429eeed64dd10cd8766b71d21f,2016-05,frontier_exact_leg_only
S09_CD3,P1,2016-04-28,2892,sell,2016-04-29,TWSE,12.59333610534668,https://query1.finance.yahoo.com/v8/finance/chart/2892.TW?period1=1412208000&period2=1671840000&interval=1d&events=div%2Csplits,d90a70573602f1ea82525c9edcb447c688f9abf0179a4c2f673dd6465b625012,2016-04,frontier_exact_leg_only
S09_CD5,P1,2016-05-11,4915,sell,2016-05-12,TWSE,36.54999923706055,https://query1.finance.yahoo.com/v8/finance/chart/4915.TW?period1=1410393600&period2=1670630400&interval=1d&events=div%2Csplits,ed3cc7de48d29005247f26c9e8edc1563ecff4fa71026cac208802bab9ce6082,2016-05,frontier_exact_leg_only
S09_CD5,P1,2016-05-11,8341,buy,2016-05-12,TWSE,141.2574462890625,https://query1.finance.yahoo.com/v8/finance/chart/8341.TW?period1=1419465600&period2=1671235200&interval=1d&events=div%2Csplits,c6149ce1ba147b69c5c8f7bbc056f90e2a8ce204a93c41dbf566aa34e7da1658,2016-05,frontier_exact_leg_only
S09_CD7,P1,2016-06-24,8341,sell,2016-08-17,TWSE,131.5155487060547,https://query1.finance.yahoo.com/v8/finance/chart/8341.TW?period1=1419465600&period2=1671235200&interval=1d&events=div%2Csplits,c6149ce1ba147b69c5c8f7bbc056f90e2a8ce204a93c41dbf566aa34e7da1658,2016-08,frontier_exact_leg_only
S09_CD7,P1,2016-06-24,2912,buy,2016-06-27,TWSE,245.0,https://query1.finance.yahoo.com/v8/finance/chart/2912.TW?period1=1410393600&period2=1668816000&interval=1d&events=div%2Csplits,95951f19802313650a88cdacb732bb6d8bea86c9da02493fe6968621791635f0,2016-06,frontier_exact_leg_only
S10_CD5,P1,2017-08-18,4971,sell,2017-08-21,TPEx,,,,2017-08,frontier_exact_leg_only
S10_CD10,P1,2016-08-12,4915,sell,2016-08-15,TWSE,42.75,https://query1.finance.yahoo.com/v8/finance/chart/4915.TW?period1=1410393600&period2=1670630400&interval=1d&events=div%2Csplits,ed3cc7de48d29005247f26c9e8edc1563ecff4fa71026cac208802bab9ce6082,2016-08,frontier_exact_leg_only
S10_CD10,P1,2016-08-12,3231,buy,2016-08-15,TWSE,19.95568084716797,https://query1.finance.yahoo.com/v8/finance/chart/3231.TW?period1=1410393600&period2=1671840000&interval=1d&events=div%2Csplits,d34c1a944e5ac59588e6a331a96dc1d1e123f6a1beb55545321d50f0e1cc94bc,2016-08,frontier_exact_leg_only
S10_CD10,P2,2023-09-12,2457,sell,2023-09-13,TWSE,,,,2023-09,frontier_exact_leg_only
